scenario;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;picked_units;delivered_order_lines_per_pod_visit;picked_units_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;variable_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;variable_energy_per_delivered_line;energy_per_pod_visit;variable_energy_per_pod_visit;wall_clock_seconds
Scenario 1;10.000.049.999.987.400;66667;0;14992;765;0.051027215;4.589.977.050.120.510;8;14227;0;77;1815;2421;25371;1.333.884.297.520.660;13.978.512.396.694.200;28;27;healthy;0;0;0;0;0;0;10000;0;34104;16.593.499.597.081.000;19.376.873.443.200.000;14.655.812.252.761.000;21.690.849.146.511.200;25.329.246.330.980.300;6.053.619.270.037.620;9.142.424.020.430.350;8.074.827.687.471.670;18.636.687.812.805.100
Scenario 4;10.000.049.999.987.400;66667;0;14992;775;0.051694237;4.649.976.750.122.090;9;14217;0;93;1908;2517;25695;1.319.182.389.937.100;13.466.981.132.075.400;30;29;healthy;0;0;0;0;0;0;10000;0;34617;16.313.523.527.277.900;20.384.557.502.400.000;14.275.067.777.037.900;21.049.707.777.132.800;26.302.654.841.806.400;5.671.461.174.826.370;8.550.064.741.759.950;7.481.691.707.042.970;17.726.315.834.522.200
My scenario;10.000.049.999.987.400;66667;0;14992;777;0.051827641;4.661.976.690.122.400;7;14215;0;89;1933;2541;25776;1.314.536.989.136.050;13.334.712.881.531.300;31;30;healthy;0;0;0;0;0;0;10000;0;34699;16.455.118.149.443.200;20.627.986.797.600.000;14.392.319.469.683.200;21.177.758.236.091.700;26.548.245.556.756.700;5.664.037.571.697.480;8.512.735.721.388.150;7.445.586.895.852.710;18.930.645.701.885.200
Scenario 3;10.000.049.999.987.400;66667;0;14992;772;0.05149413;4.631.976.840.121.620;7;14220;0;62;1904;2522;25726;1.324.579.831.932.770;13.511.554.621.848.700;33;33;healthy;0;0;0;0;0;0;10000;0;34487;16.574.135.271.310.700;20.382.342.271.200.000;14.535.901.044.190.700;21.469.087.139.003.600;26.401.997.760.621.700;5.763.640.382.311.960;8.704.902.978.629.610;7.634.401.808.923.730;17.753.381.149.768.800
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
