scenario;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;delivered_order_lines_per_pod_visit;replenishment_count;replenishment_trips;stop_and_go;total_energy;total_fixed_load_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;wall_clock_seconds
Cindy Scenario 1;1000.0499999998941;6667;0;2354;122;0.051826677994902294;7.31963401829986;11;2232;0;58;189;244;1.291005291005291;0;0;3391;1627225.1489287154;186350.17127999998;13337.91105679275;1527.4604203278686;800.4021937847137
