"scenario";"ticks_elapsed";"steps_elapsed";"stopped_cleanly_before_horizon";"arrived_orders_by_horizon";"fulfilled_orders";"fulfilled_over_arrived";"throughput_orders_per_hour";"on_hold_orders";"unfinished_orders";"job_queue_length";"sku_queue_length";"pod_visits";"replenishment_count";"replenishment_trips";"stop_and_go";"total_energy";"total_fixed_load_energy";"energy_per_fulfilled_order";"fixed_energy_per_fulfilled_order";"wall_clock_seconds"
"Cindy Scenario 1";"1000.0499999998941";"6667";"0";"2390";"125";"0.05230125523012552";"7.499625018749857";"49";"2265";"0";"45";"198";"0";"0";"3481";"1616201.0645152377";"197549.39567999993";"12929.608516121902";"1580.3951654399993";"357.39985513687134"
