title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton;inventory_quantity
叮寧小黑蚊超長效防蚊液-90ml;日用生活;229,0;叮寧;規格：90ml毫升x1x1BOTTLE瓶;叮寧小黑蚊超長效防蚊液_90ml;232,0;1;90,0;48,0;1567;1.29%;1;11076928001;unique_master_match;1;1;ml;1;bottle;229,0;232,0;1,293103;volume;month;1,29;1,0;19,0;14,0;16,0;1,6;12,0;14,0
橘子工坊天然濃縮制菌洗淨病毒洗衣精補充包;日用生活;199,0;橘子工坊;規格：1500ml毫升x1x1Pack包;橘子工坊天然制菌洗衣粉補充包;245,0;1;1500,0;36,0;1619;18.78%;1;11101044001;unique_master_match;1;1;ml;1;pack;199,0;245,0;18,77551;volume;month;18,78;1,0;;;;;6,0;51,0
BioLead 經典香氛洗衣精 補(花園精靈);日用生活;99,0;台塑生醫;規格：1800ml毫升x1x1PC包;BioLead 經典香氛洗衣精 補 花園精靈;159,0;1;1800,0;60,0;1653;37.74%;1;11103011003;unique_master_match;1;1;ml;1;pc;99,0;159,0;37,735849;volume;month;37,74;1,0;53,0;32,0;15,0;11,68;6,0;12,0
BioLead 經典香氛洗衣精 補(天使之吻);日用生活;99,0;台塑生醫;規格：1800ml毫升x1x1PC包;BioLead 經典香氛洗衣精 補 天使之吻;159,0;1;1800,0;60,0;1654;37.74%;0;11103011004;unique_master_match;1;1;ml;1;pc;99,0;159,0;37,735849;volume;month;37,74;0,0;53,0;32,0;15,0;11,68;6,0;12,0
水晶肥皂食器洗滌液體-補充包;日用生活;129,0;南僑水晶;規格：800ml毫升x1x1Pack包;水晶肥皂液体補充包;130,0;1;800,0;60,0;1668;0.77%;1;11103027001;unique_master_match;1;1;ml;1;pack;129,0;130,0;0,769231;volume;month;0,77;1,0;40,0;24,0;31,0;10,76;6,0;397,0
橘子工坊天然濃縮制菌洗淨病毒洗衣精補充包;日用生活;199,0;橘子工坊;規格：1500ml毫升x1x1Pack包;橘子工坊天然制菌力濃縮洗衣精;245,0;1;1500,0;36,0;1670;18.78%;1;11103031001;unique_master_match;1;1;ml;1;pack;199,0;245,0;18,77551;volume;month;18,78;1,0;;;;;6,0;240,666667
易洗樂抗菌防洗衣精補充包;日用生活;175,0;VINATA 台酒生技;規格：1600ml毫升x1x1Bag包;易洗樂抗菌防洗衣精;0,0;1;1600,0;36,0;1734;0.00%;1;11103099001;unique_master_match;1;1;ml;1;bag;175,0;0,0;0,0;volume;month;0,0;1,0;35,0;31,0;33,0;13,75;6,0;8,0
橘子工坊天然濃縮制菌洗淨病毒洗衣精補充包;日用生活;199,0;橘子工坊;規格：1500ml毫升x1x1Pack包;橘子工坊天然制菌力洗衣精補充包;245,0;1;1500,0;36,0;1761;18.78%;0;11103133001;unique_master_match;1;1;ml;1;pack;199,0;245,0;18,77551;volume;month;18,78;0,0;;;;;6,0;264,0
橘子工坊天然濃縮制菌洗淨病毒洗衣精補充包;日用生活;199,0;橘子工坊;規格：1500ml毫升x1x1Pack包;橘子工坊濃縮洗衣精補充包;245,0;1;1500,0;36,0;1780;18.78%;1;11103158001;unique_master_match;1;1;ml;1;pack;199,0;245,0;18,77551;volume;month;18,78;1,0;;;;;6,0;110,0
家樂福超值抗菌濃縮洗衣精;日用生活;110,0;家樂福;規格：4000ml毫升x1x1Bottle瓶;家福超值抗菌濃縮洗衣精;113,0;1;4000,0;36,0;1782;2.65%;0;11103176001;unique_master_match;1;1;ml;1;bottle;110,0;113,0;2,654867;volume;month;2,65;0,0;45,0;26,0;35,0;17,9;4,0;504,666667
易洗樂抗菌防洗衣精補充包;日用生活;175,0;VINATA 台酒生技;規格：1600ml毫升x1x1Bag包;易洗樂抗菌防洗衣精補充包 易洗樂洗衣精補;0,0;1;1600,0;36,0;1786;0.00%;1;11103187001;unique_master_match;1;1;ml;1;bag;175,0;0,0;0,0;volume;month;0,0;1,0;31,0;30,0;28,0;10,61;6,0;12,0
德國dalli護色超濃縮洗衣精2.75L;日用生活;349,0;德國達麗Dalli;規格：2.75L公升x1x1BOTTLE瓶;德國dalli護色超濃縮洗衣精2.75L;389,0;1;2750,0;60,0;1890;10.28%;1;11103365001;unique_master_match;1;1;ml;1;bottle;349,0;389,0;10,282776;volume;month;10,28;1,0;39,0;20,0;36,0;12,4;4,0;19,0
德國dalli全效超濃縮洗衣精2.75L;日用生活;349,0;德國達麗Dalli;規格：2.75L公升x1x1BOTTLE瓶;德國dalli全效超濃縮洗衣精2.75L;389,0;1;2750,0;60,0;1895;10.28%;1;11103370001;unique_master_match;1;1;ml;1;bottle;349,0;389,0;10,282776;volume;month;10,28;1,0;39,0;20,0;36,0;12,4;4,0;66,0
水晶肥皂食器洗滌液體-補充包;日用生活;129,0;南僑水晶;規格：800ml毫升x1x1Pack包;水晶肥皂液体;130,0;1;800,0;60,0;1905;0.77%;1;11103884002;ambiguous_master_match_resolved_with_order_history;2;2;ml;1;pack;129,0;130,0;0,769231;volume;month;0,77;1,0;37,0;30,0;32,0;16,2;6,0;9,0
