title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton
滿漢大餐珍味牛肉麵(碗)187g;米油沖泡;100,0;統一;規格：187g克x1x2Bowl碗;滿漢大餐珍味牛肉麵(碗)187g;108,0;1;187,0;6,0;7332;7.41%;1;14501011001;unique_master_match;1;1;g;2;bowl;50,0;54,0;7,4074074074074066;weight;month;7,41;1,0;50,0;36,0;15,0;3,0;12,0
滿漢大餐蔥燒牛肉(碗) 192g;米油沖泡;100,0;統一;規格：192g克x1x2Bowl碗;滿漢大餐蔥燒牛肉(碗) 192g;108,0;1;192,0;6,0;7333;7.41%;1;14501012001;unique_master_match;1;1;g;2;bowl;50,0;54,0;7,4074074074074066;weight;month;7,41;1,0;50,0;36,0;15,0;3,0;12,0
統一阿Q紅椒牛肉(碗)101g;米油沖泡;89,0;統一;規格：101g克x1x3Bowl碗;統一阿Q紅椒牛肉(碗) 101g;90,0;1;101,0;6,0;7334;1.11%;1;14501013001;unique_master_match;1;1;g;3;bowl;29,666666666666668;30,0;1,1111111111111072;weight;month;1,11;1,0;42,0;28,0;22,0;2,5;12,0
統一辣味蔥燒牛肉(包) 90g;米油沖泡;78,0;統一;規格：90g克x1x5Pack包;統一辣味蔥燒牛肉(包) 90g;80,0;1;90,0;6,0;7335;2.50%;1;14501014001;unique_master_match;1;1;g;5;pack;15,6;16,0;2,500000000000002;weight;month;2,5;1,0;37,0;37,0;14,0;3,24;30,0
滿漢大餐珍味牛肉(袋)173g;米油沖泡;134,0;統一;規格：173g克x1x3Pack包;滿漢大餐珍味牛肉(袋) 173g;139,0;1;173,0;6,0;7336;3.60%;1;14501016001;unique_master_match;1;1;g;3;pack;44,666666666666664;46,333333333333336;3,5971223021582834;weight;month;3,6;1,0;34,0;26,0;15,0;2,78;12,0
味味一品皇朝牛筋麵(碗)185g;米油沖泡;92,0;味丹;規格：185g克x1x2PC碗;味味一品皇朝牛筋麵(碗) 185g;100,0;1;185,0;6,0;7337;8.00%;1;14501017001;unique_master_match;1;1;g;2;pc;46,0;50,0;8,0;weight;month;8,0;1,0;37,0;34,0;16,0;2,15;8,0
滿漢大餐蔥燒牛肉(袋) 187g;米油沖泡;134,0;統一;規格：187g克x1x3Bag袋;滿漢大餐蔥燒牛肉(袋) 187g;139,0;1;187,0;6,0;7339;3.60%;0;14501022001;unique_master_match;1;1;g;3;bag;44,666666666666664;46,333333333333336;3,5971223021582834;weight;month;3,6;0,0;34,0;26,0;15,0;2,75;12,0
味味一品紅燒牛肉麵(碗)181g;米油沖泡;92,0;味丹;規格：181g克x1x2PC碗;味味一品紅燒牛肉麵(碗)181g;100,0;1;181,0;6,0;7341;8.00%;1;14501026001;unique_master_match;1;1;g;2;pc;46,0;50,0;8,0;weight;month;8,0;1,0;37,0;34,0;16,0;2,13;8,0
味味一品皇朝牛筋麵(包)177g;米油沖泡;127,0;味丹;規格：177g克x1x3Pack包;味味一品皇朝牛筋麵(包)177g;129,0;1;177,0;6,0;7342;1.55%;0;14501029001;unique_master_match;1;1;g;3;pack;42,333333333333336;43,0;1,5503875968992191;weight;month;1,55;0,0;35,0;31,0;13,0;2,75;12,0
台酒花雕酸菜牛肉麵(碗)200g;米油沖泡;49,0;台酒;規格：200g克x1x1PC碗;台酒花雕酸菜牛肉麵(碗)200g;0,0;1;200,0;6,0;7343;0.00%;1;14501031001;unique_master_match;1;1;g;1;pc;49,0;0,0;0,0;weight;month;0,0;1,0;49,0;35,0;15,0;3,24;12,0
味味一品原汁珍味牛肉(袋)185g;米油沖泡;127,0;味丹;規格：185g克x1x3Bag袋;味味一品原汁珍味牛肉(袋)185g;135,0;1;185,0;6,0;7344;5.93%;1;14501037001;unique_master_match;1;1;g;3;bag;42,333333333333336;45,0;5,92592592592592;weight;month;5,93;1,0;34,0;30,0;13,0;2,84;12,0
滿漢大餐麻辣鍋牛肉麵(袋)200g;米油沖泡;134,0;統一;規格：200g克x1x3Pack包;滿漢大餐麻辣鍋牛肉麵(袋)200g;139,0;1;200,0;6,0;7345;3.60%;0;14501038001;unique_master_match;1;1;g;3;pack;44,666666666666664;46,333333333333336;3,5971223021582834;weight;month;3,6;0,0;32,0;26,0;15,0;3,0;12,0
來一客川辣牛肉-67g;米油沖泡;65,0;統一;規格：67g克x1x3Cup杯;來一客川辣牛肉 67g;0,0;1;67,0;6,0;7346;0.00%;0;14501045001;unique_master_match;1;1;g;3;cup;21,666666666666668;0,0;0,0;weight;month;0,0;0,0;45,0;34,0;21,0;3,0;24,0
味味A香辣牛肉麵(袋) 83g;米油沖泡;75,0;味味;規格：83g克x1x5Pack包;味味A香辣牛肉麵(袋) 83g;0,0;1;83,0;6,0;7347;0.00%;1;14501047001;unique_master_match;1;1;g;5;pack;15,0;0,0;0,0;weight;month;0,0;1,0;40,0;31,0;14,0;3,28;30,0
