title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton;inventory_quantity
Gery芝莉迷你捲心酥(黑巧克力味);飲料零食;99,0;Gery芝莉;規格：270g克x1x1Bag包;Gery捲心酥(黑巧克力味);120,0;1;270,0;12,0;6050;17.50%;1;14131074001;unique_master_match;1;1;g;1;bag;99,0;120,0;17,5;weight;month;17,5;1,0;43,0;27,0;24,0;5,61;24,0;243,333333
77巧菲斯夾心酥(牛奶口味)300G;飲料零食;92,0;77;規格：300g克x1x1Bag包;77巧菲斯夾心酥(牛奶口味)300G;115,0;1;300,0;13,0;6051;20.00%;1;14131075001;unique_master_match;1;1;g;1;bag;92,0;115,0;20,0;weight;month;20,0;1,0;55,0;29,0;24,0;4,68;12,0;1027,0
新貴派大格酥焙烤花生口味 388.8g;飲料零食;107,0;77;規格：388.8g克x1x1Bag包;新貴派大格酥焙烤花生324g;118,0;1;388,8;13,0;6055;9.32%;1;14131092001;unique_master_match;1;1;g;1;bag;107,0;118,0;9,322034;weight;month;9,32;1,0;48,0;28,0;31,0;5,32;12,0;705,0
新貴派大格酥陽光檸檬口味 388.8g;飲料零食;107,0;77;規格：388.8g克x1x1Bag包;新貴派大格酥陽光檸檬324g;118,0;1;388,8;13,0;6056;9.32%;1;14131105001;unique_master_match;1;1;g;1;bag;107,0;118,0;9,322034;weight;month;9,32;1,0;48,0;28,0;31,0;5,35;12,0;342,0
77新貴派18片盒裝-焦糖海鹽;飲料零食;88,0;77;規格：284.4g克x1x1BOX盒;77新貴派18片盒裝-焦糖海鹽;94,0;1;284,4;13,0;6058;6.38%;1;14131121001;unique_master_match;1;1;g;1;box;88,0;94,0;6,382979;weight;month;6,38;1,0;60,0;27,0;23,0;4,83;12,0;0,0
孔雀捲心餅量販包-咖啡口味63gx3;飲料零食;69,0;孔雀;規格：63g克x3x1Box盒;家福咖啡脆捲;80,0;1;63,0;12,0;6059;13.75%;0;14132003001;unique_master_match;1;1;g;3;box;23,0;26,666667;13,75;weight;month;13,75;0,0;38,0;33,0;26,0;3,43;10,0;347,0
可口小瓜呆脆笛酥-巧克力口味;飲料零食;79,0;可口;規格：162g克x1x1BOX盒;可口脆笛酥巧克力量販包;87,0;1;162,0;12,0;6062;9.20%;1;14132015001;unique_master_match;1;1;g;1;box;79,0;87,0;9,195402;weight;month;9,2;1,0;37,0;37,0;26,0;4,14;12,0;2764,0
孔雀捲心餅量販包-咖啡口味63gx3;飲料零食;69,0;孔雀;規格：63g克x3x1Box盒;孔雀咖啡捲心餅;80,0;1;63,0;12,0;6063;13.75%;1;14132031001;unique_master_match;1;1;g;3;box;23,0;26,666667;13,75;weight;month;13,75;1,0;54,0;29,0;22,0;4,1;12,0;1265,0
盛香珍醇厚72%純黑巧克力捲;飲料零食;69,0;盛香珍;規格：180g克x1x1BOX盒;家福巧克力捲;86,0;1;180,0;12,0;6066;19.77%;1;14132038001;unique_master_match;1;1;g;1;box;69,0;86,0;19,767442;weight;month;19,77;1,0;38,0;33,0;26,0;3,43;10,0;304,0
旺旺夾心の捲-香草口味蛋捲250g;飲料零食;58,0;旺旺;規格：250g克x1x1Pack包;旺旺夾心酥捲(香草味);60,0;1;250,0;9,0;6069;3.33%;1;14132071001;unique_master_match;1;1;g;1;pack;58,0;60,0;3,333333;weight;month;3,33;1,0;40,0;31,0;23,0;3,3;10,0;289,0
義美威化捲輕巧桶巧克力318g;飲料零食;137,0;義美;規格：318g克x1x1Bucket桶;義美威化卷 (桶) 巧克力;142,0;1;318,0;12,0;6070;3.52%;1;14132074001;unique_master_match;1;1;g;1;bucket;137,0;142,0;3,521127;weight;month;3,52;1,0;47,0;31,0;19,0;4,48;6,0;337,0
義美威化捲輕巧桶香草牛奶318g;飲料零食;137,0;義美;規格：318g克x1x1Bucket桶;義美威化卷(桶) 香草牛奶;142,0;1;318,0;12,0;6071;3.52%;1;14132075001;unique_master_match;1;1;g;1;bucket;137,0;142,0;3,521127;weight;month;3,52;1,0;47,0;31,0;19,0;4,59;6,0;202,333333
【安心價】旺旺夾心の捲-草莓口味蛋捲250g;飲料零食;58,0;旺旺;規格：250g克x1x1PACK包;旺旺夾心捲-草莓口味;60,0;1;250,0;9,0;6072;3.33%;1;14132116001;unique_master_match;1;1;g;1;pack;58,0;60,0;3,333333;weight;month;3,33;1,0;42,0;31,0;23,0;3,4;10,0;232,333333
奧利奧捲心酥-巧克力口味;飲料零食;89,0;OREO;規格：162g克x1x1BOX盒;奧利奧捲心酥-巧克力口味;109,0;1;162,0;12,0;6074;18.35%;0;14132130001;unique_master_match;1;1;g;1;box;89,0;109,0;18,348624;weight;month;18,35;0,0;50,0;33,0;21,0;4,944;12,0;180,0
義大利Lago可可捲心酥;飲料零食;119,0;Lago;規格：125g克x1x1Bag包;奧利奧捲心酥-香草口味;0,0;1;125,0;18,0;6075;0.00%;1;14132131001;unique_master_match;1;1;g;1;bag;119,0;0,0;0,0;weight;month;0,0;1,0;49,0;25,0;33,0;4,9;12,0;142,0
黑師傅福源花生醬捲心酥400g克;飲料零食;239,0;黑師傅;規格：400g克x1x1Bag包;黑師傅福源花生醬捲心酥;299,0;1;400,0;12,0;6076;20.07%;1;14132149001;unique_master_match;1;1;g;1;bag;239,0;299,0;20,06689;weight;month;20,07;1,0;42,0;32,0;21,0;7,9;12,0;214,0
Gery芝莉捲心酥(重起士);飲料零食;78,0;Gery芝莉;規格：280g克x1x1PC盒;Gery芝莉捲心酥(重起士);110,0;1;280,0;12,0;6078;29.09%;1;14132153001;unique_master_match;1;1;g;1;pc;78,0;110,0;29,090909;weight;month;29,09;1,0;43,0;27,0;24,0;5,6;24,0;97,0
家樂福蛋香蛋捲;飲料零食;55,0;家樂福;規格：144g克x1x1Box盒;家樂福蛋香蛋捲;59,0;1;144,0;12,0;6086;6.78%;1;14133007001;unique_master_match;1;1;g;1;box;55,0;59,0;6,779661;weight;month;6,78;1,0;48,0;25,0;25,0;3,36;12,0;169,0
【限量】橘平屋蛋捲兩兩禮盒(原味+芝麻)(無提袋);飲料零食;329,0;橘平屋;規格：1008g克x1x1Bag包;橘平屋海苔蛋捲原味;369,0;1;1008,0;12,0;6087;10.84%;0;14133013001;unique_master_match;1;1;g;1;bag;329,0;369,0;10,840108;weight;month;10,84;0,0;48,0;25,0;39,0;3,2;12,0;0,0
家樂福芝麻蛋捲;飲料零食;55,0;家樂福;規格：144g克x1x1Box盒;家樂福芝麻蛋捲;59,0;1;144,0;12,0;6089;6.78%;1;14133027001;unique_master_match;1;1;g;1;box;55,0;59,0;6,779661;weight;month;6,78;1,0;48,0;25,0;25,0;3,34;12,0;179,0
家樂福咖啡蛋捲;飲料零食;55,0;家樂福;規格：144g克x1x1Box盒;家樂福咖啡蛋捲;59,0;1;144,0;12,0;6090;6.78%;0;14133028001;unique_master_match;1;1;g;1;box;55,0;59,0;6,779661;weight;month;6,78;0,0;48,0;25,0;25,0;3,31;12,0;176,0
義美小蛋捲-原味;飲料零食;50,0;義美;規格：114g克x1x1Box盒;義美小蛋捲-原味;0,0;1;114,0;12,0;6091;0.00%;0;14133029001;unique_master_match;1;1;g;1;box;50,0;0,0;0,0;weight;month;0,0;0,0;40,0;23,0;37,0;2,61;12,0;686,0
義美小蛋捲-芝麻;飲料零食;50,0;義美;規格：114g克x1x1Box盒;義美小蛋捲-芝麻;0,0;1;114,0;12,0;6092;0.00%;1;14133030001;unique_master_match;1;1;g;1;box;50,0;0,0;0,0;weight;month;0,0;1,0;40,0;23,0;37,0;2,65;12,0;550,0
【限量】橘平屋蛋捲兩兩禮盒(原味+芝麻)(無提袋);飲料零食;329,0;橘平屋;規格：1008g克x1x1Bag包;橘平屋海苔蛋捲禮盒;369,0;1;1008,0;12,0;6094;10.84%;1;14133899001;unique_master_match;1;1;g;1;bag;329,0;369,0;10,840108;weight;month;10,84;1,0;48,0;27,0;32,0;3,55;6,0;
西雅圖貝瑞斯塔極品咖啡蛋捲;飲料零食;249,0;西雅圖;規格：720g克x1x1Bag包;西雅圖貝瑞斯塔極品咖啡蛋捲;379,0;1;720,0;12,0;6100;34.30%;1;14133914001;unique_master_match;1;1;g;1;bag;249,0;379,0;34,300792;weight;month;34,3;1,0;48,0;28,0;46,0;8,432;8,0;76,0
【限量】橘平屋蛋捲兩兩禮盒(原味+芝麻)(無提袋);飲料零食;329,0;橘平屋;規格：1008g克x1x1Bag包;橘平屋蛋捲兩兩禮盒(原味+芝麻);369,0;1;1008,0;12,0;6101;10.84%;#VALUE!;14133918001;unique_master_match;1;1;g;1;bag;329,0;369,0;10,840108;weight;month;10,84;0,0;58,0;47,0;21,0;6,8;4,0;68,0
利全五香豆乾 210g;飲料零食;69,0;;規格：210g克x1x1Pack包;利全五香豆乾 210g;79,0;1;210,0;12,0;6107;12.66%;1;14200006001;unique_master_match;1;1;g;1;pack;69,0;79,0;12,658228;weight;month;12,66;1,0;45,0;21,0;29,0;12,1;48,0;582,0
德昌滷肉豆乾;飲料零食;65,0;;規格：270g克x1x1Pack包;德昌滷肉豆乾;66,0;1;270,0;9,0;6108;1.52%;0;14200011001;unique_master_match;1;1;g;1;pack;65,0;66,0;1,515152;weight;month;1,52;0,0;40,0;27,0;13,0;3,77;10,0;195,0
五香方乾;飲料零食;75,0;;規格：240g克x1x1Pack包;五香方乾;0,0;1;240,0;12,0;6109;0.00%;1;14200012001;unique_master_match;1;1;g;1;pack;75,0;0,0;0,0;weight;month;0,0;1,0;34,0;26,0;23,0;8,088;24,0;196,0
德昌沙茶豆乾;飲料零食;65,0;;規格：270g克x1x1Pack包;德昌沙茶豆乾;66,0;1;270,0;9,0;6111;1.52%;0;14200015001;ambiguous_master_match_resolved_with_order_history;2;2;g;1;pack;65,0;66,0;1,515152;weight;month;1,52;0,0;40,0;27,0;13,0;3,67;10,0;567,0
黃金比例古早味非基改豆干(沙茶);飲料零食;59,0;黃金比例;規格：80g克x1x1Bag包;家福沙茶風味豆乾(非基改);0,0;1;80,0;10,0;6113;0.00%;0;14200018001;unique_master_match;1;1;g;1;bag;59,0;0,0;0,0;weight;month;0,0;0,0;25,0;37,0;15,0;2,42;10,0;228,0
黃金比例古早味非基改豆干(滷肉);飲料零食;59,0;黃金比例;規格：80g克x1x1Bag包;家福滷肉風味豆乾(非基改);0,0;1;80,0;10,0;6114;0.00%;1;14200019001;unique_master_match;1;1;g;1;bag;59,0;0,0;0,0;weight;month;0,0;1,0;37,0;25,0;12,0;2,42;10,0;129,0
德昌五香豆乾;飲料零食;65,0;;規格：220g克x1x1Pack包;德昌五香豆乾;66,0;1;220,0;9,0;6117;1.52%;1;14200033001;unique_master_match;1;1;g;1;pack;65,0;66,0;1,515152;weight;month;1,52;1,0;40,0;27,0;12,0;3,26;10,0;445,0
德昌豆乾-素食香菇;飲料零食;65,0;;規格：270g克x1x1Pack包;德昌豆乾-素食香菇;66,0;1;270,0;9,0;6118;1.52%;1;14200046001;unique_master_match;1;1;g;1;pack;65,0;66,0;1,515152;weight;month;1,52;1,0;40,0;27,0;13,0;3,67;10,0;189,333333
德昌豆乾-黑胡椒;飲料零食;65,0;;規格：270g克x1x1Pack包;德昌豆乾-黑胡椒;66,0;1;270,0;9,0;6119;1.52%;1;14200047001;unique_master_match;1;1;g;1;pack;65,0;66,0;1,515152;weight;month;1,52;1,0;40,0;27,0;13,0;3,77;10,0;261,0
德昌五香小丁豆干;飲料零食;65,0;德昌;規格：220g克x1x1Pack包;德昌五香小丁豆干;66,0;1;220,0;9,0;6120;1.52%;1;14200049001;unique_master_match;1;1;g;1;pack;65,0;66,0;1,515152;weight;month;1,52;1,0;41,0;27,0;13,0;3,34;10,0;248,0
四乘六香讚切干豆干;飲料零食;79,0;;規格：320g克x1x1Pack包;四乘六香讚切干豆干;89,0;1;320,0;9,0;6121;11.24%;1;14200059001;unique_master_match;1;1;g;1;pack;79,0;89,0;11,235955;weight;month;11,24;1,0;41,0;25,0;11,0;3,0;10,0;38,0
四乘六果汁大丁豆干;飲料零食;79,0;;規格：320g克x1x1Pack包;四乘六果汁大丁豆干;89,0;1;320,0;9,0;6122;11.24%;1;14200060001;unique_master_match;1;1;g;1;pack;79,0;89,0;11,235955;weight;month;11,24;1,0;41,0;25,0;13,0;3,48;10,0;61,0
四乘六黑胡椒豆干;飲料零食;79,0;;規格：320g克x1x1Pack包;四乘六黑胡椒豆干;89,0;1;320,0;9,0;6123;11.24%;1;14200061001;unique_master_match;1;1;g;1;pack;79,0;89,0;11,235955;weight;month;11,24;1,0;41,0;25,0;13,0;3,54;10,0;13,0
