title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton;inventory_quantity
日本獅王LION固齒佳酵素漱口水450mlx2;美妝個清;269,0;LION 獅王;規格：450ml毫升x2x1SET組;日本獅王固齒佳酵素漱口水 酵素漱口水;300,0;1;450,0;36,0;4212;10.33%;1;12105018001;unique_master_match;1;1;ml;2;set;134,5;150,0;10,333333333333334;volume;month;10,33;1,0;26,0;24,0;21,0;6,374;12,0;24,0
李施德霖漱口水-天然綠茶;美妝個清;199,0;李施德霖;規格：750ml毫升x1x1Bottle瓶;李施德霖漱口水-天然綠茶 李施德霖漱口水;249,0;1;750,0;36,0;4214;20.08%;0;12105021001;unique_master_match;1;1;ml;1;bottle;199,0;249,0;20,080321285140563;volume;month;20,08;0,0;22,0;20,0;28,0;5,5;6,0;8,0
依必朗清新漱口水-500ml;美妝個清;139,0;依必朗;規格：500ml毫升x1x1Bottle瓶;依必朗清新漱口水 清新漱口水;0,0;1;500,0;48,0;4216;0.00%;1;12105025001;unique_master_match;1;1;ml;1;bottle;139,0;0,0;0,0;volume;month;0,0;1,0;40,0;29,0;20,0;9,63;12,0;24,0
李施德霖漱口水組(綠茶+薄荷)750mlx2;美妝個清;299,0;李施德霖;規格：750ml毫升x2x1Set組;李施德霖漱口水組-綠茶+薄荷;449,0;1;750,0;36,0;4221;33.41%;1;12105034001;unique_master_match;1;1;ml;2;set;149,5;224,5;33,4075723830735;volume;month;33,41;1,0;23,0;19,0;28,0;5,36;3,0;168,0
Ora2 Me清新漱口水蜜桃-460ml;美妝個清;169,0;Ora2;規格：460ml毫升x1x1BOTTLE瓶;Ora2 Me清新漱口水蜜桃 淨白清新漱口水;215,0;1;460,0;36,0;4222;21.40%;0;12105036001;unique_master_match;1;1;ml;1;bottle;169,0;215,0;21,3953488372093;volume;month;21,4;0,0;36,0;18,0;20,0;6,71;12,0;24,0
刷樂全效護理漱口水超值組-750mlx2;美妝個清;219,0;刷樂;規格：750ml毫升x2x1PC瓶;刷樂專業護理漱口水超值組;225,0;1;750,0;36,0;4227;2.67%;1;12105043002;unique_master_match;1;1;ml;2;pc;109,5;112,5;2,666666666666667;volume;month;2,67;1,0;35,0;28,0;26,0;11,0;6,0;47,0
李施德霖全效護理除菌漱口水-無酒精配方;美妝個清;231,0;李施德霖;規格：750ml毫升x1x1PC瓶;李施德霖全效漱口水 全效漱口水;291,0;1;750,0;37,0;4228;20.62%;1;12105044001;unique_master_match;1;1;ml;1;pc;231,0;291,0;20,618556701030926;volume;month;20,62;1,0;23,0;19,0;27,0;5,26;6,0;6,0
[限量] 李施德霖亮白+綠茶漱口水750mlX2;美妝個清;298,0;李施德霖;規格：750ml毫升x2x1SET組;李施德霖亮白+綠茶漱口水750mlX2;322,0;1;750,0;37,0;4229;7.45%;1;12105045001;unique_master_match;1;1;ml;2;set;149,0;161,0;7,453416149068323;volume;month;7,45;1,0;22,0;20,0;27,0;5,188;3,0;193,0
李施德霖漱口水組(綠茶+薄荷)750mlx2;美妝個清;299,0;李施德霖;規格：750ml毫升x2x1Set組;李施德霖漱口水-Zero+綠茶;449,0;1;750,0;36,0;4231;33.41%;1;12105047001;unique_master_match;1;1;ml;2;set;149,5;224,5;33,4075723830735;volume;month;33,41;1,0;19,0;16,0;23,0;3,6;3,0;60,0
百齡雙氟防蛀兒童漱口水;美妝個清;149,0;;規格：500ml毫升x1x1PC瓶;百齡雙氟防蛀兒童漱口水-冰淇淋汽水;161,0;1;500,0;36,0;4233;7.45%;1;12105051001;unique_master_match;1;1;ml;1;pc;149,0;161,0;7,453416149068323;volume;month;7,45;1,0;42,0;19,0;23,0;8,07;12,0;22,0
