title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton
HK家居 萬用擦拭布-顏色隨機出貨;日用生活;39,0;H&K家居;規格：1PC個x1x1PC個;HK家居 萬用擦拭布;0,0;1;1,0;999,0;9446;0.00%;1;31531002001;unique_master_match;1;1;pc;1;pc;39,0;0,0;0,0;count;month;0,0;1,0;36,0;22,0;25,0;1,95;30,0
3M 百利不掉絮擦拭布-顏色隨機出貨;日用生活;45,0;3M;規格：1PC個x1x1PC個;3M 百利不掉絮擦拭布;50,0;1;1,0;120,0;9447;10.00%;1;31531021001;unique_master_match;1;1;pc;1;pc;45,0;50,0;10,0;count;month;10,0;1,0;42,0;29,0;22,0;2,34;80,0
3M百利長絨吸水抹布(2片裝);日用生活;125,0;3M;規格：1PC個x1x1PC個;3M百利長絨吸水抹布(2片裝);139,0;1;1,0;999,0;9448;10.07%;1;31531022001;unique_master_match;1;1;pc;1;pc;125,0;139,0;10,071942446043165;count;month;10,07;1,0;33,0;30,0;25,0;2,01;24,0
3M 百利不掉絮擦拭布-顏色隨機出貨;日用生活;45,0;3M;規格：1PC個x1x1PC個;3M 百利不掉絮擦拭布(新色);50,0;1;1,0;120,0;9449;10.00%;0;31531042001;unique_master_match;1;1;pc;1;pc;45,0;50,0;10,0;count;month;10,0;0,0;43,0;29,0;22,0;2,85;80,0
OP超音波馬卡龍瞬吸布;日用生活;138,0;OP;規格：1Pack包x1x1PACK包;OP 超音波柔邊瞬吸布;0,0;1;1,0;999,0;9451;0.00%;1;31531047001;unique_master_match;1;1;pack;1;pack;138,0;0,0;0,0;count;month;0,0;1,0;58,0;31,0;19,0;4,138;24,0
3M魔布廚房擦拭布(2片裝);日用生活;159,0;3M;規格：1PC個x1x1PC個;3M魔布廚房擦拭布(2片裝);189,0;1;1,0;120,0;9452;15.87%;0;31531056001;unique_master_match;1;1;pc;1;pc;159,0;189,0;15,873015873015872;count;month;15,87;0,0;45,0;30,0;27,0;2,3;24,0
家簡塵除極超細纖維抹布40x40cm(顏色隨機出貨);日用生活;39,0;家簡塵除;規格：1PC條x1x1PC條;家簡塵除極超細纖維抹布40*40;0,0;1;1,0;120,0;9453;0.00%;1;31531099001;unique_master_match;1;1;pc;1;pc;39,0;0,0;0,0;count;month;0,0;1,0;;;;;
家簡塵除極超細纖維抹布30x32cm(顏色隨機出貨);日用生活;29,0;家簡塵除;規格：1PC條x1x1PC條;家簡塵除極超細纖維抹布30*32;0,0;1;1,0;120,0;9455;0.00%;1;31531124001;unique_master_match;1;1;pc;1;pc;29,0;0,0;0,0;count;month;0,0;1,0;;;;;
3M百利菜瓜布瓶刷;日用生活;155,0;3M;規格：1Pack包x1x1PACK包;3M 好潔淨抗菌杯刷補充海綿;0,0;1;1,0;999,0;9460;0.00%;0;31532003001;unique_master_match;1;1;pack;1;pack;155,0;0,0;0,0;count;month;0,0;0,0;26,0;12,0;20,0;0,23;20,0
多麼潔超潔淨洗杯刷-長柄-顏色隨機出貨;日用生活;49,0;多麼潔;規格：1PC支x1x1PC支;多麼潔超潔淨洗杯刷-長柄;0,0;1;1,0;120,0;9462;0.00%;0;31532060001;unique_master_match;1;1;pc;1;pc;49,0;0,0;0,0;count;month;0,0;0,0;44,0;44,0;15,0;1,25;20,0
百研小蘇打菜瓜布杯刷;日用生活;89,0;UdiLife-百研;規格：1PC個x1x1PC個;順林_百研小蘇打菜瓜布杯刷;0,0;1;1,0;999,0;9463;0.00%;0;31532098001;unique_master_match;1;1;pc;1;pc;89,0;0,0;0,0;count;month;0,0;0,0;60,0;30,0;14,0;1,2;24,0
百研菜瓜布杯刷;日用生活;89,0;UdiLife-百研;規格：1PC個x1x1PC個;順林_百研菜瓜布杯刷;0,0;1;1,0;999,0;9464;0.00%;0;31532099001;unique_master_match;1;1;pc;1;pc;89,0;0,0;0,0;count;month;0,0;0,0;60,0;30,0;14,0;1,2;24,0
百研海綿杯刷;日用生活;89,0;UdiLife-百研;規格：1PC個x1x1PC個;順林_百研海綿杯刷;0,0;1;1,0;999,0;9465;0.00%;1;31532100001;unique_master_match;1;1;pc;1;pc;89,0;0,0;0,0;count;month;0,0;1,0;40,0;30,0;14,0;1,2;24,0
3M 百利鋼絲球重量包2入裝;日用生活;70,0;3M;規格：1Pack包x1x1Pack包;3M 百利鋼絲球重量包2入裝;85,0;1;1,0;120,0;9466;17.65%;0;31533003001;unique_master_match;1;1;pack;1;pack;70,0;85,0;17,647058823529413;count;month;17,65;0,0;45,0;36,0;25,0;4,25;30,0
小蘇打粉1000g;日用生活;99,0;H&K家居;規格：1PC個x1x1PC個;小蘇打粉1000g;0,0;1;1,0;60,0;9467;0.00%;0;31533005001;unique_master_match;1;1;pc;1;pc;99,0;0,0;0,0;count;month;0,0;0,0;31,0;25,0;20,0;12,38;12,0
檸檬酸500g;日用生活;99,0;H&K家居;規格：1PC個x1x1PC個;檸檬酸500g;0,0;1;1,0;240,0;9468;0.00%;1;31533008001;unique_master_match;1;1;pc;1;pc;99,0;0,0;0,0;count;month;0,0;1,0;31,0;25,0;20,0;7,87;15,0
德國免洗劑去污棉-6入;日用生活;89,0;生活大師;規格：1PC個x1x1PC個;RTS_百研/德國免洗劑去污棉/6入;99,0;1;1,0;999,0;9472;10.10%;1;31533034001;unique_master_match;1;1;pc;1;pc;89,0;99,0;10,1010101010101;count;month;10,1;1,0;59,0;35,0;35,0;1,66;50,0
