scenario;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;delivered_order_lines_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;wall_clock_seconds
Cindy Scenario 3;1000.0499999998941;6667;0;2211;132;0.05970149253731343;7.9196040197998485;0;2079;0;38;208;250;1.2019230769230769;0;0;healthy;0;0;0;0;0;0;1000;0;3472;1563100.541906295;207788.68655999997;11841.670772017387;1574.1567163636362;79.81137990951538
