scenario;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;replenishment_count;replenishment_trips;stop_and_go;total_energy;total_fixed_load_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;wall_clock_seconds
Cindy Scenario 3;1000.0499999998941;6667;0;2354;124;0.052676295666949875;7.439628018599858;13;2230;0;40;195;0;0;3123;1541889.1749973642;194398.84463999994;12434.590120946485;1567.7326180645157;327.02880573272705
