scenario;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;picked_units;delivered_order_lines_per_pod_visit;picked_units_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;variable_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;variable_energy_per_delivered_line;energy_per_pod_visit;variable_energy_per_pod_visit;wall_clock_seconds
Scenario 4;10.000.499.999.998.900;6667;0;2211;134;0.060606061;8.039.598.020.099.840;0;2077;0;52;198;247;4897;12.474.747.474.747.400;24.732.323.232.323.200;1;1;healthy;0;0;0;0;0;0;1000;0;3500;1.560.643.871.596.850;19.934.619.431.999.900;1.361.297.677.276.850;11.646.596.056.692.900;14.876.581.665.671.600;5.511.326.628.651.230;7.882.039.755.539.660;6.875.240.794.327.540;12.203.056.621.551.500
My scenario;10.000.499.999.998.900;6667;0;2211;129;0.05834464;7.739.613.019.349.850;0;2082;0;47;202;243;4852;12.029.702.970.297.000;24.019.801.980.198.000;1;1;healthy;0;0;0;0;0;0;1000;0;3383;16.062.621.350.913.000;20.377.665.671.999.900;1.402.485.478.371.300;12.451.644.458.072.100;15.796.640.055.813.900;5.771.545.178.482.720;7.951.792.747.976.740;6.942.997.417.679.710;11.721.336.030.960.000
Scenario 3;10.000.499.999.998.900;6667;0;2211;136;0.061510629;8.159.592.020.399.840;0;2075;0;46;203;251;4988;12.364.532.019.704.400;24.571.428.571.428.500;1;1;healthy;0;0;0;0;0;0;1000;0;3476;16.494.284.858.908.800;20.286.595.055.999.900;14.465.625.353.308.800;12.128.150.631.550.600;14.916.614.011.764.700;5.763.197.351.915.870;8.125.263.477.294.990;7.125.923.819.363.950;7.888.205.790.519.710
Scenario 2;10.000.499.999.998.900;6667;0;2211;148;0.066938037;8.879.556.022.199.830;0;2063;0;12;210;295;5294;14.047.619.047.619.000;25.209.523.809.523.800;1;1;healthy;0;0;0;0;0;0;1000;0;3346;15.707.515.966.784.600;21.258.835.415.999.900;13.581.632.425.184.600;10.613.186.464.043.600;1.436.407.798.378.370;4.603.943.194.977.830;7.479.769.507.992.670;6.467.444.011.992.670;11.742.847.776.412.900
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
