scenario;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;replenishment_count;replenishment_trips;stop_and_go;total_energy;total_fixed_load_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;wall_clock_seconds
Scenario 4 (Sij);1000.0499999998941;6667;0;2354;127;0.05395072217502124;7.619619019049854;13;2227;0;55;207;0;0;3896;1551800.042718061;205524.22799999997;12218.89797415796;1618.3010078740156;435.8730342388153
