scenario;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;delivered_order_lines_per_pod_visit;replenishment_count;replenishment_trips;stop_and_go;total_energy;total_fixed_load_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;wall_clock_seconds
Scenario 4 (Sij);1000.0499999998941;6667;0;2354;125;0.05310110450297366;7.499625018749857;13;2229;0;51;209;251;1.200956937799043;0;0;3389;1602905.1419350535;206877.98039999997;12823.241135480428;1655.0238431999999;348.9002981185913
