scenario;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;replenishment_count;replenishment_trips;stop_and_go;total_energy;total_fixed_load_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;wall_clock_seconds
My scenario;1000.0499999998941;6667;0;2354;123;0.052251486830926085;7.379631018449859;11;2231;0;56;203;0;0;3416;1572211.001702491;203136.70103999993;12782.20326587391;1651.5178946341457;395.1943657398224
