scenario;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;delivered_order_lines_per_pod_visit;replenishment_count;replenishment_trips;stop_and_go;total_energy;total_fixed_load_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;wall_clock_seconds
My scenario;1000.0499999998941;6667;0;2354;131;0.055649957519116396;7.85960701964985;13;2223;0;44;212;273;1.2877358490566038;0;0;3515;1586500.8119126493;211677.64799999993;12110.693220707246;1615.859908396946;347.18530464172363
