scenario;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;delivered_order_lines_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;wall_clock_seconds
My scenario patch check;1000.0499999998941;6667;0;2390;126;0.052719665271966525;7.559622018899856;49;2264;0;9186;207;256;1.2367149758454106;0;0;healthy;0;0;0;0;0;1000;0;0;3273;1687150.1973453306;205819.59215999994;13390.080931312148;1633.4888266666662;4296.373689174652
