title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
聲寶 ML-JA03E 吸入式捕蚊燈;生活家電;888;SAMPO聲寶;規格：1set台x1x1set台;聲寶 ML-JA03E 吸入式捕蚊燈;0;1;1,0;999,0;10203;0.00%;0;聲寶ML-JA03E吸入式捕蚊燈;41601014001;set;1;set;888,0;0,0;0,0;count;;1
大同TMO-F25MB無轉盤微波爐25L;生活家電;2790;TATUNG大同;規格：1set台x1x1set台;大同TMO-F25MA無轉盤微波爐25L;3590;1;1,0;999,0;9935;22.28%;1;大同TMO-F25MA無轉盤微波爐25L;40400043001;set;1;set;2790,0;3590,0;22,284122562674096;count;;0
國際NN-ST34NB微電腦轉盤式微波爐-25L;生活家電;3200;Panasonic國際;規格：1set台x1x1set台;國際NN-ST34H微電腦微波爐25L;3990;1;1,0;999,0;9939;19.80%;1;國際NN-ST34H微電腦微波爐25L;40402008001;set;1;set;3200,0;3990,0;19,799498746867165;count;;0
HRF-APP1AP濾網;生活家電;449;;規格：1box盒x1x1box盒;HRF-APP1AP濾網;499;1;1,0;999,0;9954;10.02%;1;HRF-APP1AP濾網;41002018001;bo;1;box;449,0;499,0;10,02004008016032;count;標示於包裝上;0
國際NI-M300蒸氣電熨斗;生活家電;650;Panasonic國際;規格：1set台x1x1set台;國際NI-M300蒸氣電熨斗;699;1;1,0;999,0;9958;7.01%;1;國際NI-M300蒸氣電熨斗;41010047002;set;1;set;650,0;699,0;7,0100143061516444;count;;0
東元XYFXJ066直立式手提吸塵器;生活家電;888;TECO東元;規格：1set台x1x1set台;東元XYFXJ066直立式手提吸塵器;988;1;1,0;999,0;9963;10.12%;1;東元XYFXJ066直立式手提吸塵器;41100017001;set;1;set;888,0;988,0;10,121457489878544;count;;0
名象 8人份 台灣製 溫風式烘碗機 TT-658;生活家電;1490;名象;規格：1台;名象TT-658烘碗機;0;1;1,0;12,0;9979;0.00%;0;名象TT-658烘碗機;41201009001;pcs;1;;1490,0;0,0;0,0;count;月;0
大家源 TCY-6706 多功能調理棒;生活家電;799;大家源;規格：1set台x1x1set台;大家源 TCY-6706 多功能調理棒;0;1;1,0;999,0;9984;0.00%;1;大家源TCY-6706多功能調理棒;41210020001;set;1;set;799,0;0,0;0,0;count;;0
飛利浦HR2601/02超活氧迷你果汁機;生活家電;1188;PHILIPS飛利浦;規格：1set台x1x1set台;飛利浦HR2601/02超活氧迷你果汁機;1488;1;1,0;999,0;9998;20.16%;1;飛利浦HR2601/02超活氧迷你果汁機;41212916001;set;1;set;1188,0;1488,0;20,161290322580644;count;;0
【TIGER 虎牌】日本製 微電腦電熱水瓶3L(PDR-S30R);生活家電;3190;虎牌;規格：1set台x1x1set台;虎牌PDR-S30R微電腦電熱水瓶3L;4290;1;1,0;999,0;10005;25.64%;0;虎牌PDR-S30R微電腦電熱水瓶3L;41220009001;set;1;set;3190,0;4290,0;25,64102564102564;count;;0
