title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
葛莉思高齡犬養生乾狗糧 3.5kg;休閒娛樂;229;葛莉思;規格：3.5kg公斤x1x1pack包;葛莉思高齡犬養生乾狗糧 3.5kg;249;1;3500,0;18,0;8898;8.03%;1;葛莉思高齡犬養生乾狗糧3.5kg;14850003001;g;1;pack;229,0;249,0;8,032128514056225;weight;月;1
家樂福狗乾糧-牛肉口味15Kg;休閒娛樂;499;家樂福;規格：15kg公斤x1x1bag袋;家樂福狗乾糧-牛肉口味;519;1;15000,0;12,0;8896;3.85%;1;家樂福狗乾糧-牛肉口味;14850001001;g;1;bag;499,0;519,0;3,853564547206165;weight;月;0
【安心價】【狗食】寶路狗乾糧牛肉及蔬菜口味3kg;休閒娛樂;299;寶路;規格：3kg公斤x1x1pack包;寶路乾糧雞肉及蔬菜口味3kg;309;1;3000,0;18,0;8901;3.24%;1;寶路乾糧雞肉及蔬菜口味3kg;14850009001;g;1;pack;299,0;309,0;3,2362459546925564;weight;月;0
家樂福狗乾糧-牛肉+雞肉口味15 Kg;休閒娛樂;499;家樂福;規格：15kg公斤x1x1bag袋;家樂福狗乾糧-牛肉+雞肉口味;519;1;15000,0;12,0;8902;3.85%;1;家樂福狗乾糧-牛肉+雞肉口味;14850010001;g;1;bag;499,0;519,0;3,853564547206165;weight;月;0
家樂福狗乾糧-牛肉+羊肉口味15Kg;休閒娛樂;499;家樂福;規格：15kg公斤x1x1bag袋;家樂福狗乾糧-牛肉+羊肉口味;519;1;15000,0;12,0;8903;3.85%;1;家樂福狗乾糧-牛肉+羊肉口味;14850011001;g;1;bag;499,0;519,0;3,853564547206165;weight;月;0
【安心價】【狗食】寶路狗乾糧牛肉及蔬菜口味3kg;休閒娛樂;299;寶路;規格：3kg公斤x1x1pack包;寶路狗乾糧牛肉及蔬菜口味3Kg;309;1;3000,0;18,0;8906;3.24%;0;寶路狗乾糧牛肉及蔬菜口味3Kg;14850019001;g;1;pack;299,0;309,0;3,2362459546925564;weight;月;0
寶多福美食犬餐-牛肉-7.5Kg;休閒娛樂;349;寶多福;規格：7.5kg公斤x1x1pack包;寶多福(美食犬餐牛肉) 7.5Kg;0;1;7500,0;12,0;8907;0.00%;1;寶多福(美食犬餐牛肉)7.5Kg;14850020001;g;1;pack;349,0;0,0;0,0;weight;月;0
寶多福美食犬餐-牛肉口味-15kg;休閒娛樂;649;寶多福;規格：15kg公斤x1x1bag袋;寶多福美食犬餐牛肉口味15kg;810;1;15000,0;12,0;8908;19.88%;0;寶多福美食犬餐牛肉口味15kg;14850034001;g;1;bag;649,0;810,0;19,876543209876544;weight;月;0
加好寶經典狗糧-雞肉15Kg;休閒娛樂;629;加好寶;規格：15kg公斤x1x1pack包;加好寶經典狗糧-雞肉15Kg;669;1;15000,0;18,0;8911;5.98%;1;加好寶經典狗糧-雞肉15Kg;14850042001;g;1;pack;629,0;669,0;5,9790732436472345;weight;月;0
葛莉思犬食-牛肉大餐 15Kg;休閒娛樂;559;葛莉思;規格：15kg公斤x1x1bag袋;葛莉思犬食-牛肉大餐 15Kg;729;1;15000,0;18,0;8914;23.32%;1;葛莉思犬食-牛肉大餐15Kg;14850060001;g;1;bag;559,0;729,0;23,319615912208505;weight;月;0
葛莉思犬食--成長保健配方2Kg;休閒娛樂;159;葛莉思;規格：2kg公斤x1x1bag袋;葛莉思犬食--關節保健配方2Kg;181;1;2000,0;18,0;8917;12.15%;1;葛莉思犬食--關節保健配方2Kg;14850081001;g;1;bag;159,0;181,0;12,154696132596683;weight;月;0
寶多福健康犬餐熟齡犬專用配方袋15Kg;休閒娛樂;649;寶多福;規格：15kg公斤x1x1bag袋;寶多福美食犬餐雞肉口味15kg;709;1;15000,0;12,0;8919;8.46%;1;寶多福美食犬餐雞肉口味15kg;14850093001;g;1;bag;649,0;709,0;8,46262341325811;weight;月;0
