title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
Victoryh織帶平口褲-XL(顏色隨機出貨);服飾鞋包;99;Victoryh;規格：1pc件x1x1pc件;Victoryh織帶平口褲;119;1;1,0;999,0;10266;16.81%;1;Victoryh織帶平口褲;61064197001;pc;1;pc;99,0;119,0;16,80672268907563;count;;1
【童樂繪金飾】兒童純銀手鍊 龍湯匙 (彌月銀飾 滿月禮 寶寶足銀);服飾鞋包;2080;童樂繪金飾;規格：1組;高樂氏漂白水-原味;3467;1;1,0;999,0;1988;40.01%;1;高樂氏漂白水-原味;11111001001;pcs;1;;2080,0;3467,0;40,005768676088834;count;無;0
【童樂繪金飾】兒童純銀手鍊 龍湯匙 (彌月銀飾 滿月禮 寶寶足銀);服飾鞋包;2080;童樂繪金飾;規格：1組;高樂氏漂白水2.8L;3467;1;1,0;999,0;1989;40.01%;0;高樂氏漂白水2.8L;11111002001;pcs;1;;2080,0;3467,0;40,005768676088834;count;無;0
[ides愛蒂思] 情人送禮 輕珠寶設計款10分E/VS1八心八箭EX車工鑽石項鍊鎖骨鍊/經典六爪;服飾鞋包;5999;ides愛蒂思;規格：1件;青箭粒裝口香糖超值包-原味;9;1;1,0;240,0;6479;36.85%;1;青箭粒裝口香糖超值包-原味;14226046001;pcs;1;;5999,0;9,0;0,0;count;月;0
[ides愛蒂思] 情人送禮 輕珠寶設計款10分E/VS1八心八箭EX車工鑽石項鍊鎖骨鍊/經典六爪;服飾鞋包;5999;ides愛蒂思;規格：1件;青箭粒裝口香糖-原味;9;1;1,0;240,0;6480;36.85%;1;青箭粒裝口香糖-原味;14226051001;pcs;1;;5999,0;9,0;0,0;count;月;0
台灣藍白拖-藍10.5~12;服飾鞋包;69;;規格：1pair雙x1x1pair雙;台灣藍白拖;75;1;1,0;999,0;10233;8.00%;1;台灣藍白拖;60011899001;pair;1;pair;69,0;75,0;8,0;count;標示於包裝上;0
舒適便利室內拖鞋-灰XL;服飾鞋包;169;;規格：1pair雙x1x1pair雙;7926舒適便利室內拖鞋;199;1;1,0;999,0;10234;15.08%;1;7926舒適便利室內拖鞋;60013027009;pair;1;pair;169,0;199,0;15,07537688442211;count;;0
【安心價】606 網拖-3雙入-藍色-12;服飾鞋包;112;;規格：1pc包x1x1pc包;606 網拖(3雙入);129;1;1,0;33,3;10237;13.18%;1;606網拖(3雙入);60014001004;pc;1;pc;112,0;129,0;13,178294573643411;count;月;0
單入網拖鞋-紅(尺寸:10.5-12);服飾鞋包;43;;規格：1pair雙x1x1pair雙;606 單入網拖;48;1;1,0;999,0;10238;10.42%;0;606單入網拖;60014007001;pair;1;pair;43,0;48,0;10,416666666666668;count;;0
三花5片式平口褲PER-XXL(顏色隨機出貨);服飾鞋包;199;三花棉業;規格：1pc件x1x1pc件;三花100全棉三角褲 PER;249;1;1,0;999,0;10243;20.08%;1;三花100全棉三角褲PER;61062001002;pc;1;pc;199,0;249,0;20,080321285140563;count;;0
