scenario,result_kind,checkpoint_target_tick,checkpoint_interval_ticks,replication,replications_total,order_mode,bootstrap_seed,pod_location_mode,pod_location_seed,ticks_elapsed,steps_elapsed,stopped_cleanly_before_horizon,arrived_orders_by_horizon,fulfilled_orders,fulfilled_over_arrived,throughput_orders_per_hour,on_hold_orders,unfinished_orders,job_queue_length,sku_queue_length,pod_visits,delivered_order_lines,picked_units,delivered_order_lines_per_pod_visit,picked_units_per_pod_visit,replenishment_count,replenishment_trips,health_status_final,health_consistency_violations,health_zombie_orders,health_pending_replenishment_count,health_aged_pending_replenishment_count,health_oldest_pending_replenishment_age,health_last_progress_tick,health_progress_gap,health_stalled_tick_count,stop_and_go,total_energy,total_fixed_load_energy,variable_energy,energy_per_fulfilled_order,fixed_energy_per_fulfilled_order,variable_energy_per_delivered_line,energy_per_pod_visit,variable_energy_per_pod_visit,wall_clock_seconds,diag_pending_replenishment_requests_current,diag_blocked_replenishment_no_robot_total,diag_blocked_replenishment_pod_not_idle_total,diag_blocked_replenishment_no_station_total,diag_replenishment_trips_since_last_fulfillment_rise,diag_last_fulfillment_rise_tick,diag_robot_state_idle,diag_robot_state_taking_pod,diag_robot_state_delivering_pod,diag_robot_state_station_processing,diag_robot_state_returning_pod,diag_robot_state_other,diag_robot_idle_time_gt_20,diag_robot_idle_time_gt_300,diag_robot_idle_time_gt_1200,diag_robot_pod_carrying_congested,diag_robot_available_count
My Scenario Fallback Random,final,20000,20000,1,1,bootstrap_actual,43,shuffle,42,20000.1,133334,0,1092,305,0.279304029,0.914995425,0,787,0,33,685,768,7373,1.121167883,10.76350365,12,12,healthy,0,0,0,0,0,0,20000,0,117210,6907151.014,723568.351,6183582.663,22646.39677,2372.355249,8051.539926,10083.43214,9027.127975,732.208962,0,10008,4619,0,0,8544,0,6,12,0,2,0,13,12,12,11,0
