item_code;minimum_inventory;minimum_inventory_ceiling
12020166001;8;8
12020175001;50;50
12020189001;8;8
12020190001;8;8
12020196001;8;8
12020203001;12;12
12020217001;41;41
12020221001;8;8
12020222001;88;88
12020225001;15;15
12020228001;4;4
12020232001;18;18
12020234001;4;4
12020237001;14;14
12020240001;12;12
12020242001;23;23
12020246001;4;4
12020249001;24;24
12020250001;8;8
12020253001;8;8
12020260001;4;4
12020264001;8;8
12020266001;12;12
12020271001;12;12
12020272001;12;12
12020282001;4;4
12020283001;4;4
12020312001;4;4
12020323001;4;4
12020324001;20;20
12020325001;4;4
12020326001;32;32
12020341001;8;8
12020342001;8;8
12020344001;34;34
12020362001;8;8
12020372001;12;12
12020383001;24;24
12020384001;8;8
12020416001;23;23
12020423001;4;4
12020425001;4;4
12020437001;24;24
12020471001;4;4
12020473001;11;11
12020485001;13;13
12020498001;17;17
12020901001;18;18
12020903001;18;18
12020920001;25;25
12020923001;4;4
12020926001;83;83
12020927001;21;21
12020956001;4;4
12020961001;19;19
12020964001;8;8
12020965001;8;8
12020966001;8;8
12021028001;19;19
12021042001;4;4
12021052001;8;8
12021069001;4;4
12021094001;4;4
12021912001;4;4
12021923001;88;88
12021969001;4;4
12021993001;20;20
12021994001;14;14
12022005001;4;4
12022008001;4;4
12022027001;8;8
12022030001;4;4
12022043001;9;9
12022047001;4;4
12022062001;4;4
12022096001;41;41
12022100001;8;8
12022109001;38;38
12022127001;4;4
12022128001;4;4
12022153001;8;8
12022184001;4;4
12022224001;4;4
12022275001;4;4
12023020001;29;29
12023022001;4;4
12023079001;8;8
12023093001;4;4
12023125001;4;4
12023195001;8;8
12023199001;8;8
12023202001;32;32
12023217001;32;32
12023227001;23;23
12023263001;12;12
12023278001;8;8
12023463001;4;4
12031016001;4;4
12032035001;4;4
12032072001;4;4
12032121001;13;13
12032224001;4;4
12032227001;4;4
12032540001;4;4
12032541001;4;4
12034001001;8;8
12034025001;8;8
12034038001;22;22
12034051001;11;11
12034053001;10;10
12034063001;8;8
12034071001;14;14
12034075001;27;27
12034085001;39;39
12034100001;14;14
12034103001;8;8
12034104001;45;45
12034154001;4;4
12034167001;4;4
12034171001;4;4
12034172001;4;4
12034201001;4;4
12034211001;4;4
12100002001;8;8
12100003001;23;23
12100008001;12;12
12100009001;59;59
12100011001;41;41
12100012001;15;15
12100013001;26;26
12100017001;8;8
12100018001;36;36
12100019001;8;8
12100023001;25;25
12100026001;78;78
12100027001;56;56
12100028001;23;23
12100036001;23;23
12100039001;19;19
12100040001;40;40
12100046001;23;23
12100051001;13;13
12100056001;8;8
12100059001;24;24
12100061001;8;8
12100069001;31;31
12100078001;12;12
12100091001;9;9
12100092001;17;17
12100093001;4;4
12100101001;26;26
12100103001;22;22
12101001002;24;24
12101003001;14;14
12101004001;25;25
12101005001;4;4
12101010001;71;71
12101016001;10;10
12101020001;88;88
12101033001;9;9
12101040001;9;9
12101040002;11;11
12102002001;21;21
12102010001;11;11
12102013001;25;25
12102016001;44;44
12102020001;8;8
12102021001;8;8
12102022001;4;4
12102024001;35;35
12102026001;10;10
12102027001;10;10
12102033001;12;12
12102035001;14;14
12102041001;10;10
12102042001;12;12
12102046001;4;4
12102047001;14;14
12102056001;14;14
12102057001;19;19
12102058001;24;24
12102059001;8;8
12102060001;87;87
12102067001;4;4
12102075001;4;4
12102080001;13;13
12102087001;11;11
12102091001;10;10
12102095001;22;22
12102100001;4;4
12102107001;16;16
12102109001;24;24
12102112002;10;10
12102116001;11;11
12102118001;14;14
12102122001;14;14
12102132001;12;12
12102140001;31;31
12102141001;4;4
12102142001;14;14
12102144001;4;4
12102996001;9;9
12102997001;360;360
12103004001;10;10
12103005001;4;4
12103008001;12;12
12103011001;65;65
12103016001;26;26
12103024001;28;28
12103025001;97;97
12103026001;41;41
12103027001;89;89
12103029001;44;44
12103030001;59;59
12103031001;11;11
12103039001;12;12
12103040001;18;18
12103041001;210;210
12103047001;12;12
12103060001;38;38
12103066001;4;4
12103072001;14;14
12103080001;31;31
12103081001;144;144
12103083001;48;48
12103089001;12;12
12103098001;12;12
12103099001;34;34
12103101001;12;12
12103105001;91;91
12103125001;9;9
12103144001;21;21
12103147001;8;8
12103154001;32;32
12103160001;21;21
12103179001;4;4
12103183001;12;12
12104001001;19;19
12104002001;19;19
12104003001;306;306
12104011001;54;54
12104015001;40;40
12104021001;45;45
12104027001;4;4
12104027002;42;42
12105001001;21;21
12105002001;4;4
12105005001;23;23
12105006001;20;20
12105009001;25;25
12105012001;12;12
12105013001;4;4
12105018001;4;4
12105021001;15;15
12105025001;4;4
12105034001;16;16
12105036001;8;8
12105043002;4;4
12105044001;4;4
12105045001;19;19
12105047001;4;4
12105051001;21;21
12105051002;11;11
12105058001;9;9
12105059001;4;4
12105066001;16;16
12105067001;17;17
12105068001;13;13
12105070001;9;9
12105071001;12;12
12105072001;18;18
12106001001;108;108
12106002001;4;4
12106004001;25;25
12106005001;4;4
12106006001;15;15
12106007001;12;12
12106011001;12;12
12106012001;11;11
12106014001;4;4
12106016002;22;22
12106019001;15;15
12106026001;15;15
12106027001;88;88
12106029001;14;14
12106030001;75;75
12106031001;4;4
12106034001;4;4
12106035001;4;4
12106036002;4;4
12106038001;21;21
12106039001;13;13
12106040001;23;23
12106044001;14;14
12106055001;12;12
12106056001;10;10
12106063001;12;12
12106064001;16;16
12106066001;4;4
12106067001;18;18
12106070001;4;4
12106073001;17;17
12106086001;13;13
12106087001;12;12
12106088001;32;32
12106097001;12;12
12106098001;4;4
12106101001;4;4
12106105001;22;22
12106107001;29;29
12106113001;12;12
12106999001;11;11
12110015001;17;17
12110016001;8;8
12110022001;9;9
12110028001;47;47
12110037001;4;4
12110059001;14;14
12110068001;13;13
12110074001;4;4
12111003001;4;4
12111014001;4;4
12111030001;10;10
12112002001;20;20
12112009001;16;16
12112025001;15;15
12112026001;4;4
12120001001;79;79
12120004001;32;32
12120006001;34;34
12120007001;28;28
12120011001;181;181
12120015001;93;93
12120018001;16;16
12120024001;25;25
12120031001;101;101
12120034001;29;29
12120038001;81;81
12120039001;23;23
12120040001;8;8
12120041001;8;8
12120052001;90;90
12120053001;91;91
12120064001;98;98
12120065001;12;12
12120072001;25;25
12120085001;12;12
12120086001;50;50
12120087001;16;16
12120088001;72;72
12120090001;8;8
12120091001;21;21
12120898001;39;39
12121004001;47;47
12121006002;34;34
12121007001;83;83
12121010001;148;148
12121023001;73;73
12121024001;40;40
12121027001;23;23
12121032001;12;12
12121034001;46;46
12121037001;28;28
12121038001;21;21
12121048001;30;30
12121050001;24;24
12121051001;90;90
12121056001;25;25
12121059001;16;16
12121066001;63;63
12121078001;11;11
12121087001;26;26
12121091001;25;25
12121103001;72;72
12122002002;75;75
12122005001;27;27
12122007001;33;33
12122008001;8;8
12122009001;65;65
12122012001;91;91
12122014001;48;48
12122015001;41;41
12122016001;18;18
12122021001;95;95
12122023002;64;64
12122030001;21;21
12122034001;21;21
12122037001;8;8
12122045001;15;15
12122052001;55;55
12123001001;33;33
12123005001;20;20
12123013001;60;60
12123014001;52;52
12123015001;47;47
12123016002;109;109
12123024001;38;38
12123025001;214;214
12123029001;41;41
12123031001;20;20
12123034001;27;27
12123038001;21;21
12123042001;53;53
12123055001;24;24
12123056001;44;44
12123057001;39;39
12123063001;601;601
12123064001;75;75
12123066001;19;19
12123068001;28;28
12123069001;11;11
12123075001;27;27
12123077001;39;39
12123079001;29;29
12123080001;107;107
12123085001;120;120
12123086001;42;42
12123090001;25;25
12123096001;28;28
12123102001;36;36
12123109001;17;17
12123110001;35;35
12123127001;19;19
12123128001;50;50
12123131001;46;46
12123132001;188;188
12123133001;23;23
12123147001;63;63
12123151001;4;4
12123897001;46;46
12123898001;41;41
12125001001;12;12
12125004001;11;11
12125005001;4;4
12125006001;21;21
12130001001;56;56
12130004001;17;17
12130008001;62;62
12130010001;62;62
12130011001;32;32
12130012001;70;70
12130016001;66;66
12130026001;75;75
12130031001;22;22
12130035001;26;26
12130038001;24;24
12130041001;12;12
12130045001;13;13
12130047001;99;99
12130048001;13;13
12130049001;34;34
12130051001;19;19
12130052001;54;54
12130071001;21;21
12130075001;15;15
12130084001;4;4
12130085001;66;66
12130086001;65;65
12130088001;13;13
12130089001;8;8
12130111001;23;23
12130112001;58;58
12150004001;4;4
12150005001;4;4
12150007001;9;9
12150009001;28;28
12150016001;19;19
12150039001;4;4
12151006001;4;4
12151015001;10;10
12151088001;4;4
12151089001;4;4
12151092001;13;13
12151093001;13;13
12151094001;11;11
12151096001;12;12
12151110001;10;10
12152004001;11;11
12152005001;4;4
12152062001;79;79
12201064001;624;624
12201067001;284;284
12201077001;542;542
12201080001;17;17
12201084001;485;485
12201099001;80;80
12201103001;1017;1017
12201104001;1139;1139
12201110001;371;371
12201111001;36;36
12201112001;29;29
12201129001;4;4
12211017001;12;12
12212003001;25;25
12212005001;38;38
12212006001;38;38
12212010001;133;133
12212011001;25;25
12212017001;12;12
12212020001;12;12
12212030001;185;185
12212033001;33;33
12212035001;14;14
12212036001;25;25
12212037001;36;36
12212040001;12;12
12212056001;8;8
12212057001;12;12
12212058001;22;22
12212059001;35;35
12212061001;38;38
12212062001;33;33
12212069001;75;75
12230008001;8;8
12230999001;8;8
12231005001;19;19
12232010001;8;8
12232017001;14;14
12232999001;28;28
12233011001;8;8
12233023001;40;40
12233028001;8;8
12233034001;12;12
12233035001;14;14
12234005001;4;4
12234029001;44;44
12234038001;4;4
12234901001;19;19
12234915001;12;12
12234916001;8;8
12234920001;4;4
12234921001;8;8
12234934001;4;4
12301001001;20;20
12301004001;10;10
12301010001;19;19
12301011001;15;15
12301023001;66;66
12301027001;105;105
12302044001;4;4
12302047001;4;4
12320030001;4;4
12321040001;23;23
12322054001;4;4
12323010001;4;4
12323109001;4;4
12324139001;4;4
12325047001;4;4
12326002001;8;8
12326005001;4;4
12326090001;4;4
12326152001;10;10
12326167001;22;22
12327002001;14;14
12327007001;37;37
12327009001;213;213
12327014001;4;4
12327015001;4;4
12327022001;4;4
12327023001;13;13
12327025001;9;9
12327027001;12;12
12327028001;96;96
12327040001;33;33
12327048001;11;11
12327050001;9;9
12327052001;10;10
12327054001;10;10
12327056001;96;96
12327057001;18;18
12327058001;4;4
12327059001;10;10
12327062001;11;11
12327063001;4;4
12327064001;12;12
12327077001;12;12
12327086001;24;24
12327088001;11;11
12343304001;4;4
12344036001;8;8
12344037001;23;23
14000002001;30;30
14000003001;24;24
14000006001;42;42
14000008001;79;79
14000010001;15;15
14000011001;35;35
14000014001;32;32
14000015001;31;31
14000018001;33;33
14000020001;4;4
14000021001;20;20
14000022001;64;64
14000023001;12;12
14000025001;14;14
14000027001;24;24
14000032001;36;36
14000033001;28;28
14000036001;4;4
14000039001;42;42
14000040001;24;24
14000041001;21;21
14000042001;43;43
14000043001;25;25
14000050001;15;15
14000055001;25;25
14000057001;48;48
14000060001;28;28
14000061001;15;15
14000066001;12;12
14000067001;11;11
14000071001;18;18
14000073001;108;108
14000075001;27;27
14000098001;10;10
14000099001;35;35
14000102001;14;14
14000106001;14;14
14000123001;17;17
14000131001;10;10
14000196001;43;43
14000197001;47;47
14000219001;12;12
14000220001;20;20
14000322001;22;22
14001001001;49;49
14001002001;34;34
14001003001;14;14
14001007001;75;75
14001008001;90;90
14001009001;55;55
14001010001;65;65
14001012001;28;28
14001014001;116;116
14001017001;39;39
14001018001;59;59
14001019001;31;31
14001029001;9;9
14001030001;27;27
14001031001;38;38
14001033001;41;41
14001034001;40;40
14001036001;42;42
14001044001;39;39
14001045001;43;43
14001047001;47;47
14001050001;41;41
14001052001;39;39
14001053001;32;32
14001058001;37;37
14001060001;79;79
14001066001;23;23
14001070001;11;11
14001074001;45;45
14001075001;61;61
14001080001;9;9
14001084001;14;14
14001085001;10;10
14001086001;14;14
14001089001;17;17
14001090001;36;36
14001092001;20;20
14001093001;39;39
14001096001;10;10
14001097001;18;18
14001104001;28;28
14001128001;46;46
14001136001;21;21
14001138001;18;18
14001143001;12;12
14001149001;8;8
14001150001;18;18
14001635001;27;27
14002002001;37;37
14002003001;19;19
14002008001;85;85
14002013001;20;20
14002021001;16;16
14002022001;90;90
14002024001;4;4
14002026001;20;20
14002027001;9;9
14002032001;4;4
14002040001;12;12
14002046001;11;11
14002052001;14;14
14003005001;11;11
14003009001;32;32
14003011001;17;17
14003013001;13;13
14003019001;38;38
14003029001;54;54
14003037001;25;25
14003041001;32;32
14010002001;35;35
14010006001;187;187
14010011001;57;57
14010012001;24;24
14010019001;21;21
14010023001;24;24
14010025001;33;33
14010027001;153;153
14010029001;24;24
14010030001;33;33
14010031001;44;44
14010034001;46;46
14010036001;26;26
14010038001;99;99
14010040001;101;101
14010041001;20;20
14010047001;12;12
14010048001;15;15
14010049001;18;18
14010050001;377;377
14010060001;70;70
14010062001;63;63
14010064001;16;16
14010071001;41;41
14010072001;28;28
14010078001;28;28
14010079001;26;26
14010084001;43;43
14010088001;196;196
14010094001;22;22
14010097001;21;21
14010140001;25;25
14010142001;103;103
14010145001;14;14
14010149001;17;17
14010151001;31;31
14010170001;41;41
14010173001;36;36
14010178001;29;29
14010187001;19;19
14010194001;27;27
14010210001;35;35
14010219001;27;27
14010247001;39;39
14010283001;9;9
14010284001;11;11
14010285001;18;18
14010897001;4;4
14010898001;4;4
14010899001;4;4
14011003001;45;45
14011004001;26;26
14011005001;20;20
14011006001;35;35
14011009001;20;20
14011010001;28;28
14011014001;30;30
14011015001;18;18
14011018001;9;9
14011022001;11;11
14011024001;27;27
14011027001;14;14
14011028001;38;38
14011029001;73;73
14011030001;174;174
14011031001;30;30
14011032001;52;52
14011034001;39;39
14011042001;34;34
14011044001;22;22
14011045001;4;4
14011051001;39;39
14011052001;446;446
14011053001;166;166
14011059001;38;38
14011063001;18;18
14011065001;17;17
14011095001;36;36
14011929001;31;31
14012019001;26;26
14013001001;14;14
14013002001;20;20
14013004001;35;35
14013006001;35;35
14013007001;8;8
14013014001;41;41
14013015001;10;10
14013022001;34;34
14013964001;13;13
14014005001;61;61
14014006001;206;206
14014011001;32;32
14014013001;26;26
14014014001;116;116
14014015001;75;75
14014018001;28;28
14014026001;53;53
14014031001;42;42
14020006001;22;22
14020008001;21;21
14020013001;43;43
14020015001;35;35
14020030001;26;26
14020053001;44;44
14020926001;42;42
14020949001;45;45
14020951001;32;32
14020956001;21;21
14020976001;19;19
14020977001;20;20
14021005001;34;34
14021006001;37;37
14021010001;51;51
14021015001;14;14
14021017001;45;45
14021036001;14;14
14021055001;27;27
14021068001;55;55
14021109001;11;11
14022001001;13;13
14022002001;20;20
14022003001;25;25
14022012001;9;9
14022019001;37;37
14022020001;16;16
14022027001;44;44
14022029001;25;25
14022032001;16;16
14022033001;9;9
14022041001;12;12
14022059001;10;10
14022086001;27;27
14022118001;16;16
14023003001;25;25
14023012001;22;22
14023017001;10;10
14023019001;15;15
14023027001;25;25
14023028001;80;80
14023029001;45;45
14023034001;13;13
14023044001;77;77
14023050001;41;41
14023056001;113;113
14023083001;33;33
14023115001;20;20
14023126001;50;50
14023127001;28;28
14023129001;22;22
14023132001;23;23
14023140001;9;9
14023194001;47;47
14023210001;15;15
14023212001;10;10
14023257001;16;16
14023307001;26;26
14023310001;18;18
14023503001;29;29
14100001001;20;20
14100003001;41;41
14100005001;22;22
14100007001;38;38
14100009001;20;20
14100012001;28;28
14100020001;47;47
14100027001;10;10
14100031001;4;4
14101002001;9;9
14101004001;21;21
14101007001;24;24
14101016001;24;24
14101017001;25;25
14101021001;45;45
14101024001;45;45
14101074001;27;27
14102007001;18;18
14102008001;11;11
14102025001;8;8
14102026001;39;39
14102040001;31;31
14102067001;28;28
14102087001;11;11
14102115001;20;20
14102223001;54;54
14102238001;24;24
14102246001;30;30
14102249001;63;63
14102250001;46;46
14102258001;33;33
14103009001;30;30
14103018001;25;25
14103030001;24;24
14103057001;29;29
14103058001;4;4
14103084001;11;11
14103106001;7;7
14104002001;36;36
14104012001;32;32
14104016001;23;23
14104017001;43;43
14104028001;4;4
14104030001;57;57
14104042001;25;25
14104067001;32;32
14104088002;4;4
14104090001;14;14
14104098001;13;13
14104101001;35;35
14104108001;24;24
14104113001;30;30
14104114001;27;27
14104117001;17;17
14104118001;35;35
14104129001;26;26
14104139001;9;9
14104146001;188;188
14104148001;27;27
14104150001;22;22
14104151001;19;19
14104162001;20;20
14104169001;22;22
14104193001;8;8
14104200001;16;16
14105008001;49;49
14105026001;13;13
14105129001;20;20
14105130001;18;18
14110002001;17;17
14110003001;22;22
14110006001;28;28
14110010001;25;25
14110011001;16;16
14110015001;47;47
14110019001;23;23
14110028001;23;23
14110029001;26;26
14110054001;37;37
14110056001;24;24
14110078001;11;11
14110081001;32;32
14110084001;24;24
14110086001;20;20
14110106001;54;54
14110145001;7;7
14110154001;32;32
14110163001;21;21
14110270001;9;9
14111001001;29;29
14111002001;15;15
14111004001;33;33
14111005001;20;20
14111006001;14;14
14111007001;4;4
14111008001;20;20
14111010001;21;21
14111011001;19;19
14111012001;11;11
14111015001;18;18
14111017001;10;10
14111018001;48;48
14111020001;31;31
14111023001;21;21
14111024001;21;21
14111029001;16;16
14111034001;15;15
14111035001;4;4
14111036001;33;33
14111037001;47;47
14111038001;26;26
14111040001;43;43
14111041001;18;18
14111050001;39;39
14111055001;12;12
14111090001;9;9
14111098001;16;16
14111102001;17;17
14111107001;4;4
14111118001;37;37
14111119001;29;29
14111120001;20;20
14111132001;29;29
14111134001;41;41
14111230001;19;19
14112007001;111;111
14112009001;15;15
14112013001;73;73
14112014001;57;57
14112016001;36;36
14112021001;15;15
14112038001;15;15
14112040001;21;21
14112054001;20;20
14113013001;13;13
14113066001;37;37
14120002001;9;9
14120017001;34;34
14120019001;30;30
14120020001;18;18
14120024001;11;11
14121006001;21;21
14121014001;35;35
14121017001;23;23
14121019001;39;39
14121057001;42;42
14121059001;59;59
14121061001;11;11
14121062001;41;41
14121063001;37;37
14121064001;23;23
14121074001;35;35
14121075001;16;16
14121104001;21;21
14121112001;30;30
14121131001;4;4
14121136001;35;35
14121143001;29;29
14121164001;28;28
14130001001;35;35
14130007001;37;37
14130009001;21;21
14130013001;42;42
14130015001;44;44
14130016001;30;30
14130017001;24;24
14130042001;15;15
14130054001;22;22
14131008001;17;17
14131011001;26;26
14131020001;43;43
14131022001;30;30
14131026001;18;18
14131027001;44;44
14131033001;36;36
14131040001;46;46
14131041001;44;44
14131043001;42;42
14131044001;13;13
14131047001;36;36
14131056001;26;26
14131074001;29;29
14131075001;36;36
14131092001;29;29
14131105001;25;25
14131121001;14;14
14132003001;32;32
14132015001;42;42
14132031001;33;33
14132038001;15;15
14132071001;31;31
14132074001;22;22
14132075001;8;8
14132116001;16;16
14132130001;14;14
14132131001;4;4
14132149001;11;11
14132153001;35;35
14133003001;41;41
14133007001;19;19
14133013001;10;10
14133027001;28;28
14133028001;35;35
14133029001;29;29
14133030001;36;36
14133899001;74;74
14133914001;17;17
14133918001;4;4
14200006001;27;27
14200011001;28;28
14200012001;23;23
14200015001;23;23
14200018001;24;24
14200019001;16;16
14200033001;32;32
14200046001;17;17
14200047001;23;23
14200049001;24;24
14200059001;24;24
14200060001;34;34
14200061001;21;21
14200069001;24;24
14200070001;20;20
14200086001;18;18
14200087001;15;15
14200088001;10;10
14200089001;18;18
14200090001;22;22
14200091001;17;17
14200092001;34;34
14200093001;18;18
14200096001;19;19
14200119001;22;22
14201002001;60;60
14201003001;16;16
14201013001;27;27
14201019001;59;59
14201020001;23;23
14201021001;30;30
14201022001;16;16
14201049001;13;13
14202001001;27;27
14202009001;27;27
14202011001;10;10
14202013001;20;20
14202017001;27;27
14202018001;35;35
14202023001;11;11
14203001001;17;17
14203002001;13;13
14203003001;34;34
14203004001;9;9
14203016001;30;30
14203017001;46;46
14203027001;26;26
14203032001;15;15
14203048001;18;18
14203053001;9;9
14203055001;29;29
14203058001;10;10
14203061001;43;43
14203062001;12;12
14203064001;14;14
14203065001;12;12
14203078001;19;19
14203080001;17;17
14203083001;18;18
14203089001;18;18
14204010001;578;578
14204022001;8;8
14204025001;24;24
14204041001;29;29
14204044001;25;25
14204051001;13;13
14204052001;20;20
14204053001;27;27
14204054001;26;26
14204055001;16;16
14204061001;27;27
14204062001;19;19
14204065001;40;40
14204066001;4;4
14204067001;30;30
14204070001;30;30
14204071001;33;33
14204073001;10;10
14204077001;12;12
14204078001;27;27
14204083001;30;30
14204086001;38;38
14204107001;17;17
14204118001;15;15
14204125001;44;44
14204126001;26;26
14204127001;79;79
14204129001;38;38
14204131001;143;143
14204132001;35;35
14204135001;47;47
14204136001;20;20
14204148001;20;20
14204150001;18;18
14204197001;60;60
14204198001;18;18
14204892001;30;30
14210009001;10;10
14210010001;13;13
14210015001;9;9
14210019001;11;11
14210021001;12;12
14210025001;15;15
14210026001;11;11
14210029001;9;9
14210031001;4;4
14210034001;50;50
14210035001;7;7
14210045001;4;4
14210046001;11;11
14210047001;19;19
14210048001;61;61
14210051001;26;26
14210056001;46;46
14210068001;18;18
14210084001;18;18
14210108001;31;31
14210110001;10;10
14210114001;10;10
14210127001;27;27
14211055001;10;10
14213004001;14;14
14213008001;9;9
14213010001;4;4
14213055001;54;54
14213092001;53;53
14220002001;10;10
14220005001;35;35
14220085001;9;9
14220086001;23;23
14220140001;25;25
14220141001;21;21
14220155001;19;19
14221113001;51;51
14222001001;4;4
14222005001;37;37
14222006001;4;4
14222019001;9;9
14222025001;10;10
14222027001;147;147
14222036001;14;14
14222042001;17;17
14222043001;18;18
14222045001;24;24
14222046001;21;21
14222048001;90;90
14222049001;11;11
14222053001;17;17
14222068001;26;26
14222072001;25;25
14222087001;15;15
14222095001;20;20
14222114001;27;27
14222119001;19;19
14222120001;88;88
14222121001;4;4
14222122001;4;4
14222137001;13;13
14222141001;18;18
14222142001;39;39
14222896001;76;76
14222897001;103;103
14222898001;76;76
14222999001;32;32
14223005001;9;9
14223008001;37;37
14223018001;17;17
14223037001;35;35
14223039001;16;16
14223045001;28;28
14223046001;28;28
14223048001;15;15
14223065001;9;9
14223080001;21;21
14223094001;28;28
14223155001;12;12
14223171001;32;32
14223176001;16;16
14223178001;8;8
14223179001;17;17
14223215001;29;29
14223247001;11;11
14224002001;36;36
14224003001;12;12
14225008001;4;4
14225014001;9;9
14225016001;9;9
14225018001;55;55
14225023001;27;27
14225029001;12;12
14225030001;49;49
14225035001;4;4
14225041001;9;9
14225045001;18;18
14225052001;8;8
14225056001;39;39
14225057001;26;26
14226003001;18;18
14226005001;70;70
14226007001;20;20
14226009001;24;24
14226012001;68;68
14226016001;60;60
14226019001;32;32
14226020001;43;43
14226032001;16;16
14226035001;68;68
14226042001;42;42
14226046001;10;10
14226051001;4;4
14226059001;43;43
14226063001;59;59
14226067001;41;41
14226100001;30;30
14227002001;19;19
14227005001;24;24
14230034001;24;24
14230431001;24;24
14231003001;36;36
14232107001;36;36
14240001001;35;35
14240008001;49;49
14240014001;19;19
14240015001;39;39
14241001001;4;4
14241002001;14;14
14241004001;11;11
14241025001;12;12
14241030001;18;18
14241032001;19;19
14241033001;26;26
14241035001;4;4
14241042001;27;27
14241043001;14;14
14241044001;14;14
14242003001;22;22
14242007001;63;63
14242036001;16;16
14242037001;25;25
14242039001;24;24
14242042001;18;18
14242056001;19;19
14242072001;29;29
14242081001;23;23
14242105001;10;10
14242126001;10;10
14242131001;22;22
14242144001;19;19
14242145001;13;13
14242149001;18;18
14242150001;21;21
14242151001;14;14
14242154001;25;25
14242155001;20;20
14242164001;24;24
14242169001;48;48
14242210001;27;27
14243006001;111;111
14243007001;41;41
14243009001;58;58
14243012001;64;64
14243013001;16;16
14243016001;15;15
14243017001;13;13
14243020001;9;9
14243021001;23;23
14243026001;42;42
14243028001;10;10
14243031001;4;4
14243036001;39;39
14243040001;29;29
14243042001;31;31
14243044001;34;34
14243045001;34;34
14243046001;51;51
14243053001;17;17
14243054001;8;8
14243055001;4;4
14243058001;31;31
14243061001;26;26
14243076001;20;20
14243081001;4;4
14243088001;8;8
14243094001;60;60
14243106001;4;4
14243107001;11;11
14243108001;4;4
14243110001;26;26
14243111001;14;14
14243120001;15;15
14243129001;26;26
14243147001;12;12
14243166001;18;18
14244003001;34;34
14244005001;12;12
14244009001;29;29
14244011001;13;13
14244012001;17;17
14244014001;31;31
14244016001;29;29
14244017001;50;50
14244020001;169;169
14244021001;30;30
14244022001;12;12
14244025001;28;28
14244026001;13;13
14244027001;26;26
14244028001;17;17
14244031001;10;10
14244034001;10;10
14244039001;24;24
14244046001;9;9
14244049001;23;23
14244050001;13;13
14244051001;16;16
14244052001;28;28
14244053001;37;37
14244056001;10;10
14244059001;39;39
14244062001;15;15
14244896001;95;95
14244898001;39;39
14244906001;24;24
14244918001;36;36
14244919001;23;23
14244930001;4;4
14244999001;15;15
14300003001;15;15
14300008001;8;8
14300016001;10;10
14300019001;11;11
14300025001;12;12
14300029001;30;30
14300046001;31;31
14300057001;12;12
14300070001;34;34
14300096001;4;4
14301013001;32;32
14301018001;8;8
14301023001;17;17
14301030001;11;11
14301031001;24;24
14301108001;21;21
14301109001;4;4
14301110001;11;11
14302005001;21;21
14302006001;50;50
14302017001;19;19
14302018001;48;48
14302060001;11;11
14302072001;9;9
14302079001;20;20
14302080001;8;8
14303015001;13;13
14303021001;14;14
14303022001;4;4
14303024001;11;11
14303026001;11;11
14303033001;13;13
14303034001;8;8
14303036001;9;9
14303037001;4;4
14303038001;4;4
14303039001;4;4
14303040001;9;9
14303048001;18;18
14303058001;10;10
14303897001;31;31
14303898001;9;9
14303899001;30;30
14303933001;11;11
14303934001;16;16
14304001001;22;22
14304003001;15;15
14304008001;23;23
14304009001;37;37
14304013001;4;4
14304014001;4;4
14304028001;7;7
14304047001;12;12
14304062001;9;9
14304064001;4;4
14304084001;4;4
14304128001;60;60
14304135001;4;4
14304157001;4;4
14304194001;20;20
14304230001;4;4
14304301001;4;4
14304302001;4;4
14304303001;4;4
14310015001;8;8
14310016001;28;28
14310020001;32;32
14310028001;11;11
14310071001;38;38
14310096001;4;4
14310101001;4;4
14310111001;33;33
14310127001;4;4
14310128001;51;51
14310134001;51;51
14310139001;40;40
14310209001;21;21
14311002001;47;47
14311004001;33;33
14311005001;34;34
14311020001;22;22
14311022001;41;41
14311025001;4;4
14311027001;26;26
14311031001;4;4
14311036001;4;4
14311040001;10;10
14311041001;71;71
14311043001;58;58
14311044001;17;17
14311046001;42;42
14311054001;19;19
14311058001;38;38
14311059001;30;30
14311065001;34;34
14311071001;21;21
14311076001;4;4
14311081001;23;23
14311086001;70;70
14311095001;4;4
14311104001;4;4
14311112001;61;61
14311115001;4;4
14311117001;14;14
14311118001;18;18
14311119001;24;24
14311134001;22;22
14311135001;31;31
14311158001;71;71
14311161001;31;31
14311220001;12;12
14311234001;4;4
14311235001;44;44
14311256001;24;24
14311258001;29;29
14311261001;29;29
14311262001;29;29
14311270001;13;13
14311898001;60;60
14312001001;24;24
14312003001;64;64
14312008001;4;4
14312011001;12;12
14312012001;4;4
14312016001;21;21
14312018001;26;26
14312032001;38;38
14312042001;4;4
14312045001;41;41
14312055001;35;35
14312068001;17;17
14312070001;32;32
14312999001;21;21
14315008001;15;15
14315016001;24;24
14315017001;29;29
14320008001;24;24
14320899001;29;29
14321008001;41;41
14321009001;45;45
14321011001;66;66
14330003001;19;19
14330004001;14;14
14330006001;4;4
14330011001;17;17
14330015001;4;4
14330897001;11;11
14331004001;20;20
14331005001;10;10
14331007001;10;10
14331020001;29;29
14331022001;16;16
14331025001;23;23
14331026001;9;9
14331028001;26;26
14331029001;29;29
14331037001;8;8
14331039001;4;4
14331044001;10;10
14331898001;12;12
14331997001;18;18
14332004001;24;24
14332005001;26;26
14332007001;21;21
14332008001;26;26
