scenario;result_kind;checkpoint_target_tick;checkpoint_interval_ticks;replication;replications_total;order_mode;bootstrap_seed;bootstrap_arrival_mode;bootstrap_target_orders_per_hour;pod_location_mode;pod_location_seed;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;picked_units;delivered_order_lines_per_pod_visit;picked_units_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;variable_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;variable_energy_per_delivered_line;energy_per_pod_visit;variable_energy_per_pod_visit;wall_clock_seconds
Cindy Scenario 3;final;;;1;10;bootstrap_actual;42;empirical_gap_scaled;500.0;shuffle;42;50000.100000298065;333334;0;6446;4030;0.6251939187092771;4.8359903279905145;20;2416;0;38;9027;10427;92619;1.1550902847014513;10.260219341974079;589;551;healthy;0;0;0;0;0;0;50000;0;171943;82719377.20400298;10126092.565680198;72593284.63832277;20525.900050621087;2512.6780560000493;6962.0489726980695;9163.55125778254;8041.795129979259;3625.476868391037
Cindy Scenario 3;final;;;2;10;bootstrap_actual;43;empirical_gap_scaled;500.0;shuffle;43;50000.100000298065;333334;0;6333;3988;0.6297173535449234;4.785590428790614;20;2345;0;33;9054;10330;92143;1.1409321846697593;10.1770488182019;649;588;healthy;0;0;0;0;0;0;50000;0;173620;82626100.28206594;10191368.045040203;72434732.23702574;20718.68111385806;2555.5085368706627;7012.074756730468;9125.922275465644;8000.301771264164;3691.568647146225
Cindy Scenario 3;final;;;3;10;bootstrap_actual;44;empirical_gap_scaled;500.0;shuffle;44;50000.100000298065;333334;0;6524;3938;0.6036174126302881;4.7255905487907315;12;2586;0;37;9088;10336;90865;1.1373239436619718;9.998349471830986;615;571;healthy;0;0;0;0;0;0;50000;0;173533;83244931.57863909;10210419.033360204;73034512.54527889;21138.885621797635;2592.7930506247344;7066.032560495249;9159.873633212928;8036.368017746357;3649.920094013214
Cindy Scenario 3;final;;;4;10;bootstrap_actual;45;empirical_gap_scaled;500.0;shuffle;45;50000.100000298065;333334;0;6262;4129;0.6593740019163207;4.954790090390282;12;2133;0;26;9088;10391;96781;1.1433758802816902;10.64931778169014;670;614;healthy;0;0;0;0;0;0;50000;0;174125;82933230.25770642;10254994.407840207;72678235.84986621;20085.54862138688;2483.650861671157;6994.3447069450685;9125.57551251171;7997.1650362968985;3354.5248036384583
Cindy Scenario 3;final;;;5;10;bootstrap_actual;46;empirical_gap_scaled;500.0;shuffle;46;50000.100000298065;333334;0;7096;3925;0.5531285231116122;4.709990579990762;25;3171;0;46;8722;9884;91815;1.1332263242375602;10.526828709011694;608;547;healthy;0;0;0;0;0;0;50000;0;166875;79825430.3850279;9796933.82304018;70028496.56198773;20337.6892700708;2496.034095042084;7085.036074664886;9152.193348432458;8028.949387983001;3282.356576681137
Cindy Scenario 3;final;;;6;10;bootstrap_actual;47;empirical_gap_scaled;500.0;shuffle;47;50000.100000298065;333334;0;8062;3979;0.49354998759613;4.774790450390635;20;4083;0;40;9122;10496;91971;1.1506248629686473;10.082328436746328;645;586;healthy;0;0;0;0;0;0;50000;0;174223;82702682.16831276;10264052.242080204;72438629.92623255;20784.790693217583;2579.555728092537;6901.5462963255095;9066.288332417535;7941.090761481314;3645.5638148784637
Cindy Scenario 3;final;;;7;10;bootstrap_actual;48;empirical_gap_scaled;500.0;shuffle;48;50000.100000298065;333334;0;6478;3846;0.5937017598024081;4.6151907695909475;12;2632;0;20;8520;9616;86762;1.128638497652582;10.183333333333334;571;524;healthy;0;0;0;0;0;0;50000;0;162769;78327622.77459808;9561331.678080168;68766291.0965179;20365.99656125795;2486.0456781279686;7151.236594895789;9193.382954765033;8071.160926821351;3052.196103811264
Cindy Scenario 3;final;;;8;10;bootstrap_actual;49;empirical_gap_scaled;500.0;shuffle;49;50000.100000298065;333334;0;7723;3953;0.5118477275670077;4.743590512790696;25;3770;0;13;9054;10379;92023;1.1463441572785509;10.16379500773139;645;581;healthy;0;0;0;0;0;0;50000;0;175563;82076029.72046645;10183885.4863202;71892144.23414625;20762.972355291284;2576.242217637288;6926.692767525412;9065.167850725255;7940.373783316352;3578.0801923274994
Cindy Scenario 3;final;;;9;10;bootstrap_actual;50;empirical_gap_scaled;500.0;shuffle;50;50000.100000298065;333334;0;5828;3932;0.6746739876458476;4.718390563190746;15;1896;0;36;9052;10237;90881;1.1309102960671675;10.03988068935042;658;606;healthy;0;0;0;0;0;0;50000;0;173012;82557326.1660196;10209779.077680204;72347547.0883394;20996.26809919115;2596.5867440692277;7067.260631858885;9120.340937474548;7992.437813559369;3132.842498064041
Cindy Scenario 3;final;;;10;10;bootstrap_actual;51;empirical_gap_scaled;500.0;shuffle;51;50000.100000298065;333334;0;7267;3655;0.5029585798816568;4.385991227991397;17;3612;0;34;8070;9102;83525;1.1278810408921933;10.350061957868649;494;445;healthy;0;0;0;0;0;0;50000;0;218775;72918624.59145865;8997629.178720135;63920995.41273852;19950.376085214404;2461.7316494446336;7022.741750465669;9035.765129053116;7920.817275432282;3350.0497505664825
