scenario,replication,replications_total,order_mode,bootstrap_seed,pod_location_mode,pod_location_seed,ticks_elapsed,steps_elapsed,stopped_cleanly_before_horizon,arrived_orders_by_horizon,fulfilled_orders,fulfilled_over_arrived,throughput_orders_per_hour,on_hold_orders,unfinished_orders,job_queue_length,sku_queue_length,pod_visits,delivered_order_lines,picked_units,delivered_order_lines_per_pod_visit,picked_units_per_pod_visit,replenishment_count,replenishment_trips,health_status_final,health_consistency_violations,health_zombie_orders,health_pending_replenishment_count,health_aged_pending_replenishment_count,health_oldest_pending_replenishment_age,health_last_progress_tick,health_progress_gap,health_stalled_tick_count,stop_and_go,total_energy,total_fixed_load_energy,variable_energy,energy_per_fulfilled_order,fixed_energy_per_fulfilled_order,variable_energy_per_delivered_line,energy_per_pod_visit,variable_energy_per_pod_visit,wall_clock_seconds
Cindy Scenario 1,1,100,bootstrap_actual,42,shuffle,42,100000.05,666667,0,4421,4384,0.991630853,2.630398685,13,37,0,41,12129,11308,101321,0.93231099,8.353615302,753,690,healthy,0,0,0,0,0,0,100000,0,231160,116904433.5,13555418.15,103349015.4,26666.15728,3092.020562,9139.460148,9638.423077,8520.81914,4277.123014
Cindy Scenario 1,2,100,bootstrap_actual,43,shuffle,42,100000.05,666667,0,3842,3700,0.963040083,2.21999889,7,142,0,21,9980,9716,85367,0.973547094,8.553807615,580,537,healthy,0,0,0,0,0,0,100000,0,187811,95499699.01,11116670.12,84383028.9,25810.72946,3004.505437,8684.955629,9569.108118,8455.213316,3184.067397
Cindy Scenario 1,3,100,bootstrap_actual,44,shuffle,42,100000.05,666667,0,4442,4407,0.992120666,2.644198678,5,35,0,49,11090,11536,101206,1.040216411,9.12587917,776,717,healthy,0,0,0,0,0,0,100000,0,218454,107506824.4,12483320.09,95023504.3,24394.55965,2832.611773,8237.127627,9694.032857,8568.395338,3843.079813
Cindy Scenario 1,4,100,bootstrap_actual,45,shuffle,42,100000.05,666667,0,3790,3698,0.975725594,2.218798891,5,92,0,40,8689,9257,86639,1.065370008,9.971112901,562,523,healthy,0,0,0,0,0,0,100000,0,170712,82711844.73,9737467.172,72974377.55,22366.64271,2633.17122,7883.156266,9519.144289,8398.478255,2853.982169
Cindy Scenario 1,5,100,bootstrap_actual,46,shuffle,42,100000.05,666667,0,3929,3681,0.936879613,2.208598896,13,248,0,13,10759,9209,86714,0.855934566,8.059670973,566,518,healthy,0,0,0,0,0,0,100000,0,201348,104682895.9,11923801.91,92759094,28438.7112,3239.283323,10072.65653,9729.797929,8621.534901,3421.138124
Cindy Scenario 1,6,100,bootstrap_actual,47,shuffle,42,100000.05,666667,0,4863,4849,0.997121119,2.909398545,6,14,0,0,13985,12677,112159,0.906471219,8.019949946,960,874,healthy,0,0,0,0,0,0,100000,0,270102,135728707.3,15723341.85,120005365.4,27991.07182,3242.594731,9466.385219,9705.306204,8581.00575,4476.733297
Cindy Scenario 1,7,100,bootstrap_actual,48,shuffle,42,100000.05,666667,0,4276,4143,0.968896165,2.485798757,6,133,0,9,10080,10303,93456,1.022123016,9.271428571,680,638,healthy,0,0,0,0,0,0,100000,0,194776,96211704.66,11332236.73,84879467.93,23222.71413,2735.273166,8238.32553,9544.81197,8420.582136,3269.38515
Cindy Scenario 1,8,100,bootstrap_actual,49,shuffle,42,100000.05,666667,0,4804,1740,0.362198168,1.043999478,10,3064,0,33,3985,4358,39963,1.093601004,10.02835634,161,153,healthy,0,0,0,0,0,0,100000,0,744088,44008470.96,4365137.693,39643333.27,25292.22469,2508.699824,9096.680419,11043.53098,9948.138837,4464.990531
Cindy Scenario 1,9,100,bootstrap_actual,50,shuffle,42,100000.05,666667,0,4040,3962,0.980693069,2.377198811,8,78,0,57,9947,10349,91655,1.040414195,9.214335981,684,641,healthy,0,0,0,0,0,0,100000,0,202219,96038786.36,11193932.46,84844853.9,24239.97636,2825.32369,8198.362537,9655.050403,8529.692761,3383.122185
Cindy Scenario 1,10,100,bootstrap_actual,51,shuffle,42,100000.05,666667,0,5074,1017,0.200433583,0.610199695,11,4057,0,35,2152,2541,22470,1.180762082,10.44144981,89,86,healthy,0,0,0,0,0,0,100000,0,598804,25027513,2354003.128,22673509.87,24609.15732,2314.65401,8923.065671,11629.88522,10536.0176,5783.786366
Cindy Scenario 1,11,100,bootstrap_actual,52,shuffle,43,100000.05,666667,0,5485,722,0.131631723,0.433199783,8,4763,0,26,1567,1946,17330,1.241863433,11.05934907,48,44,healthy,0,0,0,0,0,0,100000,0,43751,17594715.8,1692805.842,15901909.96,24369.41247,2344.606429,8171.587852,11228.28066,10147.99615,8102.03223
Cindy Scenario 1,12,100,bootstrap_actual,53,shuffle,43,100000.05,666667,0,3999,3883,0.970992748,2.329798835,6,116,0,7,10299,10044,90734,0.975240315,8.809981552,617,565,healthy,0,0,0,0,0,0,100000,0,196739,96590791.97,11485481.5,85105310.47,24875.30053,2957.888617,8473.248752,9378.657342,8263.453779,3323.946854
