item_code;carton_length_cm;carton_width_cm;carton_height_cm;units_per_carton;cartons_per_slot;max_fit;item_initial_inventory;item_initial_inventory/max_fit
12000220001;29;20;26;6;16;96;2;0.020833333
12000221001;32;25;24;12;13;156;5;0.032051282
12000223001;45;22;27;12;9;108;1;0.009259259
12000224001;23;16;20;6;34;204;1;0.004901961
12000225001;23;16;20;6;34;204;3;0.014705882
12000226001;24;16;21;6;31;186;1;0.005376344
12000232001;41;21;25;12;11;132;1;0.007575758
12000241001;27;20;22;9;21;189;5;0.026455026
12000246001;33;19;22;12;18;216;1;0.00462963
12000261001;39;22;25;12;11;132;1;0.007575758
12000270001;22;17;24;8;28;224;1;0.004464286
12000275001;31;23;22;12;16;192;7;0.036458333
12000276001;36;22;27;12;11;132;1;0.007575758
12000285001;25;18;27;6;20;120;1;0.008333333
12000288001;32;24;26;12;12;144;1;0.006944444
12000295001;22;17;24;8;28;224;1;0.004464286
12000309001;22;17;24;8;28;224;6;0.026785714
12000314001;25;18;25;6;22;132;1;0.007575758
12000317001;44;23;26;12;9;108;2;0.018518519
12000319001;27;23;27;12;15;180;1;0.005555556
12000320001;27;23;27;12;15;180;1;0.005555556
12000350001;43;23;24;12;10;120;1;0.008333333
12000359001;39;22;25;12;11;132;2;0.015151515
12000366001;34;21;23;12;15;180;3;0.016666667
12000372001;34;21;23;12;15;180;2;0.011111111
12000374001;31;18;22;12;20;240;1;0.004166667
12000375001;31;18;22;12;20;240;2;0.008333333
12000377001;31;19;22;12;19;228;1;0.004385965
12000381001;33;19;22;12;18;216;1;0.00462963
12000396001;26;24.4;25.9;12;15;180;4;0.022222222
12000405001;22;22;24;9;21;189;10;0.052910053
12000425001;34;19;22;12;17;204;1;0.004901961
12000468001;35;19;28;8;13;104;1;0.009615385
12000469001;31;19;22;12;19;228;2;0.00877193
12000485001;31;24;21;12;16;192;3;0.015625
12000494001;25;17;25;6;23;138;2;0.014492754
12000495001;25;17;25;6;23;138;3;0.02173913
12000496001;25;17;25;6;23;138;1;0.007246377
12000497001;25;17;25;6;23;138;2;0.014492754
12000498001;25;17;25;6;23;138;1;0.007246377
12000504001;28;23;26;12;15;180;1;0.005555556
12000505001;28;23;26;12;15;180;3;0.016666667
12001004001;22;19;23;6;26;156;2;0.012820513
12001018001;17;12;20;6;62;372;2;0.005376344
12001019001;33;19;22;12;18;216;1;0.00462963
12001026001;38;22;25;12;12;144;17;0.118055556
12001027001;19;15;23;3;38;114;9;0.078947368
12001029001;26;22;23;6;19;114;2;0.01754386
12001038001;41;21;24;12;12;144;6;0.041666667
12001041001;42;21;24;12;12;144;3;0.020833333
12001047001;26;22;24;6;18;108;7;0.064814815
12001049001;26;22;24;6;18;108;1;0.009259259
12001051001;39;26;23;12;10;120;1;0.008333333
12001055001;29;7;19;6;66;396;1;0.002525253
12001058001;22;18;23;6;27;162;2;0.012345679
12001063001;22;19;23;6;26;156;1;0.006410256
12001064001;19;10;19;6;70;420;1;0.002380952
12001065001;29;17;26;6;19;114;5;0.043859649
12001067001;29;7;16;6;78;468;1;0.002136752
12001070001;29;7;19;6;66;396;1;0.002525253
12001071001;29;17;26;6;19;114;2;0.01754386
12001076001;29;17;25;6;20;120;1;0.008333333
12001077001;29;17;26;6;19;114;1;0.00877193
12001087001;35;17;30;6;14;84;2;0.023809524
12001092001;19;15;24;6;37;222;2;0.009009009
12001093001;22;19;23;6;26;156;2;0.012820513
12001112001;25;17;26;6;23;138;6;0.043478261
12001999001;38;20;25;12;13;156;2;0.012820513
12002009001;21;19;28;6;22;132;2;0.015151515
12002013001;25;17;25;6;23;138;3;0.02173913
12002018001;29;17;25;6;20;120;2;0.016666667
12002023001;41;21;24;12;12;144;1;0.006944444
12002026001;31;23;22;12;16;192;1;0.005208333
12002036001;31;24;21;12;16;192;2;0.010416667
12002037001;26;22;23;6;19;114;2;0.01754386
12002042001;21;19;28;6;22;132;3;0.022727273
12002044001;27;18;21;9;24;216;1;0.00462963
12002052001;41;21;25;12;11;132;2;0.015151515
12002062001;40;24;22;12;12;144;2;0.013888889
12002084001;25;17;25;6;23;138;3;0.02173913
12002090001;23;16;20;6;34;204;2;0.009803922
12002096001;22;23;24;9;20;180;1;0.005555556
12002100001;25;17;25;6;23;138;5;0.036231884
12002104001;25;17;26;6;23;138;1;0.007246377
12002105001;25;17;26;6;23;138;1;0.007246377
12002106001;25;17;26;6;23;138;3;0.02173913
12002107001;25;17;26;6;23;138;2;0.014492754
12002114001;25;17;25;6;23;138;3;0.02173913
12002118001;47;28;25;12;7;84;1;0.011904762
12002119001;38;22;25;12;12;144;10;0.069444444
12002124001;29;17;25;6;20;120;1;0.008333333
12002158001;27;23;27;12;15;180;14;0.077777778
12002159001;27;23;27;12;15;180;4;0.022222222
12002948001;27;20;22;9;21;189;12;0.063492063
12002949001;27;20;22;9;21;189;6;0.031746032
12003006001;20;13;22;6;44;264;1;0.003787879
12003031001;31;19;22;12;19;228;2;0.00877193
12003046001;25;20;24;12;21;252;2;0.007936508
12003058001;19;12;17;8;65;520;2;0.003846154
12003064001;23;17;23;12;28;336;2;0.005952381
12003069001;28;23;23;12;17;204;6;0.029411765
12003073001;20;20;19;16;33;528;1;0.001893939
12003084001;31;18;23;12;19;228;3;0.013157895
12003086001;17;6;14;3;178;534;1;0.001872659
12003090001;17;16;20;12;46;552;1;0.001811594
12003104001;34;21;23;12;15;180;2;0.011111111
12003111001;20;10;17;6;74;444;1;0.002252252
12003113001;34;21;23;12;15;180;24;0.133333333
12003115001;27;21;28;12;16;192;7;0.036458333
12003130001;37;29;25;24;9;216;7;0.032407407
12003134001;31;19;23;12;18;216;13;0.060185185
12003135001;31;19;23;12;18;216;30;0.138888889
12003911001;26;21;22;12;21;252;42;0.166666667
12004016001;26;19;17;24;30;720;11;0.015277778
12004020001;26;19;17;24;30;720;24;0.033333333
12004063001;25;9;9;3;125;375;42;0.112
12005003001;25;20;22;12;23;276;6;0.02173913
12005003002;25;20;22;12;23;276;10;0.036231884
12005003003;25;20;22;12;23;276;8;0.028985507
12005003004;25;20;22;12;23;276;4;0.014492754
12005003005;25;20;22;12;23;276;11;0.039855072
12005007001;35;12;24;12;25;300;3;0.01
12005009007;32;20;19;12;20;240;4;0.016666667
12005015001;30;23;18;12;20;240;3;0.0125
12005015002;30;23;18;12;20;240;2;0.008333333
12005015003;30;23;18;12;20;240;9;0.0375
12005015004;30;23;18;12;20;240;24;0.1
12005015006;30;23;18;12;20;240;24;0.1
12005015007;31;24;22;12;15;180;2;0.011111111
12005015008;31;24;22;12;15;180;4;0.022222222
12005015010;31;24;22;12;15;180;4;0.022222222
12005019001;32;20;19;12;20;240;4;0.016666667
12005019002;32;19;19;12;22;264;5;0.018939394
12005019003;32;19;19;12;22;264;6;0.022727273
12005019005;32;19;19;12;22;264;5;0.018939394
12005019006;32;19;19;12;22;264;30;0.113636364
12005019008;32;21;19;12;19;228;3;0.013157895
12005056001;22;15;18;12;42;504;24;0.047619048
12005056002;22;15;18;12;42;504;6;0.011904762
12005056003;22;15;18;12;42;504;8;0.015873016
12005056004;22;15;18;12;42;504;2;0.003968254
12005072003;32;20;20;12;19;228;2;0.00877193
12005072005;32;20;20;12;19;228;1;0.004385965
12005082002;20;8;19;3;83;249;3;0.012048193
12005082003;20;8;19;3;83;249;3;0.012048193
12005082006;20;8;19;3;83;249;16;0.064257028
12005082007;20;8;19;3;83;249;9;0.036144578
12005082008;20;8;19;3;83;249;3;0.012048193
12005082010;20;8;19;3;83;249;2;0.008032129
12005082011;20;8;19;3;83;249;2;0.008032129
12005082013;20;8;19;3;83;249;2;0.008032129
12005083002;20;8;19;3;83;249;1;0.004016064
12005084001;15;9;16;3;118;354;3;0.008474576
12005084002;15;9;16;3;118;354;3;0.008474576
12005084004;15;9;16;3;118;354;1;0.002824859
12005084005;15;9;16;3;118;354;1;0.002824859
12005084006;15;9;16;3;118;354;2;0.005649718
12005084007;15;9;16;3;118;354;1;0.002824859
12005084008;15;9;16;3;118;354;2;0.005649718
12005084009;15;9;16;3;118;354;2;0.005649718
12005089004;42;34;20;12;8;96;5;0.052083333
12005093001;31;26;20;12;15;180;2;0.011111111
12005093002;31;26;20;12;15;180;4;0.022222222
12005093004;31;26;20;12;15;180;7;0.038888889
12005093005;31;26;20;12;15;180;2;0.011111111
12005093007;31;26;20;12;15;180;1;0.005555556
12005093008;31;26;20;12;15;180;8;0.044444444
12005093010;31;26;20;12;15;180;6;0.033333333
12005107006;41;21;20;12;14;168;1;0.005952381
12005107007;41;21;20;12;14;168;12;0.071428571
12005108002;31;27;18;12;16;192;6;0.03125
12005108003;31;27;18;12;16;192;3;0.015625
12005109003;40;21;20;12;15;180;3;0.016666667
12006020001;26;24;2;12;204;2448;42;0.017156863
12006048001;21;19;2;12;319;3828;3;0.000783699
12006067001;38;25;6;6;44;264;1;0.003787879
12006135001;38;24;5;6;55;330;3;0.009090909
12006144001;23;17;1;3;651;1953;1;0.000512033
12010001001;41;26;31;144;7;1008;6;0.005952381
12010003001;40;17;16;14;23;322;4;0.01242236
12010009001;43;28;26;48;8;384;12;0.03125
12010010001;38;23;31;4;9;36;2;0.055555556
12010013001;42;36;17;12;9;108;1;0.009259259
12010020001;35;35;19;12;10;120;2;0.016666667
12010022001;30;28;23;72;13;936;7;0.007478632
12010023002;27;22;31;72;13;936;5;0.00534188
12010034001;15;11;13;8;118;944;3;0.003177966
12010036001;36;23;25;144;12;1728;3;0.001736111
12010037001;36;23;25;144;12;1728;9;0.005208333
12010040001;38;30;23;24;9;216;5;0.023148148
12010041001;33;18;17;24;25;600;9;0.015
12010042001;18;33;17;24;25;600;1;0.001666667
12010049001;31;22;20;8;18;144;6;0.041666667
12010051001;31;22;20;8;18;144;4;0.027777778
12010052001;38;31;13;24;16;384;2;0.005208333
12010053001;25;14;10;12;72;864;2;0.002314815
12010054001;46;29;20;24;9;216;2;0.009259259
12010055001;15;11;13;8;118;944;5;0.00529661
12010056001;48;32;19;24;8;192;1;0.005208333
12010058001;39;34;13;72;14;1008;8;0.007936508
12010059001;39;31;25;144;8;1152;2;0.001736111
12010060001;43;26;20;72;11;792;2;0.002525253
12010065001;15;11;13;8;118;944;1;0.001059322
12010067001;15;11;13;8;118;944;5;0.00529661
12010068001;15;11;13;8;118;944;1;0.001059322
12010071001;43;22;24;12;11;132;3;0.022727273
12010074001;35;23;27;18;11;198;2;0.01010101
12010077001;15;11;13;8;118;944;1;0.001059322
12010079001;15;11;13;8;118;944;6;0.006355932
12010080001;36;23;25;144;12;1728;2;0.001157407
12010084001;15;11;13;8;118;944;2;0.002118644
12010106001;30;19;18;60;24;1440;2;0.001388889
12010107001;31;19;18;60;24;1440;3;0.002083333
12010110001;27;26;23;12;15;180;10;0.055555556
12010113001;39;24;20;12;13;156;21;0.134615385
12010118001;42;26;20;12;11;132;8;0.060606061
12010119001;36;26;22;12;12;144;4;0.027777778
12010123001;30;21;21;12;19;228;6;0.026315789
12010124001;30;21;21;12;19;228;2;0.00877193
12010137001;43;22;24;12;11;132;2;0.015151515
12010144001;42;29;26;144;8;1152;1;0.000868056
12010145001;39;31;24;24;8;192;1;0.005208333
12010147001;35;23;12;12;26;312;4;0.012820513
12010149001;35;23;12;12;26;312;5;0.016025641
12010153001;26;17;18;12;32;384;7;0.018229167
12010156001;38;14;11;8;43;344;1;0.002906977
12010161001;21;20;20;36;30;1080;6;0.005555556
12010163001;38;15;19;12;23;276;2;0.007246377
12010171001;46;32;24;24;7;168;4;0.023809524
12010172001;41;36;25;36;6;216;1;0.00462963
12010173001;32;24;19;12;17;204;5;0.024509804
12010175001;38;14;11;8;43;344;2;0.005813953
12010176001;38;14;11;8;43;344;8;0.023255814
12010180001;23;16;21;12;32;384;2;0.005208333
12010192001;30;20;16;12;26;312;2;0.006410256
12010193001;39;34;17;20;11;220;4;0.018181818
12010198001;39;23;20;24;14;336;4;0.011904762
12010200001;35;21;13;12;26;312;2;0.006410256
12010206001;39;20;20;12;16;192;1;0.005208333
12010214001;46;34;25;24;6;144;2;0.013888889
12010227001;35;30;24;36;10;360;7;0.019444444
12010228001;35;30;24;36;10;360;1;0.002777778
12010234001;39;23;32;4;8;32;2;0.0625
12010243001;39;31;24;24;8;192;2;0.010416667
12010261001;24;14;15;15;50;750;2;0.002666667
12010263001;48;32;22;24;7;168;4;0.023809524
12011003001;40;21;24;12;12;144;12;0.083333333
12011005001;39;26;26;12;9;108;4;0.037037037
12011018001;21;18;26;6;25;150;7;0.046666667
12011022001;35;29;23;12;10;120;4;0.033333333
12011033001;32;32;28;6;8;48;4;0.083333333
12011034001;47;22;26;12;9;108;1;0.009259259
12011038001;20;18;25;6;28;168;3;0.017857143
12011042001;23;21;28;6;18;108;2;0.018518519
12011044001;42;23;25;12;10;120;4;0.033333333
12011047001;49;24;26;6;8;48;3;0.0625
12011050001;49;24;26;6;8;48;2;0.041666667
12011051001;43;28;28;12;7;84;16;0.19047619
12011056001;33;29;27;12;9;108;2;0.018518519
12011060001;38;29;27;12;8;96;5;0.052083333
12011061001;48;24;26;12;8;96;2;0.020833333
12011062001;42;23;25;12;10;120;1;0.008333333
12011065001;41;26;27;12;8;96;3;0.03125
12011068001;42;28;26;12;8;96;2;0.020833333
12011069001;38;22;24;12;12;144;10;0.069444444
12011074001;48;28;26;12;7;84;4;0.047619048
12011075001;42;26;28;12;8;96;5;0.052083333
12011084001;47;22;27;12;9;108;3;0.027777778
12011085001;42;28;26;12;8;96;1;0.010416667
12011088001;32;23;22;9;15;135;1;0.007407407
12011092001;33;22;25;12;14;168;1;0.005952381
12011096001;48;28;26;12;7;84;8;0.095238095
12011100001;39;26;27;12;9;108;3;0.027777778
12011101001;48;28;26;12;7;84;1;0.011904762
12011102001;47;22;27;12;9;108;6;0.055555556
12011103001;31;15;22;6;24;144;2;0.013888889
12011109001;40;26;26;12;9;108;1;0.009259259
12011111001;36;14;24;6;21;126;1;0.007936508
12011117001;36;22;23;12;13;156;6;0.038461538
12011118001;31;15;22;6;24;144;4;0.027777778
12011120001;49;28;28;12;6;72;1;0.013888889
12011131001;49;29;28;12;6;72;2;0.027777778
12011133001;38;23;27;12;10;120;3;0.025
12011134001;28;17;22;12;24;288;1;0.003472222
12011136001;32;26;28;12;10;120;2;0.016666667
12011139001;33;22;25;12;14;168;2;0.011904762
12011140001;46;23;26;12;9;108;6;0.055555556
12011142001;33;22;25;12;14;168;5;0.029761905
12011144001;33;29;27;12;9;108;2;0.018518519
12011150001;43;26;28;12;8;96;4;0.041666667
12011152001;29;23;26;6;14;84;1;0.011904762
12011153001;37;21;28;12;11;132;2;0.015151515
12011154001;37;21;28;12;11;132;1;0.007575758
12011158002;41;27;27;12;8;96;1;0.010416667
12011159001;29;22;24;12;16;192;1;0.005208333
12011163001;34;29;23;12;11;132;3;0.022727273
12011168001;33;32;28;6;8;48;2;0.041666667
12011169001;43;26;28;12;8;96;1;0.010416667
12011171001;42;26;28;12;8;96;1;0.010416667
12011172001;39;29;28;12;8;96;1;0.010416667
12011173001;39;29;28;12;8;96;1;0.010416667
12011174001;32;22;22;12;16;192;2;0.010416667
12011177001;46;23;26;12;9;108;5;0.046296296
12011178001;42;22;23;12;11;132;9;0.068181818
12011179001;38;22;30;4;10;40;2;0.05
12011182001;36;19;19;12;19;228;1;0.004385965
12011184001;47;22;26;12;9;108;4;0.037037037
12011186001;38;23;27;12;10;120;3;0.025
12011189001;43;28;28;12;7;84;1;0.011904762
12011196001;47;22;26;12;9;108;2;0.018518519
12011199001;23;21;28;6;18;108;1;0.009259259
12011204001;31;21;28;12;13;156;1;0.006410256
12011210001;23;21;28;6;18;108;12;0.111111111
12011213001;44;23;26;12;9;108;1;0.009259259
12011215001;29;27;23;12;14;168;1;0.005952381
12011216001;29;27;24;12;13;156;1;0.006410256
12011220001;49;29;28;12;6;72;2;0.027777778
12011221001;42;23;25;12;10;120;2;0.016666667
12011226001;48;22;27;12;8;96;1;0.010416667
12011230001;42;22;23;12;11;132;1;0.007575758
12011231001;39;23;23;16;12;192;2;0.010416667
12011235001;38;21;28;12;11;132;3;0.022727273
12011237001;49;24;26;6;8;48;2;0.041666667
12011240001;28;15;26;6;23;138;1;0.007246377
12011243001;45;28;28;12;7;84;1;0.011904762
12011244001;50;27;24;12;7;84;2;0.023809524
12011247001;32;24;26;12;12;144;6;0.041666667
12011251001;40;26;26;12;9;108;7;0.064814815
12011252001;48;29;28;12;6;72;3;0.041666667
12011254001;32;26;28;12;10;120;2;0.016666667
12011255001;32;26;28;12;10;120;2;0.016666667
12011257001;39;26;28;12;8;96;2;0.020833333
12011262001;39;25;33;4;7;28;2;0.071428571
12011263001;47;23;28;12;8;96;1;0.010416667
12011264001;42;22;23;12;11;132;2;0.015151515
12011265001;23;21;28;6;18;108;3;0.027777778
12011267001;38;30;27;12;8;96;9;0.09375
12011268001;45;28;28;12;7;84;2;0.023809524
12011275001;43;31;29;12;6;72;2;0.027777778
12011276001;48;28;28;12;6;72;1;0.013888889
12011277001;47;23;28;12;8;96;4;0.041666667
12011291001;42;23;23;12;11;132;10;0.075757576
12011293001;47;22;27;12;9;108;2;0.018518519
12011299001;29;26;25;12;13;156;5;0.032051282
12011304001;47;22;27;12;9;108;2;0.018518519
12011308001;47;22;27;12;9;108;3;0.027777778
12011310001;37;34;36;6;5;30;1;0.033333333
12011322001;39;26;27;12;9;108;1;0.009259259
12011329001;47;24;27;12;8;96;1;0.010416667
12011333001;42;29;27;12;7;84;2;0.023809524
12011334001;42;30;27;12;7;84;3;0.035714286
12011335001;49;27;24;12;8;96;4;0.041666667
12011337001;21;18;26;6;25;150;3;0.02
12011338001;42;23;25;12;10;120;2;0.016666667
12011339001;23;21;28;6;18;108;1;0.009259259
12011341001;48;29;27;12;6;72;2;0.027777778
12011342001;48;23;27;12;8;96;2;0.020833333
12011345001;29;25;22;12;15;180;5;0.027777778
12011347001;50;26;24;12;8;96;2;0.020833333
12011349001;37;16;27;6;15;90;6;0.066666667
12011351001;47;24;27;12;8;96;10;0.104166667
12011354001;42;29;27;12;7;84;4;0.047619048
12011355001;39;26;27;12;9;108;2;0.018518519
12011357001;32;26;22;12;13;156;7;0.044871795
12011358001;32;26;22;12;13;156;2;0.012820513
12011360001;38;29;24;12;9;108;2;0.018518519
12011362001;32;23;22;9;15;135;4;0.02962963
12011365001;42;31;28;12;6;72;6;0.083333333
12011367001;43;31;29;12;6;72;2;0.027777778
12011373001;32;19;23;12;18;216;22;0.101851852
12011374001;42;26;26;12;8;96;8;0.083333333
12011376001;29;25;22;12;15;180;8;0.044444444
12011378001;37;28;27;12;9;108;2;0.018518519
12011386001;20;20;20;6;31;186;3;0.016129032
12011398001;33;25;28;12;11;132;3;0.022727273
12011400001;44;33;23;12;7;84;1;0.011904762
12011402001;43;23;24;12;10;120;5;0.041666667
12011403001;45;22;27;12;9;108;2;0.018518519
12011409001;44;33;23;12;7;84;2;0.023809524
12011417001;40;21;28;12;10;120;2;0.016666667
12011433001;37;19;21;12;17;204;2;0.009803922
12011439001;44;23;25;12;10;120;1;0.008333333
12011451001;44;27;26;12;8;96;1;0.010416667
12011466001;38;23;27;12;10;120;1;0.008333333
12011473001;21;18;25;6;26;156;1;0.006410256
12011477001;48;28;28;12;6;72;6;0.083333333
12011479001;38;23;27;12;10;120;2;0.016666667
12011489001;32;23;22;12;15;180;2;0.011111111
12011999001;36;20;19;12;18;216;11;0.050925926
12012003001;33;18;24;12;17;204;2;0.009803922
12012012001;30;17;23;12;21;252;2;0.007936508
12012014001;30;16;20;12;26;312;4;0.012820513
12012022001;28;19;24;12;19;228;3;0.013157895
12012045001;27;20;8;6;59;354;1;0.002824859
12012048001;27;20;8;6;59;354;5;0.014124294
12012072001;28;19;10;12;47;564;1;0.00177305
12012098001;28;19;23;12;20;240;4;0.016666667
12012118001;20;20;20;6;31;186;3;0.016129032
12012119001;28;18;23;12;21;252;4;0.015873016
12012120001;20;20;20;6;31;186;3;0.016129032
12012164001;33;18;23;12;18;216;4;0.018518519
12012165001;33;19;23;12;17;204;2;0.009803922
12012168001;33;19;24;12;16;192;10;0.052083333
12012169001;33;19;24;12;16;192;7;0.036458333
12012170001;33;19;24;12;16;192;1;0.005208333
12012171001;26;18;24;12;22;264;3;0.011363636
12012196001;27;18;10;12;52;624;4;0.006410256
12012928001;22;16;18;12;40;480;2;0.004166667
12012969001;17;14;22;12;48;576;2;0.003472222
12012984001;37;19;19;24;19;456;4;0.00877193
12013034001;38;28;19;6;12;72;1;0.013888889
12014004001;38;28;19;20;12;240;2;0.008333333
12014022001;28;25;14;20;26;520;1;0.001923077
12014025001;42;31;34;24;5;120;1;0.008333333
12014032001;42;31;18;36;10;360;1;0.002777778
12014035001;42;31;18;36;10;360;22;0.061111111
12016005001;27;19;18;24;27;648;1;0.00154321
12016035001;28;19;18;24;26;624;3;0.004807692
12016042001;26;18;13;24;41;984;1;0.00101626
12016077001;23;12;12;12;76;912;1;0.001096491
12016078001;26;18;13;24;41;984;2;0.00203252
12016079001;26;18;13;24;41;984;1;0.00101626
12016099001;29;19;18;24;25;600;2;0.003333333
12016106001;26;18;13;24;41;984;2;0.00203252
12016111001;26;18;13;24;41;984;1;0.00101626
12016114001;26;20;13;24;37;888;4;0.004504505
12016139001;28;19;18;24;26;624;6;0.009615385
12017009001;24;16;22;8;30;240;1;0.004166667
12017016001;36;20;24;12;14;168;1;0.005952381
12017017001;24;16;22;8;30;240;4;0.016666667
12017018001;24;16;22;8;30;240;1;0.004166667
12017019001;24;16;22;8;30;240;1;0.004166667
12017039001;33;22;21;12;16;192;1;0.005208333
12017040001;33;22;21;12;16;192;2;0.010416667
12020003001;16;11;19;6;76;456;1;0.002192982
12020005003;32;19;19;12;22;264;1;0.003787879
12020008001;31;25;20;12;16;192;2;0.010416667
12020009001;49;23;19;60;11;660;8;0.012121212
12020020001;26;35;18;24;15;360;3;0.008333333
12020021001;21;16;19;12;39;468;3;0.006410256
12020026001;26;17;18;12;32;384;2;0.005208333
12020028001;21;16;17;12;44;528;1;0.001893939
12020032003;23;23;21;24;22;528;1;0.001893939
12020035001;29;20;18;12;24;288;1;0.003472222
12020036001;44;20;22;36;13;468;1;0.002136752
12020045001;14;6;19;3;159;477;2;0.004192872
12020046001;14;6;19;3;159;477;1;0.002096436
12020050001;38;29;18;24;12;288;1;0.003472222
12020051001;23;19;21;12;27;324;2;0.00617284
12020057001;31;23;19;12;18;216;2;0.009259259
12020068001;17;14;17;12;62;744;2;0.002688172
12020070001;19;16;17;12;49;588;3;0.005102041
12020078001;35;32;12;24;18;432;2;0.00462963
12020089001;28;25;15;24;24;576;2;0.003472222
12020090001;29;22;21;12;19;228;2;0.00877193
12020093001;21;16;17;12;44;528;9;0.017045455
12020101001;26;24;19;24;21;504;7;0.013888889
12020133001;28;19;18;12;26;312;2;0.006410256
12020138001;23;13;20;12;42;504;2;0.003968254
12020141001;21;16;19;12;39;468;2;0.004273504
12020147001;27;16;19;12;31;372;1;0.002688172
12020148001;32;13;23;12;26;312;1;0.003205128
12020163001;37;34;17;24;11;264;1;0.003787879
12020164001;32;19;19;12;22;264;1;0.003787879
12020165001;21;18;21;12;32;384;1;0.002604167
12020166001;32;19;19;12;22;264;6;0.022727273
12020175001;17;17;17;6;51;306;14;0.045751634
12020189001;30;25;16;24;21;504;2;0.003968254
12020190001;44;20;22;36;13;468;10;0.021367521
12020196001;32;19;21;12;19;228;14;0.061403509
12020203001;22;16;23;12;31;372;10;0.02688172
12020217001;26;18;19;12;28;336;8;0.023809524
12020221001;32;19;21;12;19;228;2;0.00877193
12020222001;31;15;18;12;30;360;10;0.027777778
12020225001;26;17;19;12;30;360;2;0.005555556
12020228001;21;15;20;6;40;240;6;0.025
12020232001;21;16;19;12;39;468;30;0.064102564
12020234001;34;20;20;12;18;216;27;0.125
12020237001;30;17;18;12;27;324;12;0.037037037
12020240001;20;13;19;6;51;306;15;0.049019608
12020242001;23;9;18;6;68;408;10;0.024509804
12020246001;19;13;20;6;51;306;8;0.026143791
12020249001;20;13;14;6;70;420;2;0.004761905
12020250001;26;11;16;6;55;330;2;0.006060606
12020253001;32;19;21;12;19;228;6;0.026315789
12020260001;22;9;16;6;80;480;2;0.004166667
12020264001;20;13;19;6;51;306;3;0.009803922
12020266001;20;13;19;6;51;306;1;0.003267974
12020271001;26;19;20;12;25;300;2;0.006666667
12020272001;18;13;20;6;54;324;3;0.009259259
12020282001;28;19;24;6;19;114;1;0.00877193
12020283001;28;19;24;6;19;114;5;0.043859649
12020312001;14;9;20;6;101;606;4;0.00660066
12020323001;14;10;20;6;91;546;6;0.010989011
12020324001;14;10;20;6;91;546;5;0.009157509
12020325001;19;13;19;6;54;324;5;0.015432099
12020326001;19;12;19;6;58;348;1;0.002873563
12020341001;26;17;20;12;28;336;15;0.044642857
12020342001;26;17;20;12;28;336;2;0.005952381
12020344001;21;18;21;12;32;384;12;0.03125
12020362001;29;14;21;12;29;348;2;0.005747126
12020372001;44;20;22;36;13;468;1;0.002136752
12020383001;29;14;21;12;29;348;2;0.005747126
12020384001;29;14;21;12;29;348;8;0.022988506
12020416001;17;30;16;24;31;744;7;0.009408602
12020423001;17;14;17;12;62;744;2;0.002688172
12020425001;35;34;17;24;12;288;4;0.013888889
12020437001;23;16;19;12;36;432;1;0.002314815
12020471001;29;25;15;24;23;552;6;0.010869565
12020473001;21;16;19;12;39;468;2;0.004273504
12020485001;19;13;19;12;54;648;2;0.00308642
12020498001;19;13;19;6;54;324;4;0.012345679
12020901001;22;16;23;12;31;372;1;0.002688172
12020903001;28;19;19;12;25;300;2;0.006666667
12020920001;27;25;20;24;18;432;1;0.002314815
12020923001;32;26;16;24;19;456;6;0.013157895
12020926001;21;20;20;12;30;360;5;0.013888889
12020927001;32;18;19;10;23;230;2;0.008695652
12020956001;41;27;22;24;10;240;10;0.041666667
12020961001;29;22;22;12;18;216;1;0.00462963
12020964001;32;19;21;12;19;228;8;0.035087719
12020965001;32;19;21;12;19;228;2;0.00877193
12020966001;32;19;21;12;19;228;2;0.00877193
12021028001;22;20;17;12;34;408;14;0.034313725
12021042001;22;20;18;12;32;384;1;0.002604167
12021052001;29;22;25;12;15;180;2;0.011111111
12021069001;14;5;16;3;227;681;3;0.004405286
12021094001;15;10;17;6;99;594;1;0.001683502
12021912001;18;15;17;6;55;330;2;0.006060606
12021923001;23;14;18;12;43;516;2;0.003875969
12021969001;35;15;22;10;22;220;20;0.090909091
12021993001;18;14;18;12;56;672;10;0.014880952
12021994001;20;17;17;12;44;528;1;0.001893939
12022005001;14;5;15;3;242;726;52;0.071625344
12022008001;14;5;14;3;260;780;3;0.003846154
12022027001;22;20;18;12;32;384;1;0.002604167
12022030001;19;15;16;12;55;660;7;0.010606061
12022043001;23;10;15;6;73;438;9;0.020547945
12022047001;13;6;16;3;204;612;6;0.009803922
12022062001;22;20;17;12;34;408;9;0.022058824
12022096001;38;25;20;48;13;624;12;0.019230769
12022100001;24;16;20;24;33;792;16;0.02020202
12022109001;21;14;17;12;50;600;54;0.09
12022127001;23;10;15;6;73;438;9;0.020547945
12022128001;15;10;16;6;106;636;12;0.018867925
12022153001;20;20;28;12;22;264;1;0.003787879
12022184001;29;22;23;12;17;204;2;0.009803922
12022224001;16;16;18;12;55;660;3;0.004545455
12022275001;32;17;21;6;22;132;9;0.068181818
12023020001;27;12;17;80;46;3680;3;0.000815217
12023022001;20;20;13;24;49;1176;15;0.012755102
12023079001;16;6;20;3;132;396;1;0.002525253
12023093001;48;36;16;12;9;108;2;0.018518519
12023125001;21;14;7;6;123;738;6;0.008130081
12023195001;35;17;23;12;18;216;36;0.166666667
12023199001;27;12;17;80;46;3680;12;0.00326087
12023202001;35;17;23;12;18;216;3;0.013888889
