item_code;pre_t_order_count;sku_status
12105005001;3;historical
12105006001;8;historical
12105009001;23;historical
12105012001;3;historical
12105013001;3;historical
12105021001;5;historical
12105025001;2;historical
12105034001;14;historical
12105036001;1;new
12105043002;9;historical
12105051001;5;historical
12105058001;6;historical
12105059001;4;historical
12105066001;9;historical
12105068001;5;historical
12105070001;6;historical
12105071001;2;historical
12105072001;5;historical
12106001001;30;historical
12106004001;4;historical
12106005001;1;new
12106006001;16;historical
12106007001;3;historical
12106012001;2;historical
12106014001;2;historical
12106016002;8;historical
12106019001;6;historical
12106026001;12;historical
12106027001;2;historical
12106029001;2;historical
12106030001;15;historical
12106031001;3;historical
12106034001;1;new
12106035001;2;historical
12106036002;1;new
12106039001;6;historical
12106055001;3;historical
12106056001;2;historical
12106063001;3;historical
12106066001;1;new
12106067001;4;historical
12106070001;3;historical
12106086001;5;historical
12106087001;3;historical
12106088001;1;new
12106097001;22;historical
12106098001;4;historical
12106107001;5;historical
12106113001;2;historical
12106999001;3;historical
12110003001;1;new
12110015001;2;historical
12110016001;2;historical
12110022001;10;historical
12110037001;2;historical
12110059001;1;new
12110068001;3;historical
12110074001;1;new
12111014001;2;historical
12111030001;4;historical
12112002001;4;historical
12112009001;3;historical
12112026001;3;historical
12120001001;37;historical
12120004001;3;historical
12120006001;18;historical
12120007001;17;historical
12120015001;7;historical
12120024001;7;historical
12120034001;10;historical
12120038001;24;historical
12120039001;9;historical
12120040001;1;new
12120052001;54;historical
12120053001;22;historical
12120064001;4;historical
12120072001;1;new
12120085001;2;historical
12120086001;3;historical
12120088001;10;historical
12120091001;4;historical
12120898001;17;historical
12121004001;45;historical
12121006002;2;historical
12121007001;2;historical
12121023001;20;historical
12121024001;1;new
12121027001;3;historical
12121032001;1;new
12121034001;19;historical
12121037001;7;historical
12121038001;11;historical
12121048001;7;historical
12121050001;26;historical
12121051001;1;new
12121056001;16;historical
12121059001;12;historical
12121066001;3;historical
12121078001;3;historical
12121087001;2;historical
12121103001;3;historical
12122002002;12;historical
12122005001;5;historical
12122007001;12;historical
12122008001;4;historical
12122009001;9;historical
12122012001;3;historical
12122014001;7;historical
12122015001;3;historical
12122021001;9;historical
12122023002;4;historical
12122030001;9;historical
12122034001;12;historical
12122045001;5;historical
12122052001;18;historical
12123001001;2;historical
12123005001;5;historical
12123013001;10;historical
12123014001;13;historical
12123015001;17;historical
12123016002;4;historical
12123024001;12;historical
12123029001;16;historical
12123031001;4;historical
12123034001;11;historical
12123038001;7;historical
12123042001;15;historical
12123055001;3;historical
12123056001;7;historical
12123057001;50;historical
12123064001;49;historical
12123066001;16;historical
12123068001;5;historical
12123075001;20;historical
12123079001;12;historical
12123080001;5;historical
12123085001;18;historical
12123086001;31;historical
12123102001;3;historical
12123110001;7;historical
12123127001;4;historical
12123128001;6;historical
12123131001;7;historical
12123132001;3;historical
12123133001;3;historical
12123147001;9;historical
12123151001;1;new
12123897001;20;historical
12123898001;11;historical
12125001001;11;historical
12125004001;10;historical
12125006001;10;historical
12130001001;6;historical
12130004001;19;historical
12130008001;54;historical
12130010001;19;historical
12130011001;2;historical
12130012001;1;new
12130016001;7;historical
12130026001;32;historical
12130031001;8;historical
12130035001;8;historical
12130041001;2;historical
12130045001;26;historical
12130047001;6;historical
12130049001;7;historical
12130052001;1;new
12130071001;2;historical
12130075001;18;historical
12130084001;1;new
12130085001;5;historical
12130086001;13;historical
12130088001;3;historical
12130089001;2;historical
12130111001;2;historical
12130112001;4;historical
12150004001;1;new
12150005001;5;historical
12150009001;17;historical
12150016001;15;historical
12151092001;4;historical
12151096001;7;historical
12151110001;5;historical
12152004001;2;historical
12152005001;2;historical
12152062001;3;historical
12201064001;7;historical
12201067001;17;historical
12201080001;35;historical
12201099001;1;new
12201103001;143;historical
12201104001;119;historical
12201110001;7;historical
12201111001;3;historical
12201112001;10;historical
12211017001;8;historical
12212005001;51;historical
12212006001;17;historical
12212010001;2;historical
12212011001;18;historical
12212020001;3;historical
12212030001;3;historical
12212033001;122;historical
12212035001;27;historical
12212036001;7;historical
12212037001;4;historical
12212040001;6;historical
12212056001;8;historical
12212057001;6;historical
12212058001;8;historical
12212061001;49;historical
12212062001;8;historical
12212069001;20;historical
12230008001;1;new
12231005001;1;new
12232999001;10;historical
12233023001;22;historical
12233034001;3;historical
12233035001;2;historical
12234005001;1;new
12234029001;28;historical
12234038001;2;historical
12234915001;2;historical
12234920001;1;new
12234921001;1;new
12301001001;21;historical
12301004001;7;historical
12301010001;10;historical
12301027001;7;historical
12320030001;1;new
12321040001;3;historical
12322054001;10;historical
12323010001;2;historical
12323109001;1;new
12324139001;2;historical
12325047001;2;historical
12326002001;1;new
12326005001;1;new
12326090001;1;new
12326152001;9;historical
12326167001;1;new
12327002001;2;historical
12327007001;3;historical
12327014001;1;new
12327015001;1;new
12327023001;3;historical
12327025001;8;historical
12327027001;2;historical
12327040001;4;historical
12327048001;6;historical
12327050001;8;historical
12327052001;4;historical
12327054001;5;historical
12327057001;28;historical
12327059001;3;historical
12327064001;3;historical
12327088001;4;historical
12343304001;1;new
12344036001;1;new
12344037001;1;new
14000002001;84;historical
14000003001;21;historical
14000008001;8;historical
14000010001;61;historical
14000011001;200;historical
14000014001;108;historical
14000015001;21;historical
14000018001;48;historical
14000023001;1;new
14000027001;78;historical
14000032001;275;historical
14000033001;82;historical
14000036001;12;historical
14000040001;89;historical
14000041001;62;historical
14000050001;36;historical
14000055001;13;historical
14000057001;497;historical
14000060001;107;historical
14000061001;36;historical
14000066001;19;historical
14000067001;16;historical
14000071001;111;historical
14000073001;192;historical
14000075001;125;historical
14000098001;15;historical
14000099001;8;historical
14000106001;11;historical
14000123001;48;historical
14000131001;14;historical
14000196001;208;historical
14000197001;310;historical
14000219001;5;historical
14000220001;26;historical
14000322001;15;historical
14001002001;66;historical
14001003001;41;historical
14001007001;44;historical
14001008001;40;historical
14001009001;57;historical
14001010001;21;historical
14001012001;127;historical
14001017001;170;historical
14001018001;37;historical
14001019001;23;historical
14001029001;12;historical
14001030001;43;historical
14001031001;60;historical
14001034001;78;historical
14001035001;14;historical
14001036001;50;historical
14001044001;1;new
14001046001;96;historical
14001050001;11;historical
14001052001;158;historical
14001058001;19;historical
14001060001;56;historical
14001066001;58;historical
14001074001;109;historical
14001075001;37;historical
14001080001;11;historical
14001084001;23;historical
14001085001;24;historical
14001086001;19;historical
14001089001;14;historical
14001090001;175;historical
14001092001;41;historical
14001093001;131;historical
14001096001;14;historical
14001104001;36;historical
14001128001;10;historical
14001136001;14;historical
14001138001;51;historical
14001149001;9;historical
14001150001;8;historical
14001635001;46;historical
14002002001;232;historical
14002003001;18;historical
14002008001;3;historical
14002013001;40;historical
14002021001;21;historical
14002022001;6;historical
14002024001;2;historical
14002026001;4;historical
14002027001;21;historical
14002040001;9;historical
14002046001;14;historical
14003005001;2;historical
14003009001;121;historical
14003011001;28;historical
14003013001;66;historical
14003019001;121;historical
14003029001;212;historical
14003037001;143;historical
14010002001;102;historical
14010006001;9;historical
14010011001;379;historical
14010012001;43;historical
14010019001;72;historical
14010025001;44;historical
14010027001;99;historical
14010029001;32;historical
14010031001;179;historical
14010034001;228;historical
14010036001;137;historical
14010038001;13;historical
14010040001;677;historical
14010041001;47;historical
14010047001;16;historical
14010048001;16;historical
14010049001;63;historical
14010050001;19;historical
14010060001;120;historical
14010064001;56;historical
14010071001;222;historical
14010072001;61;historical
14010079001;64;historical
14010084001;136;historical
14010088001;14;historical
14010094001;92;historical
14010097001;30;historical
14010140001;15;historical
14010142001;625;historical
14010145001;17;historical
14010149001;51;historical
14010151001;15;historical
14010173001;120;historical
14010178001;72;historical
14010187001;55;historical
14010194001;22;historical
14010210001;161;historical
14010219001;15;historical
14010247001;235;historical
14010283001;4;historical
14010284001;8;historical
14010285001;11;historical
14010897001;1;new
14010898001;2;historical
14011003001;429;historical
14011004001;31;historical
14011005001;54;historical
14011006001;100;historical
14011009001;53;historical
14011010001;85;historical
14011014001;34;historical
14011015001;27;historical
14011018001;5;historical
14011027001;32;historical
14011028001;235;historical
14011029001;483;historical
14011030001;158;historical
14011031001;151;historical
14011032001;316;historical
14011034001;221;historical
14011042001;45;historical
14011045001;1;new
14011051001;37;historical
14011052001;239;historical
14011053001;339;historical
14011059001;196;historical
14011063001;4;historical
14011065001;5;historical
14011095001;150;historical
14011929001;46;historical
14012019001;98;historical
14013001001;22;historical
14013002001;33;historical
14013004001;56;historical
14013006001;1;new
14013007001;14;historical
14013014001;7;historical
14013022001;11;historical
14013964001;3;historical
14014005001;362;historical
14014006001;973;historical
14014011001;68;historical
14014013001;51;historical
14014014001;778;historical
14014015001;705;historical
14014018001;104;historical
14020006001;96;historical
14020008001;60;historical
14020013001;44;historical
14020030001;22;historical
14020053001;298;historical
14020926001;280;historical
14020949001;9;historical
14020951001;77;historical
14020956001;10;historical
14020960001;22;historical
14020977001;19;historical
14021005001;151;historical
14021006001;46;historical
14021010001;341;historical
14021015001;4;historical
14021017001;314;historical
14021036001;24;historical
14021055001;35;historical
14021109001;22;historical
14022001001;22;historical
14022002001;45;historical
14022003001;53;historical
14022012001;29;historical
14022019001;199;historical
14022020001;19;historical
14022027001;12;historical
14022029001;60;historical
14022032001;159;historical
14022059001;7;historical
14022086001;28;historical
14022118001;30;historical
14023003001;41;historical
14023017001;32;historical
14023019001;7;historical
14023027001;107;historical
14023028001;515;historical
14023029001;314;historical
14023034001;33;historical
14023044001;22;historical
14023050001;118;historical
14023083001;118;historical
14023126001;43;historical
14023127001;129;historical
14023129001;48;historical
14023132001;51;historical
14023140001;5;historical
14023194001;3;historical
14023210001;13;historical
14023212001;24;historical
14023310001;31;historical
14023503001;47;historical
14100001001;63;historical
14100003001;329;historical
14100005001;9;historical
14100007001;4;historical
14100009001;39;historical
14100012001;66;historical
14100020001;15;historical
14100027001;28;historical
14101002001;5;historical
14101004001;61;historical
14101007001;50;historical
14101016001;10;historical
14101017001;8;historical
14101021001;13;historical
14101074001;43;historical
14102007001;8;historical
14102008001;17;historical
14102025001;15;historical
14102026001;29;historical
14102040001;108;historical
14102223001;7;historical
14102238001;157;historical
14102246001;196;historical
14102250001;441;historical
14102258001;232;historical
14103009001;236;historical
14103018001;80;historical
14103030001;81;historical
14103053001;36;historical
14103057001;35;historical
14103058001;1;new
14103084001;5;historical
14104002001;238;historical
14104012001;276;historical
14104017001;184;historical
14104028001;1;new
14104030001;8;historical
14104042001;131;historical
14104060001;26;historical
14104067001;208;historical
14104088001;6;historical
14104090001;36;historical
14104098001;11;historical
14104101001;106;historical
14104108001;50;historical
14104113001;58;historical
14104114001;21;historical
14104117001;4;historical
14104129001;276;historical
14104139001;4;historical
14104146001;21;historical
14104148001;25;historical
14104150001;41;historical
14104151001;32;historical
14104162001;15;historical
14104169001;135;historical
14104193001;11;historical
14104200001;29;historical
14105129001;46;historical
14105130001;53;historical
14110002001;16;historical
14110003001;29;historical
14110006001;87;historical
14110010001;13;historical
14110011001;14;historical
14110015001;329;historical
14110019001;19;historical
14110028001;9;historical
14110029001;108;historical
14110054001;176;historical
14110056001;32;historical
14110078001;11;historical
14110081001;68;historical
14110084001;151;historical
14110106001;107;historical
14110145001;9;historical
14110154001;16;historical
14110163001;25;historical
14111001001;114;historical
14111004001;33;historical
14111005001;20;historical
14111006001;32;historical
14111008001;35;historical
14111010001;38;historical
14111011001;36;historical
14111012001;6;historical
14111015001;19;historical
14111017001;15;historical
14111018001;10;historical
14111020001;57;historical
14111023001;10;historical
14111034001;23;historical
14111036001;76;historical
14111037001;35;historical
14111038001;44;historical
14111040001;6;historical
14111041001;12;historical
14111050001;13;historical
14111053001;1;new
14111055001;21;historical
14111090001;6;historical
14111098001;8;historical
14111102001;8;historical
14111107001;3;historical
14111118001;108;historical
14111119001;2;historical
14111134001;55;historical
14112007001;651;historical
14112009001;38;historical
14112013001;738;historical
14112014001;365;historical
14112016001;184;historical
14112021001;62;historical
14112038001;40;historical
14112054001;95;historical
14113013001;12;historical
14113066001;281;historical
14120002001;23;historical
14120017001;45;historical
14120019001;131;historical
14120020001;72;historical
14120024001;8;historical
14121014001;266;historical
14121017001;113;historical
14121019001;255;historical
14121057001;136;historical
14121059001;51;historical
14121061001;24;historical
14121062001;115;historical
14121063001;164;historical
14121064001;23;historical
14121074001;171;historical
14121075001;30;historical
14121104001;80;historical
14121112001;29;historical
14121136001;80;historical
14121143001;96;historical
14121164001;81;historical
14130001001;104;historical
14130007001;246;historical
14130009001;105;historical
14130013001;30;historical
14130015001;52;historical
14130016001;127;historical
14130017001;125;historical
14130042001;83;historical
14130054001;60;historical
14131008001;71;historical
14131020001;98;historical
14131026001;34;historical
14131040001;35;historical
14131041001;323;historical
14131043001;59;historical
14131044001;18;historical
14131047001;342;historical
14131074001;15;historical
14131075001;212;historical
14131105001;121;historical
14131121001;55;historical
14132003001;55;historical
14132015001;262;historical
14132038001;48;historical
14132071001;31;historical
14132074001;42;historical
14132116001;28;historical
14132130001;15;historical
14132131001;3;historical
14132149001;22;historical
14132153001;16;historical
14133007001;17;historical
14133013001;3;historical
14133027001;18;historical
14133028001;28;historical
14133029001;91;historical
14133030001;72;historical
14133899001;1;new
14133914001;11;historical
14200002001;8;historical
14200006001;51;historical
14200011001;22;historical
14200012001;16;historical
14200018001;21;historical
14200019001;11;historical
14200033001;19;historical
14200046001;23;historical
14200047001;27;historical
14200049001;20;historical
14200059001;6;historical
14200060001;6;historical
14200061001;3;historical
14200069001;184;historical
14200070001;9;historical
14200086001;17;historical
14200087001;36;historical
14200088001;13;historical
14200089001;6;historical
14200090001;9;historical
14200091001;18;historical
14200092001;10;historical
14200093001;18;historical
14200096001;11;historical
14200119001;79;historical
14201003001;6;historical
14201013001;20;historical
14201019001;3;historical
14201020001;7;historical
14201021001;25;historical
14201022001;15;historical
14202001001;30;historical
14202011001;7;historical
14202013001;16;historical
14202017001;24;historical
14202018001;12;historical
14202023001;18;historical
14203001001;69;historical
14203003001;12;historical
14203004001;22;historical
14203016001;12;historical
14203017001;464;historical
14203027001;48;historical
14203032001;22;historical
14203048001;21;historical
14203053001;9;historical
14203055001;4;historical
14203058001;12;historical
14203061001;5;historical
14203062001;26;historical
14203064001;15;historical
14203065001;5;historical
14203078001;107;historical
14203080001;21;historical
14203089001;14;historical
14204010001;21;historical
14204022001;1;new
14204025001;11;historical
14204041001;155;historical
14204044001;20;historical
14204051001;11;historical
14204052001;10;historical
14204053001;12;historical
14204054001;73;historical
14204055001;28;historical
14204061001;127;historical
14204062001;38;historical
14204065001;28;historical
14204066001;1;new
14204070001;46;historical
14204071001;74;historical
14204073001;1;new
14204077001;10;historical
14204078001;17;historical
14204083001;29;historical
14204086001;27;historical
14204118001;7;historical
14204125001;47;historical
14204126001;31;historical
14204127001;3;historical
14204129001;40;historical
14204131001;48;historical
14204132001;34;historical
14204135001;9;historical
14204136001;11;historical
14204148001;10;historical
14204150001;11;historical
14204197001;3;historical
14204198001;4;historical
14204892001;91;historical
14210015001;6;historical
14210019001;3;historical
14210021001;8;historical
14210025001;6;historical
14210026001;5;historical
14210029001;5;historical
14210031001;4;historical
14210034001;11;historical
14210035001;12;historical
14210045001;3;historical
14210046001;14;historical
14210047001;1;new
14210048001;7;historical
14210051001;24;historical
14210068001;6;historical
14210084001;4;historical
14210108001;11;historical
14210110001;11;historical
14210127001;4;historical
14211055001;15;historical
14213004001;32;historical
14213008001;3;historical
14213055001;5;historical
14213092001;7;historical
14220002001;22;historical
14220005001;19;historical
14220085001;7;historical
14220086001;13;historical
14220140001;26;historical
14220141001;47;historical
14220155001;3;historical
14221113001;7;historical
14222001001;4;historical
14222005001;10;historical
14222019001;21;historical
14222025001;11;historical
14222042001;33;historical
14222043001;54;historical
14222045001;2;historical
14222046001;51;historical
14222048001;6;historical
14222049001;8;historical
14222053001;16;historical
14222068001;97;historical
14222072001;87;historical
14222087001;17;historical
14222114001;69;historical
14222119001;2;historical
14222141001;11;historical
14222142001;61;historical
14222896001;9;historical
14222897001;17;historical
14222898001;9;historical
14222999001;15;historical
14223005001;13;historical
14223008001;10;historical
14223018001;26;historical
14223037001;64;historical
14223039001;49;historical
14223045001;74;historical
14223046001;1;new
14223048001;4;historical
14223065001;5;historical
14223080001;28;historical
14223094001;48;historical
14223155001;2;historical
14223176001;23;historical
14223179001;111;historical
14223247001;4;historical
14224002001;16;historical
14224003001;26;historical
14225014001;3;historical
14225016001;3;historical
14225023001;6;historical
14225029001;6;historical
14225030001;3;historical
14225041001;6;historical
14225045001;4;historical
14225052001;6;historical
14225056001;7;historical
14225057001;4;historical
14226003001;5;historical
14226005001;9;historical
14226007001;22;historical
14226012001;9;historical
14226016001;7;historical
14226019001;3;historical
14226020001;9;historical
14226032001;2;historical
14226046001;4;historical
14226059001;10;historical
14226063001;7;historical
14226067001;8;historical
14226100001;4;historical
14227002001;10;historical
14227005001;16;historical
14230034001;44;historical
14231003001;128;historical
14232107001;15;historical
14240001001;12;historical
14240008001;5;historical
14240014001;6;historical
14241002001;4;historical
14241004001;10;historical
14241030001;23;historical
14241032001;10;historical
14241033001;15;historical
14241035001;3;historical
14241042001;34;historical
14241043001;2;historical
14241044001;2;historical
14242003001;15;historical
14242007001;7;historical
14242010001;10;historical
14242036001;16;historical
14242039001;12;historical
14242042001;15;historical
14242056001;27;historical
14242072001;8;historical
14242081001;3;historical
14242105001;9;historical
14242126001;3;historical
14242131001;36;historical
14242144001;11;historical
14242145001;12;historical
14242151001;30;historical
14242154001;12;historical
14242155001;22;historical
14242164001;8;historical
14242210001;2;historical
14243006001;9;historical
14243007001;8;historical
14243009001;4;historical
14243012001;4;historical
14243013001;12;historical
14243016001;8;historical
14243017001;6;historical
14243020001;15;historical
14243021001;2;historical
14243026001;11;historical
14243028001;4;historical
14243031001;2;historical
14243036001;12;historical
14243040001;32;historical
14243042001;36;historical
14243044001;36;historical
14243045001;39;historical
14243046001;40;historical
14243053001;1;new
14243054001;4;historical
14243055001;4;historical
14243058001;46;historical
14243061001;21;historical
14243076001;1;new
14243081001;2;historical
14243106001;3;historical
14243107001;14;historical
14243111001;2;historical
14243120001;11;historical
14243129001;29;historical
14243166001;19;historical
14244003001;220;historical
14244005001;5;historical
14244009001;10;historical
14244012001;5;historical
14244014001;64;historical
14244016001;110;historical
14244017001;138;historical
14244021001;95;historical
14244025001;10;historical
14244026001;17;historical
14244027001;29;historical
14244028001;37;historical
14244031001;8;historical
14244034001;4;historical
14244039001;12;historical
14244046001;5;historical
14244049001;18;historical
14244051001;5;historical
14244052001;75;historical
14244053001;34;historical
14244056001;10;historical
14244059001;52;historical
14244062001;2;historical
14244898001;26;historical
14244906001;12;historical
14244918001;51;historical
14244930001;1;new
14244999001;28;historical
14300003001;6;historical
14300008001;18;historical
14300016001;3;historical
14300025001;28;historical
14300029001;3;historical
14300046001;10;historical
14300057001;8;historical
14300070001;7;historical
14300096001;4;historical
14301013001;18;historical
14301018001;9;historical
14301023001;13;historical
14301030001;4;historical
14301108001;13;historical
14301109001;6;historical
14301110001;3;historical
14302005001;24;historical
14302006001;11;historical
14302017001;8;historical
14302018001;7;historical
14302072001;6;historical
14302079001;15;historical
14302080001;10;historical
14303015001;16;historical
14303021001;3;historical
14303022001;3;historical
14303024001;10;historical
14303026001;2;historical
14303033001;9;historical
14303034001;4;historical
14303036001;9;historical
14303037001;5;historical
14303038001;3;historical
14303039001;2;historical
14303040001;7;historical
14303048001;28;historical
14303058001;4;historical
14303897001;6;historical
14303898001;8;historical
14303899001;4;historical
14303933001;35;historical
14303934001;30;historical
14304001001;5;historical
14304003001;1;new
14304008001;5;historical
14304009001;4;historical
14304013001;4;historical
14304028001;12;historical
14304047001;4;historical
14304062001;5;historical
14304064001;2;historical
14304128001;1;new
14304135001;4;historical
14304194001;8;historical
14304230001;5;historical
14310015001;8;historical
14310016001;12;historical
14310020001;6;historical
14310028001;7;historical
14310071001;4;historical
14310096001;1;new
14310101001;1;new
14310111001;3;historical
14310127001;2;historical
14310128001;2;historical
14310134001;5;historical
14310139001;1;new
14310209001;1;new
14311004001;135;historical
14311005001;77;historical
14311020001;12;historical
14311022001;26;historical
14311031001;1;new
14311036001;3;historical
14311041001;4;historical
14311043001;23;historical
14311044001;8;historical
14311046001;10;historical
14311054001;9;historical
14311059001;9;historical
14311065001;12;historical
14311071001;4;historical
14311076001;1;new
14311081001;9;historical
14311086001;4;historical
14311095001;7;historical
14311112001;38;historical
14311115001;1;new
14311117001;1;new
14311118001;16;historical
14311119001;9;historical
14311134001;5;historical
14311158001;39;historical
14311220001;3;historical
14311234001;3;historical
14311235001;4;historical
14311256001;3;historical
14311258001;4;historical
14311261001;3;historical
14311262001;1;new
14311270001;5;historical
14311898001;3;historical
14312001001;2;historical
14312003001;1;new
14312008001;1;new
14312011001;5;historical
14312012001;1;new
14312016001;4;historical
14312018001;3;historical
14312032001;11;historical
14312042001;4;historical
14312045001;9;historical
14312055001;8;historical
14312068001;3;historical
14312070001;11;historical
14312999001;41;historical
14315008001;12;historical
14315016001;32;historical
14315017001;34;historical
14320008001;7;historical
14320899001;3;historical
14321008001;3;historical
14321009001;5;historical
14321011001;7;historical
14330003001;6;historical
14330004001;10;historical
14330006001;2;historical
14330011001;32;historical
14330015001;4;historical
14330897001;3;historical
14331004001;8;historical
14331005001;6;historical
14331020001;5;historical
14331022001;15;historical
14331026001;10;historical
14331028001;32;historical
14331029001;4;historical
14331037001;9;historical
14331039001;10;historical
14331044001;17;historical
14331898001;3;historical
14331997001;5;historical
14332004001;2;historical
14332005001;2;historical
14332007001;7;historical
14332008001;19;historical
14332010001;2;historical
14332013001;10;historical
14332014001;17;historical
14332016001;22;historical
14332018001;4;historical
14333004001;1;new
14333006001;6;historical
14340002001;7;historical
14340006001;24;historical
14340008001;4;historical
14340026001;2;historical
14341019001;2;historical
14341068001;7;historical
14342007001;4;historical
14342010001;7;historical
14342020001;3;historical
14343012001;2;historical
14343026001;8;historical
14343027001;3;historical
14343028001;5;historical
14343036001;3;historical
14344005001;5;historical
14344010001;4;historical
14350005001;57;historical
14350007001;10;historical
14350011001;5;historical
14351007001;12;historical
14351017001;6;historical
14351024001;10;historical
14351033001;11;historical
14351034001;12;historical
14351038001;11;historical
14351041001;10;historical
14351059001;3;historical
14352027001;3;historical
14352031001;3;historical
14352058001;7;historical
14352060001;57;historical
14352069001;17;historical
14352076001;3;historical
14353001001;2;historical
14353002001;4;historical
14353003001;2;historical
14353010001;12;historical
14353013001;10;historical
14353016001;3;historical
14353017001;7;historical
14353019001;95;historical
14353023001;5;historical
14353024001;110;historical
14353025001;6;historical
14353035001;2;historical
14353036001;16;historical
14353039001;137;historical
14353040001;16;historical
14353045001;14;historical
14353047001;4;historical
14353052001;13;historical
14353073001;4;historical
14353899001;21;historical
14353900001;2;historical
14360001001;4;historical
14360007001;11;historical
14360008001;31;historical
14360019001;5;historical
14360022001;31;historical
14360044001;2;historical
14360045001;51;historical
14361002001;7;historical
14361004001;9;historical
14361007001;16;historical
14361008001;10;historical
14361009001;16;historical
14361010001;30;historical
14361011001;2;historical
14361014001;7;historical
14361015001;5;historical
14361022001;10;historical
14361034001;11;historical
14361041001;16;historical
14361044001;17;historical
14361051001;1;new
14361054001;4;historical
14361055001;12;historical
14361061001;9;historical
14361065001;19;historical
14361070001;3;historical
14361074001;3;historical
14361081001;8;historical
14361082001;24;historical
14361083001;8;historical
14361086001;11;historical
14361093001;9;historical
14361102001;6;historical
14361104001;18;historical
14361109001;10;historical
14361112001;22;historical
14361114001;12;historical
14361115001;7;historical
14361118001;9;historical
14361120001;14;historical
14361122001;1;new
14361124001;1;new
14361128001;20;historical
14361129001;38;historical
14361146001;6;historical
14361149001;10;historical
14361157001;4;historical
14361158001;10;historical
14361159001;12;historical
14361160001;21;historical
14361162001;21;historical
14361170001;2;historical
14361899001;7;historical
14361902001;6;historical
14362033001;1;new
14362902001;8;historical
14364197001;2;historical
14364198001;2;historical
14370002001;44;historical
14370003001;30;historical
14370004001;220;historical
14370007001;13;historical
14370017001;7;historical
14370020001;215;historical
14370025001;20;historical
14370029001;11;historical
14370044001;1;new
14370045001;11;historical
14370048001;5;historical
14370069001;6;historical
14370072001;18;historical
14370076001;18;historical
14370077001;4;historical
14411001001;5;historical
14411015001;3;historical
14411016001;2;historical
14411023001;3;historical
14412023001;5;historical
14412037001;2;historical
14412060001;3;historical
14413010001;2;historical
14500000001;767;historical
14500003001;38;historical
14500005001;6;historical
14500007001;94;historical
14500008001;56;historical
14500010001;112;historical
14500012001;3;historical
14500013001;351;historical
14500017001;20;historical
14500018001;3;historical
14500023001;139;historical
14500024001;37;historical
14500026001;118;historical
14500037001;315;historical
14500042001;191;historical
14500048001;45;historical
14500051001;2;historical
14500058001;20;historical
14500059001;13;historical
14500064001;49;historical
14500066001;9;historical
14501002001;39;historical
14501004001;129;historical
14501005001;165;historical
14501007001;14;historical
14501010001;319;historical
14501011001;207;historical
14501012001;362;historical
14501013001;197;historical
14501014001;314;historical
14501016001;132;historical
14501022001;371;historical
14501026001;144;historical
14501029001;6;historical
14501031001;25;historical
14501037001;43;historical
14501038001;139;historical
14501045001;258;historical
14501047001;91;historical
14501058001;43;historical
14501063001;314;historical
14501065001;7;historical
14501084001;38;historical
14501086001;174;historical
14501899001;25;historical
14501902001;118;historical
14501926001;1;new
14501928001;45;historical
14501929001;60;historical
14501942001;55;historical
14501944001;18;historical
14502002001;52;historical
14502003001;34;historical
14502004001;168;historical
14502006001;252;historical
14502007001;89;historical
14502008001;8;historical
14502009001;853;historical
14502011001;415;historical
14502012001;178;historical
14502014001;493;historical
14502015001;175;historical
14502018001;5;historical
14502020001;26;historical
14502021001;39;historical
14502022001;77;historical
14502023001;52;historical
14502026001;187;historical
14502029001;75;historical
14502044001;1;new
14502054001;48;historical
14502068001;6;historical
14502077001;193;historical
14502078001;122;historical
14502080001;23;historical
14502081001;274;historical
14502111001;177;historical
14503000001;244;historical
14503002001;77;historical
14503003001;1583;historical
14503005001;156;historical
14503010001;17;historical
14503013001;114;historical
14503019001;243;historical
14503024001;27;historical
14503034001;56;historical
14503047001;2;historical
14503048001;28;historical
14503049001;57;historical
14504001001;111;historical
14504002001;88;historical
14504006001;196;historical
14504008001;81;historical
14504009001;41;historical
14504012001;27;historical
14504015001;122;historical
14504027001;105;historical
14504028001;51;historical
14504055001;217;historical
14504056001;8;historical
14504076001;3;historical
14505003001;10;historical
14505005001;194;historical
14505008001;9;historical
14505011001;126;historical
14505013001;562;historical
14505014001;247;historical
14505016001;321;historical
14505020001;112;historical
14505021001;111;historical
14505031001;117;historical
14505035001;3;historical
14505039001;5;historical
14505041001;328;historical
14505043001;2;historical
14505046001;44;historical
14505048001;26;historical
14505053001;6;historical
14505059001;4;historical
14505099001;104;historical
14505105001;55;historical
14505106001;46;historical
14505115001;85;historical
14505125001;22;historical
14505138001;151;historical
14505139001;22;historical
14505148001;32;historical
14505899001;287;historical
14505911001;26;historical
14505913001;1;new
14505917001;206;historical
14506001001;108;historical
14506002001;72;historical
14506005001;28;historical
14506006001;1;new
14506012001;1;new
14506013001;13;historical
14506014001;13;historical
14506015001;56;historical
14506033001;5;historical
14506036001;11;historical
14506038001;13;historical
14506041001;5;historical
14506044001;16;historical
14506049001;39;historical
14506057001;3;historical
14506060001;42;historical
14506062001;9;historical
14506065001;91;historical
14506066001;38;historical
14506067001;55;historical
14506069001;14;historical
14506070001;48;historical
14506072001;121;historical
14506074001;14;historical
14506085001;15;historical
14506087001;161;historical
14506090001;89;historical
14506099001;30;historical
14506103001;24;historical
14506109001;17;historical
14506111001;5;historical
14506112001;6;historical
14506122001;1;new
14506124001;10;historical
14506130001;13;historical
14506131001;6;historical
14506135001;9;historical
14506139001;27;historical
14506141001;22;historical
14506145001;17;historical
