scenario;result_kind;checkpoint_target_tick;checkpoint_interval_ticks;replication;replications_total;order_mode;bootstrap_seed;bootstrap_arrival_mode;bootstrap_target_orders_per_hour;pod_location_mode;pod_location_seed;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;picked_units;delivered_order_lines_per_pod_visit;picked_units_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;variable_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;variable_energy_per_delivered_line;energy_per_pod_visit;variable_energy_per_pod_visit;wall_clock_seconds
Cindy Scenario 3;final;;;1;100;bootstrap_actual;42;empirical_gap_scaled;500.0;shuffle;42;100000.0499991114;666667;0;13959;5088;0.36449602407049214;3.0527984736278904;59;8871;0;12;11530;13334;118030;1.1564614050303557;10.236773633998265;935;856;healthy;0;0;0;0;0;0;100000;0;834549;108775994.10678846;13094723.896799931;95681270.20998852;21378.929659353078;2573.648564622628;7175.736478925192;9434.171214812528;8298.462290545405;7493.344943761826
Cindy Scenario 3;final;;;2;100;bootstrap_actual;43;empirical_gap_scaled;500.0;shuffle;42;100000.0499991114;666667;0;13876;7738;0.5576535024502739;4.642797678642417;52;6138;0;33;17704;20345;180858;1.1491753276095797;10.215657478535924;1815;1604;healthy;0;0;0;0;0;0;100000;0;346472;165791656.52612194;20423299.43471913;145368357.09140283;21425.647005185052;2639.351180501309;7145.163779375907;9364.64395199514;8211.04592698841;7796.9072942733765
Cindy Scenario 3;final;;;3;100;bootstrap_actual;44;empirical_gap_scaled;500.0;shuffle;42;100000.0499991114;666667;0;13958;2198;0.15747241725175526;1.3187993406120486;37;11760;0;49;5103;5892;50458;1.1546149323927102;9.887909073094258;234;225;healthy;0;0;0;0;0;0;100000;0;2261408;46338269.308516905;5627105.68055995;40711163.62795696;21082.01515401133;2560.10267541399;6909.566128302267;9080.593632866334;7977.888228092682;7706.058616876602
Cindy Scenario 3;final;;;4;100;bootstrap_actual;45;empirical_gap_scaled;500.0;shuffle;42;100000.0499991114;666667;0;13587;8067;0.5937293000662398;4.84019757994422;48;5520;0;26;17810;20220;187452;1.1353172375070186;10.525098259404828;1819;1617;healthy;0;0;0;0;0;0;100000;0;345760;166850603.10393628;20548041.564959116;146302561.53897718;20683.10438873637;2547.172624886465;7235.537168099761;9368.36626074881;8214.630069566378;7404.406552314758
Cindy Scenario 3;final;;;5;100;bootstrap_actual;46;empirical_gap_scaled;500.0;shuffle;42;100000.0499991114;666667;0;13779;7987;0.5796501923216489;4.792197603943781;58;5792;0;55;17653;20106;186791;1.1389565512943975;10.581260975471592;1758;1566;healthy;0;0;0;0;0;0;100000;0;341963;165233244.17802748;20329447.47287914;144903796.70514834;20687.77315362808;2545.3170743557207;7206.992773557562;9360.065947885769;8208.451634574765;7619.581285715103
Cindy Scenario 3;final;;;6;100;bootstrap_actual;47;empirical_gap_scaled;500.0;shuffle;42;100000.0499991114;666667;0;14022;7700;0.5491370703180716;4.619997690042208;68;6322;0;43;17759;20284;180072;1.1421814291345234;10.13976012162847;1755;1582;healthy;0;0;0;0;0;0;100000;0;353103;166170659.74611908;20457930.882479124;145712728.86363995;21580.605161833646;2656.8741405817045;7183.628912622755;9356.982923932603;8205.00753779154;8530.92628979683
Cindy Scenario 3;final;;;7;100;bootstrap_actual;48;empirical_gap_scaled;500.0;shuffle;42;100000.0499991114;666667;0;13735;5134;0.37378958864215506;3.0803984598281424;48;8601;0;48;11051;12738;116527;1.1526558682472174;10.544475613066691;935;849;healthy;0;0;0;0;0;0;100000;0;529370;105358868.54322025;12580617.96263999;92778250.58058026;20521.789743517773;2450.451492528241;7283.580670480473;9533.876440432563;8395.46200168132;7894.064096689224
Cindy Scenario 3;final;;;8;100;bootstrap_actual;49;empirical_gap_scaled;500.0;shuffle;42;100000.0499991114;666667;0;13092;7772;0.593644974029942;4.663197668442603;60;5320;0;38;17705;20129;180004;1.136910477266309;10.166845523863316;1755;1569;healthy;0;0;0;0;0;0;100000;0;346662;165790748.367542;20388298.781759128;145402449.5857829;21331.799841423315;2623.301438723511;7223.530706233935;9364.063731575374;8212.50774277226;8066.3635721206665
Cindy Scenario 3;final;;;9;100;bootstrap_actual;50;empirical_gap_scaled;500.0;shuffle;42;100000.0499991114;666667;0;13685;7756;0.5667519181585677;4.6535976732425155;33;5929;0;52;17705;20197;181135;1.1407512002259248;10.230725783676927;1779;1594;healthy;0;0;0;0;0;0;100000;0;346452;166375970.3997392;20414536.96463913;145961433.43510008;21451.259721472306;2632.0960501081913;7226.886836416304;9397.117785921446;8244.079832538835;7583.593455791473
Cindy Scenario 3;final;;;10;100;bootstrap_actual;51;empirical_gap_scaled;500.0;shuffle;42;100000.0499991114;666667;0;14255;7919;0.5555243774114346;4.751397624343409;50;6336;0;32;17811;20297;182987;1.1395766661052158;10.273819549716467;1791;1578;healthy;0;0;0;0;0;0;100000;0;346492;166389182.21229604;20509373.473679118;145879808.7386169;21011.388080855668;2589.894364651991;7187.259631404489;9341.933760726295;8190.43336918853;7885.229379892349
Cindy Scenario 3;final;;;11;100;bootstrap_actual;52;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;14534;7880;0.5421769643594331;4.727997636043195;49;6654;0;20;17549;20046;178834;1.1422873098182234;10.190552168214714;1789;1614;healthy;0;0;0;0;0;0;100000;0;344072;164071001.58528134;20268700.910639144;143802300.6746422;20821.19309457885;2572.1701663247645;7173.6157175816725;9349.307743192281;8194.330199706092;8628.107270479202
Cindy Scenario 3;final;;;12;100;bootstrap_actual;53;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;13452;5932;0.44097531965506986;3.5591982204325165;48;7520;0;20;13466;15373;138908;1.1416159215802764;10.315461161443636;1188;1052;healthy;0;0;0;0;0;0;100000;0;259694;124291599.261598;15354161.266079687;108937437.99551833;20952.73082629771;2588.361642966906;7086.283613837139;9230.031134828308;8089.814198389895;7458.544092655182
Cindy Scenario 3;final;;;13;100;bootstrap_actual;54;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;13747;7780;0.5659416599985452;4.6679976660426465;49;5967;0;47;17663;19892;183315;1.1261960029440072;10.378474777784069;1735;1549;healthy;0;0;0;0;0;0;100000;0;344306;164280817.94711715;20321201.89007914;143959616.057038;21115.786368524055;2611.9796773880644;7237.060931884074;9300.844587392694;8150.349094550077;7102.086759090424
