scenario;result_kind;checkpoint_target_tick;checkpoint_interval_ticks;replication;replications_total;order_mode;bootstrap_seed;bootstrap_arrival_mode;bootstrap_target_orders_per_hour;pod_location_mode;pod_location_seed;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;picked_units;delivered_order_lines_per_pod_visit;picked_units_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;variable_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;variable_energy_per_delivered_line;energy_per_pod_visit;variable_energy_per_pod_visit;wall_clock_seconds
Cindy Scenario 3;final;;;14;100;bootstrap_actual;55;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;14049;4836;0.3442237881699765;2.901598549226509;65;9213;0;22;11287;12762;111103;1.130681314786923;9.843448214760343;871;786;healthy;0;0;0;0;0;0;100000;0;549715;106544387.4942915;12762882.263039967;93781505.23125154;22031.511061681453;2639.140252903219;7348.4959435238625;9439.566536217906;8308.807055129932;7166.423418045044
Cindy Scenario 3;final;;;15;100;bootstrap_actual;56;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;13999;8125;0.5803985998999929;4.874997562544538;52;5874;0;44;17598;19739;187796;1.121661552449142;10.671439936356403;1770;1604;healthy;0;0;0;0;0;0;100000;0;344453;163975991.86697766;20312094.828479137;143663897.03849852;20181.660537474174;2499.950132735894;7278.175036146639;9317.87656932479;8163.649110040829;7797.906712293625
Cindy Scenario 3;final;;;16;100;bootstrap_actual;57;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;13373;7845;0.5866297764151649;4.7069976465430035;43;5528;0;36;17824;20210;185842;1.1338644524236985;10.426503590664273;1790;1589;healthy;0;0;0;0;0;0;100000;0;350115;165852537.65489933;20534430.199919116;145318107.45498022;21141.177521338348;2617.5181899195813;7190.40610860862;9305.012211338606;8152.945885041529;7921.467712402344
Cindy Scenario 3;final;;;17;100;bootstrap_actual;58;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;14379;7859;0.5465609569511093;4.7153976423430795;60;6520;0;78;17755;20007;183982;1.1268375105604056;10.362264150943396;1735;1558;healthy;0;0;0;0;0;0;100000;0;345214;164899811.43596032;20426819.190959126;144472992.2450012;20982.289278020144;2599.1626404070653;7221.1222194732445;9287.514020611678;8137.031385243661;8395.008964776993
Cindy Scenario 3;final;;;18;100;bootstrap_actual;59;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;14092;7813;0.5544280442804428;4.687797656142828;51;6279;0;38;17799;20349;178779;1.143266475644699;10.044328333052418;1756;1566;healthy;0;0;0;0;0;0;100000;0;346123;165665814.85027108;20483258.35919912;145182556.49107194;21203.867253330485;2621.6892818634483;7134.628556247086;9307.591148394353;8156.781644534633;8477.00459098816
Cindy Scenario 3;final;;;19;100;bootstrap_actual;60;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;13573;5712;0.42083548220732336;3.427198286431311;46;7861;0;30;12924;14558;130898;1.1264314453729496;10.128288455586505;1114;1012;healthy;0;0;0;0;0;0;100000;0;437299;119852777.89864057;14736357.89807975;105116420.00056082;20982.629183935675;2579.894589999956;7220.526171215883;9273.659695035638;8133.427731395916;7012.530492067337
Cindy Scenario 3;final;;;20;100;bootstrap_actual;61;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;14019;7640;0.5449746772237677;4.5839977080418794;52;6379;0;40;17714;20227;176433;1.1418651913740545;9.960088065936548;1834;1619;healthy;0;0;0;0;0;0;100000;0;344059;164997164.2850746;20450103.732239123;144547060.55283546;21596.4874718684;2676.715148198838;7146.243167688509;9314.50628232328;8160.046322278168;7938.147840261459
Cindy Scenario 3;final;;;21;100;bootstrap_actual;62;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;13956;3199;0.22922040699340784;1.9193990403175356;42;10757;0;39;7360;8356;74981;1.1353260869565218;10.187635869565218;424;389;healthy;0;0;0;0;0;0;100000;0;167250;70880504.36585708;8189192.85912009;62691311.506736994;22157.081702362324;2559.9227443326317;7502.550443601842;9630.503310578408;8517.841237328395;9765.162327051163
Cindy Scenario 3;final;;;22;100;bootstrap_actual;63;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;14314;7842;0.5478552466117088;4.705197647442986;66;6472;0;21;17389;19727;182322;1.1344528149979873;10.4849042498131;1711;1514;healthy;0;0;0;0;0;0;100000;0;338634;163062278.0266947;19992880.01255917;143069398.0141355;20793.455499450993;2549.4618735729623;7252.466062459345;9377.323481896296;8227.580540234372;7815.783276081085
Cindy Scenario 3;final;;;23;100;bootstrap_actual;64;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;13676;8150;0.5959344837671834;4.889997555044675;53;5526;0;44;17763;19878;187699;1.119067725046445;10.566852446095817;1785;1601;healthy;0;0;0;0;0;0;100000;0;345413;167004770.91042015;20481855.37943912;146522915.53098103;20491.382933793884;2513.1110895017323;7371.109544772162;9401.833637922657;8248.770789336319;8185.426110744476
Cindy Scenario 3;final;;;24;100;bootstrap_actual;65;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;14059;1193;0.08485667543922043;0.7157996421065396;13;12866;0;40;2721;3156;27938;1.1598676957001102;10.267548695332598;78;77;healthy;0;0;0;0;0;0;100000;0;1490435;27008662.000016823;2946479.019119992;24062182.98089683;22639.28080470815;2469.806386521368;7624.265836786068;9926.005880197288;8843.13964751813;8308.760503053665
Cindy Scenario 3;final;;;25;100;bootstrap_actual;66;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;13579;7722;0.5686722144487812;4.6331976834423285;53;5857;0;30;17496;19772;179595;1.1300868770004573;10.264917695473251;1719;1520;healthy;0;0;0;0;0;0;100000;0;341477;163630964.43728083;20113314.748799164;143517649.68848166;21190.23108485895;2604.6768646463565;7258.630876415216;9352.47853436676;8202.883498427163;7842.76213145256
Cindy Scenario 3;final;;;26;100;bootstrap_actual;67;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;13990;7825;0.5593280914939243;4.694997652542893;47;6165;0;51;17757;20170;181803;1.1358900715210902;10.238384862307822;1828;1637;healthy;0;0;0;0;0;0;100000;0;345165;167022757.23118246;20513114.753039118;146509642.47814333;21344.761307499357;2621.4843134874272;7263.740331092878;9406.023384084161;8250.810524195716;9294.755025863647
Cindy Scenario 3;final;;;27;100;bootstrap_actual;68;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;13569;7595;0.5597317414695261;4.556997721541633;52;5974;0;20;17478;19689;174254;1.1265018880878819;9.969905023458061;1692;1512;healthy;0;0;0;0;0;0;100000;0;341444;164340609.97168124;20088282.636239164;144252327.33544207;21637.999996271396;2644.9351726450514;7326.544127961911;9402.712551303424;8253.365793308278;7930.227896690369
Cindy Scenario 3;final;;;28;100;bootstrap_actual;69;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;14045;518;0.036881452474190106;0.31079984460283944;5;13527;0;49;1123;1285;11529;1.1442564559216384;10.266251113089938;31;31;healthy;0;0;0;0;0;0;100000;0;1608965;12906938.366712354;1206981.0261600001;11699957.340552354;24916.869433807635;2330.0792010810815;9105.025167745023;11493.266577660155;10418.483829521241;12023.208811998367
Cindy Scenario 3;final;;;29;100;bootstrap_actual;70;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;13784;7971;0.578279164248404;4.782597608743694;50;5813;0;57;17626;19802;177723;1.1234539884261885;10.083002382843526;1731;1533;healthy;0;0;0;0;0;0;100000;0;354636;165779917.2341489;20265673.427999143;145514243.80614975;20797.881976433182;2542.4254708316575;7348.4619637485985;9405.419110073124;8255.658901971505;8548.279363155365
Cindy Scenario 3;final;;;30;100;bootstrap_actual;71;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;13615;7609;0.5588688946015424;4.5653977173417095;64;6006;0;43;17638;19996;177653;1.1336886268284385;10.072173715840798;1805;1601;healthy;0;0;0;0;0;0;100000;0;345907;166155019.58427966;20349212.257919133;145805807.32636052;21836.643393912425;2674.3609223181934;7291.748716061238;9420.286857029123;8266.572589089496;8699.944422960281
Cindy Scenario 3;final;;;31;100;bootstrap_actual;72;empirical_gap_scaled;500.0;shuffle;45;100000.0499991114;666667;0;13858;8181;0.5903449271179102;4.908597545744845;65;5677;0;48;17854;20287;190724;1.136271983869161;10.682424106642769;1792;1604;healthy;0;0;0;0;0;0;100000;0;346284;166729486.5107313;20583263.74103911;146146222.7696922;20380.0863599476;2515.983833399231;7203.934675885652;9338.494819689218;8185.62914583243;7958.050723552704
Cindy Scenario 3;final;;;32;100;bootstrap_actual;73;empirical_gap_scaled;500.0;shuffle;45;100000.0499991114;666667;0;13960;7870;0.5637535816618912;4.72199763904314;55;6090;0;62;17501;20162;184426;1.1520484543740357;10.538026398491514;1732;1553;healthy;0;0;0;0;0;0;100000;0;349371;163280704.13100237;20154591.890159152;143126112.2408432;20747.230512198523;2560.9392490672367;7098.805289199643;9329.792819324744;8178.167661324679;8912.346244812012
Cindy Scenario 3;final;;;33;100;bootstrap_actual;74;empirical_gap_scaled;500.0;shuffle;45;100000.0499991114;666667;0;13687;3778;0.2760283480675093;2.2667988666207095;56;9909;0;66;8416;9646;86828;1.1461501901140685;10.317015209125476;585;530;healthy;0;0;0;0;0;0;100000;0;177321;80504784.57823373;9457141.970640162;71047642.60759357;21308.836574439843;2503.2138620011015;7365.503069416708;9565.682578212183;8441.972743297714;9481.367079257965
Cindy Scenario 3;final;;;34;100;bootstrap_actual;75;empirical_gap_scaled;500.0;shuffle;45;100000.0499991114;666667;0;13892;3858;0.27771379211056724;2.314798842621148;45;10034;0;47;8991;10256;89713;1.140696251807363;9.978089200311423;609;558;healthy;0;0;0;0;0;0;100000;0;183449;83821337.27524108;10095325.465680197;73726011.80956088;21726.62967217239;2616.7251077449964;7188.573694379961;9322.804724195426;8199.97906902023;9248.841924190521
Cindy Scenario 3;final;;;35;100;bootstrap_actual;76;empirical_gap_scaled;500.0;shuffle;45;100000.0499991114;666667;0;13811;7895;0.5716457895880096;4.736997631543277;62;5916;0;47;17757;20375;186338;1.147434814439376;10.493777101987948;1793;1615;healthy;0;0;0;0;0;0;100000;0;346872;166151752.13835415;20491873.14719912;145659878.99115503;21045.187097954928;2595.550746953657;7148.951116130308;9356.972018829429;8202.95539737315;8375.215163469315
Cindy Scenario 3;final;;;36;100;bootstrap_actual;77;empirical_gap_scaled;500.0;shuffle;45;100000.0499991114;666667;0;14046;7985;0.5684892496084294;4.7909976045437705;66;6061;0;39;17911;20416;185782;1.139858187705879;10.372508514320808;1779;1578;healthy;0;0;0;0;0;0;100000;0;346740;166372262.85483715;20614793.865119107;145757468.98971805;20835.599606116113;2581.689901705586;7139.374460703274;9288.831603753959;8137.874434130872;8345.11698436737
Cindy Scenario 3;final;;;37;100;bootstrap_actual;78;empirical_gap_scaled;500.0;shuffle;45;100000.0499991114;666667;0;13450;7806;0.5803717472118959;4.683597658242789;68;5644;0;44;17833;20309;179540;1.1388437167049852;10.067851735546459;1843;1626;healthy;0;0;0;0;0;0;100000;0;348608;166175523.01896995;20583411.423119113;145592111.59585083;21288.1787111158;2636.8705384472346;7168.846895260763;9318.427803452585;8164.19624268776;8529.08185338974
Cindy Scenario 3;final;;;38;100;bootstrap_actual;79;empirical_gap_scaled;500.0;shuffle;45;100000.0499991114;666667;0;14048;4183;0.29776480637813213;2.5097987451229296;36;9865;0;51;9402;10812;95644;1.1499680918953414;10.172729206551798;717;654;healthy;0;0;0;0;0;0;100000;0;510258;89278756.06197761;10629171.5712002;78649584.4907774;21343.235969872727;2541.040299115515;7274.286393893582;9495.71964071236;8365.197244286046;6941.222180604935
Cindy Scenario 3;final;;;39;100;bootstrap_actual;80;empirical_gap_scaled;500.0;shuffle;45;100000.0499991114;666667;0;14044;7679;0.546781543719738;4.607397696342093;51;6365;0;26;17577;20106;177563;1.1438812083973375;10.102008306309381;1791;1577;healthy;0;0;0;0;0;0;100000;0;343298;164038602.8336074;20259520.007999144;143779082.82560825;21361.974584399974;2638.3018632633343;7151.053557426055;9332.571134642283;8179.955784582594;8486.408762693405
Cindy Scenario 3;final;;;40;100;bootstrap_actual;81;empirical_gap_scaled;500.0;shuffle;45;100000.0499991114;666667;0;14226;8009;0.5629832700688879;4.805397597343902;66;6217;0;26;17859;20406;185909;1.1426171678145474;10.409821378576629;1753;1581;healthy;0;0;0;0;0;0;100000;0;348475;165897308.73789302;20563129.750799116;145334178.9870939;20713.860499175054;2567.502778224387;7122.129716117509;9289.283203868807;8137.867685038014;7785.42055106163
Cindy Scenario 3;final;;;41;100;bootstrap_actual;82;empirical_gap_scaled;500.0;shuffle;46;100000.0499991114;666667;0;14035;1440;0.10260064125400783;0.8639995680078935;26;12595;0;43;3262;3776;32503;1.1575720416922133;9.964132434089516;138;129;healthy;0;0;0;0;0;0;100000;0;674564;42101252.846873;3571986.4689599746;38529266.37791303;29236.981143661807;2480.5461589999823;10203.725206015102;12906.576593155427;11811.547019593203;9590.26644062996
Cindy Scenario 3;final;;;42;100;bootstrap_actual;83;empirical_gap_scaled;500.0;shuffle;46;100000.0499991114;666667;0;13921;7650;0.5495294878241506;4.5899977050419345;45;6271;0;45;17640;19828;177080;1.1240362811791382;10.038548752834467;1765;1560;healthy;0;0;0;0;0;0;100000;0;342647;165639778.55466408;20308624.299599137;145331154.25506493;21652.258634596612;2654.7221306665538;7329.59220572246;9390.01012214649;8238.727565479872;8699.397377490997
Cindy Scenario 3;final;;;43;100;bootstrap_actual;84;empirical_gap_scaled;500.0;shuffle;46;100000.0499991114;666667;0;13326;7585;0.5691880534293862;4.550997724541578;53;5741;0;56;17621;19791;176558;1.1231485159752568;10.019749162930594;1701;1517;healthy;0;0;0;0;0;0;100000;0;341900;164577118.7306343;20240050.587119147;144337068.14351517;21697.70846811263;2668.431191446163;7293.065946314748;9339.828541548964;8191.196194513091;7703.270189523697
Cindy Scenario 3;final;;;44;100;bootstrap_actual;85;empirical_gap_scaled;500.0;shuffle;46;100000.0499991114;666667;0;14207;6100;0.4293658055887943;3.659998170033438;45;8107;0;37;14344;16177;140726;1.1277886224205242;9.810791968767429;1305;1186;healthy;0;0;0;0;0;0;100000;0;516526;134225398.79284233;16424560.981919566;117800837.81092276;22004.16373653153;2692.5509806425516;7281.995290283907;9357.598911938256;8212.551436902033;9028.294957399368
Cindy Scenario 3;final;;;45;100;bootstrap_actual;86;empirical_gap_scaled;500.0;shuffle;46;100000.0499991114;666667;0;13488;7859;0.5826660735468565;4.7153976423430795;44;5629;0;53;17844;20107;181879;1.1268213405066128;10.19272584622282;1728;1549;healthy;0;0;0;0;0;0;100000;0;344945;166746122.29465452;20512548.638399117;146233573.6562554;21217.218767610957;2610.0710826312657;7272.76936670092;9344.660518642373;8195.11172698136;8125.311596393585
Cindy Scenario 3;final;;;46;100;bootstrap_actual;87;empirical_gap_scaled;500.0;shuffle;46;100000.0499991114;666667;0;13382;5415;0.40464803467344196;3.2489983755296827;57;7967;0;33;12281;13875;125578;1.1297939907173682;10.225388811985995;1012;909;healthy;0;0;0;0;0;0;100000;0;768960;116554322.90677863;13945249.609199839;102609073.2975788;21524.344027105933;2575.3000201661753;7395.248525951625;9490.621521600735;8355.107344481621;8404.223883867264
Cindy Scenario 3;final;;;47;100;bootstrap_actual;88;empirical_gap_scaled;500.0;shuffle;46;100000.0499991114;666667;0;14391;1113;0.07734000416927246;0.667799666106101;16;13278;0;29;2457;2804;25175;1.1412291412291413;10.246235246235246;89;86;healthy;0;0;0;0;0;0;100000;0;46045;21966595.148241952;2681758.8907199963;19284836.257521957;19736.383780990072;2409.4868739622607;6877.616354323094;8940.413165747641;7848.936205747642;15510.097735643387
Cindy Scenario 3;final;;;48;100;bootstrap_actual;89;empirical_gap_scaled;500.0;shuffle;46;100000.0499991114;666667;0;13990;107;0.007648320228734811;0.06419996790058653;2;13883;0;22;311;341;2887;1.0964630225080385;9.282958199356914;5;5;healthy;0;0;0;0;0;0;100000;0;1968917;2588270.5166066485;320765.47776;2267505.0388466483;24189.444080435966;2997.808203364486;6649.574893978441;8322.413236677326;7291.012986645172;8677.574073076248
Cindy Scenario 3;final;;;49;100;bootstrap_actual;90;empirical_gap_scaled;500.0;shuffle;46;100000.0499991114;666667;0;13763;3257;0.23664898641284604;1.9541990229178534;26;10506;0;51;7358;8436;74204;1.1465072030443055;10.084805653710248;404;373;healthy;0;0;0;0;0;0;100000;0;1147560;68605468.59775886;8168861.95944009;60436606.63831877;21064.00632415071;2508.0939390359504;7164.130706296677;9323.928866235236;8213.727458320029;8436.538899898529
Cindy Scenario 3;final;;;50;100;bootstrap_actual;91;empirical_gap_scaled;500.0;shuffle;46;100000.0499991114;666667;0;13875;7614;0.5487567567567567;4.568397715841737;51;6261;0;24;17178;19466;176088;1.133193619746187;10.250785888927698;1687;1491;healthy;0;0;0;0;0;0;100000;0;334069;160822459.46744126;19747038.576719202;141075420.89072207;21121.941091074503;2593.5170182189654;7247.273240045313;9362.117794122789;8212.563796176624;8385.209468126297
Cindy Scenario 3;final;;;51;100;bootstrap_actual;92;empirical_gap_scaled;500.0;shuffle;47;100000.0499991114;666667;0;13682;7717;0.5640257272328607;4.630197684942301;54;5965;0;57;17797;20193;179272;1.1346294319267292;10.073158397482722;1756;1581;healthy;0;0;0;0;0;0;100000;0;346914;165112946.7561224;20496598.97375912;144616347.7823633;21396.001912157888;2656.032003856307;7161.706917365587;9277.571880436164;8125.883451276243;7970.101791858673
Cindy Scenario 3;final;;;52;100;bootstrap_actual;93;empirical_gap_scaled;500.0;shuffle;47;100000.0499991114;666667;0;13546;7927;0.5851912003543481;4.7561976219434525;43;5619;0;36;17731;20263;184481;1.1428007444588573;10.40443291410524;1824;1605;healthy;0;0;0;0;0;0;100000;0;348528;164815620.0354473;20452368.19079912;144363251.84464818;20791.676552976827;2580.089339068894;7124.4757363000635;9295.336982428928;8141.856175322779;8002.583118677139
Cindy Scenario 3;final;;;53;100;bootstrap_actual;94;empirical_gap_scaled;500.0;shuffle;47;100000.0499991114;666667;0;13989;7768;0.5552934448495246;4.660797669642581;53;6221;0;54;17859;20301;182342;1.1367377792709559;10.210090150624335;1800;1603;healthy;0;0;0;0;0;0;100000;0;348309;165313224.77351633;20584174.447199114;144729050.32631722;21281.31111914474;2649.8679772398445;7129.158678208818;9256.57790321498;8103.984003937355;8436.89472746849
Cindy Scenario 3;final;;;54;100;bootstrap_actual;95;empirical_gap_scaled;500.0;shuffle;47;100000.0499991114;666667;0;13935;7815;0.5608180839612487;4.688997655542838;48;6120;0;40;17771;20186;180787;1.1358955601823195;10.173147262393787;1880;1679;healthy;0;0;0;0;0;0;100000;0;347881;165223815.84353986;20574575.11199911;144649240.73154074;21141.88302540497;2632.703149328101;7165.819911401008;9297.384268951655;8139.623022426466;8247.436191558838
Cindy Scenario 3;final;;;55;100;bootstrap_actual;96;empirical_gap_scaled;500.0;shuffle;47;100000.0499991114;666667;0;13455;7789;0.5788926049795615;4.673397663342696;62;5666;0;56;17785;20322;182719;1.142648299128479;10.273770030924936;1800;1598;healthy;0;0;0;0;0;0;100000;0;351840;164833857.23803383;20502530.870639123;144331326.36739472;21162.390196178436;2632.2417345794224;7102.2205672372165;9268.139288053631;8115.340251188907;6653.470768928528
Cindy Scenario 3;final;;;56;100;bootstrap_actual;97;empirical_gap_scaled;500.0;shuffle;47;100000.0499991114;666667;0;13936;7911;0.567666475315729;4.746597626743365;69;6025;0;54;17914;20254;185744;1.1306240928882438;10.368650217706822;1755;1580;healthy;0;0;0;0;0;0;100000;0;348958;165571966.31848034;20619150.486479104;144952815.83200124;20929.33463765394;2606.389898429921;7156.750065764848;9242.601670117247;8091.594051133261;7185.392641544342
Cindy Scenario 3;final;;;57;100;bootstrap_actual;98;empirical_gap_scaled;500.0;shuffle;47;100000.0499991114;666667;0;13380;7941;0.5934977578475337;4.764597617743529;46;5439;0;25;17232;19438;183308;1.1280176415970289;10.637650882079852;1702;1529;healthy;0;0;0;0;0;0;100000;0;338882;160548416.2058494;19844213.385359187;140704202.8204902;20217.657247934694;2498.9564771891683;7238.615228958237;9316.876520766562;8165.285678997807;6148.940951824188
