"scenario	replication	replications_total	order_mode	bootstrap_seed	pod_location_mode	pod_location_seed	ticks_elapsed	steps_elapsed	stopped_cleanly_before_horizon	arrived_orders_by_horizon	fulfilled_orders	fulfilled_over_arrived	throughput_orders_per_hour	on_hold_orders	unfinished_orders	job_queue_length	sku_queue_length	pod_visits	delivered_order_lines	picked_units	delivered_order_lines_per_pod_visit	picked_units_per_pod_visit	replenishment_count	replenishment_trips	health_status_final	health_consistency_violations	health_zombie_orders	health_pending_replenishment_count	health_aged_pending_replenishment_count	health_oldest_pending_replenishment_age	health_last_progress_tick	health_progress_gap	health_stalled_tick_count	stop_and_go	total_energy	total_fixed_load_energy	variable_energy	energy_per_fulfilled_order	fixed_energy_per_fulfilled_order	variable_energy_per_delivered_line	energy_per_pod_visit	variable_energy_per_pod_visit	wall_clock_seconds	repldbg_watchlist_refreshes	repldbg_critical_sku_total	repldbg_critical_sku_peak	repldbg_enqueue_attempts	repldbg_pending_request_exists_count	repldbg_no_eligible_pod_count	repldbg_qj_gate_block_count	repldbg_dispatch_blocked_no_station	repldbg_dispatch_blocked_no_robot	repldbg_dispatch_blocked_pod_not_idle	repldbg_dispatch_removed_no_longer_needed	repldbg_dispatched_count	repldbg_send_success_count	repldbg_max_pending_request_age	repldbg_max_pending_request_pod	repldbg_top_no_eligible_skus	repldbg_top_pending_request_skus	repldbg_top_qj_gate_pods	repldbg_top_pod_not_idle_pods	repldbg_top_no_robot_pods	repldbg_top_no_station_pods"
"Cindy Scenario 3	1/1/1900 0:00	24:00:00	fixed_actual		shuffle	1008:00:00	720000:00:00	200000	0:00	0:00	0:00	0.102292549	3.284	2	14410	0	23	5168	6894	44160	1.333978328	8.544891641	114	106	healthy	0	0	0	0	0	0	30000	0	95174	43218870.55	5571084.945	37647785.61	26320.87123	3392.865374	5460.949465	8362.78455	7284.788237	7191.407862	99	150	6	383	172	100	106	0	77079	54191	0	69	106	431	7	2366:21:00					"
