item_code;minimum_inventory;minimum_inventory_ceiling;inventory_basis_source;paired_historical_product;pre_t_order_count;daily_observation_count;lead_time_sample_size;percentile_position;percentile_rank;percentile_weight
10000001001;35,500000000000014;36;full_horizon_lead_time_percentile_n_plus_one;;18;20;20;18,900000000000002;18;0,9000000000000021
10000002001;1252,4000000000003;1253;full_horizon_lead_time_percentile_n_plus_one;;290;21;21;19,8;19;0,8000000000000007
10000003001;178,79999999999998;179;full_horizon_lead_time_percentile_n_plus_one;;96;21;21;19,8;19;0,8000000000000007
10000004001;308,40000000000003;309;full_horizon_lead_time_percentile_n_plus_one;;83;21;21;19,8;19;0,8000000000000007
10000005001;1131,6000000000001;1132;full_horizon_lead_time_percentile_n_plus_one;;258;21;21;19,8;19;0,8000000000000007
10000007001;322,8;323;full_horizon_lead_time_percentile_n_plus_one;;192;21;21;19,8;19;0,8000000000000007
10000008001;20,400000000000013;21;full_horizon_lead_time_percentile_n_plus_one;;2;12;12;11,700000000000001;11;0,7000000000000011
10000010001;168,60000000000002;169;full_horizon_lead_time_percentile_n_plus_one;;121;21;21;19,8;19;0,8000000000000007
10000011001;4224,0;4224;full_horizon_lead_time_percentile_n_plus_one;;603;21;21;19,8;19;0,8000000000000007
10000012001;146,40000000000012;147;full_horizon_lead_time_percentile_n_plus_one;;78;20;20;18,900000000000002;18;0,9000000000000021
10000022001;17,0;17;full_horizon_lead_time_percentile_n_plus_one;;38;21;21;19,8;19;0,8000000000000007
10000023001;8,0;8;full_horizon_lead_time_percentile_n_plus_one;;12;21;21;19,8;19;0,8000000000000007
10000027001;129,60000000000002;130;full_horizon_lead_time_percentile_n_plus_one;;47;21;21;19,8;19;0,8000000000000007
10000998001;73,4;74;full_horizon_lead_time_percentile_n_plus_one;;334;21;21;19,8;19;0,8000000000000007
10001001001;74,0;74;full_horizon_lead_time_percentile_n_plus_one;;102;21;21;19,8;19;0,8000000000000007
10001004001;167,00000000000003;168;full_horizon_lead_time_percentile_n_plus_one;;243;21;21;19,8;19;0,8000000000000007
10001005001;220,8;221;full_horizon_lead_time_percentile_n_plus_one;;53;21;21;19,8;19;0,8000000000000007
10001006001;711,5999999999999;712;full_horizon_lead_time_percentile_n_plus_one;;341;21;21;19,8;19;0,8000000000000007
10001007001;19,60000000000001;20;full_horizon_lead_time_percentile_n_plus_one;;10;20;20;18,900000000000002;18;0,9000000000000021
10001008001;49,20000000000002;50;full_horizon_lead_time_percentile_n_plus_one;;32;21;21;19,8;19;0,8000000000000007
10001009001;2337,6000000000004;2338;full_horizon_lead_time_percentile_n_plus_one;;256;21;21;19,8;19;0,8000000000000007
10001010001;18,0;18;full_horizon_lead_time_percentile_n_plus_one;;2;14;14;13,5;13;0,5
10001012001;1454,4;1455;full_horizon_lead_time_percentile_n_plus_one;;269;21;21;19,8;19;0,8000000000000007
10001015001;16,0;16;full_horizon_lead_time_percentile_n_plus_one;;33;20;20;18,900000000000002;18;0,9000000000000021
10001020001;182,4;183;full_horizon_lead_time_percentile_n_plus_one;;74;21;21;19,8;19;0,8000000000000007
10001022001;42,400000000000006;43;full_horizon_lead_time_percentile_n_plus_one;;62;21;21;19,8;19;0,8000000000000007
10001025001;571,2000000000002;572;full_horizon_lead_time_percentile_n_plus_one;;166;21;21;19,8;19;0,8000000000000007
10001035001;27,200000000000003;28;full_horizon_lead_time_percentile_n_plus_one;;54;21;21;19,8;19;0,8000000000000007
10002001001;566,4000000000001;567;full_horizon_lead_time_percentile_n_plus_one;;184;21;21;19,8;19;0,8000000000000007
10002003001;170,40000000000003;171;full_horizon_lead_time_percentile_n_plus_one;;110;21;21;19,8;19;0,8000000000000007
10002005001;314,40000000000003;315;full_horizon_lead_time_percentile_n_plus_one;;212;21;21;19,8;19;0,8000000000000007
10002007001;186,00000000000006;187;full_horizon_lead_time_percentile_n_plus_one;;109;21;21;19,8;19;0,8000000000000007
10002008001;1656,0000000000002;1657;full_horizon_lead_time_percentile_n_plus_one;;233;21;21;19,8;19;0,8000000000000007
10002009001;252,8;253;full_horizon_lead_time_percentile_n_plus_one;;140;21;21;19,8;19;0,8000000000000007
10002011001;11,200000000000003;12;full_horizon_lead_time_percentile_n_plus_one;;2;21;21;19,8;19;0,8000000000000007
10002012001;147,60000000000002;148;full_horizon_lead_time_percentile_n_plus_one;;25;21;21;19,8;19;0,8000000000000007
10002013001;40,800000000000026;41;full_horizon_lead_time_percentile_n_plus_one;;4;12;12;11,700000000000001;11;0,7000000000000011
10002014001;172,8;173;full_horizon_lead_time_percentile_n_plus_one;;87;21;21;19,8;19;0,8000000000000007
10002017001;295,80000000000007;296;full_horizon_lead_time_percentile_n_plus_one;;106;21;21;19,8;19;0,8000000000000007
10002018001;852,0000000000002;853;full_horizon_lead_time_percentile_n_plus_one;;500;21;21;19,8;19;0,8000000000000007
10002019001;580,8000000000001;581;full_horizon_lead_time_percentile_n_plus_one;;236;21;21;19,8;19;0,8000000000000007
10002021001;1740,0000000000018;1741;full_horizon_lead_time_percentile_n_plus_one;;263;20;20;18,900000000000002;18;0,9000000000000021
10002025001;9,0;9;full_horizon_lead_time_percentile_n_plus_one;;53;20;20;18,900000000000002;18;0,9000000000000021
10002026001;12,0;12;full_horizon_lead_time_percentile_n_plus_one;;1;1;1;1,8;1;0,0
10002035001;29,200000000000003;30;full_horizon_lead_time_percentile_n_plus_one;;120;21;21;19,8;19;0,8000000000000007
10002037001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;4;17;17;16,2;16;0,1999999999999993
10002038001;5,0;5;full_horizon_lead_time_percentile_n_plus_one;;4;19;19;18,0;18;0,0
10002039001;24,0;24;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10002040001;31,800000000000004;32;full_horizon_lead_time_percentile_n_plus_one;;57;21;21;19,8;19;0,8000000000000007
10002045001;43,6;44;full_horizon_lead_time_percentile_n_plus_one;;162;21;21;19,8;19;0,8000000000000007
10002046001;266,40000000000003;267;full_horizon_lead_time_percentile_n_plus_one;;62;21;21;19,8;19;0,8000000000000007
10002051001;21,0;21;full_horizon_lead_time_percentile_n_plus_one;;0;3;3;3,6;3;0,0
10002069001;12,200000000000003;13;full_horizon_lead_time_percentile_n_plus_one;;38;21;21;19,8;19;0,8000000000000007
10002071001;55,2;56;full_horizon_lead_time_percentile_n_plus_one;;93;21;21;19,8;19;0,8000000000000007
10002072001;6,800000000000001;7;full_horizon_lead_time_percentile_n_plus_one;;27;21;21;19,8;19;0,8000000000000007
10002073001;139,2000000000001;140;full_horizon_lead_time_percentile_n_plus_one;;34;12;12;11,700000000000001;11;0,7000000000000011
10002074001;15,0;15;full_horizon_lead_time_percentile_n_plus_one;;65;20;20;18,900000000000002;18;0,9000000000000021
10002078001;18,0;18;full_horizon_lead_time_percentile_n_plus_one;;4;8;8;8,1;8;0,0
10002102001;470,4;471;full_horizon_lead_time_percentile_n_plus_one;;231;21;21;19,8;19;0,8000000000000007
10002899001;22,200000000000006;23;full_horizon_lead_time_percentile_n_plus_one;;3;10;10;9,9;9;0,9000000000000004
10002906001;36,0;36;full_horizon_lead_time_percentile_n_plus_one;;56;19;19;18,0;18;0,0
10002911001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10002916001;13,600000000000001;14;full_horizon_lead_time_percentile_n_plus_one;;10;21;21;19,8;19;0,8000000000000007
10002918001;18,0;18;full_horizon_lead_time_percentile_n_plus_one;;3;8;8;8,1;8;0,0
10002919001;52,20000000000001;53;full_horizon_lead_time_percentile_n_plus_one;;6;10;10;9,9;9;0,9000000000000004
10002942001;64,80000000000003;65;full_horizon_lead_time_percentile_n_plus_one;;21;21;21;19,8;19;0,8000000000000007
10002943001;225,6;226;full_horizon_lead_time_percentile_n_plus_one;;74;21;21;19,8;19;0,8000000000000007
10002944001;178,80000000000004;179;full_horizon_lead_time_percentile_n_plus_one;;63;20;20;18,900000000000002;18;0,9000000000000021
10010001001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10010002001;1654,8000000000002;1655;full_horizon_lead_time_percentile_n_plus_one;;377;21;21;19,8;19;0,8000000000000007
10010004001;406,8;407;full_horizon_lead_time_percentile_n_plus_one;;200;21;21;19,8;19;0,8000000000000007
10010007001;30,0;30;full_horizon_lead_time_percentile_n_plus_one;;0;2;2;2,7;2;0,0
10010009001;31,60000000000001;32;full_horizon_lead_time_percentile_n_plus_one;;10;20;20;18,900000000000002;18;0,9000000000000021
10010012001;32,80000000000007;33;full_horizon_lead_time_percentile_n_plus_one;;14;18;18;17,1;17;0,10000000000000142
10010018001;168,0;168;full_horizon_lead_time_percentile_n_plus_one;;9;8;8;8,1;8;0,0
10010019001;66,60000000000002;67;full_horizon_lead_time_percentile_n_plus_one;;13;12;12;11,700000000000001;11;0,7000000000000011
10010026001;153,60000000000002;154;full_horizon_lead_time_percentile_n_plus_one;;48;21;21;19,8;19;0,8000000000000007
10010027001;912,0;912;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10010035001;615,6;616;full_horizon_lead_time_percentile_n_plus_one;;280;21;21;19,8;19;0,8000000000000007
10010042001;36,0;36;full_horizon_lead_time_percentile_n_plus_one;;17;19;19;18,0;18;0,0
10010043001;36,0;36;full_horizon_lead_time_percentile_n_plus_one;;23;21;21;19,8;19;0,8000000000000007
10011001001;414,0;414;full_horizon_lead_time_percentile_n_plus_one;;132;21;21;19,8;19;0,8000000000000007
10011003001;136,8;137;full_horizon_lead_time_percentile_n_plus_one;;156;21;21;19,8;19;0,8000000000000007
10011004001;24,0;24;full_horizon_lead_time_percentile_n_plus_one;;5;19;19;18,0;18;0,0
10011007001;13,800000000000004;14;full_horizon_lead_time_percentile_n_plus_one;;9;20;20;18,900000000000002;18;0,9000000000000021
10011016001;502,8000000000001;503;full_horizon_lead_time_percentile_n_plus_one;;113;21;21;19,8;19;0,8000000000000007
10011021001;97,80000000000008;98;full_horizon_lead_time_percentile_n_plus_one;;24;20;20;18,900000000000002;18;0,9000000000000021
10011023001;118,80000000000001;119;full_horizon_lead_time_percentile_n_plus_one;;79;21;21;19,8;19;0,8000000000000007
10011028001;13,000000000000014;14;full_horizon_lead_time_percentile_n_plus_one;;9;18;18;17,1;17;0,10000000000000142
10012002001;19,600000000000016;20;full_horizon_lead_time_percentile_n_plus_one;;1;11;11;10,8;10;0,8000000000000007
10012004001;135,00000000000003;136;full_horizon_lead_time_percentile_n_plus_one;;89;21;21;19,8;19;0,8000000000000007
10012006001;78,0;78;full_horizon_lead_time_percentile_n_plus_one;;53;20;20;18,900000000000002;18;0,9000000000000021
10012009001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;4;19;19;18,0;18;0,0
10012899001;94,4;95;full_horizon_lead_time_percentile_n_plus_one;;53;21;21;19,8;19;0,8000000000000007
10013003001;434,40000000000003;435;full_horizon_lead_time_percentile_n_plus_one;;152;21;21;19,8;19;0,8000000000000007
10013004001;5,700000000000001;6;full_horizon_lead_time_percentile_n_plus_one;;2;10;10;9,9;9;0,9000000000000004
10013005001;353,40000000000003;354;full_horizon_lead_time_percentile_n_plus_one;;97;20;20;18,900000000000002;18;0,9000000000000021
10013007001;96,0;96;full_horizon_lead_time_percentile_n_plus_one;;5;7;7;7,2;7;0,0
10013011001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;0;3;3;3,6;3;0,0
10013012001;124,80000000000001;125;full_horizon_lead_time_percentile_n_plus_one;;79;21;21;19,8;19;0,8000000000000007
10014005001;18,0;18;full_horizon_lead_time_percentile_n_plus_one;;0;2;2;2,7;2;0,0
10014006001;8,0;8;full_horizon_lead_time_percentile_n_plus_one;;0;3;3;3,6;3;0,0
10014009001;168,0;168;full_horizon_lead_time_percentile_n_plus_one;;86;19;19;18,0;18;0,0
10014018001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;1;6;6;6,3;6;0,0
10014020001;147,60000000000002;148;full_horizon_lead_time_percentile_n_plus_one;;56;21;21;19,8;19;0,8000000000000007
10014023001;414,0;414;full_horizon_lead_time_percentile_n_plus_one;;124;21;21;19,8;19;0,8000000000000007
10014024001;30,0;30;full_horizon_lead_time_percentile_n_plus_one;;15;19;19;18,0;18;0,0
10014028001;459,6;460;full_horizon_lead_time_percentile_n_plus_one;;139;21;21;19,8;19;0,8000000000000007
10014029001;46,800000000000026;47;full_horizon_lead_time_percentile_n_plus_one;;21;20;20;18,900000000000002;18;0,9000000000000021
10014030001;26,400000000000034;27;full_horizon_lead_time_percentile_n_plus_one;;11;20;20;18,900000000000002;18;0,9000000000000021
10014032001;276,0;276;full_horizon_lead_time_percentile_n_plus_one;;45;21;21;19,8;19;0,8000000000000007
10014033001;340,8;341;full_horizon_lead_time_percentile_n_plus_one;;98;21;21;19,8;19;0,8000000000000007
10014037001;9,0;9;full_horizon_lead_time_percentile_n_plus_one;;14;19;19;18,0;18;0,0
10014043001;12,0;12;full_horizon_lead_time_percentile_n_plus_one;;1;1;1;1,8;1;0,0
10014051001;208,80000000000015;209;full_horizon_lead_time_percentile_n_plus_one;;45;20;20;18,900000000000002;18;0,9000000000000021
10014055001;24,0;24;full_horizon_lead_time_percentile_n_plus_one;;1;1;1;1,8;1;0,0
10014062001;12,0;12;full_horizon_lead_time_percentile_n_plus_one;;3;5;5;5,4;5;0,0
10014067001;24,0;24;full_horizon_lead_time_percentile_n_plus_one;;4;20;20;18,900000000000002;18;0,9000000000000021
10014069001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;1;1;1;1,8;1;0,0
10014073001;36,0;36;full_horizon_lead_time_percentile_n_plus_one;;1;3;3;3,6;3;0,0
10014075001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10014080001;18,0;18;full_horizon_lead_time_percentile_n_plus_one;;14;21;21;19,8;19;0,8000000000000007
10014081001;12,0;12;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10014090001;508,79999999999995;509;full_horizon_lead_time_percentile_n_plus_one;;205;21;21;19,8;19;0,8000000000000007
10014092001;10,8;11;full_horizon_lead_time_percentile_n_plus_one;;45;21;21;19,8;19;0,8000000000000007
10014097001;1,1999999999999993;2;full_horizon_lead_time_percentile_n_plus_one;;3;17;17;16,2;16;0,1999999999999993
10014103001;3,0;3;full_horizon_lead_time_percentile_n_plus_one;;0;2;2;2,7;2;0,0
10014106001;26,39999999999999;27;full_horizon_lead_time_percentile_n_plus_one;;4;17;17;16,2;16;0,1999999999999993
10014110001;12,0;12;full_horizon_lead_time_percentile_n_plus_one;;3;2;2;2,7;2;0,0
10014111001;57,599999999999994;58;full_horizon_lead_time_percentile_n_plus_one;;11;13;13;12,6;12;0,5999999999999996
10014113001;102,0;102;full_horizon_lead_time_percentile_n_plus_one;;56;21;21;19,8;19;0,8000000000000007
10014126001;90,0;90;full_horizon_lead_time_percentile_n_plus_one;;18;14;14;13,5;13;0,5
10014130001;87,60000000000002;88;full_horizon_lead_time_percentile_n_plus_one;;12;21;21;19,8;19;0,8000000000000007
10014898001;64,80000000000001;65;full_horizon_lead_time_percentile_n_plus_one;;14;11;11;10,8;10;0,8000000000000007
10015007001;624,0;624;full_horizon_lead_time_percentile_n_plus_one;;132;21;21;19,8;19;0,8000000000000007
10015011001;208,20000000000005;209;full_horizon_lead_time_percentile_n_plus_one;;61;20;20;18,900000000000002;18;0,9000000000000021
10016002001;36,30000000000002;37;full_horizon_lead_time_percentile_n_plus_one;;7;18;18;17,1;17;0,10000000000000142
10016006001;12,0;12;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10016011001;24,0;24;full_horizon_lead_time_percentile_n_plus_one;;12;20;20;18,900000000000002;18;0,9000000000000021
10016014001;206,40000000000006;207;full_horizon_lead_time_percentile_n_plus_one;;15;21;21;19,8;19;0,8000000000000007
10016015001;148,8;149;full_horizon_lead_time_percentile_n_plus_one;;60;21;21;19,8;19;0,8000000000000007
10016018001;24,0;24;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10016020001;27,200000000000003;28;full_horizon_lead_time_percentile_n_plus_one;;38;21;21;19,8;19;0,8000000000000007
10020002001;66,60000000000001;67;full_horizon_lead_time_percentile_n_plus_one;;36;21;21;19,8;19;0,8000000000000007
10020003001;24,0;24;full_horizon_lead_time_percentile_n_plus_one;;8;20;20;18,900000000000002;18;0,9000000000000021
10020004001;71,4;72;full_horizon_lead_time_percentile_n_plus_one;;33;20;20;18,900000000000002;18;0,9000000000000021
10020006001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;1;1;1;1,8;1;0,0
10020007001;566,4000000000001;567;full_horizon_lead_time_percentile_n_plus_one;;231;21;21;19,8;19;0,8000000000000007
10020011001;216,0;216;full_horizon_lead_time_percentile_n_plus_one;;54;21;21;19,8;19;0,8000000000000007
10020012001;60,0;60;full_horizon_lead_time_percentile_n_plus_one;;12;19;19;18,0;18;0,0
10020015001;81,60000000000005;82;full_horizon_lead_time_percentile_n_plus_one;;32;20;20;18,900000000000002;18;0,9000000000000021
10020016001;47,60000000000004;48;full_horizon_lead_time_percentile_n_plus_one;;15;16;16;15,3;15;0,3000000000000007
10020017001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;2;4;4;4,5;4;0,0
10020018001;471,6;472;full_horizon_lead_time_percentile_n_plus_one;;137;21;21;19,8;19;0,8000000000000007
10020019001;40,20000000000004;41;full_horizon_lead_time_percentile_n_plus_one;;12;20;20;18,900000000000002;18;0,9000000000000021
10020024001;48,0;48;full_horizon_lead_time_percentile_n_plus_one;;25;19;19;18,0;18;0,0
10020025001;42,0;42;full_horizon_lead_time_percentile_n_plus_one;;16;19;19;18,0;18;0,0
10020027001;194,4;195;full_horizon_lead_time_percentile_n_plus_one;;78;21;21;19,8;19;0,8000000000000007
10020028001;24,0;24;full_horizon_lead_time_percentile_n_plus_one;;3;6;6;6,3;6;0,0
10020033001;94,40000000000003;95;full_horizon_lead_time_percentile_n_plus_one;;38;20;20;18,900000000000002;18;0,9000000000000021
10020034001;42,0;42;full_horizon_lead_time_percentile_n_plus_one;;15;19;19;18,0;18;0,0
10020036001;87,2;88;full_horizon_lead_time_percentile_n_plus_one;;25;21;21;19,8;19;0,8000000000000007
10020037001;60,0;60;full_horizon_lead_time_percentile_n_plus_one;;1;1;1;1,8;1;0,0
10020041001;270,0;270;full_horizon_lead_time_percentile_n_plus_one;;86;21;21;19,8;19;0,8000000000000007
10020042001;67,20000000000002;68;full_horizon_lead_time_percentile_n_plus_one;;21;21;21;19,8;19;0,8000000000000007
10020046001;48,60000000000001;49;full_horizon_lead_time_percentile_n_plus_one;;9;18;18;17,1;17;0,10000000000000142
10021001001;960,0;960;full_horizon_lead_time_percentile_n_plus_one;;202;21;21;19,8;19;0,8000000000000007
10021005001;78,0;78;full_horizon_lead_time_percentile_n_plus_one;;7;7;7;7,2;7;0,0
10021006001;1206,4;1207;full_horizon_lead_time_percentile_n_plus_one;;276;21;21;19,8;19;0,8000000000000007
10021007001;117,60000000000001;118;full_horizon_lead_time_percentile_n_plus_one;;69;21;21;19,8;19;0,8000000000000007
10021008001;2923,200000000001;2924;full_horizon_lead_time_percentile_n_plus_one;;433;21;21;19,8;19;0,8000000000000007
10021009001;360,0;360;full_horizon_lead_time_percentile_n_plus_one;;102;19;19;18,0;18;0,0
10021010001;70,4;71;full_horizon_lead_time_percentile_n_plus_one;;32;21;21;19,8;19;0,8000000000000007
10021015001;108,0;108;full_horizon_lead_time_percentile_n_plus_one;;43;19;19;18,0;18;0,0
10021016001;451,2000000000001;452;full_horizon_lead_time_percentile_n_plus_one;;177;21;21;19,8;19;0,8000000000000007
10021017001;109,60000000000001;110;full_horizon_lead_time_percentile_n_plus_one;;61;21;21;19,8;19;0,8000000000000007
10021018001;33,60000000000001;34;full_horizon_lead_time_percentile_n_plus_one;;10;21;21;19,8;19;0,8000000000000007
10021021001;104,0;104;full_horizon_lead_time_percentile_n_plus_one;;46;20;20;18,900000000000002;18;0,9000000000000021
10021022001;56,40000000000008;57;full_horizon_lead_time_percentile_n_plus_one;;16;20;20;18,900000000000002;18;0,9000000000000021
10021023001;24,0;24;full_horizon_lead_time_percentile_n_plus_one;;4;8;8;8,1;8;0,0
10021025001;4833,6;4834;full_horizon_lead_time_percentile_n_plus_one;;1008;21;21;19,8;19;0,8000000000000007
10021026001;223,8;224;full_horizon_lead_time_percentile_n_plus_one;;1495;21;21;19,8;19;0,8000000000000007
10021027001;792,0;792;full_horizon_lead_time_percentile_n_plus_one;;151;21;21;19,8;19;0,8000000000000007
10021034001;65,60000000000001;66;full_horizon_lead_time_percentile_n_plus_one;;31;21;21;19,8;19;0,8000000000000007
10021035001;243,00000000000003;244;full_horizon_lead_time_percentile_n_plus_one;;409;21;21;19,8;19;0,8000000000000007
10021040001;12,0;12;full_horizon_lead_time_percentile_n_plus_one;;7;19;19;18,0;18;0,0
10022003001;45,60000000000001;46;full_horizon_lead_time_percentile_n_plus_one;;3;10;10;9,9;9;0,9000000000000004
10022006001;48,0;48;full_horizon_lead_time_percentile_n_plus_one;;3;11;11;10,8;10;0,8000000000000007
10022008001;132,00000000000017;133;full_horizon_lead_time_percentile_n_plus_one;;16;18;18;17,1;17;0,10000000000000142
10022011001;10,600000000000001;11;full_horizon_lead_time_percentile_n_plus_one;;35;21;21;19,8;19;0,8000000000000007
10022012001;9,599999999999998;10;full_horizon_lead_time_percentile_n_plus_one;;3;13;13;12,6;12;0,5999999999999996
10022014001;9,200000000000003;10;full_horizon_lead_time_percentile_n_plus_one;;13;18;18;17,1;17;0,10000000000000142
10022015001;4,0;4;full_horizon_lead_time_percentile_n_plus_one;;5;20;20;18,900000000000002;18;0,9000000000000021
10022016001;48,0;48;full_horizon_lead_time_percentile_n_plus_one;;8;9;9;9,0;9;0,0
10022020001;23,200000000000017;24;full_horizon_lead_time_percentile_n_plus_one;;10;20;20;18,900000000000002;18;0,9000000000000021
10022024001;8,400000000000002;9;full_horizon_lead_time_percentile_n_plus_one;;4;15;15;14,4;14;0,40000000000000036
10022030001;184,20000000000005;185;full_horizon_lead_time_percentile_n_plus_one;;83;20;20;18,900000000000002;18;0,9000000000000021
10022908001;16,0;16;full_horizon_lead_time_percentile_n_plus_one;;5;19;19;18,0;18;0,0
10022910001;24,0;24;full_horizon_lead_time_percentile_n_plus_one;;2;6;6;6,3;6;0,0
10022915001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;3;15;15;14,4;14;0,40000000000000036
10022916001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;5;14;14;13,5;13;0,5
10023002001;4,0;4;full_horizon_lead_time_percentile_n_plus_one;;19;19;19;18,0;18;0,0
10023004001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10023005001;5,0;5;full_horizon_lead_time_percentile_n_plus_one;;12;20;20;18,900000000000002;18;0,9000000000000021
10023008001;2,200000000000003;3;full_horizon_lead_time_percentile_n_plus_one;;8;18;18;17,1;17;0,10000000000000142
10023011001;4,700000000000001;5;full_horizon_lead_time_percentile_n_plus_one;;7;10;10;9,9;9;0,9000000000000004
10023017001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;6;17;17;16,2;16;0,1999999999999993
10023020001;10,8;11;full_horizon_lead_time_percentile_n_plus_one;;90;21;21;19,8;19;0,8000000000000007
10023023001;3,0;3;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10023025001;1,0;1;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10023027001;5,900000000000002;6;full_horizon_lead_time_percentile_n_plus_one;;31;20;20;18,900000000000002;18;0,9000000000000021
10023031001;5,0;5;full_horizon_lead_time_percentile_n_plus_one;;4;4;4;4,5;4;0,0
10023032001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;2;6;6;6,3;6;0,0
10023035001;27,200000000000003;28;full_horizon_lead_time_percentile_n_plus_one;;9;21;21;19,8;19;0,8000000000000007
10023044001;2,3999999999999986;3;full_horizon_lead_time_percentile_n_plus_one;;11;17;17;16,2;16;0,1999999999999993
10023049001;3,0;3;full_horizon_lead_time_percentile_n_plus_one;;12;19;19;18,0;18;0,0
10023051001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;10;19;19;18,0;18;0,0
10023054001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;4;8;8;8,1;8;0,0
10023055001;5,0;5;full_horizon_lead_time_percentile_n_plus_one;;2;2;2;2,7;2;0,0
10023058001;1,0;1;full_horizon_lead_time_percentile_n_plus_one;;3;15;15;14,4;14;0,40000000000000036
10023063001;2,4000000000000057;3;full_horizon_lead_time_percentile_n_plus_one;;4;18;18;17,1;17;0,10000000000000142
10023066001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;7;17;17;16,2;16;0,1999999999999993
10023068001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;3;16;16;15,3;15;0,3000000000000007
10023073001;4,0;4;full_horizon_lead_time_percentile_n_plus_one;;2;21;21;19,8;19;0,8000000000000007
10023075001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;1;1;1;1,8;1;0,0
10023078001;2,3000000000000007;3;full_horizon_lead_time_percentile_n_plus_one;;5;16;16;15,3;15;0,3000000000000007
10023083001;1,5;2;full_horizon_lead_time_percentile_n_plus_one;;6;14;14;13,5;13;0,5
10023087001;4,0;4;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10023093001;7,0;7;full_horizon_lead_time_percentile_n_plus_one;;6;10;10;9,9;9;0,9000000000000004
10023100001;3,0;3;full_horizon_lead_time_percentile_n_plus_one;;0;1;1;1,8;1;0,0
10023103001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;8;20;20;18,900000000000002;18;0,9000000000000021
10023104001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;2;4;4;4,5;4;0,0
10023106001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;24;21;21;19,8;19;0,8000000000000007
10023110001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;4;14;14;13,5;13;0,5
10023114001;3,0;3;full_horizon_lead_time_percentile_n_plus_one;;6;20;20;18,900000000000002;18;0,9000000000000021
10023124001;2,0;2;full_horizon_lead_time_percentile_n_plus_one;;4;5;5;5,4;5;0,0
10023892001;2,900000000000002;3;full_horizon_lead_time_percentile_n_plus_one;;11;20;20;18,900000000000002;18;0,9000000000000021
10023998001;1,6000000000000014;2;full_horizon_lead_time_percentile_n_plus_one;;3;16;16;15,3;15;0,3000000000000007
10024001001;78,0;78;full_horizon_lead_time_percentile_n_plus_one;;11;5;5;5,4;5;0,0
10024003001;8,400000000000002;9;full_horizon_lead_time_percentile_n_plus_one;;11;21;21;19,8;19;0,8000000000000007
10024004001;72,0;72;full_horizon_lead_time_percentile_n_plus_one;;44;20;20;18,900000000000002;18;0,9000000000000021
10024005001;73,20000000000005;74;full_horizon_lead_time_percentile_n_plus_one;;8;12;12;11,700000000000001;11;0,7000000000000011
10024006001;6,0;6;full_horizon_lead_time_percentile_n_plus_one;;1;1;1;1,8;1;0,0
10024007001;201,60000000000002;202;full_horizon_lead_time_percentile_n_plus_one;;113;21;21;19,8;19;0,8000000000000007
10024011001;106,40000000000003;107;full_horizon_lead_time_percentile_n_plus_one;;59;21;21;19,8;19;0,8000000000000007
10024014001;27,60000000000001;28;full_horizon_lead_time_percentile_n_plus_one;;16;20;20;18,900000000000002;18;0,9000000000000021
10030001001;13,200000000000017;14;full_horizon_lead_time_percentile_n_plus_one;;6;18;18;17,1;17;0,10000000000000142
10030005001;47,2;48;full_horizon_lead_time_percentile_n_plus_one;;37;21;21;19,8;19;0,8000000000000007
