scenario;replication;replications_total;order_mode;bootstrap_seed;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;picked_units;delivered_order_lines_per_pod_visit;picked_units_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;variable_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;variable_energy_per_delivered_line;energy_per_pod_visit;variable_energy_per_pod_visit;wall_clock_seconds
Scenario 4 (Sij);1;1;fixed_actual;;100000.0499991114;666667;0;16052;6895;0.4295414901569898;4.136997931537795;4;9157;0;65;18735;23595;171101;1.2594075260208166;9.132692820923406;869;827;healthy;0;0;0;0;0;0;100000;0;350466;164123247.74444976;20692966.912799098;143430280.83165067;23803.22664894123;3001.1554623348943;6078.842162816303;8760.24807816652;7655.739569343511;20081.08713197708
