scenario;result_kind;checkpoint_target_tick;checkpoint_interval_ticks;replication;replications_total;order_mode;bootstrap_seed;bootstrap_arrival_mode;bootstrap_target_orders_per_hour;pod_location_mode;pod_location_seed;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;picked_units;delivered_order_lines_per_pod_visit;picked_units_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;variable_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;variable_energy_per_delivered_line;energy_per_pod_visit;variable_energy_per_pod_visit;wall_clock_seconds
Cindy Scenario 1;final;;;11;100;bootstrap_actual;52;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;14534;1024;0.07045548369340857;0.6143996928056131;12;13510;0;38;2285;2681;23910;1.1733041575492342;10.463894967177243;67;62;healthy;0;0;0;0;0;0;100000;0;524048;23825609.31163274;2470278.152160001;21355331.15947274;23267.19659339135;2412.381007968751;7965.4349718286985;10426.962499620457;9345.877969134679;11201.646065473557
Cindy Scenario 1;final;;;12;100;bootstrap_actual;53;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;13452;4313;0.3206214689265537;2.587798706123642;46;9139;0;27;11692;11083;101057;0.9479131029763941;8.643260348956552;727;664;healthy;0;0;0;0;0;0;100000;0;220618;109142288.0328613;13067230.416239941;96075057.61662136;25305.42268325094;3029.731142184081;8668.686963513612;9334.783444480097;8217.161958315204;9662.404019594193
Cindy Scenario 1;final;;;13;100;bootstrap_actual;54;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;13747;6919;0.50330981305012;4.151397924337927;52;6828;0;29;17284;17939;164599;1.0378963202962277;9.523200647998149;1680;1522;healthy;0;0;0;0;0;0;100000;0;336648;166073350.0468124;19892480.81183919;146180869.2349732;24002.50759456748;2875.051425327242;8148.77469396138;9608.502085559616;8457.583269785535;8360.712582111359
Cindy Scenario 1;final;;;14;100;bootstrap_actual;55;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;14049;6710;0.47761406505801124;4.0259979870367815;67;7339;0;20;17496;17463;155257;0.9981138545953361;8.87385688157293;1588;1421;healthy;0;0;0;0;0;0;100000;0;343865;168734508.19104978;20009937.29279917;148724570.8982506;25146.72253219818;2982.106899075882;8516.553335523713;9644.17627978108;8500.48987758634;9850.271911382675
Cindy Scenario 1;final;;;15;100;bootstrap_actual;56;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;13999;7356;0.5254661047217658;4.4135977932403225;56;6643;0;18;17257;17937;169297;1.0394042997044677;9.810337833922466;1721;1549;healthy;0;0;0;0;0;0;100000;0;340666;165929227.2359508;19892333.129759185;146036894.1061916;22556.991195751874;2704.2323449917326;8141.656581713308;9615.18382314138;8462.472857749992;9305.333562850952
Cindy Scenario 1;final;;;16;100;bootstrap_actual;57;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;13373;5397;0.4035743662603754;3.238198380929584;47;7976;0;3;13634;14118;127416;1.0354994865776734;9.345459879712484;1155;1045;healthy;0;0;0;0;0;0;100000;0;583443;131523448.61445434;15522444.996239668;116001003.61821468;24369.73292837768;2876.124698210055;8216.532342981633;9646.724997392866;8508.215022606328;9455.25168633461
Cindy Scenario 1;final;;;17;100;bootstrap_actual;58;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;14379;7206;0.5011475067807218;4.3235978382395;55;7173;0;13;17395;18241;168976;1.048634665133659;9.71405576315033;1704;1555;healthy;0;0;0;0;0;0;100000;0;342220;166238966.86140716;20044322.603759166;146194644.257648;23069.5207967537;2781.6156818983022;8014.617853058932;9556.70979369975;8404.4061085167;9984.513195037842
Cindy Scenario 1;final;;;18;100;bootstrap_actual;59;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;14092;7127;0.5057479420948056;4.2761978619390675;48;6965;0;53;17439;18503;162480;1.0610126727449969;9.317047995871324;1692;1511;healthy;0;0;0;0;0;0;100000;0;342890;166932555.31960246;20044322.603759166;146888232.7158433;23422.555818661775;2812.4488008642015;7938.617127808641;9572.369706955815;8422.973376675456;9997.81694149971
Cindy Scenario 1;final;;;19;100;bootstrap_actual;60;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;13573;6691;0.4929639725926472;4.014597992736677;46;6882;0;4;17428;16978;153942;0.9741794812944686;8.833027312370897;1538;1392;healthy;0;0;0;0;0;0;100000;0;341933;167780634.6534643;19905870.65375918;147874763.9997051;25075.5693698198;2975.0217686084566;8709.787018477153;9627.073367768206;8484.89579984537;9564.54918551445
Cindy Scenario 1;final;;;20;100;bootstrap_actual;61;empirical_gap_scaled;500.0;shuffle;43;100000.0499991114;666667;0;14019;1161;0.08281617804408303;0.6965996517063641;18;12858;0;52;2485;3125;26451;1.2575452716297786;10.644265593561368;82;79;healthy;0;0;0;0;0;0;100000;0;3189888;22605649.477569897;2700514.5148799988;19905134.9626899;19470.843649931005;2326.024560620154;6369.643188060768;9096.840836044224;8010.114673114647;10849.083689451218
Cindy Scenario 1;final;;;21;100;bootstrap_actual;62;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;13956;5628;0.4032674118658641;3.3767983116308504;57;8328;0;19;13935;14296;131058;1.0259059921062075;9.404951560818084;1153;1040;healthy;0;0;0;0;0;0;100000;0;277425;136080318.72319615;15838706.170559626;120241612.55263652;24179.161109309905;2814.269042387993;8410.857061600203;9765.361946408048;8628.748658244458;9300.168679714203
Cindy Scenario 1;final;;;22;100;bootstrap_actual;63;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;14314;6898;0.4819058264636021;4.1387979306378115;67;7416;0;23;16970;17439;161144;1.027637006482027;9.495816146140248;1611;1441;healthy;0;0;0;0;0;0;100000;0;334401;164815939.1454856;19474466.68439923;145341472.4610864;23893.29358444268;2823.2047962306797;8334.277909346087;9712.194410458787;8564.612401949698;9024.891308784485
Cindy Scenario 1;final;;;23;100;bootstrap_actual;64;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;13676;7066;0.5166715413863703;4.239597880238733;65;6610;0;25;17374;17378;163187;1.0002302290779326;9.39259813514447;1662;1502;healthy;0;0;0;0;0;0;100000;0;341461;168724111.46234214;19966198.783439174;148757912.67890298;23878.306179216266;2825.6720610584734;8560.128477322072;9711.299151740655;8562.099267808391;9858.082169294357
Cindy Scenario 1;final;;;24;100;bootstrap_actual;65;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;14059;6999;0.4978305711643787;4.199397900338366;59;7060;0;38;17243;18582;162199;1.077654700458157;9.406657774169227;1716;1535;healthy;0;0;0;0;0;0;100000;0;348154;167260339.13994527;19862205.985439185;147398133.1545061;23897.74812686745;2837.8634069780232;7932.307241120767;9700.187852458694;8548.28818387207;9511.102297067642
Cindy Scenario 1;final;;;25;100;bootstrap_actual;66;empirical_gap_scaled;500.0;shuffle;44;100000.0499991114;666667;0;13579;6905;0.508505780985345;4.14299792853785;52;6674;0;44;17055;17384;160256;1.019290530636177;9.396423336265025;1585;1433;healthy;0;0;0;0;0;0;100000;0;337686;166153009.8624037;19555224.168479227;146597785.69392446;24062.709610775335;2832.038257563972;8432.914501491283;9742.187620193708;8595.589897034562;8919.409208536148
