scenario;replication;replications_total;order_mode;bootstrap_seed;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;picked_units;delivered_order_lines_per_pod_visit;picked_units_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;variable_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;variable_energy_per_delivered_line;energy_per_pod_visit;variable_energy_per_pod_visit;wall_clock_seconds
My Scenario;1;1;fixed_actual;;100000.0499991114;666667;0;16052;2421;0.15082232743583354;1.452599273713271;3;13631;0;71;7541;9728;63089;1.290014586924811;8.36613181275693;216;210;healthy;0;0;0;0;0;0;100000;0;761819;69732255.58528194;8187765.265680091;61544490.31960185;28803.079547824014;3381.976565749728;6326.530666077492;9247.083355693136;8161.316843867106;14804.687053203583
