scenario,replication,replications_total,order_mode,bootstrap_seed,pod_location_mode,pod_location_seed,ticks_elapsed,steps_elapsed,stopped_cleanly_before_horizon,arrived_orders_by_horizon,fulfilled_orders,fulfilled_over_arrived,throughput_orders_per_hour,on_hold_orders,unfinished_orders,job_queue_length,sku_queue_length,pod_visits,delivered_order_lines,picked_units,delivered_order_lines_per_pod_visit,picked_units_per_pod_visit,replenishment_count,replenishment_trips,health_status_final,health_consistency_violations,health_zombie_orders,health_pending_replenishment_count,health_aged_pending_replenishment_count,health_oldest_pending_replenishment_age,health_last_progress_tick,health_progress_gap,health_stalled_tick_count,stop_and_go,total_energy,total_fixed_load_energy,variable_energy,energy_per_fulfilled_order,fixed_energy_per_fulfilled_order,variable_energy_per_delivered_line,energy_per_pod_visit,variable_energy_per_pod_visit,wall_clock_seconds
Cindy Scenario 3,1,100,bootstrap_actual,42,shuffle,42,100000.05,666667,0,4421,4407,0.996833296,2.644198678,14,14,0,0,10034,11364,101760,1.132549332,10.14151884,728,679,healthy,0,0,0,0,0,0,100000,0,197896,92760005.91,11338513.22,81421492.69,21048.33354,2572.841664,7164.862082,9244.569056,8114.559766,3469.425143
Cindy Scenario 3,2,100,bootstrap_actual,43,shuffle,42,100000.05,666667,0,3842,3772,0.981780323,2.263198868,7,70,0,41,8687,9844,87305,1.133187522,10.05007482,586,534,healthy,0,0,0,0,0,0,100000,0,178754,79526073.37,9747681.849,69778391.52,21083.26442,2584.221063,7088.418481,9154.607272,8032.50737,2874.009843
Cindy Scenario 3,3,100,bootstrap_actual,44,shuffle,42,100000.05,666667,0,4442,4435,0.998424133,2.66099867,5,7,0,0,10222,11614,101777,1.136176873,9.956662101,758,694,healthy,0,0,0,0,0,0,100000,0,200070,94935862.57,11551249.25,83384613.32,21406.05695,2604.565784,7179.663623,9287.405847,8157.367767,3220.827355
Cindy Scenario 3,4,100,bootstrap_actual,45,shuffle,42,100000.05,666667,0,3790,3760,0.992084433,2.255998872,6,30,0,36,8267,9383,87789,1.134994557,10.6192089,561,516,healthy,0,0,0,0,0,0,100000,0,161390,75648000.33,9282975.571,66365024.76,20119.14902,2468.876482,7072.900433,9150.598806,8027.703491,2542.970704
Cindy Scenario 3,5,100,bootstrap_actual,46,shuffle,42,100000.05,666667,0,3929,3768,0.959022652,2.26079887,13,161,0,33,8291,9382,88462,1.131588469,10.66964178,568,520,healthy,0,0,0,0,0,0,100000,0,159939,75612136.41,9313324.238,66298812.17,20066.91518,2471.689023,7066.596906,9119.784876,7996.479577,2538.031513
Cindy Scenario 3,6,100,bootstrap_actual,47,shuffle,42,100000.05,666667,0,4863,1225,0.251902118,0.734999633,6,3638,0,23,2789,3187,27627,1.142703478,9.905700968,113,107,healthy,0,0,0,0,0,0,100000,0,1791992,24591582.82,3050201.067,21541381.75,20074.76149,2489.960054,6759.140807,8817.34773,7723.693709,5439.538829
Cindy Scenario 3,7,100,bootstrap_actual,48,shuffle,42,100000.05,666667,0,4276,3412,0.797942002,2.047198976,5,864,0,44,7536,8564,76685,1.13641189,10.17582272,462,432,healthy,0,0,0,0,0,0,100000,0,153283,69773198.87,8419133.858,61354065.02,20449.35489,2467.506992,7164.183211,9258.651655,8141.46298,3343.738647
Cindy Scenario 3,8,100,bootstrap_actual,49,shuffle,42,100000.05,666667,0,4804,4790,0.997085762,2.873998563,14,14,0,0,11023,12410,110846,1.125827815,10.05588315,874,789,healthy,0,0,0,0,0,0,100000,0,214859,101727573.1,12501681.89,89225891.25,21237.48917,2609.954466,7189.838134,9228.664895,8094.519754,3432.174059
Cindy Scenario 3,9,100,bootstrap_actual,50,shuffle,42,100000.05,666667,0,4040,3979,0.98490099,2.387398806,8,61,0,17,9158,10408,92045,1.136492684,10.05077528,674,625,healthy,0,0,0,0,0,0,100000,0,179374,84546887.63,10342348.36,74204539.27,21248.27535,2599.233063,7129.56757,9232.025293,8102.701384,2858.240682
Cindy Scenario 3,10,100,bootstrap_actual,51,shuffle,42,100000.05,666667,0,5074,5067,0.998620418,3.04019848,7,7,0,0,11249,12757,115520,1.134056361,10.26935728,927,829,healthy,0,0,0,0,0,0,100000,0,221105,103511368.3,12783213.16,90728155.17,20428.53135,2522.836622,7112.029095,9201.828459,8065.441832,3489.302291
Cindy Scenario 3,11,100,bootstrap_actual,52,shuffle,43,100000.05,666667,0,5485,178,0.032452142,0.106799947,3,5307,0,35,410,442,4013,1.07804878,9.787804878,14,14,healthy,0,0,0,0,0,0,100000,0,497447,8504238.071,434776.0435,8069462.028,47776.61838,2442.562042,18256.70142,20742.04408,19681.6147,6128.256189
Cindy Scenario 3,12,100,bootstrap_actual,53,shuffle,43,100000.05,666667,0,3999,3993,0.998499625,2.395798802,6,6,0,0,9040,10280,93335,1.137168142,10.32466814,625,560,healthy,0,0,0,0,0,0,100000,0,175979,82471362.14,10160527.1,72310835.04,20653.98501,2544.584799,7034.127922,9122.93829,7998.986177,2816.628247
Cindy Scenario 3,13,100,bootstrap_actual,54,shuffle,43,100000.05,666667,0,3174,3171,0.99905482,1.902599049,3,3,0,0,7319,8304,75024,1.134581227,10.25058068,418,384,healthy,0,0,0,0,0,0,100000,0,141173,66232082.75,8152764.613,58079318.14,20886.8126,2571.038982,6994.137541,9049.334984,7935.417152,2274.207227
Cindy Scenario 3,14,100,bootstrap_actual,55,shuffle,43,100000.05,666667,0,4764,4752,0.997481108,2.851198574,12,12,0,0,11109,12565,109385,1.131064902,9.846520839,856,772,healthy,0,0,0,0,0,0,100000,0,216869,102168586.5,12574710.68,89593875.8,21500.12342,2646.193325,7130.431819,9196.920198,8064.981169,3375.690395
Cindy Scenario 3,15,100,bootstrap_actual,56,shuffle,43,100000.05,666667,0,4562,4551,0.997588777,2.730598635,11,11,0,0,10006,11125,105686,1.1118329,10.56226264,731,681,healthy,0,0,0,0,0,0,100000,0,194899,91618247.96,11310995.12,80307252.84,20131.45418,2485.386755,7218.629469,9156.330997,8025.909738,3037.604776
Cindy Scenario 3,16,100,bootstrap_actual,57,shuffle,43,100000.05,666667,0,4543,4416,0.972044904,2.649598675,3,127,0,65,10185,11630,104731,1.141875307,10.28286696,767,692,healthy,0,0,0,0,0,0,100000,0,196378,92730718.58,11498895.95,81231822.63,20998.80403,2603.916656,6984.679504,9104.63609,7975.633051,3150.920984
Cindy Scenario 3,17,100,bootstrap_actual,58,shuffle,43,100000.05,666667,0,4225,4215,0.997633136,2.528998736,10,10,0,0,9317,10430,97464,1.119459053,10.46087797,632,598,healthy,0,0,0,0,0,0,100000,0,179575,84414317.68,10493919.4,73920398.28,20027.12163,2489.660593,7087.286509,9060.246612,7933.927046,2858.558873
