item_code;minimum_inventory;inventory_basis_source;paired_historical_product;pre_t_order_count
11071032001;2;historical_empirical_quantile;;6
11071033001;4;historical_empirical_quantile;;16
11071034001;7;historical_empirical_quantile;;16
11071035001;6;historical_empirical_quantile;;3
11071898001;16;historical_empirical_quantile;;34
11071909001;53;random_allocation_historical_average_proxy;;1
11071916001;5;historical_empirical_quantile;;20
11072001001;30;historical_empirical_quantile;;21
11072008001;5;historical_empirical_quantile;;6
11072012002;13;historical_empirical_quantile;;13
11072017001;2;historical_empirical_quantile;;3
11072019001;53;random_allocation_historical_average_proxy;;1
11072036001;10;historical_empirical_quantile;;6
11072902001;53;random_allocation_historical_average_proxy;;1
11072903001;2;historical_empirical_quantile;;7
11072905001;3;historical_empirical_quantile;;2
11072906001;53;random_allocation_historical_average_proxy;;1
11073001001;53;random_allocation_historical_average_proxy;;1
11073002001;1;historical_empirical_quantile;;2
11073012001;4;historical_empirical_quantile;;4
11073025001;2;historical_empirical_quantile;;10
11073032001;53;random_allocation_historical_average_proxy;;1
11073039001;53;random_allocation_historical_average_proxy;;1
11073899001;53;random_allocation_historical_average_proxy;;1
11073900001;2;historical_empirical_quantile;;2
11073901001;53;random_allocation_historical_average_proxy;;1
11073902001;11;historical_empirical_quantile;;26
11073905001;53;random_allocation_historical_average_proxy;;1
11073907001;5;historical_empirical_quantile;;15
11074001001;53;random_allocation_historical_average_proxy;;1
11074007001;5;historical_empirical_quantile;;6
11074012001;1;historical_empirical_quantile;;2
11074015001;18;historical_empirical_quantile;;31
11074019001;2;historical_empirical_quantile;;3
11074020001;5;historical_empirical_quantile;;7
11074022001;53;random_allocation_historical_average_proxy;;1
11074027001;1;historical_empirical_quantile;;3
11074031001;2;historical_empirical_quantile;;5
11074046001;1;historical_empirical_quantile;;7
11074047001;2;historical_empirical_quantile;;3
11074048001;10;historical_empirical_quantile;;15
11075003001;7;historical_empirical_quantile;;6
11075004001;6;historical_empirical_quantile;;2
11075039001;53;random_allocation_historical_average_proxy;;1
11076883001;2;historical_empirical_quantile;;2
11076886001;1;historical_empirical_quantile;;2
11076890001;3;historical_empirical_quantile;;2
11076928001;2;historical_empirical_quantile;;2
11100001001;39;historical_empirical_quantile;;35
11100003001;6;historical_empirical_quantile;;6
11100005001;4;historical_empirical_quantile;;17
11100008001;15;historical_empirical_quantile;;46
11100010001;5;historical_empirical_quantile;;9
11100011001;8;historical_empirical_quantile;;22
11100015001;6;historical_empirical_quantile;;13
11100017001;4;historical_empirical_quantile;;15
11100018001;7;historical_empirical_quantile;;20
11100019001;3;historical_empirical_quantile;;9
11100021001;2;historical_empirical_quantile;;5
11100107001;7;historical_empirical_quantile;;4
11100108001;4;historical_empirical_quantile;;6
11100112001;5;historical_empirical_quantile;;12
11101014001;30;historical_empirical_quantile;;45
11101021001;6;historical_empirical_quantile;;3
11101023001;6;historical_empirical_quantile;;4
11101028001;19;historical_empirical_quantile;;37
11101029001;22;historical_empirical_quantile;;25
11101038001;7;historical_empirical_quantile;;5
11101039001;8;historical_empirical_quantile;;12
11101055001;12;historical_empirical_quantile;;23
11102002001;18;historical_empirical_quantile;;78
11102003001;7;historical_empirical_quantile;;9
11102004001;2;historical_empirical_quantile;;7
11102007001;2;historical_empirical_quantile;;10
11102012001;2;historical_empirical_quantile;;3
11102013001;53;random_allocation_historical_average_proxy;;1
11102014001;1;historical_empirical_quantile;;2
11102043001;1;historical_empirical_quantile;;2
11103001001;13;historical_empirical_quantile;;5
11103002001;53;random_allocation_historical_average_proxy;;1
11103005001;12;historical_empirical_quantile;;12
11103007001;18;historical_empirical_quantile;;43
11103008001;4;historical_empirical_quantile;;3
11103011003;53;random_allocation_historical_average_proxy;;1
11103011004;53;random_allocation_historical_average_proxy;;1
11103015001;26;historical_empirical_quantile;;58
11103018001;9;historical_empirical_quantile;;14
11103019001;74;historical_empirical_quantile;;67
11103022001;100;historical_empirical_quantile;;125
11103023001;8;historical_empirical_quantile;;12
11103027001;13;historical_empirical_quantile;;11
11103035001;8;historical_empirical_quantile;;25
11103039001;1;historical_empirical_quantile;;2
11103040001;1;historical_empirical_quantile;;2
11103046001;11;historical_empirical_quantile;;16
11103047001;6;historical_empirical_quantile;;7
11103051001;30;historical_empirical_quantile;;32
11103052001;4;historical_empirical_quantile;;5
11103054001;10;historical_empirical_quantile;;14
11103058001;12;historical_empirical_quantile;;15
11103065001;53;random_allocation_historical_average_proxy;;1
11103067001;3;historical_empirical_quantile;;7
11103068001;4;historical_empirical_quantile;;3
11103069001;7;historical_empirical_quantile;;13
11103070001;43;historical_empirical_quantile;;86
11103074001;6;historical_empirical_quantile;;7
11103076001;14;historical_empirical_quantile;;18
11103085001;53;random_allocation_historical_average_proxy;;1
11103086002;53;random_allocation_historical_average_proxy;;1
11103088001;5;historical_empirical_quantile;;8
11103090001;54;historical_empirical_quantile;;132
11103092001;6;historical_empirical_quantile;;2
11103094001;46;historical_empirical_quantile;;31
11103096001;20;historical_empirical_quantile;;28
11103098001;13;historical_empirical_quantile;;31
11103099001;53;random_allocation_historical_average_proxy;;1
11103100001;8;historical_empirical_quantile;;5
11103106001;9;historical_empirical_quantile;;14
11103110001;53;random_allocation_historical_average_proxy;;1
11103112001;8;historical_empirical_quantile;;6
11103113001;4;historical_empirical_quantile;;4
11103115001;2;historical_empirical_quantile;;5
11103118001;2;historical_empirical_quantile;;5
11103132001;6;historical_empirical_quantile;;8
11103134001;20;historical_empirical_quantile;;43
11103135001;8;historical_empirical_quantile;;10
11103155001;1;historical_empirical_quantile;;2
11103156001;6;historical_empirical_quantile;;8
11103157001;2;historical_empirical_quantile;;3
11103176001;10;historical_empirical_quantile;;25
11103188001;2;historical_empirical_quantile;;3
11103188002;1;historical_empirical_quantile;;3
11103191001;1;historical_empirical_quantile;;4
11103206001;53;random_allocation_historical_average_proxy;;1
11103211001;1;historical_empirical_quantile;;2
11103220001;10;historical_empirical_quantile;;13
11103224001;6;historical_empirical_quantile;;6
11103233001;2;historical_empirical_quantile;;5
11103244001;2;historical_empirical_quantile;;3
11103256001;53;random_allocation_historical_average_proxy;;1
11103283001;2;historical_empirical_quantile;;5
11103289001;6;historical_empirical_quantile;;14
11103296001;53;random_allocation_historical_average_proxy;;1
11103313001;53;random_allocation_historical_average_proxy;;1
11103321002;53;random_allocation_historical_average_proxy;;1
11103322001;8;historical_empirical_quantile;;6
11103323001;1;historical_empirical_quantile;;2
11103346001;5;historical_empirical_quantile;;19
11103354001;6;historical_empirical_quantile;;3
11103365001;2;historical_empirical_quantile;;4
11103370001;3;historical_empirical_quantile;;7
11103375001;16;historical_empirical_quantile;;49
11103377001;1;historical_empirical_quantile;;3
11103884003;1;historical_empirical_quantile;;3
11104001001;1;historical_empirical_quantile;;4
11104005001;3;historical_empirical_quantile;;14
11104006001;7;historical_empirical_quantile;;16
11110006001;12;historical_empirical_quantile;;23
11110007001;16;historical_empirical_quantile;;38
11110013001;6;historical_empirical_quantile;;8
11110016001;3;historical_empirical_quantile;;3
11110026001;4;historical_empirical_quantile;;3
11110028001;2;historical_empirical_quantile;;4
11110029001;4;historical_empirical_quantile;;8
11110065001;53;random_allocation_historical_average_proxy;;1
11110077003;12;historical_empirical_quantile;;7
11110082001;7;historical_empirical_quantile;;9
11110083001;4;historical_empirical_quantile;;9
11110085001;14;historical_empirical_quantile;;28
11110086001;2;historical_empirical_quantile;;7
11110087001;3;historical_empirical_quantile;;5
11110090001;14;historical_empirical_quantile;;12
11110091001;6;historical_empirical_quantile;;6
11110093001;9;historical_empirical_quantile;;15
11110095001;7;historical_empirical_quantile;;9
11111004001;25;historical_empirical_quantile;;16
11111007001;4;historical_empirical_quantile;;14
11111008001;53;random_allocation_historical_average_proxy;;1
11111011001;20;historical_empirical_quantile;;61
11111012001;3;historical_empirical_quantile;;6
11111013001;8;historical_empirical_quantile;;29
11111017001;28;historical_empirical_quantile;;109
11111019001;9;historical_empirical_quantile;;28
11111021001;10;historical_empirical_quantile;;51
11111022001;12;historical_empirical_quantile;;18
11111030001;3;historical_empirical_quantile;;6
11111037001;4;historical_empirical_quantile;;7
11112001001;53;random_allocation_historical_average_proxy;;1
11112004001;3;historical_empirical_quantile;;6
11112005001;53;random_allocation_historical_average_proxy;;1
11112007001;10;historical_empirical_quantile;;6
11112017001;53;random_allocation_historical_average_proxy;;1
12000011001;5;historical_empirical_quantile;;20
12000016001;3;historical_empirical_quantile;;14
12000042001;1;historical_empirical_quantile;;3
12000045001;3;historical_empirical_quantile;;13
12000057001;2;historical_empirical_quantile;;2
12000059001;27;historical_empirical_quantile;;23
12000067001;6;historical_empirical_quantile;;9
12000076001;3;historical_empirical_quantile;;5
12000080001;53;random_allocation_historical_average_proxy;;1
12000081001;6;historical_empirical_quantile;;11
12000089001;2;historical_empirical_quantile;;9
12000097001;3;historical_empirical_quantile;;6
12000101001;1;historical_empirical_quantile;;3
12000108001;4;historical_empirical_quantile;;15
12000125001;3;historical_empirical_quantile;;7
12000128001;1;historical_empirical_quantile;;3
12000129001;2;historical_empirical_quantile;;7
12000135001;2;historical_empirical_quantile;;3
12000149001;53;random_allocation_historical_average_proxy;;1
12000152001;7;historical_empirical_quantile;;15
12000163001;2;historical_empirical_quantile;;3
12000165001;1;historical_empirical_quantile;;3
12000169001;2;historical_empirical_quantile;;8
12000170001;4;historical_empirical_quantile;;10
12000178001;20;historical_empirical_quantile;;81
12000179001;37;historical_empirical_quantile;;46
12000182001;3;historical_empirical_quantile;;8
12000193001;1;historical_empirical_quantile;;2
12000196001;53;random_allocation_historical_average_proxy;;1
12000205001;6;historical_empirical_quantile;;3
12000206001;53;random_allocation_historical_average_proxy;;1
12000207001;53;random_allocation_historical_average_proxy;;1
12000214001;3;historical_empirical_quantile;;11
12000217001;1;historical_empirical_quantile;;3
12000220001;2;historical_empirical_quantile;;5
12000221001;2;historical_empirical_quantile;;6
12000223001;6;historical_empirical_quantile;;15
12000225001;1;historical_empirical_quantile;;3
12000226001;2;historical_empirical_quantile;;3
12000232001;1;historical_empirical_quantile;;2
12000241001;2;historical_empirical_quantile;;2
12000246001;3;historical_empirical_quantile;;9
12000261001;4;historical_empirical_quantile;;5
12000270001;53;random_allocation_historical_average_proxy;;1
12000275001;53;random_allocation_historical_average_proxy;;1
12000276001;53;random_allocation_historical_average_proxy;;1
12000285001;53;random_allocation_historical_average_proxy;;1
12000288001;1;historical_empirical_quantile;;2
12000295001;53;random_allocation_historical_average_proxy;;1
12000309001;53;random_allocation_historical_average_proxy;;1
12000314001;2;historical_empirical_quantile;;3
12000317001;8;historical_empirical_quantile;;25
12000319001;2;historical_empirical_quantile;;3
12000320001;1;historical_empirical_quantile;;3
12000366001;2;historical_empirical_quantile;;4
12000372001;2;historical_empirical_quantile;;5
12000374001;3;historical_empirical_quantile;;3
12000375001;2;historical_empirical_quantile;;3
12000377001;2;historical_empirical_quantile;;10
12000381001;1;historical_empirical_quantile;;4
12000405001;43;historical_empirical_quantile;;2
12000425001;1;historical_empirical_quantile;;2
12000469001;1;historical_empirical_quantile;;2
12000485001;53;random_allocation_historical_average_proxy;;1
12000494001;53;random_allocation_historical_average_proxy;;1
12000495001;2;historical_empirical_quantile;;4
12000497001;53;random_allocation_historical_average_proxy;;1
12000498001;2;historical_empirical_quantile;;2
12000504001;2;historical_empirical_quantile;;2
12000505001;2;historical_empirical_quantile;;2
12001004001;4;historical_empirical_quantile;;9
12001019001;3;historical_empirical_quantile;;7
12001026001;5;historical_empirical_quantile;;14
12001027001;1;historical_empirical_quantile;;3
12001029001;53;random_allocation_historical_average_proxy;;1
12001038001;5;historical_empirical_quantile;;4
12001049001;6;historical_empirical_quantile;;33
12001055001;53;random_allocation_historical_average_proxy;;1
12001064001;53;random_allocation_historical_average_proxy;;1
12001067001;53;random_allocation_historical_average_proxy;;1
12001071001;53;random_allocation_historical_average_proxy;;1
12001076001;53;random_allocation_historical_average_proxy;;1
12001077001;1;historical_empirical_quantile;;4
12001087001;53;random_allocation_historical_average_proxy;;1
12001112001;5;historical_empirical_quantile;;7
12001999001;1;historical_empirical_quantile;;3
12002009001;53;random_allocation_historical_average_proxy;;1
12002013001;2;historical_empirical_quantile;;6
12002018001;1;historical_empirical_quantile;;2
12002023001;13;historical_empirical_quantile;;13
12002026001;1;historical_empirical_quantile;;2
12002036001;53;random_allocation_historical_average_proxy;;1
12002052001;2;historical_empirical_quantile;;9
12002062001;12;historical_empirical_quantile;;5
12002084001;53;random_allocation_historical_average_proxy;;1
12002104001;1;historical_empirical_quantile;;3
12002105001;53;random_allocation_historical_average_proxy;;1
12002107001;1;historical_empirical_quantile;;3
12002114001;1;historical_empirical_quantile;;4
12002118001;53;random_allocation_historical_average_proxy;;1
12002119001;53;random_allocation_historical_average_proxy;;1
12002159001;2;historical_empirical_quantile;;2
12003006001;1;historical_empirical_quantile;;2
12003046001;53;random_allocation_historical_average_proxy;;1
12003064001;53;random_allocation_historical_average_proxy;;1
12003069001;3;historical_empirical_quantile;;2
12003073001;53;random_allocation_historical_average_proxy;;1
12003084001;2;historical_empirical_quantile;;3
12003086001;9;historical_empirical_quantile;;2
12003090001;2;historical_empirical_quantile;;3
12003104001;53;random_allocation_historical_average_proxy;;1
12003111001;2;historical_empirical_quantile;;2
12003113001;53;random_allocation_historical_average_proxy;;1
12003134001;2;historical_empirical_quantile;;4
12003911001;1;historical_empirical_quantile;;2
12004016001;17;historical_empirical_quantile;;3
12004020001;9;historical_empirical_quantile;;2
12004063001;53;random_allocation_historical_average_proxy;;1
12005003001;7;historical_empirical_quantile;;5
12005003002;6;historical_empirical_quantile;;5
12005003003;3;historical_empirical_quantile;;3
12005003005;53;random_allocation_historical_average_proxy;;1
12005009007;1;historical_empirical_quantile;;2
12005015001;53;random_allocation_historical_average_proxy;;1
12005015002;53;random_allocation_historical_average_proxy;;1
12005015004;53;random_allocation_historical_average_proxy;;1
12005015006;53;random_allocation_historical_average_proxy;;1
12005015007;53;random_allocation_historical_average_proxy;;1
12005015008;53;random_allocation_historical_average_proxy;;1
12005015010;1;historical_empirical_quantile;;2
12005019002;53;random_allocation_historical_average_proxy;;1
12005019003;1;historical_empirical_quantile;;2
12005019005;53;random_allocation_historical_average_proxy;;1
12005019006;53;random_allocation_historical_average_proxy;;1
12005019008;2;historical_empirical_quantile;;2
12005056001;3;historical_empirical_quantile;;3
12005056002;1;historical_empirical_quantile;;2
12005056003;2;historical_empirical_quantile;;2
12005072003;53;random_allocation_historical_average_proxy;;1
12005082002;1;historical_empirical_quantile;;2
12005082003;2;historical_empirical_quantile;;2
12005082004;1;historical_empirical_quantile;;2
12005082008;53;random_allocation_historical_average_proxy;;1
12005082010;2;historical_empirical_quantile;;2
12005082011;3;historical_empirical_quantile;;2
12005083002;53;random_allocation_historical_average_proxy;;1
12005084001;53;random_allocation_historical_average_proxy;;1
12005084002;53;random_allocation_historical_average_proxy;;1
12005084004;5;historical_empirical_quantile;;4
12005084005;53;random_allocation_historical_average_proxy;;1
12005084006;53;random_allocation_historical_average_proxy;;1
12005084009;53;random_allocation_historical_average_proxy;;1
12005093001;10;historical_empirical_quantile;;12
12005093002;53;random_allocation_historical_average_proxy;;1
12005093004;18;historical_empirical_quantile;;15
12005093005;4;historical_empirical_quantile;;7
12005093008;10;historical_empirical_quantile;;10
12005107006;53;random_allocation_historical_average_proxy;;1
12005108003;53;random_allocation_historical_average_proxy;;1
12005109003;53;random_allocation_historical_average_proxy;;1
12006048001;1;historical_empirical_quantile;;2
12006067001;53;random_allocation_historical_average_proxy;;1
12006135001;53;random_allocation_historical_average_proxy;;1
12010001001;48;historical_empirical_quantile;;8
12010009001;4;historical_empirical_quantile;;12
12010010001;8;historical_empirical_quantile;;10
12010020001;16;historical_empirical_quantile;;24
12010022001;36;historical_empirical_quantile;;12
12010023001;6;historical_empirical_quantile;;2
12010034001;11;historical_empirical_quantile;;2
12010036001;36;historical_empirical_quantile;;15
12010037001;48;historical_empirical_quantile;;20
12010040001;6;historical_empirical_quantile;;5
12010041001;13;historical_empirical_quantile;;31
12010049001;16;historical_empirical_quantile;;9
12010051001;53;random_allocation_historical_average_proxy;;1
12010052001;3;historical_empirical_quantile;;3
12010053001;3;historical_empirical_quantile;;6
12010054001;3;historical_empirical_quantile;;7
12010055001;2;historical_empirical_quantile;;7
12010056001;53;random_allocation_historical_average_proxy;;1
12010059001;30;historical_empirical_quantile;;15
12010065001;2;historical_empirical_quantile;;7
12010067001;4;historical_empirical_quantile;;7
12010068001;4;historical_empirical_quantile;;14
12010071001;3;historical_empirical_quantile;;4
12010077001;6;historical_empirical_quantile;;9
12010079001;5;historical_empirical_quantile;;5
12010080001;36;historical_empirical_quantile;;22
12010084001;5;historical_empirical_quantile;;13
12010106001;24;historical_empirical_quantile;;6
12010107001;6;historical_empirical_quantile;;2
12010110001;11;historical_empirical_quantile;;60
12010113001;2;historical_empirical_quantile;;6
12010118001;2;historical_empirical_quantile;;4
12010119001;1;historical_empirical_quantile;;3
12010123001;3;historical_empirical_quantile;;3
12010137001;18;historical_empirical_quantile;;46
12010144001;9;historical_empirical_quantile;;19
12010145001;3;historical_empirical_quantile;;7
12010149001;53;random_allocation_historical_average_proxy;;1
12010153001;2;historical_empirical_quantile;;3
12010156001;53;random_allocation_historical_average_proxy;;1
12010161001;3;historical_empirical_quantile;;2
12010163001;4;historical_empirical_quantile;;9
12010171001;1;historical_empirical_quantile;;4
12010172001;2;historical_empirical_quantile;;4
12010173001;2;historical_empirical_quantile;;6
12010180001;53;random_allocation_historical_average_proxy;;1
12010192001;4;historical_empirical_quantile;;17
12010193001;53;random_allocation_historical_average_proxy;;1
12010198001;4;historical_empirical_quantile;;14
12010200001;1;historical_empirical_quantile;;2
12010206001;53;random_allocation_historical_average_proxy;;1
12010214001;53;random_allocation_historical_average_proxy;;1
12010228001;4;historical_empirical_quantile;;3
12010234001;8;historical_empirical_quantile;;36
12010243001;1;historical_empirical_quantile;;2
12011003001;12;historical_empirical_quantile;;9
12011005001;6;historical_empirical_quantile;;7
12011018001;3;historical_empirical_quantile;;9
12011022001;7;historical_empirical_quantile;;15
12011033001;54;historical_empirical_quantile;;52
12011038001;53;random_allocation_historical_average_proxy;;1
12011042001;3;historical_empirical_quantile;;8
12011044001;2;historical_empirical_quantile;;6
12011050001;1;historical_empirical_quantile;;2
12011051001;4;historical_empirical_quantile;;6
12011056001;14;historical_empirical_quantile;;15
12011061001;1;historical_empirical_quantile;;2
12011062001;2;historical_empirical_quantile;;6
12011065001;9;historical_empirical_quantile;;17
12011068001;5;historical_empirical_quantile;;9
12011069001;5;historical_empirical_quantile;;15
12011074001;3;historical_empirical_quantile;;3
12011075001;10;historical_empirical_quantile;;42
12011084001;5;historical_empirical_quantile;;10
12011088001;1;historical_empirical_quantile;;2
12011096001;6;historical_empirical_quantile;;2
12011100001;1;historical_empirical_quantile;;3
12011102001;2;historical_empirical_quantile;;10
12011103001;2;historical_empirical_quantile;;2
12011109001;5;historical_empirical_quantile;;19
12011111001;1;historical_empirical_quantile;;2
12011117001;8;historical_empirical_quantile;;5
12011120001;3;historical_empirical_quantile;;4
12011131001;53;random_allocation_historical_average_proxy;;1
12011133001;1;historical_empirical_quantile;;2
12011136001;5;historical_empirical_quantile;;14
12011139001;2;historical_empirical_quantile;;4
12011142001;53;random_allocation_historical_average_proxy;;1
12011144001;4;historical_empirical_quantile;;4
12011150001;4;historical_empirical_quantile;;8
12011152001;1;historical_empirical_quantile;;3
12011153001;2;historical_empirical_quantile;;4
12011154001;2;historical_empirical_quantile;;2
12011158002;3;historical_empirical_quantile;;5
12011159001;6;historical_empirical_quantile;;19
12011168001;19;historical_empirical_quantile;;33
12011169001;8;historical_empirical_quantile;;7
12011171001;6;historical_empirical_quantile;;4
12011172001;7;historical_empirical_quantile;;11
12011173001;53;random_allocation_historical_average_proxy;;1
12011174001;53;random_allocation_historical_average_proxy;;1
12011178001;53;random_allocation_historical_average_proxy;;1
12011179001;4;historical_empirical_quantile;;3
12011182001;53;random_allocation_historical_average_proxy;;1
12011184001;7;historical_empirical_quantile;;4
12011186001;1;historical_empirical_quantile;;3
12011189001;6;historical_empirical_quantile;;9
12011199001;4;historical_empirical_quantile;;16
12011210001;5;historical_empirical_quantile;;9
12011213001;2;historical_empirical_quantile;;2
12011215001;8;historical_empirical_quantile;;10
12011220001;2;historical_empirical_quantile;;3
12011221001;4;historical_empirical_quantile;;5
12011226001;4;historical_empirical_quantile;;2
12011230001;3;historical_empirical_quantile;;10
12011237001;8;historical_empirical_quantile;;18
12011240001;2;historical_empirical_quantile;;3
12011243001;2;historical_empirical_quantile;;5
12011244001;2;historical_empirical_quantile;;11
12011251001;2;historical_empirical_quantile;;6
12011252001;5;historical_empirical_quantile;;15
12011254001;5;historical_empirical_quantile;;18
12011262001;4;historical_empirical_quantile;;6
12011263001;4;historical_empirical_quantile;;5
12011264001;1;historical_empirical_quantile;;3
12011267001;2;historical_empirical_quantile;;4
12011268001;5;historical_empirical_quantile;;14
12011275001;4;historical_empirical_quantile;;11
12011276001;2;historical_empirical_quantile;;4
12011277001;16;historical_empirical_quantile;;33
12011291001;1;historical_empirical_quantile;;4
12011304001;2;historical_empirical_quantile;;5
12011308001;1;historical_empirical_quantile;;6
12011310001;3;historical_empirical_quantile;;3
12011329001;10;historical_empirical_quantile;;4
12011333001;4;historical_empirical_quantile;;17
12011334001;6;historical_empirical_quantile;;26
12011338001;1;historical_empirical_quantile;;3
12011341001;53;random_allocation_historical_average_proxy;;1
12011342001;53;random_allocation_historical_average_proxy;;1
12011345001;53;random_allocation_historical_average_proxy;;1
12011347001;4;historical_empirical_quantile;;5
12011349001;3;historical_empirical_quantile;;8
12011351001;1;historical_empirical_quantile;;4
12011354001;8;historical_empirical_quantile;;14
12011355001;3;historical_empirical_quantile;;3
12011357001;53;random_allocation_historical_average_proxy;;1
12011358001;53;random_allocation_historical_average_proxy;;1
12011360001;6;historical_empirical_quantile;;4
12011362001;53;random_allocation_historical_average_proxy;;1
12011365001;5;historical_empirical_quantile;;17
12011367001;4;historical_empirical_quantile;;13
12011373001;1;historical_empirical_quantile;;3
12011374001;2;historical_empirical_quantile;;5
12011376001;2;historical_empirical_quantile;;4
12011386001;53;random_allocation_historical_average_proxy;;1
12011400001;8;historical_empirical_quantile;;18
12011403001;3;historical_empirical_quantile;;6
12011409001;8;historical_empirical_quantile;;11
12011417001;2;historical_empirical_quantile;;2
12011433001;53;random_allocation_historical_average_proxy;;1
12011439001;2;historical_empirical_quantile;;4
12011466001;1;historical_empirical_quantile;;2
12011473001;3;historical_empirical_quantile;;13
12011477001;2;historical_empirical_quantile;;5
12011489001;1;historical_empirical_quantile;;2
12011999001;1;historical_empirical_quantile;;2
12012003001;53;random_allocation_historical_average_proxy;;1
12012012001;53;random_allocation_historical_average_proxy;;1
12012014001;3;historical_empirical_quantile;;2
12012022001;1;historical_empirical_quantile;;4
12012045001;5;historical_empirical_quantile;;3
12012072001;9;historical_empirical_quantile;;2
12012098001;2;historical_empirical_quantile;;3
12012118001;53;random_allocation_historical_average_proxy;;1
12012165001;53;random_allocation_historical_average_proxy;;1
12012168001;1;historical_empirical_quantile;;4
12012169001;2;historical_empirical_quantile;;2
12012170001;53;random_allocation_historical_average_proxy;;1
12012171001;53;random_allocation_historical_average_proxy;;1
12012196001;12;historical_empirical_quantile;;4
12012928001;1;historical_empirical_quantile;;2
12012969001;2;historical_empirical_quantile;;3
12012984001;1;historical_empirical_quantile;;2
12014004001;2;historical_empirical_quantile;;3
12014022001;53;random_allocation_historical_average_proxy;;1
12014025001;53;random_allocation_historical_average_proxy;;1
12014032001;53;random_allocation_historical_average_proxy;;1
12014035001;2;historical_empirical_quantile;;7
12016005001;2;historical_empirical_quantile;;2
12016077001;2;historical_empirical_quantile;;3
12016078001;1;historical_empirical_quantile;;2
12016079001;1;historical_empirical_quantile;;3
12016099001;1;historical_empirical_quantile;;2
12016106001;53;random_allocation_historical_average_proxy;;1
12017009001;2;historical_empirical_quantile;;3
12017016001;2;historical_empirical_quantile;;4
12017017001;53;random_allocation_historical_average_proxy;;1
12017018001;1;historical_empirical_quantile;;2
12017039001;53;random_allocation_historical_average_proxy;;1
12017040001;3;historical_empirical_quantile;;3
12020003001;9;historical_empirical_quantile;;4
12020005001;53;random_allocation_historical_average_proxy;;1
12020020001;4;historical_empirical_quantile;;4
12020021001;53;random_allocation_historical_average_proxy;;1
12020026001;2;historical_empirical_quantile;;2
12020028001;6;historical_empirical_quantile;;14
12020032003;6;historical_empirical_quantile;;2
12020035001;2;historical_empirical_quantile;;7
12020036001;3;historical_empirical_quantile;;12
12020046001;1;historical_empirical_quantile;;2
12020050001;53;random_allocation_historical_average_proxy;;1
12020051001;53;random_allocation_historical_average_proxy;;1
12020057001;3;historical_empirical_quantile;;4
12020068001;5;historical_empirical_quantile;;12
12020070001;53;random_allocation_historical_average_proxy;;1
12020078001;1;historical_empirical_quantile;;3
12020089001;1;historical_empirical_quantile;;3
12020090001;6;historical_empirical_quantile;;4
12020093001;7;historical_empirical_quantile;;11
12020138001;53;random_allocation_historical_average_proxy;;1
12020141001;6;historical_empirical_quantile;;6
12020148001;53;random_allocation_historical_average_proxy;;1
12020163001;2;historical_empirical_quantile;;5
12020164001;10;historical_empirical_quantile;;2
12020165001;4;historical_empirical_quantile;;17
12020166001;53;random_allocation_historical_average_proxy;;1
12020189001;53;random_allocation_historical_average_proxy;;1
12020196001;2;historical_empirical_quantile;;3
12020203001;4;historical_empirical_quantile;;4
12020217001;6;historical_empirical_quantile;;2
12020221001;53;random_allocation_historical_average_proxy;;1
12020222001;22;historical_empirical_quantile;;2
12020225001;6;historical_empirical_quantile;;8
12020232001;8;historical_empirical_quantile;;25
12020237001;2;historical_empirical_quantile;;2
12020240001;3;historical_empirical_quantile;;6
12020242001;53;random_allocation_historical_average_proxy;;1
12020246001;53;random_allocation_historical_average_proxy;;1
12020249001;53;random_allocation_historical_average_proxy;;1
12020253001;2;historical_empirical_quantile;;2
12020260001;1;historical_empirical_quantile;;2
12020264001;3;historical_empirical_quantile;;2
12020271001;53;random_allocation_historical_average_proxy;;1
12020272001;53;random_allocation_historical_average_proxy;;1
12020282001;1;historical_empirical_quantile;;2
12020283001;53;random_allocation_historical_average_proxy;;1
12020312001;53;random_allocation_historical_average_proxy;;1
12020323001;1;historical_empirical_quantile;;2
12020324001;4;historical_empirical_quantile;;4
12020326001;6;historical_empirical_quantile;;5
12020344001;11;historical_empirical_quantile;;22
12020362001;53;random_allocation_historical_average_proxy;;1
12020372001;1;historical_empirical_quantile;;2
12020383001;4;historical_empirical_quantile;;5
12020416001;3;historical_empirical_quantile;;2
12020423001;1;historical_empirical_quantile;;4
12020425001;1;historical_empirical_quantile;;2
12020437001;2;historical_empirical_quantile;;3
12020471001;53;random_allocation_historical_average_proxy;;1
12020473001;4;historical_empirical_quantile;;28
12020485001;3;historical_empirical_quantile;;19
12020498001;4;historical_empirical_quantile;;3
12020901001;3;historical_empirical_quantile;;6
12020903001;2;historical_empirical_quantile;;2
12020920001;4;historical_empirical_quantile;;3
12020926001;53;random_allocation_historical_average_proxy;;1
12020956001;53;random_allocation_historical_average_proxy;;1
12020961001;3;historical_empirical_quantile;;2
12021028001;53;random_allocation_historical_average_proxy;;1
12021052001;53;random_allocation_historical_average_proxy;;1
12021912001;1;historical_empirical_quantile;;2
12021969001;53;random_allocation_historical_average_proxy;;1
12022005001;53;random_allocation_historical_average_proxy;;1
12022008001;53;random_allocation_historical_average_proxy;;1
12022027001;53;random_allocation_historical_average_proxy;;1
12022043001;2;historical_empirical_quantile;;4
12022047001;2;historical_empirical_quantile;;2
12022096001;11;historical_empirical_quantile;;7
12022100001;53;random_allocation_historical_average_proxy;;1
