scenario,replication,replications_total,order_mode,bootstrap_seed,pod_location_mode,pod_location_seed,ticks_elapsed,steps_elapsed,stopped_cleanly_before_horizon,arrived_orders_by_horizon,fulfilled_orders,fulfilled_over_arrived,throughput_orders_per_hour,on_hold_orders,unfinished_orders,job_queue_length,sku_queue_length,pod_visits,delivered_order_lines,picked_units,delivered_order_lines_per_pod_visit,picked_units_per_pod_visit,replenishment_count,replenishment_trips,health_status_final,health_consistency_violations,health_zombie_orders,health_pending_replenishment_count,health_aged_pending_replenishment_count,health_oldest_pending_replenishment_age,health_last_progress_tick,health_progress_gap,health_stalled_tick_count,stop_and_go,total_energy,total_fixed_load_energy,variable_energy,energy_per_fulfilled_order,fixed_energy_per_fulfilled_order,variable_energy_per_delivered_line,energy_per_pod_visit,variable_energy_per_pod_visit,wall_clock_seconds
Scenario 4 (Sij) Fallback Random,1,100,bootstrap_actual,42,shuffle,42,100000.05,666667,0,4421,4408,0.997059489,2.644798678,13,13,0,0,9891,11365,101765,1.149024366,10.28864624,722,652,healthy,0,0,0,0,0,0,100000,0,192683,89392235.32,11158587.21,78233648.1,20279.54522,2531.439931,6883.734985,9037.734841,7909.579224,3056.757397
Scenario 4 (Sij) Fallback Random,2,100,bootstrap_actual,43,shuffle,42,100000.05,666667,0,3842,3771,0.981520042,2.262598869,8,71,0,41,8601,9840,87268,1.144053017,10.14626206,580,530,healthy,0,0,0,0,0,0,100000,0,166184,77424967.81,9651934.634,67773033.18,20531.68067,2559.515946,6887.503372,9001.856507,7879.669013,2652.937692
Scenario 4 (Sij) Fallback Random,3,100,bootstrap_actual,44,shuffle,42,100000.05,666667,0,4442,4437,0.998874381,2.662198669,5,5,0,0,10028,11616,101856,1.158356602,10.15715995,749,686,healthy,0,0,0,0,0,0,100000,0,193868,90557102.47,11339571.6,79217530.87,20409.53403,2555.684382,6819.691018,9030.425057,7899.634111,3041.222128
Scenario 4 (Sij) Fallback Random,4,100,bootstrap_actual,45,shuffle,42,100000.05,666667,0,3790,3768,0.994195251,2.26079887,5,22,0,43,8217,9388,87927,1.142509432,10.70062066,563,524,healthy,0,0,0,0,0,0,100000,0,159614,74217502.59,9240516.973,64976985.61,19696.78943,2452.3665,6921.280956,9032.189678,7907.628771,2493.84454
Scenario 4 (Sij) Fallback Random,5,100,bootstrap_actual,46,shuffle,42,100000.05,666667,0,3929,3773,0.960295241,2.263798868,13,156,0,45,8246,9394,88557,1.139219015,10.73938879,571,521,healthy,0,0,0,0,0,0,100000,0,158894,73908151.91,9266189.041,64641962.87,19588.6965,2455.920764,6881.196814,8962.909521,7839.190258,2499.471622
Scenario 4 (Sij) Fallback Random,6,100,bootstrap_actual,47,shuffle,42,100000.05,666667,0,4863,4857,0.998766194,2.914198543,6,6,0,0,11030,12685,112181,1.150045331,10.1705349,882,800,healthy,0,0,0,0,0,0,100000,0,216695,100559634.4,12520732.88,88038901.56,20704.06309,2577.873766,6940.394289,9116.92062,7981.768047,3390.923714
Scenario 4 (Sij) Fallback Random,7,100,bootstrap_actual,48,shuffle,42,100000.05,666667,0,4276,2159,0.504911132,1.295399352,6,2117,0,55,4747,5385,48361,1.134400674,10.18769749,202,195,healthy,0,0,0,0,0,0,100000,0,95772,43355872.4,5218789.343,38137083.06,20081.46012,2417.225263,7082.095275,9133.320497,8033.933654,4227.185593
Scenario 4 (Sij) Fallback Random,8,100,bootstrap_actual,49,shuffle,42,100000.05,666667,0,4804,4790,0.997085762,2.873998563,14,14,0,0,10706,12410,110846,1.159163086,10.35363348,872,781,healthy,0,0,0,0,0,0,100000,0,208124,97560192.02,12157705.71,85402486.31,20367.47224,2538.143155,6881.747487,9112.66505,7977.067654,3271.702302
Scenario 4 (Sij) Fallback Random,9,100,bootstrap_actual,50,shuffle,42,100000.05,666667,0,4040,3993,0.988366337,2.395798802,8,47,0,32,9108,10431,92251,1.145256917,10.12856829,676,615,healthy,0,0,0,0,0,0,100000,0,177991,82948133.18,10277786.68,72670346.51,20773.38672,2573.951083,6966.766993,9107.173165,7978.738088,2904.040994
Scenario 4 (Sij) Fallback Random,10,100,bootstrap_actual,51,shuffle,42,100000.05,666667,0,5074,2756,0.543161214,1.653599173,10,2318,0,35,5983,6764,63060,1.13053652,10.53986295,291,275,healthy,0,0,0,0,0,0,100000,0,493133,56273146.73,6608576.171,49664570.56,20418.41318,2397.886854,7342.485299,9405.506725,8300.947779,3982.022393
Scenario 4 (Sij) Fallback Random,11,100,bootstrap_actual,52,shuffle,43,100000.05,666667,0,5485,5409,0.986144029,3.245398377,12,76,0,37,11792,13595,124133,1.152900271,10.52688263,1016,916,healthy,0,0,0,0,0,0,100000,0,231902,108505446.7,13438995.44,95066451.26,20060.16763,2484.561923,6992.751104,9201.615222,8061.944645,3699.023581
Scenario 4 (Sij) Fallback Random,12,100,bootstrap_actual,53,shuffle,43,100000.05,666667,0,3999,2666,0.666666667,1.5995992,9,1333,0,42,6073,7020,63004,1.155936111,10.37444426,287,265,healthy,0,0,0,0,0,0,100000,0,117416,53971489.56,6695733.211,47275756.35,20244.36968,2511.527836,6734.438226,8887.121614,7784.580331,3753.262488
Scenario 4 (Sij) Fallback Random,13,100,bootstrap_actual,54,shuffle,43,100000.05,666667,0,3174,1421,0.447700063,0.852599574,4,1753,0,41,3233,3665,33256,1.133622023,10.28642128,92,88,healthy,0,0,0,0,0,0,100000,0,71844,29928117.93,3502083.618,26426034.31,21061.30748,2464.520491,7210.377712,9257.073286,8173.842968,4823.559312
Scenario 4 (Sij) Fallback Random,14,100,bootstrap_actual,55,shuffle,43,100000.05,666667,0,4764,292,0.061293031,0.175199912,2,4472,0,57,664,748,6865,1.126506024,10.33885542,13,13,healthy,0,0,0,0,0,0,100000,0,511882,10366720.83,703188.2239,9663532.602,35502.46858,2408.178849,12919.16123,15612.53136,14553.51295,6029.473016
Scenario 4 (Sij) Fallback Random,15,100,bootstrap_actual,56,shuffle,43,100000.05,666667,0,4562,4550,0.997369575,2.729998635,12,12,0,0,9753,11123,105682,1.140469599,10.83584538,725,672,healthy,0,0,0,0,0,0,100000,0,192531,89059898.24,11033697.4,78026200.84,19573.60401,2424.98844,7014.852184,9131.538833,8000.225657,3068.408934
Scenario 4 (Sij) Fallback Random,16,100,bootstrap_actual,57,shuffle,43,100000.05,666667,0,4543,4416,0.972044904,2.649598675,3,127,0,78,10105,11618,104685,1.149727857,10.35972291,757,682,healthy,0,0,0,0,0,0,100000,0,195758,91701444,11405610.11,80295833.89,20765.72554,2582.792144,6911.330168,9074.858387,7946.148827,3215.129226
,,,,,,,,,,,,0.989520337,2.534773733,9,41.75,0,20.125,9478.375,10891.125,97831.375,1.148453471,10.3356018,,,,,,,,,,,,,,,,,,,,,
