scenario;result_kind;checkpoint_target_tick;checkpoint_interval_ticks;replication;replications_total;order_mode;bootstrap_seed;pod_location_mode;pod_location_seed;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;picked_units;delivered_order_lines_per_pod_visit;picked_units_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;variable_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;variable_energy_per_delivered_line;energy_per_pod_visit;variable_energy_per_pod_visit;wall_clock_seconds
Scenario 4 (Sij) Fallback Random;final;;;1;10;bootstrap_actual;42;shuffle;42;200000.0999952309;1333334;0;8656;8285;0.9571395563770795;2.4854987573098892;25;371;0;50;18706;21374;190157;1.1426280337859511;10.165561851812253;1874;1671;healthy;0;0;0;0;0;0;200000;0;368850;171888016.58923224;21553510.392959073;150334506.19627315;20746.893975767318;2601.5100051851628;7033.522326016335;9188.92422694495;8036.699785965634;6886.184982061386
Scenario 4 (Sij) Fallback Random;final;;;2;10;bootstrap_actual;43;shuffle;42;200000.0999952309;1333334;0;7674;7648;0.9966119364086526;2.2943988528552843;20;26;0;3;17461;20072;178541;1.1495332455185843;10.225130290361378;1748;1553;healthy;0;0;0;0;0;0;200000;0;352363;161603886.52515334;20113610.11295916;141490276.4121942;21130.21528833072;2629.9176402927774;7049.136927670097;9255.133527584521;8103.217250569509;6090.572254657745
Scenario 4 (Sij) Fallback Random;final;;;3;10;bootstrap_actual;44;shuffle;42;200000.0999952309;1333334;0;9580;9503;0.9919624217118997;2.8508985746186934;30;77;0;37;21403;24781;218012;1.15782834182124;10.186048684763819;2228;1970;healthy;0;0;0;0;0;0;200000;0;420334;197028307.6959287;24725573.789279073;172302733.90664962;20733.274512883163;2601.8703345553063;6953.017792125;9205.639755918735;8050.401060909668;7722.715487480164
Scenario 4 (Sij) Fallback Random;final;;;4;10;bootstrap_actual;45;shuffle;42;200000.0999952309;1333334;0;8312;8129;0.9779836381135707;2.4386987807087617;22;183;0;46;17842;20342;188906;1.1401188207600046;10.587714381795763;1794;1614;healthy;0;0;0;0;0;0;200000;0;351514;164098385.60399893;20579719.371119108;143518666.23287982;20186.786271866025;2531.642191059061;7055.287888746427;9197.30891178113;8043.866507839918;6398.935010433197
Scenario 4 (Sij) Fallback Random;final;;;5;10;bootstrap_actual;46;shuffle;42;200000.0999952309;1333334;0;8446;5202;0.6159128581577078;1.5605992197376033;30;3244;0;22;11464;13107;122003;1.1433182135380322;10.642271458478715;926;838;healthy;0;0;0;0;0;0;200000;0;1213080;109916382.10882711;13005327.011039939;96911055.09778717;21129.639005926012;2500.062862560542;7393.83955884544;9587.96075617822;8453.511435605998;7466.8657257556915
Scenario 4 (Sij) Fallback Random;final;;;6;10;bootstrap_actual;47;shuffle;42;200000.0999952309;1333334;0;9663;9639;0.997516299285936;2.8916985542196767;24;24;0;0;22035;25446;226309;1.154799183117767;10.270433401406853;2325;2076;healthy;0;0;0;0;0;0;200000;0;438233;204358378.7090249;25518798.85463907;178839579.85438585;21201.20123550419;2647.4529364704917;7028.200104314464;9274.262705197409;8116.159739250549;7901.798070430756
