scenario;replication;replications_total;snapshot_kind;snapshot_target_tick;order_mode;bootstrap_seed;pod_location_mode;pod_location_seed;ticks_elapsed;steps_elapsed;stopped_cleanly_before_horizon;arrived_orders_by_horizon;fulfilled_orders;fulfilled_over_arrived;throughput_orders_per_hour;on_hold_orders;unfinished_orders;job_queue_length;sku_queue_length;pod_visits;delivered_order_lines;picked_units;delivered_order_lines_per_pod_visit;picked_units_per_pod_visit;replenishment_count;replenishment_trips;health_status_final;health_consistency_violations;health_zombie_orders;health_pending_replenishment_count;health_aged_pending_replenishment_count;health_oldest_pending_replenishment_age;health_last_progress_tick;health_progress_gap;health_stalled_tick_count;stop_and_go;total_energy;total_fixed_load_energy;variable_energy;energy_per_fulfilled_order;fixed_energy_per_fulfilled_order;variable_energy_per_delivered_line;energy_per_pod_visit;variable_energy_per_pod_visit;wall_clock_seconds;repldbg_watchlist_refreshes;repldbg_critical_sku_total;repldbg_critical_sku_peak;repldbg_enqueue_attempts;repldbg_pending_request_exists_count;repldbg_no_eligible_pod_count;repldbg_qj_gate_block_count;repldbg_dispatch_blocked_no_station;repldbg_dispatch_blocked_no_robot;repldbg_dispatch_blocked_pod_not_idle;repldbg_dispatch_removed_no_longer_needed;repldbg_dispatched_count;repldbg_send_success_count;repldbg_block_escalation_count;repldbg_max_pending_request_age;repldbg_max_pending_request_pod;repldbg_top_no_eligible_skus;repldbg_top_pending_request_skus;repldbg_top_qj_gate_pods;repldbg_top_pod_not_idle_pods;repldbg_top_no_robot_pods;repldbg_top_no_station_pods;repldbg_top_block_escalated_pods
Cindy Scenario 1;1;1;checkpoint;20000.0;fixed_actual;;shuffle;42;20000.10000000703;133334;0;16052;1138;0.07089459257413407;3.413982930084149;0;14914;0;43;3763;4915;33571;1.3061387191070954;8.921339356896093;58;58;healthy;0;0;0;0;0;0;20000;0;69432;33028823.286109004;4032163.830239961;28996659.45586904;29023.57055018366;3543.2019597890694;5899.625525100517;8777.258380576402;7705.729326566315;4505.793675661087;66.0;10.0;2.0;74.0;8.0;8.0;23.0;0.0;340.0;28146.0;0.0;7.0;58.0;58.0;70.0;127.0;2531:4,39:2,2296:2;185:1,266:1,334:1,2245:1,2563:1;38:4,3:2,24:2,0:2,47:2;133:2029,36:1607,24:1270,28:1118,127:931;68:93,89:71,128:61,1:44,9:43;;133:3,36:2,1:2,68:2,51:2
Cindy Scenario 1;1;1;checkpoint;40000.0;fixed_actual;;shuffle;42;40000.05000020105;266667;0;16052;2349;0.14633690505855967;3.5234955956127956;3;13703;0;64;7370;9256;61749;1.2559023066485753;8.37842605156038;227;222;healthy;0;0;0;0;0;0;40000;0;138756;66106801.86506909;8023296.655920082;58083505.20914901;28142.529529616473;3415.622246028132;6275.227442647905;8969.715314120636;7881.072619965945;9188.99080824852;133.0;97.0;3.0;379.0;39.0;116.0;222.0;0.0;2354.0;103749.0;1.0;39.0;222.0;224.0;105.0;78.0;2366:36,2578:34,2531:14,3925:8,2555:6;13:3,3152:2,3595:2,185:1,266:1;127:40,67:37,38:16,23:8,3:5;133:3942,78:3000,85:2843,36:2797,26:2351;94:263,62:218,112:155,76:130,14:119;;85:7,133:6,51:6,62:5,6:5
Cindy Scenario 1;1;1;checkpoint;80000.0;fixed_actual;;shuffle;42;80000.0999998875;533334;0;16052;4986;0.3106154996262148;3.7394953256361014;3;11066;0;67;14579;17460;127782;1.1976130050072022;8.764798683037245;676;658;healthy;0;0;0;0;0;0;80000;0;277279;132928448.45170394;16112902.5657596;116815545.88594434;26660.33863852867;3231.62907456069;6690.466545586732;9117.802898120854;8012.589744560281;17545.007736444473;266.0;316.0;5.0;1166.0;117.0;388.0;735.0;0.0;8525.0;293855.0;3.0;129.0;658.0;659.0;124.0;118.0;2578:51,2198:50,2366:36,2531:32,2723:29;171:4,3152:3,13:3,392:3,185:2;127:57,57:52,38:42,67:40,114:36;26:7515,133:6700,51:5066,28:4871,47:4748;90:479,105:385,76:312,30:292,77:279;;26:14,51:13,85:12,133:10,68:10
Cindy Scenario 1;1;1;final;100000.0;fixed_actual;;shuffle;42;100000.0499991114;666667;0;16052;6001;0.3738474956391727;3.600598199732895;3;10051;0;78;17735;21097;148742;1.189568649563011;8.386918522695236;870;846;healthy;0;0;0;0;0;0;100000;0;338079;162159726.4532183;19652152.840319213;142507573.6128991;27022.117389304833;3274.8130045524435;6754.873849973887;9143.486126485386;8035.386163681934;21051.154047489166;333.0;581.0;7.0;1726.0;170.0;705.0;1136.0;0.0;11633.0;412311.0;4.0;162.0;846.0;849.0;2437.0;35.0;2198:94,2578:51,3901:48,2923:42,2118:41;264:8,171:4,3152:3,3289:3,13:3;57:96,67:69,127:67,46:49,79:48;35:36231,26:8136,79:7794,133:7411,118:7393;90:479,54:424,105:385,94:342,9:330;;51:18,85:16,26:16,28:13,68:12
