"scenario";"ticks_elapsed";"steps_elapsed";"stopped_cleanly_before_horizon";"arrived_orders_by_horizon";"fulfilled_orders";"fulfilled_over_arrived";"throughput_orders_per_hour";"on_hold_orders";"unfinished_orders";"job_queue_length";"sku_queue_length";"pod_visits";"replenishment_count";"replenishment_trips";"stop_and_go";"total_energy";"total_fixed_load_energy";"energy_per_fulfilled_order";"fixed_energy_per_fulfilled_order";"wall_clock_seconds"
"Cindy Scenario 3";"1000.0499999998941";"6667";"0";"2390";"122";"0.05104602510460251";"7.31963401829986";"47";"2268";"0";"43";"198";"0";"0";"3328";"1515627.3678819304";"197844.75983999996";"12423.1751465732";"1621.678359344262";"378.56422543525696"
