title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton;is_new_product;item_role;log_capacity;log_original_price;log_estimation_discount;log_shelf_life;Promo_normalized;log_capacity_normalized;log_original_price_normalized;log_estimation_discount_normalized;log_shelf_life_normalized;cluster;distance_to_new_product;same_cluster_as_new;new_product_first
礦沛氣泡水PET585ml;飲料零食;576.0;礦沛;規格：585ml毫升x1x24BOTTLE瓶;礦沛氣泡水PET585ml;0.0;1;585.0;8.0;688;0.00%;1;10041067001;unique_master_match;1;1;ml;24;bottle;24.0;0.0;0.0;volume;month;0.0;1.0;42.0;28.0;25.0;15.48;24.0;0;historical;6.373319789577012;0.0;0.0;2.1972245773362196;0.6587581226451357;0.16016404548846913;-1.4372472001711705;-1.3634021813521084;-1.2948901826706916;12;3.009988721172546;1;1
悅氏 Light鹼性水2200ml;飲料零食;36.0;悅氏;規格：2200ml毫升x1x1Bottle瓶;悅氏 Light鹼性水2200ml;0.0;1;2200.0;12.0;627;0.00%;0;10040038001;unique_master_match;1;1;ml;1;bottle;36.0;0.0;0.0;volume;month;0.0;0.0;39.0;22.0;31.0;18.5;8.0;0;historical;7.696667081526462;0.0;0.0;2.5649493574615367;-1.5180078478344428;1.558511278640712;-1.4372472001711705;-1.3634021813521084;-0.2269901202749257;23;3.023058148109826;1;1
波爾天然水6000ml;飲料零食;100.0;波爾;規格：6000ml毫升x1x2Bottle瓶;波爾天然水6000ml;0.0;1;6000.0;18.0;629;0.00%;0;10040040001;unique_master_match;1;1;ml;2;bottle;50.0;0.0;0.0;volume;month;0.0;0.0;37.0;19.0;32.0;12.6;2.0;0;historical;8.699681400989514;0.0;0.0;2.9444389791664403;-1.5180078478344428;2.6183708536484906;-1.4372472001711705;-1.3634021813521084;0.8750759155225646;93;3.029850411754153;1;1
泰山仙草蜜Can330ml;飲料零食;79.0;泰山;規格：330ml毫升x1x6Can罐;泰山仙草蜜Can330ml;92.0;1;330.0;24.0;574;14.13%;1;10035015001;unique_master_match;1;1;ml;6;can;13.166666666666666;15.333333333333334;14.130434782608702;volume;month;14.13;1.0;41.0;27.0;12.0;9.5;24.0;0;historical;5.802118375377063;4.532599493153256;2.7167082638453253;3.2188758248682006;0.6587581226451357;-0.44340987798441633;0.47752016420788723;0.7216046489956389;1.6720608903962488;84;3.0409481969248553;1;1
台酒原味黑麥汁 330ml;飲料零食;139.0;台酒;規格：330ml毫升x1x6Can罐;台酒原味黑麥汁 330ml;152.0;1;330.0;18.0;200;8.55%;1;10014126001;unique_master_match;1;1;ml;6;can;23.166666666666668;25.33333333333333;8.55263157894736;volume;month;8.55;1.0;41.0;27.0;13.0;9.0;24.0;0;historical;5.802118375377063;5.030437921392435;2.256816674538464;2.9444389791664403;0.6587581226451357;-0.44340987798441633;0.6878287909828923;0.36864915587726543;0.8750759155225646;49;3.0634805772592286;1;1
保力達蠻牛EX能量飲料Can250ml;飲料零食;32.0;保力達;規格：250ml毫升x1x1BOTTLE瓶;保力達蠻牛EX能量飲料Can250ml;0.0;1;250.0;13.0;315;0.00%;0;10022915001;unique_master_match;1;1;ml;1;bottle;32.0;0.0;0.0;volume;month;0.0;0.0;33.0;22.0;14.0;6.682;24.0;0;historical;5.5254529391317835;0.0;0.0;2.6390573296152584;-1.5180078478344428;-0.7357551675663615;-1.4372472001711705;-1.3634021813521084;-0.01177506715826356;53;3.08906235331209;1;1
悅氏Light鹼性水隨手瓶Pet330ml;飲料零食;179.0;悅氏;規格：330ml毫升x1x24Bottle瓶;悅氏Light鹼性水隨手瓶Pet330ml;0.0;1;330.0;12.0;630;0.00%;0;10040041001;unique_master_match;1;1;ml;24;bottle;7.458333333333333;0.0;0.0;volume;month;0.0;0.0;37.0;25.0;18.0;8.8;24.0;0;historical;5.802118375377063;0.0;0.0;2.5649493574615367;-1.5180078478344428;-0.44340987798441633;-1.4372472001711705;-1.3634021813521084;-0.2269901202749257;154;3.0949124746043717;1;1
開喜凍頂烏龍茶有糖Pet-1500ml;飲料零食;38.0;統一;規格：1500ml毫升x1x1Bottle瓶;開喜凍頂烏龍茶有糖Pet1500ml;42.0;1;1500.0;12.0;387;9.52%;1;10030005001;unique_master_match;1;1;ml;1;bottle;38.0;42.0;9.523809523809524;volume;month;9.52;1.0;38.0;28.0;32.0;19.37;12.0;0;historical;7.313886831633462;3.7612001156935624;2.35364026379433;2.5649493574615367;0.6587581226451357;1.154037179816133;0.15164748229691966;0.44295888122536753;-0.2269901202749257;181;3.103351373145888;1;1
黑松百香果C/TP300ml;飲料零食;48.0;黑松;規格：300ml毫升x1x6Bottle瓶;黑松百香果C/TP300ml;0.0;1;300.0;12.0;149;0.00%;0;10014032001;unique_master_match;1;1;ml;6;bottle;8.0;0.0;0.0;volume;month;0.0;0.0;35.0;20.0;13.0;7.88;24.0;0;historical;5.707110264748875;0.0;0.0;2.5649493574615367;-1.5180078478344428;-0.5438025182476066;-1.4372472001711705;-1.3634021813521084;-0.2269901202749257;154;3.1323450189557778;1;1
紅牌蜂蜜奶茶 300ml;飲料零食;52.0;紅牌;規格：300ml毫升x1x6Bottle瓶;紅牌蜂蜜奶茶 300ml;0.0;1;300.0;12.0;455;0.00%;0;10032023001;unique_master_match;1;1;ml;6;bottle;8.666666666666666;0.0;0.0;volume;month;0.0;0.0;35.0;21.0;13.0;7.96;24.0;0;historical;5.707110264748875;0.0;0.0;2.5649493574615367;-1.5180078478344428;-0.5438025182476066;-1.4372472001711705;-1.3634021813521084;-0.2269901202749257;154;3.1323450189557778;1;1
光泉冷泡茶茶王烏龍585ml;飲料零食;72.0;光泉;規格：585ml毫升x1x4Bottle瓶;冷泡茶茶王烏龍585ml;80.0;1;585.0;13.0;405;10.00%;1;10030046001;unique_master_match;1;1;ml;4;bottle;18.0;20.0;10.0;volume;month;10.0;1.0;43.0;28.0;24.0;15.24;24.0;0;historical;6.373319789577012;4.394449154672439;2.3978952727983707;2.6390573296152584;0.6587581226451357;0.16016404548846913;0.41915944650040615;0.47692351308463127;-0.01177506715826356;24;3.150489051397714;1;1
開喜凍頂烏龍茶(無糖)Pet575ml;飲料零食;78.0;統一;規格：575ml毫升x1x4Bottle瓶;開喜凍頂烏龍茶(無糖)Pet575ml;84.0;1;575.0;12.0;400;7.14%;1;10030021001;unique_master_match;1;1;ml;4;bottle;19.5;21.0;7.142857142857142;volume;month;7.14;1.0;43.0;29.0;24.0;15.762;24.0;0;historical;6.3561076606958915;4.442651256490317;2.097141118779237;2.5649493574615367;0.6587581226451357;0.14197642917339054;0.43952211291175936;0.24610209080288467;-0.2269901202749257;24;3.1615146491232;1;1
開喜凍頂烏龍茶(無糖)Pet575ml;飲料零食;78.0;統一;規格：575ml毫升x1x4Bottle瓶;開喜凍頂烏龍茶有糖Pet575ml;84.0;1;575.0;12.0;401;7.14%;1;10030022001;unique_master_match;1;1;ml;4;bottle;19.5;21.0;7.142857142857142;volume;month;7.14;1.0;40.0;27.0;23.0;15.66;24.0;0;historical;6.3561076606958915;4.442651256490317;2.097141118779237;2.5649493574615367;0.6587581226451357;0.14197642917339054;0.43952211291175936;0.24610209080288467;-0.2269901202749257;24;3.1615146491232;1;1
崇德發減糖黑麥汁Can 330ml;飲料零食;169.0;崇德發;規格：330ml毫升x1x6CAN罐;崇德發減糖黑麥汁Can 330ml;193.0;1;330.0;24.0;193;12.44%;1;10014113001;unique_master_match;1;1;ml;6;can;28.166666666666668;32.166666666666664;12.435233160621753;volume;month;12.44;1.0;41.0;28.0;12.0;8.7;24.0;0;historical;5.802118375377063;5.267858159063328;2.5978805966337783;3.2188758248682006;0.6587581226451357;-0.44340987798441633;0.7881254360807111;0.6304073345590564;1.6720608903962488;125;3.187685390688549;1;1
舒跑Pet975ml;飲料零食;30.0;舒跑;規格：975ml毫升x1x1Bottle瓶;舒跑Pet975ml;32.0;1;975.0;10.0;285;6.25%;1;10021022001;unique_master_match;1;1;ml;1;bottle;30.0;32.0;6.25;volume;month;6.25;1.0;42.0;19.0;24.0;13.12;12.0;0;historical;6.883462586413092;3.4965075614664802;1.9810014688665833;2.3978952727983707;0.6587581226451357;0.6992188898274928;0.0398298233147533;0.15696776358611972;-0.7121275846972759;144;3.190399955358623;1;1
波蜜BCE果菜汁Pet580ml;飲料零食;85.0;波蜜;規格：580ml毫升x1x4Bottle瓶;波蜜BCE果菜汁Pet580ml;92.0;1;580.0;12.0;95;7.61%;1;10010009001;unique_master_match;1;1;ml;4;bottle;21.25;23.0;7.608695652173914;volume;month;7.61;1.0;42.0;28.0;24.0;15.9;24.0;0;historical;6.364750756851911;4.532599493153256;2.1527728147653855;2.5649493574615367;0.6587581226451357;0.1511093677974113;0.47752016420788723;0.2887980503428205;-0.2269901202749257;24;3.204527197832509;1;1
崇德發白麥汁330ml;飲料零食;169.0;崇德發;規格：330ml毫升x1x6Bottle瓶;崇德發白麥汁330ml;194.0;1;330.0;24.0;202;12.89%;1;10014130001;unique_master_match;1;1;ml;6;bottle;28.166666666666668;32.333333333333336;12.886597938144332;volume;month;12.89;1.0;40.0;27.0;17.0;11.96;24.0;0;historical;5.802118375377063;5.272999558563747;2.6309241979069813;3.2188758248682006;0.6587581226451357;-0.44340987798441633;0.7902973870738458;0.6557674865013181;1.6720608903962488;125;3.205117693601365;1;1
崇德發白麥檸檬汁Can 330ml;飲料零食;169.0;崇德發;規格：330ml毫升x1x6Can罐;崇德發白麥檸檬汁Can 330ml;194.0;1;330.0;25.0;191;12.89%;1;10014111001;unique_master_match;1;1;ml;6;can;28.166666666666668;32.333333333333336;12.886597938144332;volume;month;12.89;1.0;41.0;28.0;12.0;8.71;24.0;0;historical;5.802118375377063;5.272999558563747;2.6309241979069813;3.258096538021482;0.6587581226451357;-0.44340987798441633;0.7902973870738458;0.6557674865013181;1.7859607532483586;125;3.20714087757215;1;1
黑松蘋果汁-TP300ml;飲料零食;189.0;黑松;規格：300ml毫升x1x24Bottle瓶;黑松蘋果C/TP300ml;191.0;1;300.0;12.0;115;1.05%;1;10011016001;unique_master_match;1;1;ml;24;bottle;7.875;7.958333333333333;1.0471204188481638;volume;month;1.05;1.0;35.0;20.0;13.0;7.9;24.0;0;historical;5.707110264748875;5.2574953720277815;0.7164341319387341;2.5649493574615367;0.6587581226451357;-0.5438025182476066;0.7837477436660937;-0.813556591206855;-0.2269901202749257;111;3.2106734404314685;1;1
黑松葡萄汁-TP300ml;飲料零食;189.0;黑松;規格：300ml毫升x1x24Bottle瓶;黑松葡萄C/TP300ml;191.0;1;300.0;12.0;127;1.05%;1;10013003001;unique_master_match;1;1;ml;24;bottle;7.875;7.958333333333333;1.0471204188481638;volume;month;1.05;1.0;35.0;20.0;13.0;7.9;24.0;0;historical;5.707110264748875;5.2574953720277815;0.7164341319387341;2.5649493574615367;0.6587581226451357;-0.5438025182476066;0.7837477436660937;-0.813556591206855;-0.2269901202749257;111;3.2106734404314685;1;1
Red Bull 紅牛能量飲料-無糖250mlx4;飲料零食;199.0;紅牛;規格：250ml毫升x4x1Bottle瓶;紅牛無糖能量飲料4入;0.0;1;250.0;12.0;306;0.00%;0;10022014001;unique_master_match;1;1;ml;4;bottle;49.75;0.0;0.0;volume;month;0.0;0.0;33.0;22.0;14.0;6.75;6.0;0;historical;5.5254529391317835;0.0;0.0;2.5649493574615367;-1.5180078478344428;-0.7357551675663615;-1.4372472001711705;-1.3634021813521084;-0.2269901202749257;53;3.2114478715725276;1;1
義美桂圓紅棗茶TP250ml;飲料零食;78.0;義美;規格：250ml毫升x1x6Pack包;義美桂圓紅棗茶TP250ml;0.0;1;250.0;12.0;568;0.00%;0;10035006001;unique_master_match;1;1;ml;6;pack;13.0;0.0;0.0;volume;month;0.0;0.0;35.0;20.0;11.0;6.73;24.0;0;historical;5.5254529391317835;0.0;0.0;2.5649493574615367;-1.5180078478344428;-0.7357551675663615;-1.4372472001711705;-1.3634021813521084;-0.2269901202749257;53;3.2114478715725276;1;1
舒跑Pet1500ml;飲料零食;34.0;舒跑;規格：1500ml毫升x1x1Bottle瓶;舒跑Pet1500ml;36.0;1;1500.0;10.0;276;5.56%;1;10021009001;unique_master_match;1;1;ml;1;bottle;34.0;36.0;5.555555555555555;volume;month;5.56;1.0;38.0;28.0;31.0;19.78;12.0;0;historical;7.313886831633462;3.6109179126442243;1.8803128665695001;2.3978952727983707;0.6587581226451357;1.154037179816133;0.0881617368035157;0.07969173571022445;-0.7121275846972759;30;3.2141274969946654;1;1
味丹冬瓜茶 560ml;飲料零食;72.0;味丹;規格：560ml毫升x1x4Bottle瓶;味丹冬瓜茶Pet560ml;79.0;1;560.0;12.0;573;8.86%;1;10035013001;unique_master_match;1;1;ml;4;bottle;18.0;19.75;8.860759493670885;volume;month;8.86;1.0;40.0;27.0;24.0;14.9;24.0;0;historical;6.329720905522696;4.382026634673881;2.2885631934037267;2.5649493574615367;0.6587581226451357;0.11409421993567133;0.4139116332063979;0.3930138289467788;-0.2269901202749257;24;3.228663560692383;1;1
韋恩特濃咖啡Can320ml;飲料零食;76.0;黑松;規格：320ml毫升x1x4Bottle瓶;韋恩特濃咖啡Can320ml;95.0;1;320.0;25.0;251;20.00%;1;10020033001;unique_master_match;1;1;ml;4;bottle;19.0;23.75;20.0;volume;month;20.0;1.0;40.0;27.0;13.0;9.94;24.0;0;historical;5.771441123130016;4.564348191467836;3.044522437723423;3.258096538021482;0.6587581226451357;-0.4758257457323139;0.49093219663786536;0.9731939715286352;1.7859607532483586;84;3.2399648075161784;1;1
伯朗醇黑咖啡無糖;飲料零食;126.0;伯朗;規格：240ml毫升x1x6Can罐;伯朗醇黑咖啡無糖;144.0;1;240.0;24.0;226;12.50%;1;10020003001;unique_master_match;1;1;ml;6;can;21.0;24.0;12.5;volume;month;12.5;1.0;40.0;27.0;10.0;7.02;24.0;0;historical;5.484796933490655;4.976733742420574;2.6026896854443837;3.2188758248682006;0.6587581226451357;-0.7787153287766101;0.6651418076345017;0.6340981920395238;1.6720608903962488;8;3.2405463048229644;1;1
愛之味麥仔茶1480ml;飲料零食;30.0;愛之味;規格：1480ml毫升x1x1Bottle瓶;愛之味麥仔茶1480ml;35.0;1;1480.0;12.0;565;14.29%;1;10035001001;unique_master_match;1;1;ml;1;bottle;30.0;35.0;14.285714285714285;volume;month;14.29;1.0;36.0;27.0;31.0;19.2;12.0;0;historical;7.300472814267799;3.58351893845611;2.7269186854065928;2.5649493574615367;0.6587581226451357;1.1398629307865389;0.07658721722107445;0.72944089662638;-0.2269901202749257;181;3.2405792506339206;1;1
光泉正庄蘆筍汁TP250ml;飲料零食;45.0;光泉;規格：250ml毫升x1x6BOTTLE瓶;光泉正庄蘆筍汁TP250ml;48.0;1;250.0;12.0;215;6.25%;1;10015011001;unique_master_match;1;1;ml;6;bottle;7.5;8.0;6.25;volume;month;6.25;1.0;34.0;20.0;11.0;6.65;24.0;0;historical;5.5254529391317835;3.8918202981106265;1.9810014688665833;2.5649493574615367;0.6587581226451357;-0.7357551675663615;0.2068271342382029;0.15696776358611972;-0.2269901202749257;157;3.2541654119182253;1;1
阿薩姆草莓奶茶TP250ml;飲料零食;45.0;;規格：250ml毫升x1x6Bottle瓶;阿薩姆草莓奶茶TP250ml;48.0;1;250.0;12.0;448;6.25%;1;10032011001;unique_master_match;1;1;ml;6;bottle;7.5;8.0;6.25;volume;month;6.25;1.0;42.0;25.0;8.0;6.21;24.0;0;historical;5.5254529391317835;3.8918202981106265;1.9810014688665833;2.5649493574615367;0.6587581226451357;-0.7357551675663615;0.2068271342382029;0.15696776358611972;-0.2269901202749257;157;3.2541654119182253;1;1
光泉茉莉蜜茶TP250ml;飲料零食;44.0;光泉;規格：250ml毫升x1x6Bottle瓶;光泉茉莉蜜茶TP250ml;47.0;1;250.0;12.0;554;6.38%;1;10034042001;unique_master_match;1;1;ml;6;bottle;7.333333333333333;7.833333333333333;6.382978723404256;volume;month;6.38;1.0;34.0;20.0;11.0;6.64;24.0;0;historical;5.5254529391317835;3.871201010907891;1.9991771782368006;2.5649493574615367;0.6587581226451357;-0.7357551675663615;0.19811664960963715;0.17091717386607322;-0.2269901202749257;157;3.2563227952027205;1;1
金車麥根沙士can-330ml;飲料零食;90.0;金車;規格：330ml毫升x1x6Bottle瓶;金車麥根沙士can330ml;108.0;1;330.0;18.0;63;16.67%;1;10002046001;unique_master_match;1;1;ml;6;bottle;15.0;18.0;16.666666666666664;volume;month;16.67;1.0;43.0;29.0;12.0;8.82;24.0;0;historical;5.802118375377063;4.6913478822291435;2.871679624884012;2.9444389791664403;0.6587581226451357;-0.44340987798441633;0.5445823952762655;0.8405413602259416;0.8750759155225646;134;3.2640433704413305;1;1
波蜜初茗四季青茶(無糖) 580ml;飲料零食;25.0;波蜜;規格：580ml毫升x1x1BOTTLE瓶;波蜜靠茶四季青茶580ml;0.0;1;580.0;10.0;534;0.00%;0;10034016001;unique_master_match;1;1;ml;1;bottle;25.0;0.0;0.0;volume;month;0.0;0.0;43.0;29.0;25.0;15.434;24.0;0;historical;6.364750756851911;0.0;0.0;2.3978952727983707;-1.5180078478344428;0.1511093677974113;-1.4372472001711705;-1.3634021813521084;-0.7121275846972759;4;3.2694288385312578;1;1
光泉茉莉茶園蘋果紅茶-585ml;飲料零食;72.0;光泉;規格：585ml毫升x1x4Bottle瓶;光泉茉莉茶園蘋果紅茶585ml;80.0;1;585.0;12.0;424;10.00%;1;10031023001;unique_master_match;1;1;ml;4;bottle;18.0;20.0;10.0;volume;month;10.0;1.0;43.0;27.0;24.0;15.0;24.0;0;historical;6.373319789577012;4.394449154672439;2.3978952727983707;2.5649493574615367;0.6587581226451357;0.16016404548846913;0.41915944650040615;0.47692351308463127;-0.2269901202749257;24;3.270576779736956;1;1
囍瑞100純天然蘋果原汁1L;飲料零食;89.0;囍瑞;規格：1000ml毫升x1x1Bottle瓶;囍瑞100純天然蘋果原汁1L;99.0;1;1000.0;12.0;113;10.10%;1;10011007001;unique_master_match;1;1;ml;1;bottle;89.0;99.0;10.1010101010101;volume;month;10.1;1.0;36.0;20.0;20.0;13.28;12.0;0;historical;6.90875477931522;4.605170185988092;2.4070361042690314;2.5649493574615367;0.6587581226451357;0.7259445031114734;0.5081771844145966;0.4839388766056333;-0.2269901202749257;63;3.287426585978535;1;1
囍瑞100純天然柳橙原汁1L;飲料零食;89.0;囍瑞;規格：1000ml毫升x1x1Bottle瓶;囍瑞100純天然柳橙原汁1L;99.0;1;1000.0;12.0;119;10.10%;1;10012002001;unique_master_match;1;1;ml;1;bottle;89.0;99.0;10.1010101010101;volume;month;10.1;1.0;36.0;20.0;20.0;13.28;12.0;0;historical;6.90875477931522;4.605170185988092;2.4070361042690314;2.5649493574615367;0.6587581226451357;0.7259445031114734;0.5081771844145966;0.4839388766056333;-0.2269901202749257;63;3.287426585978535;1;1
囍瑞100純天然紅葡萄原汁1L;飲料零食;89.0;囍瑞;規格：1000ml毫升x1x1Bottle瓶;囍瑞100純天然紅葡萄原汁1L;99.0;1;1000.0;12.0;128;10.10%;1;10013004001;unique_master_match;1;1;ml;1;bottle;89.0;99.0;10.1010101010101;volume;month;10.1;1.0;36.0;20.0;20.0;13.28;12.0;0;historical;6.90875477931522;4.605170185988092;2.4070361042690314;2.5649493574615367;0.6587581226451357;0.7259445031114734;0.5081771844145966;0.4839388766056333;-0.2269901202749257;63;3.287426585978535;1;1
一日蔬果100葡萄蔬果汁 160ml;飲料零食;69.0;波蜜;規格：160ml毫升x1x6BOTTLE瓶;一日蔬果100葡萄蔬果汁 160ml;70.0;1;160.0;12.0;101;1.43%;1;10010026001;unique_master_match;1;1;ml;6;bottle;11.5;11.666666666666666;1.4285714285714235;volume;month;1.43;1.0;33.0;16.0;10.0;4.39;24.0;0;historical;5.081404364984463;4.2626798770413155;0.8873031950009007;2.5649493574615367;0.6587581226451357;-1.2049699374317937;0.36349436671186464;-0.6824187843539875;-0.2269901202749257;120;3.2891290498825296;1;1
御茶園特撰日式綠茶550ml;飲料零食;77.0;御茶園;規格：550ml毫升x1x4Bottle瓶;御茶園特撰日式綠茶550ml;80.0;1;550.0;10.0;491;3.75%;1;10033028001;unique_master_match;1;1;ml;4;bottle;19.25;20.0;3.75;volume;month;3.75;1.0;40.0;27.0;24.0;14.48;24.0;0;historical;6.311734809152915;4.394449154672439;1.55814461804655;2.3978952727983707;0.6587581226451357;0.09508877197284456;0.41915944650040615;-0.16756447785933318;-0.7121275846972759;92;3.2997130714756198;1;1
御茶園特撰冰釀綠茶550ml;飲料零食;77.0;御茶園;規格：550ml毫升x1x4Bottle瓶;御茶園特撰冰釀綠茶550ml;80.0;1;550.0;10.0;511;3.75%;1;10033056001;unique_master_match;1;1;ml;4;bottle;19.25;20.0;3.75;volume;month;3.75;1.0;40.0;27.0;24.0;14.55;24.0;0;historical;6.311734809152915;4.394449154672439;1.55814461804655;2.3978952727983707;0.6587581226451357;0.09508877197284456;0.41915944650040615;-0.16756447785933318;-0.7121275846972759;92;3.2997130714756198;1;1
悅氏黑烏龍茶-2000ml;飲料零食;39.0;悅氏;規格：2000ml毫升x1x1Bottle瓶;悅氏黑烏龍茶 2000ml;45.0;1;2000.0;12.0;397;13.33%;1;10030018001;unique_master_match;1;1;ml;1;bottle;39.0;45.0;13.333333333333334;volume;month;13.33;1.0;38.0;21.0;31.0;17.72;8.0;0;historical;7.601402334583733;3.828641396489095;2.662587827025453;2.5649493574615367;0.6587581226451357;1.4578474573485145;0.1801376155359748;0.6800685437271556;-0.2269901202749257;2;3.3200894118457516;1;1
悅氏梅子綠茶微甜Pet2000ml;飲料零食;39.0;悅氏;規格：2000ml毫升x1x1Bottle瓶;悅氏梅子綠茶微甜Pet2000ml;45.0;1;2000.0;12.0;503;13.33%;1;10033044001;unique_master_match;1;1;ml;1;bottle;39.0;45.0;13.333333333333334;volume;month;13.33;1.0;35.0;23.0;31.0;17.67;8.0;0;historical;7.601402334583733;3.828641396489095;2.662587827025453;2.5649493574615367;0.6587581226451357;1.4578474573485145;0.1801376155359748;0.6800685437271556;-0.2269901202749257;2;3.3200894118457516;1;1
悅氏茶花綠茶無糖-2000ml;飲料零食;39.0;悅氏;規格：2000ml毫升x1x1Bottle瓶;悅氏茶花綠茶無糖 2000ml;45.0;1;2000.0;12.0;522;13.33%;1;10033075001;unique_master_match;1;1;ml;1;bottle;39.0;45.0;13.333333333333334;volume;month;13.33;1.0;34.0;24.0;31.0;17.65;8.0;0;historical;7.601402334583733;3.828641396489095;2.662587827025453;2.5649493574615367;0.6587581226451357;1.4578474573485145;0.1801376155359748;0.6800685437271556;-0.2269901202749257;2;3.3200894118457516;1;1
悅氏檸檬紅茶2000ml;飲料零食;39.0;悅氏;規格：2000ml毫升x1x1Bottle瓶;悅氏檸檬紅茶2000ml;45.0;1;2000.0;12.0;558;13.33%;1;10034046001;unique_master_match;1;1;ml;1;bottle;39.0;45.0;13.333333333333334;volume;month;13.33;1.0;37.0;21.0;31.0;17.65;8.0;0;historical;7.601402334583733;3.828641396489095;2.662587827025453;2.5649493574615367;0.6587581226451357;1.4578474573485145;0.1801376155359748;0.6800685437271556;-0.2269901202749257;2;3.3200894118457516;1;1
【安心價】悅氏麥仔茶Pet2000ml;飲料零食;39.0;悅氏;規格：2000ml毫升x1x1Bottle瓶;悅氏麥仔茶Pet2000ml;45.0;1;2000.0;12.0;566;13.33%;1;10035002001;unique_master_match;1;1;ml;1;bottle;39.0;45.0;13.333333333333334;volume;month;13.33;1.0;36.0;24.0;31.0;17.3;8.0;0;historical;7.601402334583733;3.828641396489095;2.662587827025453;2.5649493574615367;0.6587581226451357;1.4578474573485145;0.1801376155359748;0.6800685437271556;-0.2269901202749257;2;3.3200894118457516;1;1
悅氏青草茶Pet2000ml;飲料零食;39.0;悅氏;規格：2000ml毫升x1x1Bottle瓶;悅氏青草茶Pet2000ml;45.0;1;2000.0;12.0;571;13.33%;1;10035011001;unique_master_match;1;1;ml;1;bottle;39.0;45.0;13.333333333333334;volume;month;13.33;1.0;35.0;23.0;31.0;17.54;8.0;0;historical;7.601402334583733;3.828641396489095;2.662587827025453;2.5649493574615367;0.6587581226451357;1.4578474573485145;0.1801376155359748;0.6800685437271556;-0.2269901202749257;2;3.3200894118457516;1;1
御茶園特上紅茶 1250ml;飲料零食;33.0;御茶園特上;規格：1250ml毫升x1x1Bottle瓶;御茶園特上紅茶 1250ml;36.0;1;1250.0;10.0;433;8.33%;1;10031901001;unique_master_match;1;1;ml;1;bottle;33.0;36.0;8.333333333333332;volume;month;8.33;1.0;35.0;26.0;31.0;15.97;12.0;0;historical;7.1316985104669115;3.6109179126442243;2.2335922215070942;2.3978952727983707;0.6587581226451357;0.9615234410827413;0.0881617368035157;0.3508249589084837;-0.7121275846972759;145;3.3220990691091137;1;1
濃韻烏龍茶(無糖) 600ml;飲料零食;20.0;濃韻;規格：600ml毫升x1x1Bottle瓶;濃韻日式綠茶Pet 600ml;25.0;1;600.0;12.0;492;20.00%;1;10033029001;unique_master_match;1;1;ml;1;bottle;20.0;25.0;20.0;volume;month;20.0;1.0;41.0;28.0;24.0;15.62;24.0;0;historical;6.398594934535208;3.258096538021482;3.044522437723423;2.5649493574615367;0.6587581226451357;0.18687164464616965;-0.06088537283047503;0.9731939715286352;-0.2269901202749257;106;3.345340597125446;1;1
36法郎拿堤烘焙咖啡Can240ml;飲料零食;428.0;36法郎;規格：240ml毫升x1x24Can罐;36法郎拿堤烘焙咖啡Can240ml;460.0;1;240.0;24.0;235;6.96%;1;10020012001;unique_master_match;1;1;ml;24;can;17.833333333333332;19.166666666666668;6.956521739130447;volume;month;6.96;1.0;40.0;27.0;10.0;7.23;24.0;0;historical;5.484796933490655;6.133398042996649;2.0739919369122726;3.2188758248682006;0.6587581226451357;-0.7787153287766101;1.1537671665771767;0.22833566260302157;1.6720608903962488;153;3.3672062432282353;1;1
光泉午后時光重乳奶茶330ml;飲料零食;112.0;光泉;規格：330ml毫升x1x6Bottle瓶;光泉午后時光重乳奶茶330ml;120.0;1;330.0;12.0;462;6.67%;1;10032055001;unique_master_match;1;1;ml;6;bottle;18.666666666666668;20.0;6.666666666666661;volume;month;6.67;1.0;35.0;20.0;14.0;8.7;24.0;0;historical;5.802118375377063;4.795790545596741;2.0368819272610392;2.5649493574615367;0.6587581226451357;-0.44340987798441633;0.588703523464889;0.19985464216118232;-0.2269901202749257;28;3.3746735199254743;1;1
光泉果汁時刻芭芒柳汁TP250ml;飲料零食;169.0;光泉;規格：250ml毫升x1x24Bottle瓶;光泉果汁時刻芭芒柳汁TP250ml;174.0;1;250.0;12.0;145;2.87%;1;10014028001;unique_master_match;1;1;ml;24;bottle;7.041666666666667;7.25;2.8735632183908004;volume;month;2.87;1.0;34.0;20.0;11.0;6.63;24.0;0;historical;5.5254529391317835;5.1647859739235145;1.354174811697777;2.5649493574615367;0.6587581226451357;-0.7357551675663615;0.7445832575628266;-0.32410629174550465;-0.2269901202749257;18;3.3786990742057426;1;1
泰山純水5L;飲料零食;104.0;泰山;規格：5000ml毫升x1x2Bucket桶;泰山純水5L;0.0;1;5000.0;12.0;631;0.00%;0;10040042001;unique_master_match;1;1;ml;2;bucket;52.0;0.0;0.0;volume;month;0.0;0.0;36.0;19.0;32.0;10.65;2.0;0;historical;8.517393171418904;0.0;0.0;2.5649493574615367;-1.5180078478344428;2.425751544260113;-1.4372472001711705;-1.3634021813521084;-0.2269901202749257;7;3.3818183345407933;1;1
