title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton;inventory_quantity;is_new_product;item_role;log_capacity;log_price_per_piece;log_estimation_discount;log_shelf_life;Promo_normalized;log_capacity_normalized;log_price_per_piece_normalized;log_estimation_discount_normalized;log_shelf_life_normalized;cluster;distance_to_new_product;same_cluster_as_new;new_product_first
芬達橘子汽水330ml;飲料零食;83.0;Fanta 芬達;規格：330ml毫升x1x6Bottle瓶;芬達橘子汽水330ml;94.0;1;330.0;12.0;43;11.70%;1;10002007001;unique_master_match;1;1;ml;6;bottle;13.833333;15.666667;11.702128;volume;month;11.7;1.0;40.0;28.0;12.0;8.89;24.0;6204.0;0;historical;5.802118375377063;2.6968768780321746;2.541769538483213;2.5649493574615367;0.6695340634119862;-0.368525772071521;-0.7468572432253652;0.6092458124111503;-0.298269996961929;63;2.4492424197766756;1;1
統一麥香紅茶TP375ml;飲料零食;69.0;統一;規格：375ml毫升x1x6Bottle瓶;統一麥香紅茶TP375ml;90.0;1;375.0;13.0;417;23.33%;1;10031013001;unique_master_match;1;1;ml;6;bottle;11.5;15.0;23.333333;volume;month;23.33;1.0;40.0;20.0;14.0;9.82;24.0;30245.0;0;historical;5.929589143389895;2.5257286443082556;3.191847138781651;2.6390573296152584;0.6695340634119862;-0.2382768901644622;-0.9865271190885683;1.1070378466181585;-0.09051273261425981;118;2.454142269976281;1;1
統一麥香奶茶TP375ml;飲料零食;69.0;統一;規格：375ml毫升x1x6Bottle瓶;統一麥香奶茶TP375ml;90.0;1;375.0;13.0;449;23.33%;1;10032013001;unique_master_match;1;1;ml;6;bottle;11.5;15.0;23.333333;volume;month;23.33;1.0;40.0;20.0;14.0;9.8;24.0;20740.0;0;historical;5.929589143389895;2.5257286443082556;3.191847138781651;2.6390573296152584;0.6695340634119862;-0.2382768901644622;-0.9865271190885683;1.1070378466181585;-0.09051273261425981;118;2.454142269976281;1;1
統一麥香綠茶TP375ml;飲料零食;69.0;統一;規格：375ml毫升x1x6Bottle瓶;統一麥香綠茶TP375ml;90.0;1;375.0;13.0;515;23.33%;1;10033064001;unique_master_match;1;1;ml;6;bottle;11.5;15.0;23.333333;volume;month;23.33;1.0;40.0;20.0;14.0;9.82;24.0;10392.0;0;historical;5.929589143389895;2.5257286443082556;3.191847138781651;2.6390573296152584;0.6695340634119862;-0.2382768901644622;-0.9865271190885683;1.1070378466181585;-0.09051273261425981;118;2.454142269976281;1;1
光泉午后時光重乳奶茶330ml;飲料零食;112.0;光泉;規格：330ml毫升x1x6Bottle瓶;光泉午后時光重乳奶茶330ml;120.0;1;330.0;12.0;462;6.67%;1;10032055001;unique_master_match;1;1;ml;6;bottle;18.666667;20.0;6.666667;volume;month;6.67;1.0;35.0;20.0;14.0;8.7;24.0;4839.0;0;historical;5.802118375377063;2.978925172186762;2.0368819707392998;2.5649493574615367;0.6695340634119862;-0.368525772071521;-0.3518868822895813;0.2226319538845822;-0.298269996961929;47;2.461216788650022;1;1
泰山純水700ml;飲料零食;312.0;泰山;規格：700ml毫升x1x20Bottle瓶;泰山純水700ml;0.0;1;700.0;12.0;607;0.00%;0;10040016001;unique_master_match;1;1;ml;20;bottle;15.6;0.0;0.0;volume;month;0.0;0.0;38.0;31.0;25.0;15.14;20.0;2677.0;0;historical;6.55250788703459;2.8094026953624978;0.0;2.5649493574615367;-1.4935759876113537;0.3982178226508243;-0.5892801062362211;-1.3370950989909725;-0.298269996961929;90;2.461581423272384;1;1
十全青梅醋飲料(即飲品)140mlx6;飲料零食;180.0;十全;規格：140ml毫升x1x6Bag包;十全蘋果醋飲料(即飲品)140ml;0.0;1;140.0;25.0;714;0.00%;0;10053901001;unique_master_match;1;1;ml;6;bag;30.0;0.0;0.0;volume;month;0.0;0.0;42.0;26.0;19.0;6.2;36.0;90.0;0;historical;4.948759890378168;3.4339872044851463;0.0;3.258096538021482;-1.4935759876113537;-1.2404824588455337;0.28536574029338996;-1.3370950989909725;1.6449266367918967;60;2.465562371147268;1;1
十全鳳梨醋飲料(即飲品)140mlx6;飲料零食;180.0;十全;規格：140ml毫升x1x6Bag包;十全鳳梨醋飲料(即飲品)140ml;0.0;1;140.0;25.0;716;0.00%;0;10053903001;unique_master_match;1;1;ml;6;bag;30.0;0.0;0.0;volume;month;0.0;0.0;42.0;26.0;19.0;6.2;36.0;39.0;0;historical;4.948759890378168;3.4339872044851463;0.0;3.258096538021482;-1.4935759876113537;-1.2404824588455337;0.28536574029338996;-1.3370950989909725;1.6449266367918967;60;2.465562371147268;1;1
百事可樂330ml;飲料零食;77.0;百事可樂;規格：330ml毫升x1x6Bottle瓶;百事可樂330ml;90.0;1;330.0;12.0;4;14.44%;1;10000003001;unique_master_match;1;1;ml;6;bottle;12.833333;15.0;14.444444;volume;month;14.44;1.0;40.0;27.0;12.0;9.11;24.0;6408.0;0;historical;5.802118375377063;2.627081114472157;2.737249327017494;2.5649493574615367;0.6695340634119862;-0.368525772071521;-0.8445967385402329;0.7589329905821303;-0.298269996961929;63;2.4657785798134646;1;1
悅氏油切綠茶(無糖) 550ml;飲料零食;69.0;悅氏;規格：550ml毫升x1x4Bottle瓶;悅氏油切綠茶550ml;100.0;1;550.0;13.0;476;31.00%;1;10033012001;unique_master_match;1;1;ml;4;bottle;17.25;25.0;31.0;volume;month;31.0;1.0;41.0;28.0;24.0;13.9;24.0;16958.66667;0;historical;6.311734809152915;2.9041650800285006;3.4657359027997265;2.6390573296152584;0.6695340634119862;0.15219730613324509;-0.4565782461279919;1.3167661081740252;-0.09051273261425981;78;2.4681956291294975;1;1
七喜汽水330ml;飲料零食;77.0;七喜;規格：330ml毫升x1x6Bottle瓶;七喜汽水330ml;92.0;1;330.0;12.0;22;16.30%;1;10001005001;unique_master_match;1;1;ml;6;bottle;12.833333;15.333333;16.304348;volume;month;16.3;1.0;40.0;27.0;12.0;9.11;24.0;6266.0;0;historical;5.802118375377063;2.627081114472157;2.8509577994055393;2.5649493574615367;0.6695340634119862;-0.368525772071521;-0.8445967385402329;0.8460043982888888;-0.298269996961929;63;2.4687672255324244;1;1
維大力汽水Can330ml;飲料零食;82.0;維大力;規格：330ml毫升x1x6Bottle瓶;維大力汽水Can330ml;84.0;1;330.0;18.0;50;2.38%;1;10002014001;unique_master_match;1;1;ml;6;bottle;13.666667;14.0;2.380952;volume;month;2.38;1.0;41.0;27.0;13.0;9.53;24.0;6426.0;0;historical;5.802118375377063;2.685577367977424;1.2181573266418297;2.9444389791664403;0.6695340634119862;-0.368525772071521;-0.7626806736704941;-0.40430028597968615;0.7656064438911788;144;2.475426902704861;1;1
酷椰嶼椰子水250ml;飲料零食;139.0;酷椰嶼 Koh Coconut;規格：250ml毫升x1x6Bottle瓶;酷椰嶼椰子汁250ml;150.0;1;250.0;12.0;143;7.33%;1;10014024001;unique_master_match;1;1;ml;6;bottle;23.166667;25.0;7.333333;volume;month;7.33;1.0;35.0;18.0;14.0;6.75;24.0;2363.0;0;historical;5.5254529391317835;3.184974286985623;2.1202634962000904;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-0.06334305866340627;0.28648073002354696;-0.298269996961929;47;2.475945149964925;1;1
樹頂100%純蘋果汁200ml;飲料零食;364.0;樹頂 Tree Top;規格：200ml毫升x1x24Bottle瓶;樹頂100純蘋果汁200ml;416.0;1;200.0;12.0;111;12.50%;1;10011003001;unique_master_match;1;1;ml;24;bottle;15.166667;17.333333;12.5;volume;month;12.5;1.0;33.0;16.0;13.0;5.44;24.0;12558.0;0;historical;5.303304908059076;2.7829515298938845;2.6026896854443837;2.5649493574615367;0.6695340634119862;-0.878210442613483;-0.6263213739511189;0.6558949568610885;-0.298269996961929;1;2.4763486531833148;1;1
樹頂100純蘋果汁 300ml毫升;飲料零食;35.0;樹頂 Tree Top;規格：300ml毫升x1x1Bottle瓶;樹頂100純蘋果汁 300ml;40.0;1;300.0;25.0;118;12.50%;1;10011028001;unique_master_match;1;1;ml;1;bottle;35.0;40.0;12.5;volume;month;12.5;1.0;40.0;27.0;16.0;11.36;24.0;678.0;0;historical;5.707110264748875;3.58351893845611;2.6026896854443837;3.258096538021482;0.6695340634119862;-0.4656045013702875;0.4947646416939235;0.6558949568610885;1.6449266367918967;52;2.477482381774573;1;1
義美寶吉蔬果汁葡萄莓果125ml;飲料零食;76.0;義美;規格：125ml毫升x1x6Bottle瓶;義美寶吉蔬果汁葡萄莓果125ml;0.0;1;125.0;13.0;106;0.00%;0;10010042001;unique_master_match;1;1;ml;6;bottle;12.666667;0.0;0.0;volume;month;0.0;0.0;28.0;16.0;9.0;3.42;24.0;1122.0;0;historical;4.836281906951478;2.6149598024264415;0.0;2.6390573296152584;-1.4935759876113537;-1.3554118015401064;-0.8615709911520482;-1.3370950989909725;-0.09051273261425981;107;2.480491896306507;1;1
愛之味分解茶雙纖麥茶(無糖) 590ml;飲料零食;129.0;;規格：590ml毫升x1x6BOTTLE瓶;愛之味多纖微礦麥仔茶(無糖)590ml;188.0;1;590.0;13.0;578;31.38%;1;10035027001;unique_master_match;1;1;ml;6;bottle;21.5;31.333333;31.382979;volume;month;31.38;1.0;40.0;27.0;24.0;15.562;24.0;1653.0;0;historical;6.3818160174060985;3.1135153092103742;3.4776329452529655;2.6390573296152584;0.6695340634119862;0.2238058730225106;-0.16341165978220168;1.3258761789734592;-0.09051273261425981;78;2.489566709731029;1;1
波蜜一日蔬果100蔬果汁 250ml;飲料零食;225.0;波蜜;規格：250ml毫升x1x18Bottle瓶;波蜜一日水果100蘋果汁250ml;274.0;1;250.0;12.0;112;17.88%;1;10011004001;unique_master_match;1;1;ml;18;bottle;12.5;15.222222;17.883212;volume;month;17.88;1.0;31.0;17.0;13.0;2.0;18.0;1024.0;0;historical;5.5254529391317835;2.6026896854443837;2.9382732733660215;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-0.8787536248838141;0.9128655659103907;-0.298269996961929;129;2.493001313710285;1;1
味丹冬瓜茶 560ml;飲料零食;72.0;味丹;規格：560ml毫升x1x4Bottle瓶;味丹冬瓜茶Pet560ml;79.0;1;560.0;12.0;573;8.86%;1;10035013001;unique_master_match;1;1;ml;4;bottle;18.0;19.75;8.860759;volume;month;8.86;1.0;40.0;27.0;24.0;14.9;24.0;2110.0;0;historical;6.329720905522696;2.9444389791664403;2.2885631433395406;2.5649493574615367;0.6695340634119862;0.17057539374154107;-0.40018011570680617;0.4153549193009619;-0.298269996961929;191;2.496579548095016;1;1
光泉茉莉茶園蘋果紅茶-585ml;飲料零食;72.0;光泉;規格：585ml毫升x1x4Bottle瓶;光泉茉莉茶園蘋果紅茶585ml;80.0;1;585.0;12.0;424;10.00%;1;10031023001;unique_master_match;1;1;ml;4;bottle;18.0;20.0;10.0;volume;month;10.0;1.0;43.0;27.0;24.0;15.0;24.0;361.0;0;historical;6.373319789577012;2.9444389791664403;2.3978952727983707;2.5649493574615367;0.6695340634119862;0.21512447733926868;-0.40018011570680617;0.4990751753173355;-0.298269996961929;191;2.498417580758986;1;1
寶礦力水得(低卡)Pet 580ml;飲料零食;79.0;金車;規格：580ml毫升x1x4Bottle瓶;寶礦力水得(低卡)Pet 580ml;98.0;1;580.0;12.0;277;19.39%;1;10021010001;unique_master_match;1;1;ml;4;bottle;19.75;24.5;19.387755;volume;month;19.39;1.0;42.0;28.0;24.0;15.6;24.0;3667.0;0;historical;6.364750756851911;3.0325462466767075;3.0149344755329217;2.5649493574615367;0.6695340634119862;0.20636869004098318;-0.2767978440504403;0.9715683050201475;-0.298269996961929;124;2.499093987429144;1;1
寶礦力水得Pet580ml;飲料零食;79.0;寶礦力;規格：580ml毫升x1x4Bottle瓶;寶礦力水得Pet580ml;98.0;1;580.0;12.0;281;19.39%;1;10021017001;unique_master_match;1;1;ml;4;bottle;19.75;24.5;19.387755;volume;month;19.39;1.0;40.0;28.0;23.0;16.08;24.0;8088.0;0;historical;6.364750756851911;3.0325462466767075;3.0149344755329217;2.5649493574615367;0.6695340634119862;0.20636869004098318;-0.2767978440504403;0.9715683050201475;-0.298269996961929;124;2.499093987429144;1;1
味丹青草茶 1480ml;飲料零食;32.0;味丹;規格：1480ml毫升x1x1Bottle瓶;味丹青草茶Pet1480ml;40.0;1;1480.0;9.0;567;20.00%;0;10035003001;unique_master_match;1;1;ml;1;bottle;32.0;40.0;20.0;volume;month;20.0;0.0;36.0;27.0;32.0;19.62;12.0;855.0;0;historical;7.300472814267799;3.4965075614664802;3.044522437723423;2.302585092994046;-1.4935759876113537;1.16248399125203;0.372917015995193;0.9942250645825259;-1.0337925091052724;171;2.49939773709549;1;1
光泉果汁時刻100%蘋果綜合果汁200mlx24;飲料零食;329.0;光泉;規格：200ml毫升x1x24Bottle瓶;光泉果汁時刻100葡萄綜合果汁 200ml;368.0;1;200.0;12.0;131;10.60%;1;10013007001;unique_master_match;1;1;ml;24;bottle;13.708333;15.333333;10.597826;volume;month;10.6;1.0;33.0;16.0;13.0;5.38;24.0;1104.0;0;historical;5.303304908059076;2.6884142039224614;2.450817666755056;2.5649493574615367;0.6695340634119862;-0.878210442613483;-0.758708069898911;0.5396001005427374;-0.298269996961929;1;2.5013281087571984;1;1
金車奧利多水Pet585ml;飲料零食;90.0;金車;規格：585ml毫升x1x4Bottle瓶;金車奧利多水Pet585ml;95.0;1;585.0;13.0;66;5.26%;1;10002071001;unique_master_match;1;1;ml;4;bottle;22.5;23.75;5.263158;volume;month;5.26;1.0;42.0;28.0;25.0;15.95;24.0;1409.0;0;historical;6.373319789577012;3.1570004211501135;1.8346845307518114;2.6390573296152584;0.6695340634119862;0.21512447733926868;-0.10251666160590292;0.0678007846263063;-0.09051273261425981;7;2.5027348533865434;1;1
鮮剖100%純椰子汁-500ml;飲料零食;936.0;半天水;規格：500ml毫升x1x24Bottle瓶;鮮剖100純椰子汁 500ml;1007.0;1;500.0;15.0;163;7.05%;1;10014055001;unique_master_match;1;1;ml;24;bottle;39.0;41.958333;7.050645;volume;month;7.05;1.0;39.0;26.0;23.0;13.2;24.0;997.0;0;historical;6.2166061010848646;3.6888794541139363;2.0857522124443;2.772588722239781;0.6695340634119862;0.054995351078896616;0.6423077460494622;0.2600539739931849;0.28383453435264755;135;2.5039460961953353;1;1
味丹多喝水600ml;飲料零食;264.0;味丹;規格：600ml毫升x1x24Bottle瓶;味丹多喝水600ml;0.0;1;600.0;12.0;601;0.00%;0;10040010001;unique_master_match;1;1;ml;24;bottle;11.0;0.0;0.0;volume;month;0.0;0.0;41.0;27.0;24.0;15.72;24.0;12576.0;0;historical;6.398594934535208;2.4849066497880004;0.0;2.5649493574615367;-1.4935759876113537;0.24095047197446526;-1.0436927827140563;-1.3370950989909725;-0.298269996961929;190;2.505338167908099;1;1
鮮剖100%純天然椰子汁-520ml;飲料零食;105.0;半天水;規格：520ml毫升x1x3CAN罐;鮮剖100純天然椰子汁520ml;115.0;1;520.0;24.0;190;8.70%;1;10014110001;unique_master_match;1;1;ml;3;can;35.0;38.333333;8.695652;volume;month;8.7;1.0;40.0;27.0;19.0;14.71;24.0;2004.0;0;historical;6.255750041753367;3.58351893845611;2.2716775375937495;3.2188758248682006;0.6695340634119862;0.09499239969631333;0.4947646416939235;0.4024248936714738;1.5349737149444564;157;2.508551481004588;1;1
生活日月潭無糖紅茶590ml;飲料零食;420.0;生活;規格：590ml毫升x1x24Bottle瓶;生活日月潭無糖紅茶590ml;648.0;1;590.0;13.0;418;35.19%;1;10031015001;unique_master_match;1;1;ml;24;bottle;17.5;27.0;35.185185;volume;month;35.19;1.0;41.0;27.0;24.0;15.2;24.0;1867.0;0;historical;6.3818160174060985;2.917770732084279;3.5886497809207465;2.6390573296152584;0.6695340634119862;0.2238058730225106;-0.4375253767626763;1.4108864861012844;-0.09051273261425981;78;2.508639449587547;1;1
泰山Cheers奇兒思氣泡水Pet500ml;飲料零食;432.0;泰山;規格：500ml毫升x1x24Bottle瓶;泰山Cheers奇兒思氣泡水Pet500ml;600.0;1;500.0;12.0;660;28.00%;1;10041004001;unique_master_match;1;1;ml;24;bottle;18.0;25.0;28.0;volume;month;28.0;1.0;43.0;28.0;22.0;13.27;24.0;11725.0;0;historical;6.2166061010848646;2.9444389791664403;3.367295829986474;2.5649493574615367;0.6695340634119862;0.054995351078896616;-0.40018011570680617;1.2413863626318025;-0.298269996961929;197;2.5094029729622767;1;1
噶瑪蘭麥汁Btl330ml;飲料零食;149.0;;規格：330ml毫升x1x6BOTTLE瓶;噶瑪蘭麥汁Btl330ml;152.0;1;330.0;18.0;188;1.97%;1;10014106001;unique_master_match;1;1;ml;6;bottle;24.833333;25.333333;1.973684;volume;month;1.97;1.0;39.0;26.0;20.0;13.892;24.0;1272.0;0;historical;5.802118375377063;3.2516656347879658;1.089801588189492;2.9444389791664403;0.6695340634119862;-0.368525772071521;0.030049123663880014;-0.502587727535893;0.7656064438911788;104;2.5095378113145532;1;1
濃韻烏龍茶(無糖) 600ml;飲料零食;20.0;濃韻;規格：600ml毫升x1x1Bottle瓶;濃韻日式綠茶Pet 600ml;25.0;1;600.0;12.0;492;20.00%;1;10033029001;unique_master_match;1;1;ml;1;bottle;20.0;25.0;20.0;volume;month;20.0;1.0;41.0;28.0;24.0;15.62;24.0;1332.0;0;historical;6.398594934535208;3.044522437723423;3.044522437723423;2.5649493574615367;0.6695340634119862;0.24095047197446526;-0.2600268137042523;0.9942250645825259;-0.298269996961929;124;2.5105019706730336;1;1
維大力零熱量汽水 330ml;飲料零食;238.0;維大力;規格：330ml毫升x1x24Can罐;維大力零熱量汽水 330ml;476.0;1;330.0;18.0;71;50.00%;1;10002102001;unique_master_match;1;1;ml;24;can;9.916667;19.833333;50.0;volume;month;50.0;1.0;40.0;27.0;12.0;9.0;24.0;23357.0;0;historical;5.802118375377063;2.390290703947502;3.9318256327243257;2.9444389791664403;0.6695340634119862;-0.368525772071521;-1.1761895751194729;1.6736708141285872;0.7656064438911788;93;2.512485216897586;1;1
波蜜低卡果菜汁TP250ml;飲料零食;79.0;波蜜;規格：250ml毫升x1x6Bottle瓶;波蜜低卡果菜汁TP250ml;85.0;1;250.0;12.0;99;7.06%;1;10010019001;unique_master_match;1;1;ml;6;bottle;13.166667;14.166667;7.058824;volume;month;7.06;1.0;32.0;17.0;14.0;5.1;18.0;1568.0;0;historical;5.5254529391317835;2.650891810791673;2.0867676401660677;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-0.811253089546926;0.26083153013567745;-0.298269996961929;207;2.5131758424787822;1;1
海尼根0.0零酒精Can330ml;飲料零食;189.0;海尼根;規格：330ml毫升x1x6CAN罐;海尼根0.0零酒精Can330ml;210.0;1;330.0;12.0;721;10.00%;1;10100132001;unique_master_match;1;1;ml;6;can;31.5;35.0;10.0;volume;month;10.0;1.0;40.0;28.0;12.0;8.55;24.0;1638.0;0;historical;5.802118375377063;3.481240089335692;2.3978952727983707;2.5649493574615367;0.6695340634119862;-0.368525772071521;0.3515369931301392;0.4990751753173355;-0.298269996961929;169;2.5143469870311215;1;1
黑松加鹽沙士330mlx6;飲料零食;83.0;黑松沙士;規格：330ml毫升x1x6Can罐;黑松加鹽沙士330 ml;120.0;1;330.0;12.0;72;30.83%;1;10002899001;unique_master_match;1;1;ml;6;can;13.833333;20.0;30.833333;volume;month;30.83;1.0;41.0;27.0;12.0;8.588;24.0;5704.0;0;historical;5.802118375377063;2.6968768780321746;3.4605139483473706;2.5649493574615367;0.6695340634119862;-0.368525772071521;-0.7468572432253652;1.3127674358183228;-0.298269996961929;208;2.518137453838559;1;1
光泉果汁時刻100%蘋果綜合果汁200mlx6;飲料零食;85.0;光泉;規格：200ml毫升x1x6Bottle瓶;光泉果汁時刻100蘋果綜合果汁 200ml;92.0;1;200.0;12.0;116;7.61%;1;10011021001;unique_master_match;1;1;ml;6;bottle;14.166667;15.333333;7.608696;volume;month;7.61;1.0;33.0;16.0;13.0;5.38;24.0;1350.0;0;historical;5.303304908059076;2.719100059266817;2.152772855169425;2.5649493574615367;0.6695340634119862;-0.878210442613483;-0.7157366936765807;0.3113745272020404;-0.298269996961929;1;2.520896849651285;1;1
舒跑 鹼性離子水PET 850ml;飲料零食;418.0;舒跑;規格：850ml毫升x1x20Bottle瓶;舒跑 鹼性離子水PET 850ml;0.0;1;850.0;12.0;602;0.00%;0;10040011001;unique_master_match;1;1;ml;20;bottle;20.9;0.0;0.0;volume;month;0.0;0.0;36.0;29.0;25.0;17.1;20.0;1420.0;0;historical;6.7464121285733745;3.086486636822455;0.0;2.5649493574615367;-1.4935759876113537;0.5963480375320948;-0.20126164756769901;-1.3370950989909725;-0.298269996961929;90;2.522490338888732;1;1
波蜜BCE果菜汁Pet580ml;飲料零食;85.0;波蜜;規格：580ml毫升x1x4Bottle瓶;波蜜BCE果菜汁Pet580ml;92.0;1;580.0;12.0;95;7.61%;1;10010009001;unique_master_match;1;1;ml;4;bottle;21.25;23.0;7.608696;volume;month;7.61;1.0;42.0;28.0;24.0;15.9;24.0;1004.0;0;historical;6.364750756851911;3.1023420086122493;2.152772855169425;2.5649493574615367;0.6695340634119862;0.20636869004098318;-0.17905835101043024;0.3113745272020404;-0.298269996961929;7;2.523065716324635;1;1
開喜凍頂烏龍茶(無糖)Pet575ml;飲料零食;78.0;統一;規格：575ml毫升x1x4Bottle瓶;開喜凍頂烏龍茶(無糖)Pet575ml;84.0;1;575.0;12.0;400;7.14%;1;10030021001;unique_master_match;1;1;ml;4;bottle;19.5;21.0;7.142857;volume;month;7.14;1.0;43.0;29.0;24.0;15.762;24.0;1235.0;0;historical;6.3561076606958915;3.0204248861443626;2.097141101235377;2.5649493574615367;0.6695340634119862;0.19753722516408379;-0.2937721645612001;0.26877492994685087;-0.298269996961929;7;2.5240004688902338;1;1
開喜凍頂烏龍茶(無糖)Pet575ml;飲料零食;78.0;統一;規格：575ml毫升x1x4Bottle瓶;開喜凍頂烏龍茶有糖Pet575ml;84.0;1;575.0;12.0;401;7.14%;1;10030022001;unique_master_match;1;1;ml;4;bottle;19.5;21.0;7.142857;volume;month;7.14;1.0;40.0;27.0;23.0;15.66;24.0;2186.0;0;historical;6.3561076606958915;3.0204248861443626;2.097141101235377;2.5649493574615367;0.6695340634119862;0.19753722516408379;-0.2937721645612001;0.26877492994685087;-0.298269996961929;7;2.5240004688902338;1;1
紅牌蜂蜜奶茶 300ml;飲料零食;52.0;紅牌;規格：300ml毫升x1x6Bottle瓶;紅牌蜂蜜奶茶 300ml;0.0;1;300.0;12.0;455;0.00%;0;10032023001;unique_master_match;1;1;ml;6;bottle;8.666667;0.0;0.0;volume;month;0.0;0.0;35.0;21.0;13.0;7.96;24.0;2663.0;0;historical;5.707110264748875;2.2686835758011226;0.0;2.5649493574615367;-1.4935759876113537;-0.4656045013702875;-1.346483855538039;-1.3370950989909725;-0.298269996961929;15;2.5288867049087562;1;1
舒跑TP250 6入;飲料零食;168.0;舒跑;規格：250ml毫升x6x4Set組;舒跑TP250 6入;179.0;1;250.0;12.0;291;6.15%;1;10021035001;unique_master_match;1;1;ml;6;set;28.0;29.833333;6.145251;volume;month;6.15;1.0;34.0;20.0;11.0;6.56;4.0;7532.0;0;historical;5.5254529391317835;3.367295829986474;1.9664479402259674;2.5649493574615367;0.6695340634119862;-0.6512208895093387;0.1919735205815175;0.1686976246436821;-0.298269996961929;47;2.538953626145223;1;1
味丹多喝水MORE氣泡水-檸檬風味-560ml;飲料零食;68.0;味丹;規格：560ml毫升x1x4Bottle瓶;味丹多喝水MORE氣泡水Pet560ml;96.0;1;560.0;12.0;677;29.17%;1;10041039001;unique_master_match;1;1;ml;4;bottle;17.0;24.0;29.166667;volume;month;29.17;1.0;42.0;28.0;24.0;14.6;24.0;1203.0;0;historical;6.329720905522696;2.8903717578961645;3.4067375730874945;2.5649493574615367;0.6695340634119862;0.17057539374154107;-0.47589392196798247;1.2715885808314662;-0.298269996961929;197;2.542589003832859;1;1
味丹多喝水MORE氣泡水-檸檬風味-560ml;飲料零食;68.0;味丹;規格：560ml毫升x1x4Bottle瓶;味丹多喝水MORE氣泡水檸檬風味Pet560ml;96.0;1;560.0;12.0;678;29.17%;1;10041040001;unique_master_match;1;1;ml;4;bottle;17.0;24.0;29.166667;volume;month;29.17;1.0;42.0;28.0;24.0;14.6;24.0;2654.0;0;historical;6.329720905522696;2.8903717578961645;3.4067375730874945;2.5649493574615367;0.6695340634119862;0.17057539374154107;-0.47589392196798247;1.2715885808314662;-0.298269996961929;197;2.542589003832859;1;1
晶晶果味棒(綜合口味);飲料零食;34.0;晶晶;規格：680ml毫升x1x1Bag包;晶晶果味棒(綜合口味);0.0;1;680.0;12.0;6358;0.00%;0;14222005001;unique_master_match;1;1;ml;1;bag;34.0;0.0;0.0;volume;month;0.0;0.0;47.0;30.0;15.0;9.24;12.0;85.0;0;historical;6.523562306149512;3.5553480614894135;0.0;2.5649493574615367;-1.4935759876113537;0.3686413981481318;0.4553151513973602;-1.3370950989909725;-0.298269996961929;179;2.561073380833235;1;1
KIRIN 午後紅茶-紅茶 500ml;飲料零食;99.0;KIRIN 麒麟;規格：500ml毫升x1x3Bottle瓶;KIRIN午後紅茶-紅茶 Pet500ml;117.0;1;500.0;12.0;409;15.38%;1;10031003001;unique_master_match;1;1;ml;3;bottle;33.0;39.0;15.384615;volume;month;15.38;1.0;37.0;25.0;22.0;12.98;24.0;599.0;0;historical;6.2166061010848646;3.5263605246161616;2.7963427847737097;2.5649493574615367;0.6695340634119862;0.054995351078896616;0.4147220397255254;0.8041833615090599;-0.298269996961929;194;2.5646451257505247;1;1
黑松百香果C/TP300ml;飲料零食;48.0;黑松;規格：300ml毫升x1x6Bottle瓶;黑松百香果C/TP300ml;0.0;1;300.0;12.0;149;0.00%;0;10014032001;unique_master_match;1;1;ml;6;bottle;8.0;0.0;0.0;volume;month;0.0;0.0;35.0;20.0;13.0;7.88;24.0;4967.0;0;historical;5.707110264748875;2.1972245773362196;0.0;2.5649493574615367;-1.4935759876113537;-0.4656045013702875;-1.446552485629888;-1.3370950989909725;-0.298269996961929;15;2.5708068876727515;1;1
黑松加鹽沙士245ml;飲料零食;235.0;黑松沙士;規格：245ml毫升x1x24Bottle瓶;加鹽黑松沙士Can245ml;264.0;1;245.0;12.0;44;10.98%;1;10002008001;unique_master_match;1;1;ml;24;bottle;9.791667;11.0;10.984848;volume;month;10.98;1.0;40.0;27.0;10.0;6.8;24.0;11857.0;0;historical;5.5053315359323625;2.3787742622396224;2.483643185286107;2.5649493574615367;0.6695340634119862;-0.6717808210919419;-1.1923167889063573;0.5647359945282715;-0.298269996961929;170;2.579665292487233;1;1
[限量]黑松沙士245ml;飲料零食;235.0;黑松沙士;規格：245ml毫升x1x24Can罐;黑松沙士245ml;286.0;1;245.0;12.0;26;17.83%;1;10001009001;unique_master_match;1;1;ml;24;can;9.791667;11.916667;17.832168;volume;month;17.83;1.0;40.0;27.0;10.0;6.77;24.0;67480.0;0;historical;5.5053315359323625;2.3787742622396224;2.9355664714636855;2.5649493574615367;0.6695340634119862;-0.6717808210919419;-1.1923167889063573;0.9107928527073198;-0.298269996961929;129;2.5823445256527657;1;1
