title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton;inventory_quantity;is_new_product;item_role;log_capacity;log_price_per_piece;log_estimation_discount;log_shelf_life;Promo_normalized;log_capacity_normalized;log_price_per_piece_normalized;log_estimation_discount_normalized;log_shelf_life_normalized;cluster;distance_to_new_product;same_cluster_as_new;new_product_first
光泉冷泡茶茶王烏龍-1235ml;飲料零食;384.0;光泉;規格：1235ml毫升x1x12Bottle瓶;冷泡茶茶王烏龍 1235ml;430.0;1;1235.0;13.0;396;10.70%;1;10030017001;unique_master_match;1;1;ml;12;bottle;32.0;35.833333;10.697674;volume;month;10.7;1.0;35.0;26.0;31.0;15.83;12.0;657.0;0;historical;7.119635638017636;3.4965075614664802;2.459390018620888;2.6390573296152584;0.6695340634119862;0.9777056269180011;0.372917015995193;0.5461643145246864;-0.09051273261425981;139;2.7983804819247684;1;1
家樂福竹炭水1500ml;飲料零食;228.0;家樂福;規格：1500ml毫升x1x12Bottle瓶;家福竹炭水1500ml;0.0;1;1500.0;12.0;625;0.00%;0;10040035001;unique_master_match;1;1;ml;12;bottle;19.0;0.0;0.0;volume;month;0.0;0.0;38.0;28.0;31.0;18.72;12.0;552.0;0;historical;7.313886831633462;2.995732273553991;0.0;2.5649493574615367;-1.4935759876113537;1.1761903553933644;-0.3283508176124438;-1.3370950989909725;-0.298269996961929;27;2.799700623850025;1;1
味丹多喝水1500ml;飲料零食;220.0;味丹;規格：1500ml毫升x1x12Bottle瓶;味丹多喝水1500ml;0.0;1;1500.0;12.0;600;0.00%;0;10040009001;unique_master_match;1;1;ml;12;bottle;18.333333;0.0;0.0;volume;month;0.0;0.0;37.0;28.0;32.0;19.27;12.0;3216.0;0;historical;7.313886831633462;2.96183070463693;0.0;2.5649493574615367;-1.4935759876113537;1.1761903553933644;-0.375825364308769;-1.3370950989909725;-0.298269996961929;27;2.80010310806053;1;1
茶裏王台式綠茶Pet600ml;飲料零食;68.0;統一;規格：600ml毫升x1x4Bottle瓶;茶裏王台式綠茶微甜Pet600ml;0.0;1;600.0;9.0;478;0.00%;0;10033014001;unique_master_match;1;1;ml;4;bottle;17.0;0.0;0.0;volume;month;0.0;0.0;41.0;27.0;24.0;15.58;24.0;3567.0;0;historical;6.398594934535208;2.8903717578961645;0.0;2.302585092994046;-1.4935759876113537;0.24095047197446526;-0.47589392196798247;-1.3370950989909725;-1.0337925091052724;147;2.8094087788762585;1;1
咖啡廣場奶香特調咖啡Pet600ml;飲料零食;88.0;統一;規格：600ml毫升x1x4Bottle瓶;咖啡廣場奶香特調咖啡Pet600ml;0.0;1;600.0;9.0;254;0.00%;0;10020036001;unique_master_match;1;1;ml;4;bottle;22.0;0.0;0.0;volume;month;0.0;0.0;41.0;27.0;24.0;16.17;24.0;2032.0;0;historical;6.398594934535208;3.1354942159291497;0.0;2.302585092994046;-1.4935759876113537;0.24095047197446526;-0.1326331835439065;-1.3370950989909725;-1.0337925091052724;8;2.8123502824985205;1;1
咖啡廣場調和式冰咖啡Pet600ml;飲料零食;88.0;統一;規格：600ml毫升x1x4Bottle瓶;咖啡廣場調和式冰咖啡Pet600ml;0.0;1;600.0;9.0;260;0.00%;0;10020042001;unique_master_match;1;1;ml;4;bottle;22.0;0.0;0.0;volume;month;0.0;0.0;41.0;27.0;23.0;16.102;24.0;2168.0;0;historical;6.398594934535208;3.1354942159291497;0.0;2.302585092994046;-1.4935759876113537;0.24095047197446526;-0.1326331835439065;-1.3370950989909725;-1.0337925091052724;8;2.8123502824985205;1;1
家樂福純水 600ml;飲料零食;144.0;家樂福;規格：600ml毫升x1x24Bottle瓶;家樂福超值純水 600ml;0.0;1;600.0;12.0;640;0.00%;0;10040063001;unique_master_match;1;1;ml;24;bottle;6.0;0.0;0.0;volume;month;0.0;0.0;40.0;27.0;23.0;15.2;24.0;50166.0;0;historical;6.398594934535208;1.9459101490553132;0.0;2.5649493574615367;-1.4935759876113537;0.24095047197446526;-1.7984842381122323;-1.3370950989909725;-0.298269996961929;122;2.8153680900749163;1;1
家樂福天然水1500ml;飲料零食;180.0;家樂福;規格：1500ml毫升x1x12BOTTLE瓶;家樂福天然水 1500 ml;0.0;1;1500.0;12.0;650;0.00%;0;10040082001;unique_master_match;1;1;ml;12;bottle;15.0;0.0;0.0;volume;month;0.0;0.0;36.0;28.0;31.0;19.13;12.0;1250.0;0;historical;7.313886831633462;2.772588722239781;0.0;2.5649493574615367;-1.4935759876113537;1.1761903553933644;-0.6408330797982246;-1.3370950989909725;-0.298269996961929;27;2.81708515089036;1;1
紅花牌檸檬果露250ml;飲料零食;69.0;紅花牌;規格：250ml毫升x1x1Bottle瓶;紅花牌檸檬果露250ml;0.0;1;250.0;24.0;696;0.00%;0;10051001001;unique_master_match;1;1;ml;1;bottle;69.0;0.0;0.0;volume;month;0.0;0.0;25.0;19.0;20.0;5.6;12.0;68.0;0;historical;5.5254529391317835;4.248495242049359;0.0;3.2188758248682006;-1.4935759876113537;-0.6512208895093387;1.4259737150592668;-1.3370950989909725;1.5349737149444564;119;2.820509920850975;1;1
波蜜多果汁TP250ml;飲料零食;159.0;波蜜;規格：250ml毫升x1x24Bottle瓶;波蜜多果汁TP250ml;170.0;1;250.0;12.0;180;6.47%;1;10014090001;unique_master_match;1;1;ml;24;bottle;6.625;7.083333;6.470588;volume;month;6.47;1.0;35.0;20.0;11.0;6.61;24.0;10458.0;0;historical;5.5254529391317835;2.031432322493475;2.010973710906312;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-1.6787220398967388;0.2027928987331572;-0.298269996961929;20;2.8218381724692234;1;1
波蜜紅蕃茄汁-250ml;飲料零食;159.0;波蜜;規格：250ml毫升x1x24Bottle瓶;波蜜紅蕃茄汁TP250ml;170.0;1;250.0;12.0;220;6.47%;1;10016015001;unique_master_match;1;1;ml;24;bottle;6.625;7.083333;6.470588;volume;month;6.47;1.0;35.0;20.0;11.0;6.58;24.0;5080.0;0;historical;5.5254529391317835;2.031432322493475;2.010973710906312;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-1.6787220398967388;0.2027928987331572;-0.298269996961929;20;2.8218381724692234;1;1
可口可樂歡聚雙享組 350mlx12;飲料零食;199.0;CocaCola 可口可樂;規格：350ml毫升x12x1SET組;可樂雪碧350ml*12入組;222.0;1;350.0;9.0;19;10.36%;1;10000998001;unique_master_match;1;1;ml;12;set;16.583333;18.5;10.36036;volume;month;10.36;1.0;28.0;20.0;19.0;4.8;1.0;1740.0;0;historical;5.860786223465865;2.86695146473072;2.4301301029317286;2.302585092994046;0.6695340634119862;-0.30857930954851737;-0.5086908643232074;0.5237587541039835;-1.0337925091052724;202;2.8276109093489974;1;1
舒味思氣泡水500ml;飲料零食;120.0;Schweppes 舒味思;規格：500ml毫升x1x4Bottle瓶;舒味思氣泡水Pet500ml;0.0;1;500.0;9.0;672;0.00%;0;10041032001;unique_master_match;1;1;ml;4;bottle;30.0;0.0;0.0;volume;month;0.0;0.0;42.0;25.0;24.0;12.82;24.0;4581.0;0;historical;6.2166061010848646;3.4339872044851463;0.0;2.302585092994046;-1.4935759876113537;0.054995351078896616;0.28536574029338996;-1.3370950989909725;-1.0337925091052724;185;2.836178369714575;1;1
御茶園特撰日式綠茶550ml;飲料零食;77.0;御茶園;規格：550ml毫升x1x4Bottle瓶;御茶園特撰日式綠茶550ml;80.0;1;550.0;10.0;491;3.75%;1;10033028001;unique_master_match;1;1;ml;4;bottle;19.25;20.0;3.75;volume;month;3.75;1.0;40.0;27.0;24.0;14.48;24.0;7776.0;0;historical;6.311734809152915;3.0081547935525483;1.55814461804655;2.3978952727983707;0.6695340634119862;0.15219730613324509;-0.31095476413773976;-0.14395757410161142;-0.76659612462511;98;2.8415431214936304;1;1
御茶園特撰冰釀綠茶550ml;飲料零食;77.0;御茶園;規格：550ml毫升x1x4Bottle瓶;御茶園特撰冰釀綠茶550ml;80.0;1;550.0;10.0;511;3.75%;1;10033056001;unique_master_match;1;1;ml;4;bottle;19.25;20.0;3.75;volume;month;3.75;1.0;40.0;27.0;24.0;14.55;24.0;4404.0;0;historical;6.311734809152915;3.0081547935525483;1.55814461804655;2.3978952727983707;0.6695340634119862;0.15219730613324509;-0.31095476413773976;-0.14395757410161142;-0.76659612462511;98;2.8415431214936304;1;1
每朝健康雙纖綠茶(無糖) 650ml;飲料零食;115.0;每朝;規格：650ml毫升x1x4Bottle瓶;每朝健康雙纖綠茶650ml;156.0;1;650.0;10.0;512;26.28%;1;10033057001;unique_master_match;1;1;ml;4;bottle;28.75;39.0;26.282051;volume;month;26.28;1.0;40.0;27.0;23.0;17.18;24.0;21888.0;0;historical;6.478509642208569;3.392829131991639;3.3062290134335974;2.3978952727983707;0.6695340634119862;0.32260685080272306;0.22772944507342333;1.194624907044889;-0.76659612462511;186;2.843460832729856;1;1
Arizona綠茶;飲料零食;65.0;Arizona;規格：650ml毫升x1x1Bottle瓶;Arizona綠茶;0.0;1;650.0;24.0;496;0.00%;0;10033033001;unique_master_match;1;1;ml;1;bottle;65.0;0.0;0.0;volume;month;0.0;0.0;44.0;30.0;20.0;17.76;24.0;283.0;0;historical;6.478509642208569;4.189654742026425;0.0;3.2188758248682006;-1.4935759876113537;0.32260685080272306;1.3435755796570983;-1.3370950989909725;1.5349737149444564;120;2.851623780949674;1;1
可爾必思乳酸菌飲料Pet500ml;飲料零食;80.0;;規格：500ml毫升x1x4Bottle瓶;可爾必思乳酸菌飲料Pet500ml;95.0;1;500.0;9.0;380;15.79%;1;10024011001;unique_master_match;1;1;ml;4;bottle;20.0;23.75;15.789474;volume;month;15.79;1.0;41.0;29.0;21.0;13.3;24.0;5008.0;0;historical;6.2166061010848646;3.044522437723423;2.8207521424271813;2.302585092994046;0.6695340634119862;0.054995351078896616;-0.2600268137042523;0.82287464358743;-1.0337925091052724;14;2.8529806001335585;1;1
美粒果柳橙汁450ml;飲料零食;78.0;美粒果;規格：450ml毫升x1x4Bottle瓶;美粒果柳橙汁450mlPet;99.0;1;450.0;9.0;125;21.21%;1;10012899001;unique_master_match;1;1;ml;4;bottle;19.5;24.75;21.212121;volume;month;21.21;1.0;40.0;27.0;22.0;11.88;24.0;3369.333333;0;historical;6.111467339502679;3.0204248861443626;3.100638130870376;2.302585092994046;0.6695340634119862;-0.05243481785045372;-0.2937721645612001;1.0371952346510438;-1.0337925091052724;88;2.8532112812062858;1;1
美粒果白葡萄汁450ml;飲料零食;78.0;美粒果;規格：450ml毫升x1x4Bottle瓶;美粒果白葡萄蘆薈450mlPet;99.0;1;450.0;9.0;208;21.21%;1;10014898001;unique_master_match;1;1;ml;4;bottle;19.5;24.75;21.212121;volume;month;21.21;1.0;40.0;27.0;22.0;11.87;24.0;1249.0;0;historical;6.111467339502679;3.0204248861443626;3.100638130870376;2.302585092994046;0.6695340634119862;-0.05243481785045372;-0.2937721645612001;1.0371952346510438;-1.0337925091052724;88;2.8532112812062858;1;1
黑松C&C氣泡飲(檸檬)500ml;飲料零食;85.0;黑松汽水C&C氣泡飲;規格：500ml毫升x1x4Bottle瓶;黑松CC檸檬氣泡飲PET 500ml;107.0;1;500.0;9.0;32;20.56%;1;10001022001;unique_master_match;1;1;ml;4;bottle;21.25;26.75;20.560748;volume;month;20.56;1.0;42.0;28.0;23.0;13.81;24.0;1544.0;0;historical;6.2166061010848646;3.1023420086122493;3.070874439316529;2.302585092994046;0.6695340634119862;0.054995351078896616;-0.17905835101043024;1.0144039116500703;-1.0337925091052724;88;2.8695049287456778;1;1
立頓英式奶茶-535ml;飲料零食;79.0;立頓;規格：535ml毫升x1x4BOTTLE瓶;立頓英式奶茶535ml;88.0;1;535.0;9.0;458;10.23%;1;10032048001;unique_master_match;1;1;ml;4;bottle;19.75;22.0;10.227273;volume;month;10.23;1.0;42.0;28.0;24.0;15.46;24.0;1282.666667;0;historical;6.284134161070802;3.0325462466767075;2.418345907561159;2.302585092994046;0.6695340634119862;0.12399512606758852;-0.2767978440504403;0.5147350951095564;-1.0337925091052724;71;2.869704466549192;1;1
午后時光阿薩姆奶茶250ml;飲料零食;165.0;光泉;規格：250ml毫升x1x24Bottle瓶;光泉午后時光-阿薩姆奶茶250ml;172.0;1;250.0;12.0;453;4.07%;1;10032019001;unique_master_match;1;1;ml;24;bottle;6.875;7.166667;4.069767;volume;month;4.07;1.0;35.0;20.0;11.0;6.5;24.0;18207.0;0;historical;5.5254529391317835;2.063693184711697;1.6232948599395594;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-1.63354508028199;-0.09406926626557577;-0.298269996961929;189;2.8699632226654765;1;1
立頓萃香奶綠-535ml;飲料零食;473.0;立頓;規格：535ml毫升x1x24Bottle瓶;立頓萃香奶綠535ml;526.0;1;535.0;9.0;445;10.08%;1;10032007001;unique_master_match;1;1;ml;24;bottle;19.708333;21.916667;10.076046;volume;month;10.08;1.0;43.0;28.0;24.0;14.1;24.0;698.666667;0;historical;6.284134161070802;3.0305361796521035;2.4047847584239626;2.302585092994046;0.6695340634119862;0.12399512606758852;-0.27961267014464736;0.5043507471300374;-1.0337925091052724;71;2.870408729402493;1;1
可果美100蕃茄檸檬汁280ml;飲料零食;89.0;可果美;規格：280ml毫升x1x4Set組;可果美100蕃茄檸檬汁280ml;95.0;1;280.0;9.0;216;6.32%;1;10016002001;unique_master_match;1;1;ml;4;set;22.25;23.75;6.315789;volume;month;6.32;1.0;36.0;24.0;16.0;7.93;24.0;1190.0;0;historical;5.638354669333745;3.1463051320333655;1.9900348892160478;2.302585092994046;0.6695340634119862;-0.5358585648491653;-0.11749396262244165;0.18675915347211552;-1.0337925091052724;146;2.874338155533706;1;1
美粒果零加糖蘋果蘇打500ml;飲料零食;76.0;美粒果;規格：500ml毫升x1x4Bottle瓶;美粒果蘋果蘇打Pet 500ml;100.0;1;500.0;9.0;73;24.00%;1;10002906001;unique_master_match;1;1;ml;4;bottle;19.0;25.0;24.0;volume;month;24.0;1.0;42.0;29.0;22.0;13.2;24.0;1149.0;0;historical;6.2166061010848646;2.995732273553991;3.2188758248682006;2.302585092994046;0.6695340634119862;0.054995351078896616;-0.3283508176124438;1.1277348597482668;-1.0337925091052724;88;2.879556758086661;1;1
阿維拉氣泡水500ml;飲料零食;432.0;AVILA阿維拉;規格：500ml毫升x1x24BOTTLE瓶;阿維拉氣泡水Pet 500ml;576.0;1;500.0;9.0;676;25.00%;1;10041038001;unique_master_match;1;1;ml;24;bottle;18.0;24.0;25.0;volume;month;25.0;1.0;43.0;29.0;24.0;13.9;24.0;1660.0;0;historical;6.2166061010848646;2.9444389791664403;3.258096538021482;2.302585092994046;0.6695340634119862;0.054995351078896616;-0.40018011570680617;1.1577678259274715;-1.0337925091052724;88;2.8848800254407445;1;1
味丹青草茶 560ml;飲料零食;72.0;味丹;規格：560ml毫升x1x4Bottle瓶;味丹青草茶Pet560ml;79.0;1;560.0;9.0;572;8.86%;1;10035012001;unique_master_match;1;1;ml;4;bottle;18.0;19.75;8.860759;volume;month;8.86;1.0;41.0;28.0;25.0;16.49;24.0;4093.0;0;historical;6.329720905522696;2.9444389791664403;2.2885631433395406;2.302585092994046;0.6695340634119862;0.17057539374154107;-0.40018011570680617;0.4153549193009619;-1.0337925091052724;71;2.8877176022957585;1;1
椰活100純椰子水500ml;飲料零食;99.0;;規格：500ml毫升x1x3Can罐;椰活100純椰子水 500ml;100.0;1;500.0;24.0;146;1.00%;1;10014029001;unique_master_match;1;1;ml;3;can;33.0;33.333333;1.0;volume;month;1.0;1.0;41.0;28.0;18.0;12.92;24.0;2132.0;0;historical;6.2166061010848646;3.5263605246161616;0.6931471805599453;3.2188758248682006;0.6695340634119862;0.054995351078896616;0.4147220397255254;-0.8063228575579731;1.5349737149444564;92;2.890143146591061;1;1
[限量]黑松沙士600 ml;飲料零食;89.0;黑松沙士;規格：600ml毫升x1x4Bottle瓶;黑松汽水-600毫升;107.0;1;600.0;9.0;24;16.82%;1;10001007001;unique_master_match;1;1;ml;4;bottle;22.25;26.75;16.82243;volume;month;16.82;1.0;42.0;28.0;24.0;15.97;24.0;364.0;0;historical;6.398594934535208;3.1463051320333655;2.8804577763823516;2.302585092994046;0.6695340634119862;0.24095047197446526;-0.11749396262244165;0.8685937838354848;-1.0337925091052724;14;2.8973676815989364;1;1
黑松加鹽沙士600ml;飲料零食;89.0;黑松沙士;規格：600ml毫升x1x4Bottle瓶;黑松加鹽沙士600 ml;107.0;1;600.0;9.0;40;16.82%;1;10002003001;unique_master_match;1;1;ml;4;bottle;22.25;26.75;16.82243;volume;month;16.82;1.0;43.0;28.0;24.0;16.03;24.0;4236.0;0;historical;6.398594934535208;3.1463051320333655;2.8804577763823516;2.302585092994046;0.6695340634119862;0.24095047197446526;-0.11749396262244165;0.8685937838354848;-1.0337925091052724;14;2.8973676815989364;1;1
[限量]黑松沙士600 ml;飲料零食;89.0;黑松沙士;規格：600ml毫升x1x4Bottle瓶;黑松沙士600 ml;107.0;1;600.0;9.0;45;16.82%;1;10002009001;unique_master_match;1;1;ml;4;bottle;22.25;26.75;16.82243;volume;month;16.82;1.0;43.0;28.0;24.0;16.02;24.0;11015.0;0;historical;6.398594934535208;3.1463051320333655;2.8804577763823516;2.302585092994046;0.6695340634119862;0.24095047197446526;-0.11749396262244165;0.8685937838354848;-1.0337925091052724;14;2.8973676815989364;1;1
泰山Cheers奇兒思強氣泡水-500ml;飲料零食;72.0;泰山;規格：500ml毫升x1x4BOTTLE瓶;奇而思 Cheers EX 強氣泡水 500ml;100.0;1;500.0;9.0;692;28.00%;1;10041085001;unique_master_match;1;1;ml;4;bottle;18.0;25.0;28.0;volume;month;28.0;1.0;43.0;29.0;23.0;14.09;24.0;8632.0;0;historical;6.2166061010848646;2.9444389791664403;3.367295829986474;2.302585092994046;0.6695340634119862;0.054995351078896616;-0.40018011570680617;1.2413863626318025;-1.0337925091052724;88;2.898811272117307;1;1
【限量】天地合補含鐵玫瑰四物飲 120mlx12入;飲料零食;585.0;天地合補;規格：120ml毫升x12x1Box盒;天地合補含鐵玫瑰四物飲12入;614.0;1;120.0;24.0;342;4.72%;1;10023054001;unique_master_match;1;1;ml;12;box;48.75;51.166667;4.723127;volume;month;4.72;1.0;54.0;25.0;13.0;10.2;3.0;99.0;0;historical;4.795790545596741;3.907010463604602;1.7445153343392283;3.2188758248682006;0.6695340634119862;-1.396785636699068;0.9477706236323856;-0.0012455995044880809;1.5349737149444564;83;2.900050869623233;1;1
統一麥香阿薩姆奶茶600ml;飲料零食;90.0;統一;規格：600ml毫升x1x4Bottle瓶;麥香阿薩姆紅茶Pet600ml;100.0;1;600.0;9.0;421;10.00%;1;10031019001;unique_master_match;1;1;ml;4;bottle;22.5;25.0;10.0;volume;month;10.0;1.0;41.0;27.0;23.0;16.0;24.0;1137.0;0;historical;6.398594934535208;3.1570004211501135;2.3978952727983707;2.302585092994046;0.6695340634119862;0.24095047197446526;-0.10251666160590292;0.4990751753173355;-1.0337925091052724;71;2.9028207470756677;1;1
泰山Cheers奇兒思檸檬氣泡水-590ml;飲料零食;98.0;泰山;規格：590ml毫升x1x4BOTTLE瓶;泰山奇而思Cheers檸檬氣泡水590ml;116.0;1;590.0;9.0;674;15.52%;1;10041034001;unique_master_match;1;1;ml;4;bottle;24.5;29.0;15.517241;volume;month;15.52;1.0;43.0;29.0;24.0;16.0;24.0;1132.0;0;historical;6.3818160174060985;3.2386784521643803;2.8044047444599314;2.302585092994046;0.6695340634119862;0.2238058730225106;0.011862336809693135;0.810356746517337;-1.0337925091052724;14;2.903475570980882;1;1
光泉冷泡茶冷萃綠茶無糖-1235ml;飲料零食;32.0;光泉;規格：1235ml毫升x1x1Bottle瓶;冷泡茶冷萃綠茶無糖1235ml;34.0;1;1235.0;12.0;486;5.88%;1;10033022001;unique_master_match;1;1;ml;1;bottle;32.0;34.0;5.882353;volume;month;5.88;1.0;35.0;26.0;31.0;15.98;12.0;1356.0;0;historical;7.119635638017636;3.4965075614664802;1.9289605992885486;2.5649493574615367;0.6695340634119862;0.9777056269180011;0.372917015995193;0.13999197520478052;-0.298269996961929;114;2.92133786173681;1;1
原萃鐵觀音580ml;飲料零食;78.0;原萃;規格：580ml毫升x1x4Bottle瓶;原萃木柵鐵觀音 580ml;107.0;1;580.0;9.0;406;27.10%;1;10030048001;unique_master_match;1;1;ml;4;bottle;19.5;26.75;27.102804;volume;month;27.1;1.0;38.0;25.0;24.0;14.97;24.0;13804.0;0;historical;6.364750756851911;3.0204248861443626;3.335869357838229;2.302585092994046;0.6695340634119862;0.20636869004098318;-0.2937721645612001;1.2173217778938528;-1.0337925091052724;88;2.9214970183108524;1;1
原萃錫蘭紅茶(無糖) 580ml;飲料零食;78.0;原萃;規格：580ml毫升x1x4Bottle瓶;原萃錫蘭無糖紅茶580ml;107.0;1;580.0;9.0;430;27.10%;1;10031033001;unique_master_match;1;1;ml;4;bottle;19.5;26.75;27.102804;volume;month;27.1;1.0;37.0;25.0;24.0;14.95;24.0;10516.0;0;historical;6.364750756851911;3.0204248861443626;3.335869357838229;2.302585092994046;0.6695340634119862;0.20636869004098318;-0.2937721645612001;1.2173217778938528;-1.0337925091052724;88;2.9214970183108524;1;1
原萃綠茶玉露580ml;飲料零食;78.0;原萃;規格：580ml毫升x1x4Bottle瓶;原萃綠茶玉露 Pet 580ml;107.0;1;580.0;9.0;482;27.10%;1;10033018001;unique_master_match;1;1;ml;4;bottle;19.5;26.75;27.102804;volume;month;27.1;1.0;37.0;25.0;24.0;14.89;24.0;26808.0;0;historical;6.364750756851911;3.0204248861443626;3.335869357838229;2.302585092994046;0.6695340634119862;0.20636869004098318;-0.2937721645612001;1.2173217778938528;-1.0337925091052724;88;2.9214970183108524;1;1
光泉果汁時刻芭芒柳汁TP250ml;飲料零食;169.0;光泉;規格：250ml毫升x1x24Bottle瓶;光泉果汁時刻芭芒柳汁TP250ml;174.0;1;250.0;12.0;145;2.87%;1;10014028001;unique_master_match;1;1;ml;24;bottle;7.041667;7.25;2.873563;volume;month;2.87;1.0;34.0;20.0;11.0;6.63;24.0;11499.0;0;historical;5.5254529391317835;2.0846364000077164;1.3541747553179544;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-1.6042169493339937;-0.30014596274625815;-0.298269996961929;189;2.921996921712544;1;1
家樂福純水 1500ml;飲料零食;120.0;家樂福;規格：1500ml毫升x1x12Bottle瓶;家樂福超值純水 1500ml;0.0;1;1500.0;12.0;639;0.00%;0;10040062001;unique_master_match;1;1;ml;12;bottle;10.0;0.0;0.0;volume;month;0.0;0.0;37.0;27.0;30.0;15.0;12.0;26824.0;0;historical;7.313886831633462;2.3978952727983707;0.0;2.5649493574615367;-1.4935759876113537;1.1761903553933644;-1.1655404084127867;-1.3370950989909725;-0.298269996961929;180;2.9221926688927726;1;1
雪碧600ml;飲料零食;89.0;Sprite 雪碧;規格：600ml毫升x1x4Bottle瓶;雪碧汽水600ml;120.0;1;600.0;9.0;30;25.83%;1;10001015001;unique_master_match;1;1;ml;4;bottle;22.25;30.0;25.833333;volume;month;25.83;1.0;45.0;30.0;24.0;15.6;24.0;3368.0;0;historical;6.398594934535208;3.1463051320333655;3.2896448833340477;2.302585092994046;0.6695340634119862;0.24095047197446526;-0.11749396262244165;1.1819257341245815;-1.0337925091052724;88;2.930430821806137;1;1
悅氏礦泉水1500ml;飲料零食;171.0;悅氏;規格：1500ml毫升x1x12Bottle瓶;悅氏礦泉水1500ml;226.0;1;1500.0;12.0;594;24.34%;1;10040003001;unique_master_match;1;1;ml;12;bottle;14.25;18.833333;24.336283;volume;month;24.34;1.0;35.0;27.0;30.0;19.3;12.0;12674.0;0;historical;7.313886831633462;2.7245795030534206;3.232237479050811;2.5649493574615367;0.6695340634119862;1.1761903553933644;-0.7080634762348328;1.1379664459664025;-0.298269996961929;97;2.935231899335343;1;1
愛之味麥仔茶1480ml;飲料零食;30.0;愛之味;規格：1480ml毫升x1x1Bottle瓶;愛之味麥仔茶1480ml;35.0;1;1480.0;12.0;565;14.29%;1;10035001001;unique_master_match;1;1;ml;1;bottle;30.0;35.0;14.285714;volume;month;14.29;1.0;36.0;27.0;31.0;19.2;12.0;3865.0;0;historical;7.300472814267799;3.4339872044851463;2.726918666715004;2.5649493574615367;0.6695340634119862;1.16248399125203;0.28536574029338996;0.7510223651363109;-0.298269996961929;139;2.937615723690624;1;1
黑松茶花綠茶-無糖Pet-580ml;飲料零食;75.0;黑松;規格：580ml毫升x1x4Bottle瓶;黑松茶花綠茶-無糖Pet580ml;108.0;1;580.0;9.0;519;30.56%;1;10033070001;unique_master_match;1;1;ml;4;bottle;18.75;27.0;30.555556;volume;month;30.56;1.0;42.0;28.0;24.0;15.46;24.0;18604.0;0;historical;6.364750756851911;2.9831534913471307;3.4517496749094936;2.302585092994046;0.6695340634119862;0.20636869004098318;-0.3459656951044988;1.306056259335724;-1.0337925091052724;88;2.9378199525376703;1;1
一日蔬果100葡萄蔬果汁 160ml;飲料零食;69.0;波蜜;規格：160ml毫升x1x6BOTTLE瓶;一日蔬果100葡萄蔬果汁 160ml;70.0;1;160.0;12.0;101;1.43%;1;10010026001;unique_master_match;1;1;ml;6;bottle;11.5;11.666667;1.428571;volume;month;1.43;1.0;33.0;16.0;10.0;4.39;24.0;2724.0;0;historical;5.081404364984463;2.5257286443082556;0.887303018530299;2.5649493574615367;0.6695340634119862;-1.1049471139350835;-0.9865271190885683;-0.6576494845759492;-0.298269996961929;195;2.938199616243441;1;1
原萃日式綠茶-580ml;飲料零食;78.0;原萃;規格：580ml毫升x1x4Bottle瓶;原萃日式綠茶580ml;114.0;1;580.0;9.0;471;31.58%;1;10033004001;unique_master_match;1;1;ml;4;bottle;19.5;28.5;31.578947;volume;month;31.58;1.0;37.0;25.0;24.0;14.94;24.0;27900.0;0;historical;6.364750756851911;3.0204248861443626;3.4836662822095934;2.302585092994046;0.6695340634119862;0.20636869004098318;-0.2937721645612001;1.330496161380663;-1.0337925091052724;88;2.942961692001763;1;1
KIRIN 午後紅茶-無糖紅茶 500ml;飲料零食;99.0;KIRIN 麒麟;規格：500ml毫升x1x3Bottle瓶;KIRIN午後紅茶-無糖紅茶500ml;117.0;1;500.0;9.0;435;15.38%;1;10031909001;unique_master_match;1;1;ml;3;bottle;33.0;39.0;15.384615;volume;month;15.38;1.0;38.0;26.0;23.0;12.81;24.0;612.0;0;historical;6.2166061010848646;3.5263605246161616;2.7963427847737097;2.302585092994046;0.6695340634119862;0.054995351078896616;0.4147220397255254;0.8041833615090599;-1.0337925091052724;109;2.946762313400654;1;1
KIRIN 午後紅茶-檸檬紅茶 500ml;飲料零食;99.0;KIRIN 麒麟;規格：500ml毫升x1x3Bottle瓶;KIRIN 午後紅茶-檸檬紅茶500ml;117.0;1;500.0;9.0;546;15.38%;1;10034031001;unique_master_match;1;1;ml;3;bottle;33.0;39.0;15.384615;volume;month;15.38;1.0;37.0;25.0;22.0;12.98;24.0;513.0;0;historical;6.2166061010848646;3.5263605246161616;2.7963427847737097;2.302585092994046;0.6695340634119862;0.054995351078896616;0.4147220397255254;0.8041833615090599;-1.0337925091052724;109;2.946762313400654;1;1
