item_code;distance_to_new_product;rank;is_nearest_historical
10040028001;4.0032336131110196;400;0
10023075001;4.009782800199686;401;0
10040031001;4.011214607009475;402;0
10002035001;4.031110066818183;403;0
10002919001;4.031110066818183;404;0
10023998001;4.0504080575164485;405;0
10052020001;4.062114149735974;406;0
10052025001;4.062114149735974;407;0
10040049001;4.072746077608048;408;0
10040004001;4.08640805702536;409;0
10033015001;4.143688597516462;410;0
10052017001;4.274620327464988;411;0
10030020001;4.33254751198508;412;0
10033034001;4.3641965664155;413;0
10040079001;4.421803739951288;414;0
10052004001;4.4355357522446806;415;0
10040025001;4.510681339051641;416;0
10052035001;4.790764452236728;417;0
10014018001;4.819276437168136;418;0
10023017001;6.480133389996073;419;0
