item_code;distance_to_new_product;rank;is_nearest_historical
10024001001;0.344103385757221;1;1
10020015001;0.8727456353713967;2;0
10002942001;0.8730648515456747;3;0
10034015001;0.8914964868364297;4;0
10020034001;0.9029583444419931;5;0
10014009001;0.938364681725969;6;0
10002005001;1.007468415934871;7;0
10041087001;1.0704634128299164;8;0
10022012001;1.1138329876026034;9;0
10040021001;1.1652199575625661;10;0
10022024001;1.1849167390035866;11;0
10014067001;1.2122013541290946;12;0
10040027001;1.2631877162252858;13;0
10030019001;1.2741958451960944;14;0
10002018001;1.2891745977897426;15;0
10035036001;1.302544540968042;16;0
10022910001;1.3084258909622661;17;0
10020041001;1.3172025776116258;18;0
10000023001;1.3269449837187202;19;0
10002011001;1.4364960280650803;20;0
10010012001;1.4437939217162699;21;0
10040023001;1.4847442632693149;22;0
10040078001;1.5112048350361469;23;0
10031004001;1.6653553948870805;24;0
10032064001;1.7026522121619054;25;0
10021025001;1.756159940594045;26;0
10016020001;1.7727308973110816;27;0
10040032001;1.7895788774464756;28;0
10010002001;1.797477373238721;29;0
10010035001;1.797477373238721;30;0
10032020001;1.8435530938625353;31;0
10000007001;1.8508773186350724;32;0
10001035001;1.8854743284535969;33;0
10040034001;1.8878078287941942;34;0
10040008001;1.9409951939299666;35;0
10040081001;1.9409951939299666;36;0
10030007001;1.963695428308831;37;0
10023110001;1.970396771346243;38;0
10022006001;1.9723327665215378;39;0
10030014001;1.9736637765294252;40;0
10000012001;1.9769622425714646;41;0
10002026001;1.9769622425714646;42;0
10033023001;2.037513788533267;43;0
10031026001;2.053420459838203;44;0
10002943001;2.0559109077682045;45;0
10035034001;2.072642642831611;46;0
10041008001;2.09915615481362;47;0
10033031001;2.1131501373166204;48;0
10002012001;2.118964747469577;49;0
10002046001;2.1905329932165603;50;0
10020017001;2.196448391614747;51;0
10032015001;2.2022687286775717;52;0
10014073001;2.203863313397425;53;0
10014126001;2.203863313397425;54;0
10016014001;2.2314188163907733;55;0
10002073001;2.2479111186305385;56;0
10040048001;2.2905965532909613;57;0
10020003001;2.3191378537271774;58;0
10020006001;2.3191378537271774;59;0
10014051001;2.331761068943742;60;0
10021040001;2.3322764946918206;61;0
10020007001;2.332537253056855;62;0
10020018001;2.332537253056855;63;0
10034013001;2.3396177206714546;64;0
10020004001;2.345324907198479;65;0
10020019001;2.345324907198479;66;0
10020024001;2.345324907198479;67;0
10020025001;2.345324907198479;68;0
10035015001;2.3464429536600204;69;0
10022915001;2.347426733414717;70;0
10020033001;2.3513123903569526;71;0
10024014001;2.3527701640369814;72;0
10014130001;2.356422737430281;73;0
10014113001;2.3569908937152344;74;0
10033020001;2.3602082378651117;75;0
10020012001;2.3625580290663697;76;0
10022016001;2.368411063634185;77;0
10035006001;2.3805469673863797;78;0
10032059001;2.3882411012254674;79;0
10002021001;2.391315883518842;80;0
10014111001;2.394578485110356;81;0
10014020001;2.398008759332067;82;0
10023035001;2.4081336176087693;83;0
10014080001;2.4090693419344276;84;0
10021001001;2.416228027725501;85;0
10030046001;2.417270644926558;86;0
10023055001;2.4179928563788025;87;0
10023068001;2.4179928563788025;88;0
10034022001;2.4187784311694602;89;0
10034041001;2.4187784311694602;90;0
10035046001;2.4347207843998873;91;0
10040001001;2.4347521925597517;92;0
10020011001;2.4370937336159093;93;0
10001020001;2.4468414474987936;94;0
10000005001;2.4474423823898164;95;0
10001006001;2.4492424197766756;96;0
10002007001;2.4492424197766756;97;0
10031013001;2.454142269976281;98;0
10032013001;2.454142269976281;99;0
10033064001;2.454142269976281;100;0
10032055001;2.461216788650022;101;0
10040016001;2.461581423272384;102;0
10053901001;2.465562371147268;103;0
10053903001;2.465562371147268;104;0
10000003001;2.4657785798134646;105;0
10033012001;2.4681956291294975;106;0
10001005001;2.4687672255324244;107;0
10002014001;2.475426902704861;108;0
10014024001;2.475945149964925;109;0
10011003001;2.4763486531833148;110;0
10011028001;2.477482381774573;111;0
10010042001;2.480491896306507;112;0
10035027001;2.489566709731029;113;0
10011004001;2.493001313710285;114;0
10035013001;2.496579548095016;115;0
10031023001;2.498417580758986;116;0
10021010001;2.499093987429144;117;0
10021017001;2.499093987429144;118;0
10035003001;2.49939773709549;119;0
10013007001;2.5013281087571984;120;0
10002071001;2.5027348533865434;121;0
10014055001;2.5039460961953353;122;0
10040010001;2.505338167908099;123;0
10014110001;2.508551481004588;124;0
10031015001;2.508639449587547;125;0
10041004001;2.5094029729622767;126;0
10014106001;2.5095378113145532;127;0
10033029001;2.5105019706730336;128;0
10002102001;2.512485216897586;129;0
10010019001;2.5131758424787822;130;0
10100132001;2.5143469870311215;131;0
10002899001;2.518137453838559;132;0
10011021001;2.520896849651285;133;0
10040011001;2.522490338888732;134;0
10010009001;2.523065716324635;135;0
10030021001;2.5240004688902338;136;0
10030022001;2.5240004688902338;137;0
10032023001;2.5288867049087562;138;0
10021035001;2.538953626145223;139;0
10041039001;2.542589003832859;140;0
10041040001;2.542589003832859;141;0
14222005001;2.561073380833235;142;0
10031003001;2.5646451257505247;143;0
10014032001;2.5708068876727515;144;0
10002008001;2.579665292487233;145;0
10001009001;2.5823445256527657;146;0
10000011001;2.5963428122548966;147;0
10001012001;2.5963428122548966;148;0
10041007001;2.6024168029416197;149;0
10002072001;2.6087872893114024;150;0
10040041001;2.609149836870916;151;0
10040017001;2.6093599315154616;152;0
10014062001;2.615693612444975;153;0
10040071001;2.6236445300667803;154;0
10022020001;2.643393590618082;155;0
10022908001;2.643393590618082;156;0
10014037001;2.64465386729228;157;0
10035028001;2.6463273155603253;158;0
10024004001;2.647261430983648;159;0
10024007001;2.647261430983648;160;0
10035021001;2.648163635527009;161;0
10031012001;2.6500400837013536;162;0
10034002001;2.6500400837013536;163;0
10034007001;2.6500400837013536;164;0
10034016001;2.6594507019288587;165;0
10022014001;2.6679429252891893;166;0
10031017001;2.6814319984734545;167;0
10023002001;2.6902829697368356;168;0
10023027001;2.6902829697368356;169;0
10041899001;2.698782425486221;170;0
10014030001;2.7054297454910996;171;0
10031001001;2.70564733783396;172;0
10033068001;2.717232283020321;173;0
10013005001;2.7192891300592645;174;0
10021015001;2.7245235501663;175;0
10034999001;2.7289652594528677;176;0
10034033001;2.7299182559405875;177;0
10032014001;2.73195998366346;178;0
10033041001;2.7335398826448203;179;0
10032008001;2.735585608993112;180;0
10032047001;2.735585608993112;181;0
10011001001;2.7360742092248365;182;0
10021016001;2.738402648275805;183;0
10032006001;2.7430521320859516;184;0
10040005001;2.744298360047148;185;0
10021006001;2.750618631801337;186;0
10021027001;2.75270772755294;187;0
10031911001;2.7528293896313345;188;0
10034011001;2.7528293896313345;189;0
10015011001;2.7566688874190213;190;0
10032011001;2.7566688874190213;191;0
10021008001;2.7609378741594015;192;0
10034042001;2.7661650232201653;193;0
10021018001;2.769072550419568;194;0
10040111001;2.7763573310485548;195;0
10034025001;2.77838452229887;196;0
10034003001;2.7799141868560233;197;0
10011023001;2.7816881041372095;198;0
10012006001;2.7816881041372095;199;0
10013012001;2.7816881041372095;200;0
10031910001;2.7896674204839815;201;0
10030008001;2.7933997547093887;202;0
10014023001;2.7963252823256406;203;0
10030017001;2.7983804819247684;204;0
10040035001;2.799700623850025;205;0
10040009001;2.80010310806053;206;0
10033014001;2.8094087788762585;207;0
10020036001;2.8123502824985205;208;0
10020042001;2.8123502824985205;209;0
10040063001;2.8153680900749163;210;0
10040082001;2.81708515089036;211;0
10051001001;2.820509920850975;212;0
10014090001;2.8218381724692234;213;0
10016015001;2.8218381724692234;214;0
10000998001;2.8276109093489974;215;0
10041032001;2.836178369714575;216;0
10033028001;2.8415431214936304;217;0
10033056001;2.8415431214936304;218;0
10033057001;2.843460832729856;219;0
10033033001;2.851623780949674;220;0
10024011001;2.8529806001335585;221;0
10012899001;2.8532112812062858;222;0
10014898001;2.8532112812062858;223;0
10001022001;2.8695049287456778;224;0
10032048001;2.869704466549192;225;0
10032019001;2.8699632226654765;226;0
10032007001;2.870408729402493;227;0
10016002001;2.874338155533706;228;0
10002906001;2.879556758086661;229;0
10041038001;2.8848800254407445;230;0
10035012001;2.8877176022957585;231;0
10014029001;2.890143146591061;232;0
10001007001;2.8973676815989364;233;0
10002003001;2.8973676815989364;234;0
10002009001;2.8973676815989364;235;0
10041085001;2.898811272117307;236;0
10023054001;2.900050869623233;237;0
10031019001;2.9028207470756677;238;0
10041034001;2.903475570980882;239;0
10033022001;2.92133786173681;240;0
10030048001;2.9214970183108524;241;0
10031033001;2.9214970183108524;242;0
10033018001;2.9214970183108524;243;0
10014028001;2.921996921712544;244;0
10040062001;2.9221926688927726;245;0
10001015001;2.930430821806137;246;0
10040003001;2.935231899335343;247;0
10035001001;2.937615723690624;248;0
10033070001;2.9378199525376703;249;0
10010026001;2.938199616243441;250;0
10033004001;2.942961692001763;251;0
10031909001;2.946762313400654;252;0
10034031001;2.946762313400654;253;0
10001025001;2.9598440046572874;254;0
10040050001;2.9603267472246992;255;0
10034023001;2.962028255305023;256;0
10030001001;2.972266433020703;257;0
10033013001;2.982406529806112;258;0
10002019001;2.9842611738114475;259;0
10002944001;2.9842611738114475;260;0
10032004001;2.985575411457153;261;0
10034050001;2.987875750863116;262;0
10022003001;2.996730404649757;263;0
10021022001;2.997298312243797;264;0
10022030001;3.0065170675720165;265;0
10021034001;3.0082030223500853;266;0
10020046001;3.0150507362560592;267;0
10021021001;3.0255696219658463;268;0
10002037001;3.027464841570408;269;0
10002038001;3.027464841570408;270;0
10030005001;3.038628109177485;271;0
10023031001;3.0531816828370264;272;0
10052015001;3.0608689152646744;273;0
10011016001;3.0624529128743054;274;0
10013003001;3.0624529128743054;275;0
10033065001;3.0773119905534014;276;0
10033038001;3.077552236979918;277;0
10016011001;3.084658550511409;278;0
10022008001;3.089851153873875;279;0
10023008001;3.0932125507416828;280;0
10023044001;3.0932125507416828;281;0
10031901001;3.1031229148391097;282;0
10034049001;3.1227458919646236;283;0
10022916001;3.1297485444227435;284;0
10002916001;3.13454656917534;285;0
10040038001;3.1569482271976126;286;0
10002025001;3.1678770542938257;287;0
10023058001;3.1691360155240287;288;0
10040014001;3.176021410243187;289;0
10021023001;3.18096820803512;290;0
10021007001;3.181620359980088;291;0
10021005001;3.1835289623845857;292;0
10014097001;3.186242865901905;293;0
10033053001;3.19883563490447;294;0
10030018001;3.2015040245054407;295;0
10033044001;3.2015040245054407;296;0
10033075001;3.2015040245054407;297;0
10034046001;3.2015040245054407;298;0
10035002001;3.2015040245054407;299;0
10035011001;3.2015040245054407;300;0
10023093001;3.2017746096593527;301;0
10033010001;3.204027199429889;302;0
10002001001;3.2053612344232305;303;0
10020016001;3.205402364819065;304;0
10020037001;3.210341013790604;305;0
10031011001;3.2103657504897556;306;0
10023124001;3.2114356565483293;307;0
10023078001;3.218759317885218;308;0
10052046001;3.2207272240618283;309;0
10001001001;3.2231616060195014;310;0
10000004001;3.2251389941003694;311;0
10034026001;3.2300229055841423;312;0
10023103001;3.232480907108371;313;0
10021009001;3.2408439390771515;314;0
10040002001;3.260560608470489;315;0
10053904001;3.2799455633981998;316;0
10030049001;3.2812841749668693;317;0
10031031001;3.2859489093870446;318;0
10010043001;3.2911829393821987;319;0
10015007001;3.295752614939717;320;0
10040066001;3.312334023647017;321;0
10001010001;3.314283901455565;322;0
10012004001;3.314283901455565;323;0
10014092001;3.314283901455565;324;0
10014033001;3.3597757583719563;325;0
10014069001;3.3597757583719563;326;0
10023106001;3.3684947234194094;327;0
10032046001;3.368523236451614;328;0
10040020001;3.3743485813694565;329;0
10002078001;3.3747628809226438;330;0
10010018001;3.376799973291344;331;0
10034057001;3.399004069150867;332;0
10002918001;3.401588346341265;333;0
10011007001;3.4121094639440583;334;0
10012002001;3.4121094639440583;335;0
10013004001;3.4121094639440583;336;0
10014043001;3.4121094639440583;337;0
10023073001;3.4174464559712776;338;0
10022011001;3.4346709515525404;339;0
10040024001;3.435135373917869;340;0
10040019001;3.4380271281061225;341;0
10010004001;3.452546344675339;342;0
10030013001;3.452546344675339;343;0
10035035001;3.452546344675339;344;0
10023049001;3.4545036190333245;345;0
10041009001;3.458680626041018;346;0
10000002001;3.5266032048591667;347;0
10000010001;3.5266032048591667;348;0
10040056001;3.5266437666928523;349;0
10001008001;3.532013176697539;350;0
10001004001;3.5320196756558726;351;0
10002040001;3.5320196756558726;352;0
10023063001;3.5327160166646903;353;0
10033001001;3.5330054178346044;354;0
10030015001;3.5456766321345756;355;0
10031007001;3.5456766321345756;356;0
10041003001;3.5649301279746193;357;0
10041033001;3.566924843289387;358;0
10022015001;3.577584644852483;359;0
10002017001;3.583766398108687;360;0
10002045001;3.583766398108687;361;0
10020002001;3.5868494319211486;362;0
10020027001;3.5868494319211486;363;0
10000001001;3.595372279120773;364;0
10000027001;3.595372279120773;365;0
10040022001;3.6259337278253003;366;0
10012009001;3.6296368287198737;367;0
10034020001;3.6356240555500974;368;0
10040018001;3.706757175644319;369;0
10041067001;3.7101879407150586;370;0
10052014001;3.7188852718805125;371;0
10002013001;3.724106276056579;372;0
10023020001;3.7412284488311602;373;0
10023114001;3.7439909293873574;374;0
10024003001;3.7531723068123197;375;0
10023066001;3.7532469923320178;376;0
10023892001;3.774521026157367;377;0
10040044001;3.7866809202510487;378;0
10031899001;3.7987612452772193;379;0
10033026001;3.801036602926902;380;0
10000008001;3.8084678398493916;381;0
10000022001;3.8084678398493916;382;0
10051034001;3.8210344375795002;383;0
10040033001;3.8269266000335502;384;0
10021026001;3.854806570481184;385;0
10040040001;3.859186338448652;386;0
10023005001;3.8719974262631163;387;0
10052019001;3.8723290558270733;388;0
10040042001;3.8845030676691734;389;0
10040039001;3.8963283873639196;390;0
10002074001;3.9013168792263007;391;0
10032001001;3.9013168792263007;392;0
10023104001;3.9087157592206347;393;0
10002069001;3.926570515546394;394;0
10040037001;3.9402874554920184;395;0
10041001001;3.9469011651693084;396;0
10040094001;3.9694552553027447;397;0
10040026001;3.9939268262497505;398;0
10023051001;4.002603061135382;399;0
